出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","109","3","2880","華南金","37444119.00","-4912111.00","8535487.00","-1153354.00","39914141.00","101232243.00","141146384.00"
"114/10/29","109","3","2881","富邦金","58237782.00","-63625062.00","-10318270.00","-3512900.00","-19218450.00","492061493.00","472843043.00"
"114/10/29","109","3","2882","國泰金","180467771.00","-7566872.00","-28418971.00","-231996.00","144249932.00","503214148.00","647464080.00"
"114/10/29","109","3","2883","凱基金","63948270.00","-103387825.00","10380546.00","-94300.00","-29153309.00","165132047.00","135978738.00"
"114/10/29","109","3","2884","玉山金","7297625.00","-1773970.00","1919325.00","2101400.00","9544380.00","54299407.00","63843787.00"
"114/10/29","109","3","2885","元大金","14724800.00","-6955769.00","4697920.00","-2104610.00","10362341.00","134093331.00","144455672.00"
"114/10/29","109","3","2886","兆豐金","-112361032.00","-403061.00","-16439038.00","-1060011.00","-130263142.00","496998144.00","366735002.00"
"114/10/29","109","3","2887","台新新光金","3984311.00","-1860817.00","-4714713.00","-20604.00","-2611823.00","55000230.00","52388407.00"
"114/10/29","109","3","2889","國票金","-2377471.00","-3315224.00","6993233.00","-25473.00","1275065.00","1964983.00","3240048.00"
"114/10/29","109","3","2890","永豐金","-14715996.00","-958614.00","5263371.00","-509888.00","-10921127.00","157999931.00","147078804.00"
"114/10/29","109","3","2891","中信金","97260341.00","-8974823.00","-18096791.00","-1500687.00","68688040.00","342323069.00","411011109.00"
"114/10/29","109","3","2892","第一金","-22547896.00","-353687.00","5481635.00","-2251547.00","-19671495.00","264796897.00","245125402.00"
"114/10/29","109","3","5880","合庫金","22976672.00","-1732131.00","726052.00","3741615.00","25712208.00","90305606.00","116017814.00"
