"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","Industry","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"3909","SHOWCASE INC","20260130",294.0,"","","",-13.81,92.77,-109.8,"JPY","",0.0,"",0,-23.5,-14.0,-18.5,3.0,"","Technology Services","Software - Application","",8.57,"",2024,6211.0,450.0,263.0
"3910","MKSYSTEM CORPORATION","20260130",315.0,-5.0,204.75,66.93,5.56,122.84,37.1,"JPY","",15.0,"",0,-7.7,-25.8,10.2,6.7,"","Technology Services","Software - Application","",5.43,"",2025,3290.0,362.0,275.0
"3911","AIMING INC","20260130",229.0,9.0,468.77,153.24,12.46,124.06,721.7,"JPY",156.6,0.0,"",0,-7.6,-33.1,38.3,"","","Technology Services","Electronic Gaming & Multimedia","",46.67,"",2024,17086.0,331.0,213.0
"3912","MOBILE FACTORY INC","20260130",1250.0,15.0,3710.65,1360.59,22.56,477.03,768.4,"JPY",2.2,59.2,43.0,0,24.4,30.0,21.3,23.1,"","Technology Services","Electronic Gaming & Multimedia","",7.14,"",2024,3317.0,1125.0,780.0
"3913","GREENBEE INC.","20260130",1388.0,-1.0,1290.76,469.62,10.26,512.93,122.1,"JPY",15.9,42.0,"",0,6.3,-1.4,-16.3,0.1,"","Technology Services","Software - Application","",2.32,"",2024,806.0,1696.0,475.0
"3914","JIG-SAW INC","20260130",2698.0,-6.0,1736.57,638.11,13.73,479.03,432.8,"JPY",25.5,50.0,"",0,18.4,20.2,20.0,21.7,"","Technology Services","Software - Infrastructure","",6.58,"",2024,3472.0,4290.0,2208.0
"3915","TERRASKY CO LTD","20260130",2091.0,0.0,2119.98,693.03,8.23,858.25,912.3,"JPY",56.2,21.9,"",0,8.9,3.4,2.9,3.2,"","Technology Services","Software - Infrastructure","",12.91,"",2025,24709.0,3185.0,1556.0
"3916","DIGITAL INFORMATION TECHNOLOGIES CO","20260130",1273.0,9.0,2090.06,683.24,25.39,274.37,2049.7,"JPY",9.6,64.2,"",0,31.3,28.1,26.0,31.8,"","Technology Services","Information Technology Services","",29.42,"",2025,24159.0,1398.5,1025.5
"3917","IRIDGE INC","20260130",624.0,-21.0,91.88,30.04,0.96,319.18,24.0,"JPY","",0.0,"",0,5.7,-8.5,5.7,9.6,"","Technology Services","Software - Application","",7.82,"",2025,6708.0,596.0,401.0
"3918","PCI HOLDINGS INC","20260130",1416.0,10.0,2928.79,957.43,10.71,911.41,966.5,"JPY",-27.3,69.5,"",0,12.4,5.2,10.9,13.6,"","Technology Services","Information Technology Services","",9.9,"",2025,26556.0,1625.0,738.0
"391A","Yamachuu Co., Ltd.","20260130",2514.0,-56.0,4737.6,1548.73,4.62,3952.78,197.4,"",130.7,0.0,"",0,5.1,15.4,8.1,9.8,"","Finance","Real Estate Development","",1.25,"",2025,5438.0,"",""
"3920","Internetworking & Broadband Consulting Co., Ltd.","20260130",946.0,12.0,2217.68,816.84,17.48,408.83,397.3,"JPY",-50.0,56.0,"",0,20.6,20.2,9.0,-0.6,12.1,"Technology Services","Information Technology Services","",5.56,"",2025,2404.51,1151.0,574.0
"3921","NEO JAPAN INC","20260130",1780.0,8.0,3344.15,1243.26,22.24,449.79,1402.3,"JPY",7.0,64.5,"",0,22.3,15.8,15.3,21.8,"","Technology Services","Software - Application","",14.02,"",2025,7263.0,2119.0,1242.0
"3922","PR TIMES CORPORATION","20260130",2634.0,3.0,3453.52,1128.96,22.5,511.64,1552.9,"JPY",11.9,45.1,"",0,23.5,26.4,22.2,77.7,"","Commercial Services","Internet Content & Information","",13.49,"",2025,8003.0,3340.0,1961.0
"3923","RAKUS CO LTD","20260130",880.6,-3.0,678.46,221.79,37.11,60.95,8154.7,"JPY",15.1,57.7,"",0,60.0,43.9,12.9,14.4,"","Technology Services","Information Technology Services","",360.58,"",2025,48904.0,1395.0,871.0
"3924","R&D COMPUTER CO LTD","20260130",973.0,8.0,1790.66,631.65,16.69,332.76,996.9,"JPY","",36.4,"",0,16.3,25.4,17.8,"","","Technology Services","Information Technology Services","",17.95,"",2025,13730.0,1019.0,597.0
"3925","DOUBLE STANDARD INC","20260130",1683.0,12.0,3913.29,1474.21,25.33,472.04,1616.4,"JPY",4.5,71.6,"",0,32.6,33.3,40.2,45.0,"","Technology Services","Information Technology Services","",13.52,"",2025,8000.0,1955.0,1174.0
"3926","OPEN DOOR INC","20260130",320.0,"","","",-3.88,140.08,-168.7,"JPY","",0.0,"",0,-2.4,-3.0,-0.9,-8.8,"","Consumer Services","Internet Content & Information","",31.01,"",2025,2405.0,694.0,280.0
"3927","FUVA BRAIN LTD","20260130",844.0,-11.0,348.31,113.86,4.04,287.64,62.0,"JPY","",0.0,"",0,8.4,2.3,1.9,"","","Technology Services","Software - Infrastructure","",5.34,"",2025,4373.0,1043.0,488.0
"3928","MYNET INC","20260130",283.0,21.0,972.07,317.77,19.66,164.85,273.8,"JPY",-49.7,50.0,"",0,28.7,23.2,-19.0,12.0,"","Technology Services","Electronic Gaming & Multimedia","",8.45,"",2024,8846.0,347.0,174.0
"3929","SOCIALWIRE CO LTD","20260130",279.0,1.0,295.0,96.44,7.46,131.77,115.2,"JPY","",0.0,"",0,109.1,-19.7,-34.0,9.0,"","Commercial Services","Entertainment","",11.71,"",2025,2905.0,330.0,175.0
"3930","HATENA CO LTD","20260130",913.0,10.0,1922.82,628.57,6.79,944.63,191.0,"JPY",-10.2,50.0,"",0,9.0,2.4,4.7,11.1,8.3,"Technology Services","Internet Content & Information","",2.98,"",2025,3794.0,1694.0,836.0
"3931","VALUE GOLF INC","20260130",1558.0,-11.0,589.23,192.62,3.16,620.99,35.6,"JPY",44.2,42.5,"",0,3.3,1.9,14.6,12.6,"","Technology Services","Publishing","",1.81,"",2025,4127.0,2247.0,986.0
"3932","AKATSUKI INC","20260130",2547.0,-1.0,2417.58,790.31,2.8,2873.58,1162.1,"JPY",14.9,67.1,"",0,2.7,5.2,8.4,15.8,"","Technology Services","Electronic Gaming & Multimedia","",14.42,"",2025,23652.0,3535.0,2490.0
"3933","CHIERU CO LTD","20260130",673.0,12.0,1632.0,539.07,12.84,414.59,397.7,"JPY",155.1,4.5,"",0,12.7,19.0,19.5,23.0,"","Technology Services","Software - Application","",7.47,"",2025,6896.0,818.0,585.0
"3934","BENEFIT JAPAN CO LTD","20260130",1937.0,9.0,3700.32,1357.86,11.05,1352.64,877.4,"JPY",15.1,46.4,"",0,11.5,8.5,11.2,21.0,"","Communications","Telecom Services","",5.87,"",2025,12745.0,2099.0,993.0
"3935","EDIA CO LTD","20260130",745.0,9.0,1512.12,494.32,21.84,230.81,299.4,"JPY",5.6,47.2,"",0,21.4,15.1,17.3,15.2,"","Technology Services","Electronic Gaming & Multimedia","",5.94,"",2025,3607.0,1335.0,367.0
"3936","GLOBALWAY INC","20260130",141.0,"","","",-17.64,19.63,-126.3,"JPY","",0.0,"",0,-29.5,-18.8,-20.2,17.4,"","Technology Services","Software - Application","",36.48,"",2025,3071.0,364.0,88.0
"3937","UBICOM HOLDINGS INC","20260130",1037.0,9.0,2060.86,767.14,15.68,462.13,878.2,"JPY",3.9,58.0,"",0,18.1,13.3,17.1,28.8,"","Technology Services","Software - Application","",12.12,"",2025,6340.0,1418.0,908.0
"3939","Kanamic Network Co., LTD.","20260130",493.0,7.0,684.88,223.89,23.31,97.94,1083.5,"JPY",7.9,61.3,"",0,29.1,31.9,29.8,34.8,30.4,"Technology Services","Health Information Services","",47.46,"",2025,5500.0,569.0,349.0
"3940","NOMURA SYSTEM CORPORATION CO LTD","20260130",135.0,8.0,240.15,78.51,11.37,70.39,369.4,"JPY",11.0,67.0,3.25,0,12.0,11.7,9.6,14.5,"","Technology Services","Information Technology Services","",46.14,"",2024,3275.0,155.0,97.0
"3941","RENGO CO","20260130",1323.0,10.0,2857.28,934.05,5.09,1870.76,23621.2,"JPY",182.6,19.6,"",0,6.0,8.2,5.3,7.6,"","Process Industries","Packaging & Containers","",248.01,"",2025,993251.0,1292.5,673.4
"3943","OHISHI SANGYO CO","20260130",1419.0,10.0,3125.7,1021.8,4.38,2380.1,816.9,"JPY",85.4,19.6,"",0,4.3,5.3,6.9,7.2,"","Process Industries","Packaging & Containers","",7.84,"",2025,23485.0,1600.0,1160.0
"3944","FURUBAYASHI SHIKO CO","20260130",2613.0,13.0,7120.27,2327.63,2.81,8449.55,263.5,"JPY",111.8,11.4,50.0,0,1.1,5.6,4.7,1.6,"","Process Industries","Packaging & Containers","",1.11,"",2024,18101.0,2524.0,1833.0
"3945","SUPERBAG CO LTD","20260130",2815.0,32.0,20534.62,7522.1,19.43,3165.77,916.4,"JPY",-6.0,56.0,"",0,23.3,28.7,19.3,-16.1,"","Process Industries","Paper & Paper Products","",1.49,"",2025,27579.0,2999.0,1905.0
"3946","TOMOKU CO LTD","20260130",3465.0,17.0,12022.01,3930.02,7.13,5623.59,6608.1,"JPY",67.2,25.5,"",0,7.2,6.5,7.1,8.5,"","Process Industries","Packaging & Containers","",16.49,"",2025,219613.0,3660.0,2090.0
"3947","DYNAPAC CO LTD","20260130",2487.0,8.0,4521.99,1478.25,3.27,4604.62,1501.3,"JPY",94.7,21.2,80.0,0,2.4,4.0,5.4,3.7,"","Process Industries","Packaging & Containers","",9.96,"",2024,62530.0,2750.0,1616.0
"3950","THE PACK CORPORATION","20260130",1295.0,10.0,2790.18,912.12,7.04,1321.34,5242.8,"JPY",38.8,45.4,41.333,0,7.6,8.8,7.2,5.1,"","Process Industries","Packaging & Containers","",56.37,"",2024,101461.0,1316.0,927.0
"3951","ASAHI PRINTING CO LTD","20260130",894.0,10.0,1969.4,643.8,4.06,1617.41,1391.1,"JPY",46.3,49.9,"",0,4.0,5.0,5.3,5.2,"","Process Industries","Packaging & Containers","",21.19,"",2025,43945.0,941.0,823.0
"3952","Chuoh Pack Industry Co. Ltd.","","","",450.99,147.43,2.4,625.14,319.3,"JPY",19.8,70.0,"",0,2.2,2.8,4.0,4.5,"","Basic Materials","Paper & Paper Products","",21.24,"",2025,11922.0,"",""
"3953","OHMURA SHIGYO CO","20260130",811.0,10.0,1771.77,579.19,4.31,1370.51,210.3,"JPY",-16.2,71.4,"",0,4.0,5.2,3.2,2.8,"","Process Industries","Packaging & Containers","",3.56,"",2025,5939.0,899.0,695.0
"3954","SHOWA PAXXS CORP","20260130",3290.0,11.0,7644.87,2499.12,4.77,5341.69,1118.7,"JPY",71.7,23.5,"",0,4.6,4.3,4.9,6.0,"","Process Industries","Packaging & Containers","",4.39,"",2025,23316.0,3470.0,1600.0
"3955","IMURA & CO LTD","20260130",968.0,13.0,2493.0,814.97,5.01,1659.1,831.0,"JPY",175.2,24.9,"",0,5.4,6.1,7.4,5.9,"","Producer Manufacturing","Paper & Paper Products","",10.0,"",2025,20904.0,1159.0,878.0
"3958","SASATOKU PRINTING CO LTD","20260130",565.0,11.0,1329.11,434.49,2.71,1633.39,248.1,"JPY",119.4,4.9,"",0,2.4,4.6,3.7,8.5,"","Commercial Services","Commercial Printing/Forms","",5.6,"",2025,12555.0,581.0,498.0
"3961","SILVER EGG TECHNOLOGY CO LTD","20260130",766.0,-13.0,257.58,84.2,2.06,416.5,25.5,"JPY","",0.0,"",0,0.7,14.9,14.0,"","","Technology Services","Internet Content & Information","",2.97,"",2022,1241.0,769.0,555.0
"3962","CHANGE HOLDINGS INC","20260130",1051.0,15.0,3161.81,1033.6,17.78,592.9,7333.3,"JPY",63.1,26.9,"",0,18.0,18.2,11.0,12.6,"","Technology Services","Information Technology Services","",69.58,"",2025,46387.0,1470.0,967.0
"3963","SYNCHRO FOOD CO LTD","20260130",599.0,3.0,758.42,258.89,13.16,189.98,700.6,"JPY",62.2,18.9,"",0,19.1,19.9,22.0,13.5,"","Technology Services","Specialty Business Services","",28.03,"",2025,3951.0,748.0,401.0
"3964","AUCNET INC","20260130",2052.0,5.0,3210.38,1202.46,20.08,571.2,5199.9,"JPY",12.5,63.7,55.0,0,21.3,18.8,20.3,19.4,"","Retail Trade","Internet Retail","",45.34,"",2024,55910.0,2245.0,1041.0
"3965","Capital Asset Planning, Inc.","20260130",795.0,11.0,1796.35,587.23,9.1,658.26,344.3,"JPY",49.5,41.2,"",0,11.9,6.9,7.9,-4.7,2.0,"Technology Services","Software - Application","",5.75,"",2025,9689.0,912.0,700.0
"3967","ELTES CO LTD","20260130",640.0,"","","",-0.88,305.64,-16.3,"JPY",132.0,0.0,"",0,-3.8,13.6,3.8,5.5,"","Technology Services","Software - Application","",6.03,"",2025,7317.0,808.0,489.0
"3968","SEGUE GROUP CO LTD","20260130",512.0,-2.0,357.82,138.41,15.5,95.84,471.4,"JPY",-0.6,71.3,13.0,0,1.5,19.0,21.2,13.6,"","Technology Services","Information Technology Services","",31.74,"",2024,18717.0,809.0,402.0
"3969","ATLED LTD","20260130",1489.0,6.0,2419.56,920.48,13.77,685.71,707.2,"JPY",-1.4,64.2,"",0,15.8,17.6,18.9,19.6,"","Technology Services","Software - Application","",7.49,"",2025,2766.0,1609.0,1300.0
"3970","INNOVATION INC","20260130",949.0,-19.0,183.83,60.1,0.48,1272.93,16.3,"JPY",-21.0,72.6,"",0,2.9,6.7,7.2,18.8,"","Technology Services","Information Technology Services","",2.66,"",2025,5343.0,1238.0,915.0
"3974","SCAT Inc.","20260130",571.0,12.0,1413.86,462.19,6.59,715.32,134.3,"JPY",10.9,63.1,"",0,6.9,5.3,6.7,7.1,5.7,"Technology Services","Information Technology Services","",2.85,"",2025,2605.27,680.0,372.0
"3976","Shanon, Inc.","20260130",356.0,"","","",-2.96,156.49,-27.5,"JPY","",0.0,"",0,"",-159.5,-107.0,-56.7,20.1,"Commercial Services","Software - Application","",5.93,"",2025,2740.0,461.0,320.0
"3977","FUSION CO LTD (JP)","20260130",547.0,"","","",-1.04,250.69,-3.8,"JPY",44.8,27.6,"",0,1.1,16.3,15.7,13.4,"","Commercial Services","Advertising Agencies","",1.44,"",2025,1504.0,660.0,333.0
"3978","MACROMILL INC(NEW)","20250701",1274.0,7.0,2180.96,712.96,6.76,1075.81,2753.1,"JPY",36.2,40.3,"",0,6.2,24.6,10.9,11.3,"","Commercial Services","Advertising Agencies","",37.87,"",2024,43861.0,24805447680.0,0.0
"3979","ULURU CO LTD","20260130",420.0,6.0,666.95,218.03,20.33,109.36,615.4,"JPY",38.9,30.6,"",0,18.6,40.9,-2.1,-2.6,"","Technology Services","Information Technology Services","",27.68,"",2025,6701.0,470.0,315.5
"3981","BEAGLEE INC","20260130",1255.0,22.0,5464.67,2021.9,14.51,1339.18,1086.1,"JPY",-1.8,54.3,42.0,0,18.7,10.9,14.6,10.9,"","Technology Services","Internet Content & Information","",5.59,"",2024,18446.0,1583.0,1120.0
"3983","ORO CO LTD","20260130",2100.0,9.0,3986.79,1476.53,19.09,656.22,1963.3,"JPY",-2.5,59.9,50.0,0,23.3,25.7,27.5,19.7,"","Technology Services","Software - Application","",15.67,"",2024,7899.0,3365.0,1990.0
"3984","USER LOCAL INC","20260130",1852.0,4.0,2579.1,942.67,15.93,545.05,1386.1,"JPY",4.9,50.9,"",0,18.5,18.7,19.0,15.3,"","Technology Services","Information Technology Services","",15.96,"",2025,4581.0,2199.0,1313.0
"3985","Temona, Inc.","20260130",219.0,-4.0,158.59,51.84,7.4,71.47,56.5,"JPY","",0.0,"",0,9.7,-13.1,-6.5,-12.7,29.5,"Technology Services","Internet Content & Information","",10.69,"",2025,1832.0,431.0,157.0
"3986","BBREAK SYSTEM COMPANY LTD","20260130",456.0,4.0,599.34,195.93,5.33,375.05,91.3,"JPY",10.5,47.4,"",0,5.5,6.5,9.5,8.7,"","Technology Services","Software - Application","",4.57,"",2025,1377.0,583.3333,425.3333
"3987","Ecomott, Inc.","20260130",503.0,-13.0,169.94,55.55,3.75,151.06,29.4,"JPY","",0.0,"",0,3.5,1.2,-8.6,2.6,2.4,"Technology Services","Software - Infrastructure","",5.19,"",2025,3003.0,672.0,299.0
"3988","SYS HOLDINGS CO LTD","20260130",568.0,9.0,1108.44,389.2,11.64,356.32,436.8,"JPY",54.3,29.2,"",0,13.5,16.2,14.7,13.5,12.6,"Commercial Services","Information Technology Services","",10.53,"",2025,14051.0,670.0,457.0
"3989","SHARINGTECHNOLOGY. INC","20260130",1163.0,5.0,1771.42,579.08,27.4,215.46,1413.0,"JPY",8.8,45.6,"",0,36.3,67.5,197.0,246.3,-12.5,"Technology Services","Internet Content & Information","",23.93,"",2025,8579.0,1262.0,884.0
"3991","Wantedly, Inc.","20260130",1127.0,18.0,3335.68,1090.44,21.52,516.74,1056.3,"JPY",3.1,57.6,"",0,26.6,32.9,48.4,57.7,22.4,"Technology Services","Staffing & Employment Services","",9.5,"",2025,4908.0,1437.0,925.0
"3992","Needs Well, Inc.","20260130",567.0,-3.0,493.88,186.26,15.27,125.71,727.2,"JPY",19.9,61.8,"",0,17.3,21.8,22.6,"","","Technology Services","Software - Infrastructure","",37.88,"",2025,10032.0,625.0,278.0
"3993","PKSHA Technology, Inc.","20260130",3150.0,-6.0,1923.94,628.94,5.77,1111.31,1990.0,"JPY",22.2,38.9,"",0,6.2,7.0,2.4,3.0,0.7,"Technology Services","Software - Infrastructure","",31.03,"",2025,21771.0,4515.0,2312.0
"3994","MONEY FORWARD INC","20260130",3903.0,"","","",-15.48,676.58,-5796.1,"JPY","",0.0,"",0,-21.3,-19.2,-23.2,-15.4,"","Technology Services","Software - Application","",55.33,"",2024,40363.0,6794.0,3330.0
"3996","SIGNPOST CORPORATION","20260130",267.0,4.0,367.73,131.8,10.44,140.97,188.3,"JPY",27.6,36.2,"",0,16.7,10.4,-8.1,-29.6,"","Health Services","Information Technology Services","",12.79,"",2025,3023.0,456.0,265.0
"3997","TRADE WORKS CO LTD","20260130",489.0,-39.0,9.26,3.03,0.94,32.74,12.1,"JPY","",74.7,2.0,0,-7.5,3.0,88.8,"","","Technology Services","Information Technology Services","",39.03,"",2024,4591.0,563.0,105.0
"3998","SURALA NET CO LTD","20260130",336.0,14.0,937.49,318.43,10.41,355.31,233.5,"JPY","",14.8,"",0,7.1,15.0,"","","","Commercial Services","Education & Training Services","",6.31,"",2024,1947.0,464.0,310.0
"4004","昭和電工","20260130",8950.0,-4.0,6699.3,2190.01,6.08,3670.69,40432.5,"JPY",-51.5,59.8,65.0,0,9.7,-1.4,8.1,12.8,"","Process Industries","Chemicals","",181.06,"",2024,1391480.0,8414.0,2235.0
"4005","住友化學","20260130",470.0,"","","",-4.44,550.37,-39950.4,"JPY","",0.0,"",0,-1.7,-21.9,-1.7,16.8,"","Process Industries","Chemicals","",1636.7,"",2025,2606281.0,504.0,282.6
"4008","SUMITOMO SEIKA CHEMICALS CO","20260130",5360.0,18.0,20079.98,6564.18,9.3,7193.82,8775.0,"JPY",57.4,37.6,"",0,9.2,8.9,10.5,8.7,"","Process Industries","Specialty Chemicals","",13.11,"",2025,147571.0,5490.0,4245.0
"4011","HEADWATERS CO LTD","20260130",2883.0,-7.0,1610.22,526.38,14.06,333.16,178.1,"JPY",406.6,0.0,"",0,23.3,8.0,8.6,"","","Technology Services","Software - Application","",3.8,"",2024,2905.0,4580.0,2663.0
"4012","AXIS CO LTD","20260130",1429.0,13.0,3914.69,1279.72,15.63,834.63,557.2,"JPY","",4.4,45.0,0,19.9,18.3,19.1,"","","Technology Services","Information Technology Services","",4.27,"",2024,7434.79,1768.0,1192.0
"4013","KINJIRO CO LTD","20260130",1083.0,0.0,1071.8,350.37,7.5,476.07,703.1,"JPY",225.3,40.3,8.5,0,5.5,4.2,3.4,1.6,"","Technology Services","Software - Application","",19.68,"",2024,4376.0,1530.0,515.0
"4014","KARADANOTE INC","20260130",451.0,"","","",-6.29,71.75,-30.2,"JPY","",0.0,"",0,-16.8,54.3,-40.3,-27.3,44.0,"Commercial Services","Software - Application","",6.69,"",2025,1270.0,640.0,360.0
"4015","Paycloud Holdings Inc.","20260130",508.0,3.0,668.14,218.41,9.47,285.08,428.8,"JPY","",0.0,"",0,11.0,3.3,7.8,"","","Commercial Services","Software - Application","",15.89,"",2025,10234.0,961.0,467.0
"4016","MIT HOLDINGS CO LTD","20260130",968.0,10.0,2066.06,768.42,19.4,333.17,128.6,"JPY",8.6,62.0,30.0,0,22.5,7.8,10.8,8.0,"","Technology Services","Information Technology Services","",1.99,"",2024,5240.0,1299.0,652.0
"4017","CREEMA LTD","20260130",255.0,6.0,402.82,131.68,8.19,163.95,90.5,"JPY","",0.0,"",0,9.7,7.9,-29.4,21.6,"","Retail Trade","Internet Retail","",6.74,"",2025,2507.0,359.0,220.0
"4018","GEOLOCATION TECHNOLOGY INC","20260130",1088.0,-24.0,117.06,38.27,4.38,89.02,26.3,"JPY",5.5,54.8,"",0,3.1,9.8,15.2,55.9,"","Communications","Information Technology Services","",6.74,"",2025,686.0,1288.0,885.0
"4019","STAMEN CO LTD","20260130",735.0,-7.0,406.89,135.4,10.24,153.36,137.8,"JPY","",6.8,4.0,0,11.3,12.2,"","","","Technology Services","Software - Application","",8.77,"",2024,2692.0,1519.0,700.0
"4020","BETREND CORPORATION","20260130",776.0,-9.0,352.08,115.1,2.87,408.8,25.4,"JPY",10.7,50.2,"",0,6.5,8.4,14.7,10.9,"","Technology Services","Software - Application","",2.16,"",2024,1155.0,932.0,506.0
"4021","日產化學工業","20260130",5323.0,5.0,8248.66,3165.38,18.49,1726.8,43139.2,"JPY",13.8,71.2,"",0,18.7,17.8,20.0,19.7,"","Process Industries","Chemicals","",135.1,"",2025,251365.0,5597.0,3846.0
"4022","RASA INDUSTRIES","20260130",7310.0,6.0,11864.2,4400.87,12.8,3569.4,3568.5,"JPY",14.9,53.0,"",0,12.8,10.3,16.3,15.1,"","Process Industries","Specialty Chemicals","",7.81,"",2025,45421.0,7580.0,2224.0
"4023","KUREHA CORPORATION","20260130",4390.0,8.0,8385.75,2741.32,5.1,5478.07,10683.5,"JPY",136.8,26.2,"",0,3.8,7.0,9.8,10.9,"","Process Industries","Specialty Chemicals","",38.22,"",2025,162015.0,4460.0,2375.0
"4025","TAKI CHEMICAL CO","20260130",3925.0,10.0,8496.98,2777.68,6.3,4493.59,2387.7,"JPY",148.5,15.6,75.0,0,6.5,2.3,7.3,8.4,"","Process Industries","Chemicals","",8.43,"",2024,38916.0,4135.0,2804.0
"4026","KONOSHIMA CHEMICAL CO","20260130",1627.0,14.0,4386.86,1512.67,11.54,1427.53,1496.1,"JPY",87.6,21.6,"",0,12.0,15.4,16.4,16.0,"","Distribution Services","Building Products & Equipment","",9.08,"",2025,27405.0,1799.0,1147.0
"4027","TAYCA CORP","20260130",1391.0,11.0,3280.88,1072.53,4.24,2577.05,2496.8,"JPY",122.0,21.8,"",0,4.6,3.7,6.8,5.9,"","Process Industries","Specialty Chemicals","",22.83,"",2025,55737.0,1546.0,1041.0
"4028","ISHIHARA SANGYO KAISHA","20260130",2931.0,16.0,7386.67,2709.69,10.33,2986.7,11799.5,"JPY",29.8,45.2,"",0,8.5,13.5,8.4,14.8,"","Process Industries","Specialty Chemicals","",38.26,"",2025,145196.0,2932.0,1399.0
"402A","Axelspace Holdings Corp.","20260130",559.0,"","","",-70.48,69.76,-2133.5,"JPY","",0.0,"",0,-36.7,-132.3,"","","","Electronic Technology","Telecommunications Equipment","",47.47,"",2025,1586.0,1020.0,409.0
"4031","KATAKURA & CO-OP AGRI CORPORATION","20260130",981.0,13.0,2534.77,828.62,3.18,2657.81,757.1,"JPY",116.6,21.4,"",0,1.7,-2.3,11.0,4.9,"","Process Industries","Agricultural Inputs","",8.96,"",2025,41369.0,1079.0,763.0
"4040","NANKAI CHEMICAL COMPANY LIMITED","20260130",3140.0,25.0,18376.01,6039.81,13.58,4157.92,1140.5,"JPY",133.9,2.4,"",0,15.1,24.9,15.1,17.9,"","Process Industries","Chemicals","",2.02,"",2025,20900.0,3720.0,2001.0
"4041","日本蘇打","20260130",3685.0,11.0,8251.29,2697.36,8.03,3426.6,14992.6,"JPY",57.2,39.4,"",0,7.6,11.0,12.1,8.0,"","Process Industries","Chemicals","",54.51,"",2025,155199.0,3750.0,2420.0
"4042","東蘇","20260130",2521.0,11.0,5645.1,1845.39,7.22,2606.54,59710.2,"JPY",44.2,49.6,"",0,7.5,8.1,8.3,17.7,"","Process Industries","Chemicals","",317.32,"",2025,1063382.0,2572.0,1755.0
"4043","德山","20260130",4038.0,11.0,9213.27,3011.84,8.45,3635.32,22096.5,"JPY",73.0,29.3,"",0,8.2,7.9,4.0,13.2,"","Process Industries","Specialty Chemicals","",71.95,"",2025,343073.0,4485.0,2231.5
"4044","CENTRAL GLASS CO","20260130",3640.0,14.0,10575.45,3457.13,7.49,4708.67,8738.9,"JPY",-108.6,65.4,"",0,7.2,12.4,14.4,6.8,"","Process Industries","Building Materials","",24.79,"",2025,144233.0,3725.0,2591.0
"4045","TOAGOSEI CO LTD","20260130",1756.0,8.0,3138.94,1026.12,5.32,1967.1,11307.5,"JPY",127.1,57.3,65.0,0,5.4,4.6,5.6,7.2,"","Process Industries","Chemicals","",108.07,"",2024,167594.0,1783.0,1203.5
"4046","OSAKA SODA CO LTD","20260130",2244.0,1.0,2450.75,801.15,8.87,920.6,10257.2,"JPY",37.5,41.1,"",0,9.0,8.9,14.3,12.3,"","Process Industries","Specialty Chemicals","",125.56,"",2025,96434.0,2275.0,1358.0
"4047","KANTO DENKA KOGYO CO","20260130",1291.0,0.0,1262.18,412.61,3.66,1148.89,2415.4,"JPY",140.1,7.9,"",0,4.3,-0.4,15.8,15.8,"","Process Industries","Specialty Chemicals","",57.41,"",2025,62351.0,1337.0,705.0
"4051","GMO Financial Gate, Inc.","20260130",5080.0,1.0,5803.27,2186.5,23.33,758.3,1459.3,"JPY",9.7,70.5,"",0,29.3,20.6,16.9,11.2,10.8,"Commercial Services","Software - Infrastructure","",8.25,"",2025,17927.0,6540.0,4275.0
"4052","FICHA INC","20260130",288.0,"","","",-3.11,117.78,-21.5,"JPY","",0.0,"",0,-1.6,-1.3,-4.9,5.7,"","Technology Services","Software - Application","",5.85,"",2025,497.0,454.0,279.0
"4053","SUN INC","20260130",453.0,7.0,621.05,227.81,9.66,270.37,994.5,"JPY",10.9,44.5,"",0,11.1,22.5,13.5,26.0,"","Technology Services","Information Technology Services","",38.07,"",2024,13568.0,611.0,416.0
"4054","NIHON JYOHO CREATE CO LTD","20260130",637.0,6.0,1014.47,383.38,14.07,280.65,549.0,"JPY",-23.7,61.7,"",0,18.3,14.3,5.9,10.2,"","Technology Services","Software - Application","",13.9,"",2025,5075.0,1029.0,654.0
"4055","T&S Group Inc.","20260130",1711.0,2.0,1983.55,726.84,16.81,384.17,489.6,"JPY",4.2,53.1,"",0,20.9,25.7,"",29.4,24.2,"Technology Services","Information Technology Services","",7.58,"",2025,4103.0,2135.0,861.0
"4056","NEURAL GROUP INC","20260130",406.0,"","","",-2.37,35.66,-14.6,"JPY","",0.0,"",0,-12.9,-136.5,-19.1,"","","Technology Services","Information Technology Services","",17.19,"",2024,3564.0,917.0,374.0
"4057","INTERFACTORY INC","20260130",405.0,10.0,830.23,307.04,11.24,293.05,132.7,"JPY",-6.2,50.0,"",0,13.2,-2.7,3.1,2.5,"","Technology Services","Internet Content & Information","",4.03,"",2025,2864.0,610.0,400.0
"4058","TOYOKUMO INC","20260130",2403.0,-3.0,1822.74,595.86,21.88,277.65,665.9,"JPY","",14.9,20.0,0,51.4,"",29.3,"","","Technology Services","Software - Application","",10.96,"",2024,3146.0,3795.0,1956.0
