"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"2062","橋椿金屬股份有限公司","20260123.0",22.6,11.0,52.2,17.1,4.36,39.98,348.3,"NTD",-135.0,66.0,1.8,0,7.0,4.1,9.6,8.1,-3.1,"居家生活","TWSE",200.0,"2025/09",2024,7572,34.3,19.1
"2063","世鎧精密股份有限公司","20260123.0",27.9,11.0,63.6,20.8,9.18,23.11,102.1,"NTD",38.7,76.3877,2.0,0,8.5,25.1,30.3,18.9,13.6,"鋼鐵工業","OTC",48.1,"2025/09",2024,1123,39.1,23.9
"2064","晉椿工業股份有限公司","20260123.0",12.3,"","","",-6.53,14.77,-66.9,"NTD","",32.8302,"",0,-3.3,-9.8,4.9,9.6,-11.0,"鋼鐵工業","OTC",69.3,"2025/09",2024,1644,15.5,11.0
"2065","世豐螺絲股份有限公司","20260123.0",33.5,11.0,76.3,25.0,8.51,29.88,161.6,"NTD",107.2,70.4519,3.03,0,11.6,16.2,21.2,21.2,14.2,"鋼鐵工業","OTC",63.5,"2025/09",2024,2322,55.9,27.6
"2066","世德工業股份有限公司","20260123.0",58.8,8.0,112.2,36.7,7.45,50.22,166.1,"NTD",34.6,64.2085,3.02,0,12.3,18.2,22.8,9.3,-1.9,"電機機械","OTC",44.4,"2025/09",2024,2760,123.5,46.7
"2067","嘉鋼精密工業股份有限公司","20260123.0",10.8,"","","",-59.6,5.25,-141.3,"NTD","",0.0,"",0,-38.1,-24.2,-12.6,-10.8,-13.4,"電機機械","OTC",45.1,"2025/09",2024,1008,12.75,5.75
"2069","運錩鋼鐵股份有限公司","20260123.0",19.5,8.0,35.4,11.6,4.9,24.06,196.4,"NTD",-58.9,77.7754,0.9,0,5.2,-4.2,4.0,20.2,0.3,"鋼鐵工業","TWSE",166.4,"2025/09",2024,10715,20.2,13.5
"2070","精湛光學科技股份有限公司","20260123.0",46.8,5.0,70.0,22.9,9.01,25.89,83.5,"NTD",30.9,68.1325,1.5,0,11.4,8.4,9.4,11.9,-7.4,"電機機械","OTC",35.8,"2025/09",2024,715,72.7,37.5
"2073","雄順金屬股份有限公司","20260122.0",26.0,-9.0,12.7,4.2,2.62,16.14,11.7,"NTD",-110.1,95.4509,0.7,0,4.3,2.9,11.5,24.9,15.1,"鋼鐵工業","OTC",27.5,"2025/09",2024,592,30.25,25.0
"2101","南港輪胎股份有限公司","20260123.0",36.9,2.0,44.0,14.4,7.93,18.48,1075.6,"NTD",-220.4,50.0,0.5,0,28.1,1.2,-9.9,-2.4,7.8,"橡膠工業","TWSE",733.9,"2025/09",2024,15224,48.75,29.8
"2102","泰豐輪胎股份有限公司","20260123.0",19.75,"","","",-12.83,14.24,-865.0,"NTD","",0.0,"",0,-5.3,-42.5,-25.7,-30.6,1.4,"橡膠工業","TWSE",473.3,"2025/09",2024,267,22.25,14.6
"2103","台橡股份有限公司","20260123.0",15.35,6.0,24.0,7.8,3.24,24.64,660.2,"NTD",103.1,44.8369,0.63,0,4.8,3.7,9.9,21.4,0.6,"橡膠工業","TWSE",825.7,"2025/09",2024,37209,22.15,13.6
"2104","國際中橡投資控股股份有限公司","20260123.0",12.1,"","","",-8.86,32.03,-2794.6,"NTD","",3.3516,"",0,-8.4,-2.0,1.9,9.8,2.0,"橡膠工業","TWSE",984.7,"2025/09",2024,18060,13.5,9.33
"2105","正新橡膠工業股份有限公司","20260123.0",30.9,7.0,52.5,17.2,6.31,27.7,5669.3,"NTD",-58.0,97.7449,2.4,0,8.6,8.1,5.5,6.0,6.6,"橡膠工業","TWSE",3241.4,"2025/09",2024,96247,53.2,28.75
"2106","建大工業股份有限公司","20260123.0",20.2,0.0,20.0,6.6,3.03,22.07,638.1,"NTD",29.9,109.8604,1.1,0,5.6,3.8,1.1,3.9,4.4,"橡膠工業","TWSE",954.9,"2025/09",2024,34203,28.65,18.9
"2107","厚生股份有限公司","20260123.0",25.1,10.0,54.9,17.9,4.23,43.28,555.5,"NTD",34.3,61.4752,1.4,0,4.7,4.3,5.9,6.8,8.3,"橡膠工業","TWSE",303.6,"2025/09",2024,1481,27.4,23.1
"2108","南帝化學工業股份有限公司","20260123.0",24.0,5.0,34.3,11.2,3.82,30.0,563.6,"NTD",-4.0,84.922,1.0,0,4.0,4.9,7.3,67.5,42.3,"橡膠工業","TWSE",492.4,"2025/09",2024,11364,34.8,21.25
"2109","華豐橡膠工業股份有限公司","20260123.0",14.95,12.0,38.2,12.5,10.19,12.5,355.9,"NTD",-66.9,97.1791,1.5,0,12.4,-1.7,7.1,9.8,7.4,"橡膠工業","TWSE",279.3,"2025/09",2024,4941,19.4,14.75
"2114","鑫永銓股份有限公司","20260123.0",89.8,7.0,155.6,50.9,13.03,39.8,404.5,"NTD",15.4,86.4276,5.0,0,12.4,14.7,11.0,38.7,23.0,"橡膠工業","TWSE",78.0,"2025/09",2024,1466,97.9,78.4
"2115","六暉控股股份有限公司","20260123.0",25.2,8.0,45.2,14.8,4.81,31.31,157.4,"NTD",-8.3,100.4766,1.5,0,5.2,0.1,4.3,12.3,24.9,"汽車工業","TWSE",104.4,"2025/09",2024,3126,31.25,24.2
"2201","裕隆汽車製造股份有限公司","20260123.0",31.3,8.0,58.2,19.0,3.24,59.86,2076.7,"NTD",135.5,18.8348,1.3,0,4.4,7.4,-10.8,8.2,-5.7,"汽車工業","TWSE",1070.0,"2025/09",2024,85776,51.8,30.9
"2204","中華汽車工業股份有限公司","20260123.0",56.0,17.0,194.9,63.7,9.69,67.02,3597.2,"NTD",51.0,53.6271,4.2,0,11.3,17.6,-18.5,9.9,7.7,"汽車工業","TWSE",553.6,"2025/09",2024,39243,84.5,52.2
"2206","三陽工業股份有限公司","20260123.0",59.0,19.0,204.7,73.4,18.87,32.07,4743.7,"NTD",163.4,46.4263,3.03,0,19.9,26.0,16.1,11.5,9.4,"汽車工業","TWSE",783.7,"2025/09",2024,65625,72.6,59.5
"2207","和泰汽車股份有限公司","20260123.0",527.0,7.0,915.1,299.1,21.71,140.52,16993.3,"NTD",60.8,45.017,20.0,0,27.2,52.5,-29.2,23.3,22.1,"汽車工業","TWSE",557.1,"2025/09",2024,279540,655.0,532.0
"2208","台灣國際造船股份有限公司","20260123.0",22.1,"","","",-38.9,7.14,-3539.8,"NTD","",0.0,"",0,-43.6,-41.9,-27.5,-2.8,-30.7,"航運業","TWSE",1274.5,"2025/09",2024,14494,30.0,14.7
"2211","長榮鋼鐵股份有限公司","20260123.0",100.5,10.0,207.9,68.0,10.2,67.95,2890.7,"NTD",7.1,86.9551,5.0,0,10.5,17.0,11.1,8.9,7.8,"鋼鐵工業","TWSE",417.1,"2025/09",2024,12917,121.5,73.2
"2221","大甲永和機械工業股份有限公司","20260123.0",31.4,10.0,67.9,22.2,9.29,24.37,95.8,"NTD",-1.6,84.8038,1.3,0,8.7,7.4,29.5,22.6,8.3,"其他業","OTC",42.3,"2025/09",2024,1405,31.5,23.15
"2227","裕隆日產汽車股份有限公司","20260123.0",53.5,11.0,123.6,40.4,6.42,64.22,1236.3,"NTD",-77.1,94.6414,3.9,0,9.3,5.9,12.8,14.1,30.4,"汽車工業","TWSE",300.0,"2025/09",2024,23132,82.8,51.7
"2228","劍麟股份有限公司","20260123.0",103.0,5.0,149.9,49.0,7.6,65.76,398.8,"NTD",38.8,73.9093,9.0,0,11.5,9.9,10.1,4.8,1.0,"汽車工業","TWSE",79.8,"2025/09",2024,5041,131.0,68.9
"2230","泰茂實業股份有限公司","20260123.0",90.5,-4.0,65.2,22.7,12.04,19.58,160.4,"NTD",51.6,26.3816,1.0,0,35.9,21.7,29.4,-1.3,-6.0,"電機機械","OTC",68.0,"2025/09",2024,1980,112.0,74.0
"2231","為升電裝工業股份有限公司","20260123.0",97.4,-14.0,28.2,9.2,2.98,31.61,128.0,"NTD",138.6,26.0768,2.07,0,3.5,9.0,16.8,15.5,5.4,"汽車工業","TWSE",135.9,"2025/09",2024,4671,150.5,64.2
"2233","宇隆科技股份有限公司","20260123.0",234.0,-2.0,205.3,76.8,12.6,67.11,510.0,"NTD",64.1,55.4719,7.0,0,17.1,14.6,18.8,18.0,11.7,"汽車工業","TWSE",60.3,"2025/09",2024,3659,273.0,132.5
"2235","謚源實業股份有限公司","20260123.0",35.05,2.0,41.6,13.6,3.81,36.4,49.8,"NTD",-34.7,111.1932,3.0,0,5.2,4.6,11.5,3.5,3.8,"電機機械","OTC",35.9,"2025/09",2024,591,53.4,32.85
"2236","百達精密工業股份有限公司","20260123.0",112.0,5.0,167.0,56.8,14.68,34.52,311.3,"NTD",268.2,18.1638,0.31,0,24.2,10.6,4.7,4.0,2.2,"汽車工業","TWSE",61.4,"2025/09",2024,1782,135.8166,69.6966
"2239","開曼英利工業股份有限公司","20260123.0",29.4,"","","",-2.92,101.57,-357.1,"NTD","",50.3413,"",0,-1.6,0.2,-2.5,2.6,3.3,"汽車工業","TWSE",120.3,"2025/09",2024,21485,39.5,26.7
"2241","艾姆勒科技股份有限公司","20260123.0",34.0,"","","",-16.45,13.48,-232.1,"NTD","",0.0,"",0,-13.0,-16.8,-14.3,-6.6,0.5,"汽車工業","TWSE",104.6,"2025/09",2024,689,41.9,20.95
"2243","宏旭控股股份有限公司","20260123.0",11.3,"","","",-0.12,10.72,-0.9,"NTD","",0.0,"",0,-0.7,-31.2,-9.2,-14.7,-42.2,"汽車工業","TWSE",69.4,"2025/09",2024,1912,18.45,9.54
"2247","汎德永業汽車股份有限公司","20260123.0",273.0,11.0,616.6,201.6,12.48,164.73,1658.7,"NTD",33.6,75.2556,18.5,0,14.4,14.1,12.2,10.5,11.5,"汽車工業","TWSE",80.7,"2025/09",2024,57640,354.0,265.5
"2248","華勝汽車電子股份有限公司","20260123.0",49.3,14.0,126.5,46.7,16.46,25.92,203.2,"NTD",26.4,55.7637,2.73,0,26.6,14.0,11.6,10.9,-3.1,"汽車工業","TWSE",47.6,"2025/09",2024,2075,57.5,41.0
"2250","第一化成控股(開曼)股份有限公司","20260123.0",76.7,6.0,118.8,38.8,7.01,56.48,144.2,"NTD",-43.7,95.2017,3.35,0,10.6,6.3,5.8,15.6,12.2,"汽車工業","TWSE",36.4,"2025/09",2024,3662,153.6545,69.6
"2254","巨鎧精密工業股份有限公司","20260123.0",59.6,"","","",-4.6,18.18,-53.4,"NTD","",4.871,"",0,-7.2,-6.4,22.7,85.5,53.3,"汽車工業","TWSE",63.9,"2025/09",2024,633,79.5,55.6
"2258","鴻華先進科技股份有限公司","20260123.0",39.0,"","","",-15.64,9.78,-2666.0,"NTD","",0.0,"",0,-11.7,-15.7,-9.7,-5.6,"","汽車工業","TWSE",1741.3,"2025/09",2024,8521,52.7,31.75
"2301","光寶科技股份有限公司","20260123.0",172.0,0.0,167.8,54.9,14.28,39.18,12960.7,"NTD",7.0,86.6653,4.51,0,14.0,16.2,17.6,18.2,11.5,"電腦及週邊設備業","TWSE",2316.8,"2025/09",2024,137134,197.0,70.5
"2302","麗正國際科技股份有限公司","20260123.0",21.15,1.0,23.0,7.5,6.94,11.02,127.4,"NTD",-0.8,88.0114,0.58,0,7.2,4.7,9.7,4.5,6.4,"半導體業","TWSE",166.3,"2025/09",2024,757,24.3,14.9
"2303","聯華電子股份有限公司","20260123.0",64.8,5.0,91.8,34.1,12.67,30.02,47872.9,"NTD",57.2,52.293,2.85,0,13.1,18.2,31.0,24.5,15.1,"半導體業","TWSE",12588.2,"2025/09",2024,232303,59.0,39.5
"2305","全友電腦股份有限公司","20260123.0",14.2,"","","",-4.2,10.94,-94.5,"NTD","",0.0,"",0,-3.5,-4.1,-4.2,-3.7,-5.7,"電腦及週邊設備業","TWSE",205.7,"2025/09",2024,717,16.0,9.05
"2308","台達電子工業股份有限公司","20260123.0",1260.0,-15.0,367.9,138.6,15.6,88.58,35904.2,"NTD",34.2,61.9428,7.0,0,15.8,15.9,19.0,16.8,16.1,"電子零組件業","TWSE",2597.5,"2025/09",2024,421148,1135.0,275.0
"2312","金寶電子工業股份有限公司","20260123.0",27.4,1.0,30.4,9.9,6.47,15.66,1525.9,"NTD",27.1,65.1169,0.6,0,6.8,2.8,4.9,-1.4,-1.6,"其他電子業","TWSE",1505.5,"2025/09",2024,164405,35.65,16.3
"2313","華通電腦股份有限公司","20260123.0",171.0,-5.0,116.8,44.7,12.8,37.31,5692.0,"NTD",12.6,65.1553,2.4,0,14.0,10.1,24.7,17.1,17.4,"電子零組件業","TWSE",1191.8,"2025/09",2024,72464,144.5,44.15
"2314","台揚科技股份有限公司","20260123.0",22.15,"","","",-135.26,7.67,-1101.1,"NTD","",0.0,"",0,-62.2,-31.1,-25.2,-19.4,-6.1,"通信網路業","TWSE",106.1,"2025/09",2024,1670,86.5612,16.8848
"2316","楠梓電子股份有限公司","20260123.0",98.5,0.0,97.1,31.7,5.97,54.21,591.3,"NTD",194.7,8.9911,0.5,0,8.7,-2.4,6.6,7.3,5.6,"電子零組件業","TWSE",182.7,"2025/09",2024,3332,123.0,30.0
"2317","鴻海精密工業股份有限公司","20260123.0",221.5,5.0,326.7,106.8,9.24,117.81,152066.3,"NTD",30.6,62.5419,5.8,0,9.7,8.3,9.6,10.1,8.0,"其他電子業","TWSE",13964.2,"2025/09",2024,6859615,265.0,112.5
"2321","東訊股份有限公司","20260123.0",16.7,"","","",-37.95,1.28,-13.8,"NTD","",0.0,"",0,-43.5,-78.4,"","","","通信網路業","TWSE",30.3,"2025/09",2024,631,21.0,12.25
"2323","中環股份有限公司","20260123.0",10.8,"","","",-1.85,16.23,-326.8,"NTD","",0.0,0.3,0,-1.8,10.3,-6.2,-2.3,-2.8,"光電業","TWSE",1089.3,"2025/09",2024,7435,11.7,6.67
"2324","仁寶電腦工業股份有限公司","20260123.0",33.35,6.0,52.7,17.2,5.43,32.32,7738.9,"NTD",29.4,74.0404,1.4,0,8.0,6.3,6.1,9.6,8.5,"電腦及週邊設備業","TWSE",4407.1,"2025/09",2024,910253,39.75,23.7
"2327","國巨股份有限公司","20260123.0",291.5,-2.0,259.8,92.8,12.54,77.4,20120.0,"NTD",47.7,37.0943,20.0,0,14.1,13.8,28.9,33.5,26.3,"電子零組件業","TWSE",2073.0,"2025/09",2024,121667,285.0,96.5
"2328","廣宇科技股份有限公司","20260123.0",53.5,-1.0,50.4,16.5,6.09,27.54,870.3,"NTD",15.1,71.3132,1.1,0,6.7,9.3,10.1,7.8,5.0,"電子零組件業","TWSE",518.3,"2025/09",2024,21821,63.7,32.4
"2329","華泰電子股份有限公司","20260123.0",62.4,-5.0,41.2,13.5,9.27,14.82,1185.3,"NTD",58.9,44.8407,1.0,0,9.1,17.8,13.3,19.7,-5.7,"半導體業","TWSE",659.0,"2025/09",2024,16277,64.5,25.95
"2330","台灣積體電路製造股份有限公司","20260123.0",1770.0,-2.0,1469.7,480.5,29.62,165.37,1270460.6,"NTD",35.7,56.1246,10.0,0,33.9,28.4,46.9,32.2,31.8,"半導體業","TWSE",25932.5,"2025/09",2024,2894308,1750.0,780.0
"2331","精英電腦股份有限公司","20260123.0",27.4,"","","",-1.27,21.07,-149.6,"NTD",227.9,33.8845,0.21,0,-1.5,5.7,6.3,-2.1,-3.9,"電腦及週邊設備業","TWSE",557.4,"2025/09",2024,17496,30.35,13.2
"2332","友訊科技股份有限公司","20260123.0",16.65,"","","",-2.11,14.89,-189.7,"NTD",1210.3,106.9167,0.1,0,-1.1,1.3,0.7,1.9,-1.6,"通信網路業","TWSE",602.2,"2025/09",2024,14395,25.3,14.0
"2337","旺宏電子股份有限公司","20260123.0",69.3,"","","",-7.86,23.67,-3458.7,"NTD","",17.7014,"",0,-7.1,-3.7,18.9,26.1,16.4,"半導體業","TWSE",1857.3,"2025/09",2024,25883,67.8,16.9
"2338","台灣光罩股份有限公司","20260123.0",40.1,"","","",-16.04,13.87,-704.9,"NTD","",95.198,"",0,-10.6,4.4,10.6,25.4,18.9,"半導體業","TWSE",316.8,"2025/09",2024,7562,50.2,26.9
"2340","台亞半導體股份有限公司","20260123.0",27.4,"","","",-7.68,17.15,-578.1,"NTD","",94.8894,"",0,-6.6,2.4,3.4,10.3,7.8,"半導體業","TWSE",438.6,"2025/09",2024,4300,33.6,17.8
"2342","台灣茂矽電子股份有限公司","20260123.0",35.55,-13.0,12.2,4.0,2.62,15.49,63.9,"NTD",83.1,24.53,0.3,0,4.4,-7.0,23.7,11.3,11.2,"半導體業","TWSE",157.5,"2025/09",2024,1894,39.6,19.9
"2344","華邦電子股份有限公司","20260123.0",103.0,"","","",-0.42,20.36,-384.3,"NTD",268.9,14.8176,"",0,-0.5,-2.0,15.2,20.5,2.0,"半導體業","TWSE",4500.0,"2025/09",2024,81610,110.5,13.6
"2345","智邦科技股份有限公司","20260123.0",1175.0,-5.0,788.9,257.9,40.62,64.74,14755.7,"NTD",28.0,67.6328,11.0,0,47.4,43.3,52.0,31.4,38.4,"通信網路業","TWSE",561.1,"2025/09",2024,110425,1320.0,430.5
"2347","聯強國際股份有限公司","20260123.0",67.5,9.0,136.9,44.8,9.87,46.21,7610.9,"NTD",10.3,89.4654,4.0,0,11.9,9.0,10.3,12.9,14.8,"電子通路業","TWSE",1667.9,"2025/09",2024,426009,76.2,54.6
"2348","海悅國際開發股份有限公司","20260123.0",77.9,22.0,328.7,116.5,17.93,55.89,1570.3,"NTD",110.6,39.7954,9.0,0,33.2,29.4,18.7,51.9,78.9,"其他業","TWSE",151.9,"2025/09",2024,10161,200.5,76.9
"2349","錸德科技股份有限公司","20260123.0",14.6,"","","",-8.04,8.19,-457.4,"NTD","",0.0,"",0,-8.9,-9.6,-7.4,-11.9,-12.8,"光電業","TWSE",693.7,"2025/09",2024,7264,17.1,8.51
"2351","順德工業股份有限公司","20260123.0",84.6,1.0,89.2,29.2,7.67,38.74,541.3,"NTD",2.4,82.1223,2.5,0,9.7,10.7,14.6,14.4,5.4,"半導體業","TWSE",182.1,"2025/09",2024,10815,105.0,61.1
"2352","佳世達科技股份有限公司","20260123.0",28.2,-3.0,22.2,7.3,3.29,22.5,1169.9,"NTD",50.4,81.0815,1.11,0,3.9,4.0,-5.0,12.1,9.9,"電腦及週邊設備業","TWSE",1580.5,"2025/09",2024,201666,45.2439,23.05
"2353","宏碁股份有限公司","20260123.0",26.6,7.0,44.7,14.6,5.91,25.2,4539.6,"NTD",127.0,58.0552,1.7,0,7.2,7.4,7.8,17.9,10.2,"電腦及週邊設備業","TWSE",3047.9,"2025/09",2024,264682,40.7,25.0
"2354","鴻準精密工業股份有限公司","20260123.0",59.3,0.0,58.4,19.1,2.49,78.15,2751.3,"NTD",-206.4,83.0877,1.4,0,2.7,2.7,3.1,3.6,3.5,"其他電子業","TWSE",1414.5,"2025/09",2024,75824,78.9,46.75
"2355","敬鵬工業股份有限公司","20260123.0",39.35,1.0,42.4,13.9,3.26,43.34,562.5,"NTD",-25.8,94.3406,1.85,0,5.4,3.9,2.5,0.8,0.0,"電子零組件業","TWSE",397.5,"2025/09",2024,16355,41.75,25.0
"2356","英業達股份有限公司","20260123.0",48.0,1.0,53.3,17.4,8.94,19.88,6378.8,"NTD",69.2,92.2676,1.7,0,10.2,6.5,9.2,7.2,2.7,"電腦及週邊設備業","TWSE",3587.5,"2025/09",2024,646262,49.9,33.3
"2357","華碩電腦股份有限公司","20260123.0",515.0,12.0,1296.3,423.8,11.91,362.87,32096.5,"NTD",3.6,90.8358,34.0,0,12.9,7.0,5.5,21.6,12.9,"電腦及週邊設備業","TWSE",742.8,"2025/09",2024,587087,745.0,441.0
"2358","廷鑫興業股份有限公司","20240403.0",4.56,"","","",-8.9,14.16,-172.2,"NTD","",0.0,"",0,-0.9,11.9,1.1,-0.6,7.5,"其他業","TWSE",136.6,"2023/09",2022,2113,0.0,0.0
"2359","所羅門股份有限公司","20260123.0",134.0,-23.0,16.6,5.4,1.65,33.53,95.1,"NTD",-94.8,82.8322,1.0,0,1.4,9.0,9.2,2.7,-0.8,"其他電子業","TWSE",171.5,"2025/09",2024,3503,175.5,105.0
"2360","致茂電子股份有限公司","20260123.0",1025.0,-14.0,333.6,131.8,21.86,58.49,5437.0,"NTD",7.6,84.0851,9.0,0,23.0,18.1,24.3,14.1,14.7,"其他電子業","TWSE",425.3,"2025/09",2024,21604,1005.0,220.5
"2362","藍天電腦股份有限公司","20260123.0",39.0,7.0,66.3,21.7,3.09,71.55,1375.1,"NTD",61.7,99.9529,2.53,0,4.1,2.4,1.4,0.9,1.5,"電腦及週邊設備業","TWSE",622.3,"2025/09",2024,26583,56.4,35.05
"2363","矽統科技股份有限公司","20260123.0",53.5,-7.0,29.4,9.6,3.57,27.39,503.9,"NTD",-468.2,134.2247,0.5,0,2.4,3.5,1.9,0.9,-4.2,"半導體業","TWSE",515.0,"2025/09",2024,739,70.6,39.2
"2364","倫飛電腦實業股份有限公司","20260123.0",65.6,3.0,82.6,27.0,23.19,11.87,144.3,"NTD",-5.7,50.0,0.0,0,30.0,17.6,16.2,-3.7,-4.7,"電腦及週邊設備業","TWSE",52.4,"2025/09",2024,1250,91.5385,45.4615
"2365","昆盈企業股份有限公司","20260123.0",38.65,-23.0,6.9,3.2,2.05,13.98,63.5,"NTD",-81.7,173.0556,0.6,0,3.1,0.9,0.9,0.5,3.1,"電腦及週邊設備業","TWSE",221.5,"2025/09",2024,979,52.6,27.1
"2367","燿華電子股份有限公司","20260123.0",44.1,0.0,45.7,15.0,8.49,17.95,1077.1,"NTD",-42.8,50.0,0.7,0,15.6,-5.5,3.8,-24.7,-21.1,"電子零組件業","TWSE",706.3,"2025/09",2024,18532,38.15,19.8
"2368","金像電子(股)公司","20260123.0",646.0,-7.0,360.9,118.0,28.51,42.19,6075.8,"NTD",42.6,49.5188,6.0,0,33.0,24.2,39.6,31.2,28.6,"電子零組件業","TWSE",505.1,"2025/09",2024,38952,703.0,142.5
"2369","菱生精密工業股份有限公司","20260123.0",27.65,"","","",-7.15,13.88,-377.7,"NTD","",31.9008,0.3,0,-5.6,-3.6,1.9,15.5,-4.6,"半導體業","TWSE",380.1,"2025/09",2024,5373,29.5,11.35
"2371","大同股份有限公司","20260123.0",40.2,15.0,109.4,40.2,12.87,31.55,8732.7,"NTD",-65.5,50.0,3.11,0,21.8,4.4,-7.8,8.3,-5.7,"電機機械","TWSE",2150.8,"2025/09",2024,47477,48.3158,29.6
"2373","震旦行股份有限公司","20260123.0",54.3,9.0,104.7,34.2,10.94,31.88,824.1,"NTD",7.5,96.9526,3.7,0,10.8,12.7,15.1,16.2,18.3,"其他電子業","TWSE",236.2,"2025/09",2024,11293,66.4,55.5
"2374","佳能企業股份有限公司","20260123.0",83.2,-8.0,43.7,14.3,6.69,21.78,473.1,"NTD",117.4,58.2835,0.6,0,7.3,3.6,1.1,-9.4,-9.4,"光電業","TWSE",324.6,"2025/09",2024,6183,101.0,33.265
"2375","凱美電機股份有限公司","20260123.0",102.0,2.0,118.9,38.9,4.44,89.17,430.7,"NTD",50.6,38.6082,1.5,0,5.3,4.0,4.9,12.8,10.6,"電子零組件業","TWSE",108.7,"2025/09",2024,5264,108.0,45.3
"2376","技嘉科技股份有限公司","20260123.0",238.5,6.0,352.9,140.3,17.72,80.13,9512.8,"NTD",4.6,83.9205,10.0,0,23.7,11.0,14.5,44.4,14.6,"電腦及週邊設備業","TWSE",669.9,"2025/09",2024,265149,317.0,180.0
"2377","微星科技股份有限公司","20260123.0",100.5,9.0,201.7,65.9,10.74,62.58,5679.7,"NTD",10.9,74.2253,5.0,0,12.3,14.2,20.0,45.3,24.2,"電腦及週邊設備業","TWSE",844.9,"2025/09",2024,197872,210.0,94.3
"2379","瑞昱半導體股份有限公司","20260123.0",507.0,7.0,800.6,310.6,28.64,102.71,15166.1,"NTD",24.3,81.3999,25.5,0,35.6,18.6,40.8,57.2,31.7,"半導體業","TWSE",515.5,"2025/09",2024,113394,593.0,432.5
"2380","虹光精密工業股份有限公司","20260123.0",5.1,"","","",-60.21,1.74,-227.6,"NTD","",0.0,"",0,-54.5,-33.9,-4.7,-13.0,-31.0,"電腦及週邊設備業","TWSE",216.9,"2025/09",2024,2548,7.2,2.89
"2382","廣達電腦股份有限公司","20260123.0",280.0,5.0,395.6,156.5,25.06,57.54,55700.4,"NTD",12.9,86.6025,13.0,0,31.1,23.0,16.7,22.6,19.0,"電腦及週邊設備業","TWSE",3862.6,"2025/09",2024,1410756,314.0,174.0
"2383","台光電子材料股份有限公司","20260123.0",1800.0,-10.0,804.6,263.0,27.37,97.99,9609.2,"NTD",54.2,52.0975,16.58,0,34.7,26.6,24.9,32.6,26.2,"電子零組件業","TWSE",358.3,"2025/09",2024,64377,1720.0,407.0
"2385","群光電子股份有限公司","20260123.0",120.0,12.0,292.5,95.6,16.05,60.74,7410.8,"NTD",10.0,85.9913,10.0,0,19.5,19.6,22.6,21.5,17.5,"電子零組件業","TWSE",760.1,"2025/09",2024,101478,177.5,112.0
"2387","精元電腦股份有限公司","20260123.0",39.9,20.0,173.9,56.9,10.66,54.4,1132.3,"NTD",-65.0,76.4532,4.0,0,14.5,13.5,16.0,12.9,18.8,"電腦及週邊設備業","TWSE",195.3,"2025/09",2024,23548,73.4,37.7
"2388","威盛電子股份有限公司","20260123.0",54.6,-14.0,16.9,5.5,1.45,38.68,312.3,"NTD",330.6,0.0,0.2,0,6.8,2.1,-4.1,-7.6,-50.4,"半導體業","TWSE",555.7,"2025/09",2024,15911,98.6,48.0
"2390","云辰電子開發股份有限公司","20260123.0",10.7,"","","",-6.71,12.17,-157.3,"NTD","",0.0,"",0,-10.5,-3.8,-23.8,11.8,0.8,"其他電子業","TWSE",192.6,"2025/09",2024,702,13.0,8.31
"2392","正崴精密工業股份有限公司","20260123.0",41.5,"","","",-0.03,51.16,-6.9,"NTD","",53.0575,2.5,0,5.3,7.1,5.3,1.1,5.4,"電子零組件業","TWSE",512.3,"2025/09",2024,98397,72.8,36.1
"2393","億光電子工業股份有限公司","20260123.0",55.6,10.0,119.3,39.0,8.7,45.7,1764.0,"NTD",-3.2,93.4365,5.31,0,10.3,8.0,6.9,10.8,5.7,"光電業","TWSE",443.4,"2025/09",2024,20973,90.2,49.8
"2395","研華股份有限公司","20260123.0",288.0,-2.0,250.7,98.3,17.66,59.44,9082.8,"NTD",20.5,77.761,8.39,0,17.1,24.3,28.0,23.3,22.3,"電腦及週邊設備業","TWSE",865.2,"2025/09",2024,59786,425.0,271.0
"2397","友通資訊股份有限公司","20260123.0",61.4,7.0,101.7,33.2,11.05,30.67,388.2,"NTD",15.3,95.6685,3.4,0,11.5,9.9,15.8,4.4,12.2,"電腦及週邊設備業","TWSE",114.5,"2025/09",2024,9584,86.8,53.3
"2399","映泰股份有限公司","20260123.0",27.0,"","","",-0.57,12.18,-12.3,"NTD","",0.0,"",0,-0.3,-5.8,-0.1,16.0,-1.0,"電腦及週邊設備業","TWSE",178.1,"2025/09",2024,2019,28.2,15.65
"2401","凌陽科技股份有限公司","20260123.0",22.45,"","","",-5.32,14.54,-457.9,"NTD","",0.0,"",0,-4.1,-6.6,-4.8,12.1,2.7,"半導體業","TWSE",592.0,"2025/09",2024,6434,30.65,17.6
"2402","毅嘉科技股份有限公司","20260123.0",55.7,0.0,56.4,18.4,8.26,22.74,577.8,"NTD",100.0,74.7973,1.97,0,10.1,6.4,5.6,3.2,1.5,"電子零組件業","TWSE",307.5,"2025/09",2024,9531,68.6,28.5
