"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"1101","臺灣水泥股份有限公司","20260123.0",25.7,2.0,31.2,10.2,3.19,32.59,8210.7,"NTD",312.9,38.0517,1.0,0,3.5,3.2,2.3,9.0,12.8,"水泥工業","TWSE",7551.2,"2025/09",2024,154607,35.45,20.25
"1102","亞洲水泥股份有限公司","20260123.0",35.3,14.0,100.6,32.9,6.56,51.13,11890.8,"NTD",37.3,67.0752,2.2,0,7.5,6.5,7.6,11.4,10.2,"水泥工業","TWSE",3546.6,"2025/09",2024,81849,47.4,35.0
"1103","嘉新水泥股份有限公司","20260123.0",14.0,-10.0,7.3,3.3,1.17,26.42,245.0,"NTD",-1770.5,159.0087,0.55,0,1.2,0.1,-1.0,1.0,5.1,"水泥工業","TWSE",790.2,"2025/09",2024,2985,17.5,12.75
"1104","環球水泥股份有限公司","20260123.0",29.9,10.0,64.1,21.0,6.2,34.45,1467.8,"NTD",37.2,71.3461,1.7,0,6.5,7.0,6.4,5.7,6.6,"水泥工業","TWSE",686.7,"2025/09",2024,7954,32.85,25.7
"1108","幸福水泥股份有限公司","20260123.0",15.1,15.0,39.1,14.8,12.53,12.81,649.9,"NTD",60.6,59.2265,0.75,0,9.5,10.4,12.1,5.3,8.5,"水泥工業","TWSE",404.7,"2025/09",2024,4867,15.6,12.7
"1109","信大水泥股份有限公司","20260123.0",15.4,12.0,37.6,12.3,5.15,24.32,427.4,"NTD",10.5,75.2745,0.9,0,5.7,8.8,4.9,11.2,14.8,"水泥工業","TWSE",341.2,"2025/09",2024,4656,18.15,15.3
"1110","東南水泥股份有限公司","20260123.0",16.2,-1.0,14.6,4.8,2.96,16.46,278.6,"NTD",116.7,114.4,0.3,0,4.1,0.3,0.4,1.1,0.5,"水泥工業","TWSE",572.0,"2025/09",2024,2873,21.3,16.05
"1201","味全食品工業股份有限公司","20260123.0",14.5,3.0,17.8,5.8,3.88,15.26,300.0,"NTD",-48.2,77.0893,0.5,0,4.8,2.8,4.9,6.8,8.0,"食品工業","TWSE",506.1,"2025/09",2024,23474,18.3,14.2
"1203","味王股份有限公司","20260123.0",39.75,6.0,62.0,20.3,8.03,25.75,496.1,"NTD",18.6,71.19,1.2,0,9.6,7.6,8.5,8.4,8.4,"食品工業","TWSE",240.0,"2025/09",2024,6287,42.8,34.25
"1210","大成長城企業股份有限公司","20260123.0",52.3,6.0,79.6,30.2,11.72,28.66,3006.7,"NTD",55.2,60.8194,2.83,0,13.4,18.1,8.7,7.4,13.4,"食品工業","TWSE",894.8,"2025/09",2024,102749,66.9,50.4
"1213","大西洋飲料股份有限公司","20260123.0",10.3,"","","",-14.7,12.72,-105.9,"NTD","",0.0,0.35,0,-54.6,-48.6,-18.1,-14.2,-10.5,"食品工業","TWSE",56.6,"2025/09",2024,191,17.45,9.75
"1215","台灣卜蜂企業股份有限公司","20260123.0",150.0,8.0,258.5,94.0,21.1,36.24,2254.7,"NTD",66.4,54.2022,4.5,0,19.2,24.6,18.5,16.1,19.0,"食品工業","TWSE",294.8,"2025/09",2024,27957,158.0,90.5
"1216","統一企業股份有限公司","20260123.0",73.6,2.0,86.8,28.4,12.15,23.79,16430.6,"NTD",88.1,81.4155,3.0,0,13.6,2.3,11.6,14.8,17.2,"食品工業","TWSE",5682.0,"2025/09",2024,657637,87.2,73.8
"1217","愛之味股份有限公司","20260123.0",10.7,0.0,11.0,3.6,2.42,15.24,182.1,"NTD",168.8,56.8675,0.37,0,3.8,2.7,1.3,3.0,3.9,"食品工業","TWSE",494.5,"2025/09",2024,5116,12.35,10.1
"1218","泰山企業股份有限公司","20260123.0",18.4,9.0,36.1,11.8,4.69,25.62,601.5,"NTD",233.6,0.0,1.35,0,5.6,-1.2,-4.9,7.6,12.0,"食品工業","TWSE",500.0,"2025/09",2024,10682,22.85,17.85
"1219","福壽實業股份有限公司","20260123.0",13.5,2.0,15.6,5.1,3.9,13.35,177.7,"NTD",60.8,49.016,0.5,0,3.4,6.4,6.8,6.7,7.6,"食品工業","TWSE",341.2,"2025/09",2024,14330,17.9,12.75
"1220","台榮產業股份有限公司","20260123.0",12.7,4.0,16.8,5.5,4.06,13.8,99.3,"NTD",0.0,103.9939,0.7,0,7.7,5.1,1.1,6.9,7.4,"食品工業","TWSE",177.1,"2025/09",2024,3480,17.6,12.2
"1225","福懋油脂股份有限公司","20260123.0",28.45,5.0,41.4,13.5,9.45,14.62,334.8,"NTD",-15.5,94.5208,0.14,0,9.0,10.4,10.6,13.6,11.5,"食品工業","TWSE",242.3,"2025/09",2024,12859,52.1327,26.3981
"1227","佳格食品股份有限公司","20260123.0",29.15,6.0,44.9,14.7,7.43,20.12,1369.0,"NTD",20.0,90.3616,1.4,0,9.5,6.5,6.3,13.1,18.2,"食品工業","TWSE",915.1,"2025/09",2024,28974,38.5,29.35
"1229","聯華實業控股股份有限公司","20260123.0",46.6,6.0,72.0,23.5,8.22,29.16,4308.2,"NTD",105.6,44.1877,1.3,0,9.1,11.2,9.9,12.7,11.6,"食品工業","TWSE",1796.0,"2025/09",2024,12947,51.2,39.0476
"1231","聯華食品工業股份有限公司","20260123.0",94.6,2.0,110.9,39.0,16.01,21.9,1047.2,"NTD",78.7,34.7261,1.6,0,19.0,19.8,18.4,18.7,16.7,"食品工業","TWSE",298.5,"2025/09",2024,12202,164.5455,92.3
"1232","大統益股份有限公司","20260123.0",145.0,4.0,193.3,76.9,22.2,35.52,1262.1,"NTD",7.6,85.7613,7.0,0,24.0,23.1,25.0,26.9,31.6,"食品工業","TWSE",160.0,"2025/09",2024,22067,169.0,140.0
"1233","天仁茶業股份有限公司","20260123.0",32.2,-5.0,22.2,7.2,4.59,16.1,67.0,"NTD",-39.6,135.5667,0.95,0,5.2,5.8,3.1,0.7,3.0,"食品工業","TWSE",90.6,"2025/09",2024,2196,37.1,29.35
"1234","黑松股份有限公司","20260123.0",37.0,-10.0,19.0,8.5,1.83,46.86,345.2,"NTD",-8.3,143.4758,1.9,0,2.5,2.6,2.4,2.1,2.6,"食品工業","TWSE",401.9,"2025/09",2024,10251,42.65,36.35
"1235","興泰實業股份有限公司","20260123.0",40.8,"","","",-0.31,17.35,-10.3,"NTD","",72.4337,0.5,0,-0.6,5.8,4.6,2.7,2.4,"食品工業","TWSE",188.6,"2025/09",2024,113,93.75,44.6
"1236","宏亞食品股份有限公司","20260123.0",25.2,"","","",-2.26,29.45,-57.6,"NTD","",0.0,0.6,0,-2.4,-0.4,-2.0,-2.8,-1.2,"食品工業","TWSE",86.7,"2025/09",2024,1978,27.9,20.1
"1240","茂生農經股份有限公司","20260123.0",60.6,7.0,97.2,38.1,12.62,32.71,182.6,"NTD",9.6,74.1764,2.7,0,12.7,12.8,0.2,11.3,14.8,"農業科技業","OTC",44.2,"2025/09",2024,2857,67.0,48.2243
"1256","鮮活控股股份有限公司","20260123.0",156.0,7.0,267.7,87.5,9.32,95.72,319.4,"NTD",3.2,77.7617,4.7,0,7.2,10.9,10.3,26.0,37.0,"食品工業","TWSE",35.8,"2025/09",2024,4002,199.5,103.0
"1258","其祥生物科技控股有限公司","20230531.0",26.85,-8.0,14.2,4.6,2.46,19.23,17.4,"NTD",-1756.0,50.0,"",0,0.5,9.1,-8.0,-20.8,-19.7,"食品工業","OTC",36.8,"2023/03",2022,2571,"",""
"1259","安心食品服務股份有限公司","20260123.0",61.5,-5.0,41.7,13.6,1.81,76.88,45.1,"NTD",1004.9,19.8367,1.2,0,2.4,7.4,4.0,-0.4,5.2,"觀光餐旅","OTC",32.4,"2025/09",2024,6046,66.7,53.8
"1262","綠悅控股有限公司","","","","","",-0.99,62.46,-101.4,"NTD",118.7,0.0,"",0,1.9,8.2,18.0,17.1,27.5,"其他業","",163.4,"2019/06",2018,3859,"",""
"1264","德麥食品股份有限公司","20260123.0",279.0,10.0,533.4,205.6,21.0,93.07,725.3,"NTD",23.0,75.4054,14.5,0,23.6,22.9,24.6,23.9,22.3,"食品工業","OTC",37.1,"2025/09",2024,6806,339.0,277.5
"1268","漢來美食股份有限公司","20260123.0",161.5,7.0,267.4,96.7,16.7,53.74,378.7,"NTD",103.2,46.7405,7.5,0,19.2,17.1,4.2,-1.6,11.2,"觀光餐旅","OTC",42.2,"2025/09",2024,5930,164.5,120.0
"1294","漢田生技股份有限公司","20260123.0",76.7,8.0,137.6,45.0,17.16,26.73,140.4,"NTD",71.2,20.9301,3.13,0,38.7,55.8,28.0,22.4,68.7,"食品工業","OTC",30.6,"2025/09",2024,748,89.751,63.6796
"1295","生合生物科技股份有限公司","20260123.0",86.0,6.0,138.0,45.1,13.93,31.27,150.3,"NTD",223.6,0.0,3.5,0,17.2,11.9,10.2,20.3,19.9,"食品工業","OTC",34.5,"2025/09",2024,989,157.5,58.5
"1301","台灣塑膠工業股份有限公司","20260123.0",44.4,"","","",-0.42,45.39,-1222.0,"NTD",74.4,66.2542,0.5,0,-0.5,1.8,8.8,21.3,5.6,"塑膠工業","TWSE",6365.7,"2025/09",2024,200040,44.8,31.55
"1303","南亞塑膠工業股份有限公司","20260123.0",77.1,-32.0,3.5,1.1,0.27,43.7,927.1,"NTD",-2.8,92.6448,0.7,0,0.4,1.1,6.7,23.1,6.8,"塑膠工業","TWSE",7930.8,"2025/09",2024,259608,73.8,26.25
"1304","台灣聚合化學品股份有限公司","20260123.0",11.55,"","","",-8.83,17.49,-1836.9,"NTD","",25.3475,0.2,0,-9.0,-1.6,5.6,24.6,12.6,"塑膠工業","TWSE",1188.8,"2025/09",2024,51008,12.85,8.85
"1305","華夏海灣塑膠股份有限公司","20260123.0",12.0,"","","",-7.91,15.04,-691.1,"NTD","",28.9047,0.15,0,-6.1,3.6,-3.6,25.9,19.6,"塑膠工業","TWSE",581.1,"2025/09",2024,11087,14.0,9.41
"1307","三芳化學工業股份有限公司","20260123.0",32.15,11.0,67.1,25.6,10.98,25.87,1130.2,"NTD",57.3,61.5489,2.7,0,16.1,8.8,6.6,1.2,2.6,"塑膠工業","TWSE",397.8,"2025/09",2024,10780,56.2,29.4
"1308","亞洲聚合股份有限公司","20260123.0",13.5,"","","",-5.14,19.34,-590.2,"NTD","",45.9309,0.25,0,-5.8,0.5,9.0,25.2,10.4,"塑膠工業","TWSE",593.7,"2025/09",2024,6031,15.3,10.85
"1309","台達化學工業股份有限公司","20260123.0",11.85,"","","",-4.74,15.84,-298.5,"NTD","",20.9574,0.2,0,-3.6,-4.7,4.7,28.4,44.2,"塑膠工業","TWSE",397.6,"2025/09",2024,18623,15.5,9.9
"1310","台灣苯乙烯工業股份有限公司","20260123.0",8.87,"","","",-7.15,14.0,-528.4,"NTD","",0.0,"",0,-5.6,-7.3,-7.5,1.1,2.4,"塑膠工業","TWSE",527.9,"2025/09",2024,11423,10.9,7.42
"1312","國喬石油化學股份有限公司","20260123.0",13.4,"","","",-7.78,29.9,-2562.1,"NTD","",0.0,"",0,-4.9,-4.8,-1.8,20.5,16.6,"塑膠工業","TWSE",1106.6,"2025/09",2024,16418,14.1,8.37
"1313","聯成化學科技股份有限公司","20260123.0",10.45,"","","",-6.23,21.83,-1835.5,"NTD","",0.0,0.15,0,-8.5,-1.3,-4.9,8.4,9.4,"塑膠工業","TWSE",1349.7,"2025/09",2024,73320,11.8,7.26
"1314","中國石油化學工業開發(股)公司","20260123.0",8.1,"","","",-1.32,21.0,-1053.3,"NTD","",0.0,"",0,-0.1,-1.2,0.3,6.3,0.7,"塑膠工業","TWSE",3784.9,"2025/09",2024,29442,10.6,6.0
"1315","達新工業股份有限公司","20260123.0",64.3,-3.0,50.4,16.5,1.77,94.66,166.5,"NTD",7.5,90.8127,5.0,0,1.7,2.9,5.8,-0.2,-3.7,"塑膠工業","TWSE",99.1,"2025/09",2024,2147,70.6,62.5
"1316","上曜建設開發股份有限公司","20260123.0",14.15,"","","",-9.03,8.96,-297.1,"NTD","",0.0,"",0,-8.9,-6.8,5.2,-4.8,-9.0,"建材營造業","TWSE",367.1,"2025/09",2024,1491,19.8,12.7
"1319","東陽實業廠股份有限公司","20260123.0",108.0,7.0,180.7,59.1,12.91,46.67,3563.4,"NTD",-11.9,98.5304,5.3,0,16.0,12.1,6.9,2.4,2.5,"汽車工業","TWSE",591.5,"2025/09",2024,25596,141.5,86.9
"1321","大洋塑膠工業股份有限公司","20260123.0",33.45,"","","",0.0,"",-0.3,"NTD","",34.2759,0.38,0,1.8,1.9,-1.3,3.5,6.5,"塑膠工業","TWSE",227.2,"2025/09",2024,4683,39.35,31.5
"1323","永裕塑膠工業股份有限公司","20260123.0",19.2,-10.0,8.1,2.6,0.92,29.21,24.5,"NTD",-50.4,80.9969,0.9,0,1.5,2.3,7.0,11.6,12.7,"塑膠工業","TWSE",91.3,"2025/09",2024,2646,25.2,18.15
"1324","地球綜合工業股份有限公司","20260123.0",10.95,"","","",-1.38,12.87,-13.4,"NTD",3800.0,751.0,0.2,0,0.4,4.1,0.1,0.1,0.7,"塑膠工業","TWSE",75.1,"2025/09",2024,795,13.0,10.15
"1325","恒大股份有限公司","20260123.0",28.95,"","","",-1.88,31.39,-50.4,"NTD","",182.7857,0.3,0,-2.0,0.5,0.2,7.0,115.7,"塑膠工業","TWSE",85.3,"2025/09",2024,317,43.5,20.55
"1326","台灣化學纖維股份有限公司","20260123.0",35.45,"","","",-0.28,46.5,-754.2,"NTD",-313.4,93.4739,0.5,0,-0.1,2.4,1.6,10.8,4.8,"塑膠工業","TWSE",5861.2,"2025/09",2024,348608,36.5,21.75
"1333","恩得利工業股份有限公司","20200406.0",1.44,"","","",-27.73,2.51,-51.9,"NTD","",0.0,"",0,-14.4,-34.2,-10.0,-6.5,-11.7,"電子零組件業","OTC",74.5,"2019/09",2018,393,"",""
"1336","台翰精密科技股份有限公司","20260123.0",16.7,12.0,42.8,14.0,5.67,25.11,110.6,"NTD",105.1,17.8388,0.95,0,8.6,5.7,10.5,3.9,-2.6,"電子零組件業","OTC",77.6,"2025/09",2024,2563,27.6,15.5
"1337","亞洲塑膠再生資源控股有限公司","20260123.0",5.82,"","","",-9.57,15.37,-396.0,"NTD","",0.0,"",0,-8.1,-7.9,-8.2,-8.7,-18.9,"塑膠工業","TWSE",269.0,"2025/09",2024,817,7.03,4.6
"1338","廣華控股有限公司","20260123.0",20.35,"","","",-3.32,71.82,-199.6,"NTD","",57.8729,0.78,0,-2.5,-3.6,0.1,2.9,2.1,"汽車工業","TWSE",83.8,"2025/09",2024,5088,30.7,19.95
"1339","昭輝實業股份有限公司","20260123.0",43.5,12.0,105.4,34.4,6.33,55.46,260.3,"NTD",10.2,73.6159,3.0,0,8.2,10.4,11.8,3.3,2.9,"汽車工業","TWSE",74.1,"2025/09",2024,1932,59.7,40.1
"1340","勝悅新材料有限公司","20260123.0",7.01,"","","",-21.91,19.65,-658.4,"NTD","",0.0,"",0,-20.8,-18.5,-8.0,-9.7,-6.6,"塑膠工業","TWSE",152.9,"2025/09",2024,376,9.32,5.45
"1341","富林塑膠工業(開曼)控股(股)公司","20260123.0",57.5,12.0,145.3,47.5,17.7,27.35,256.2,"NTD",-20.0,101.0811,5.2,0,21.6,18.9,23.6,24.3,24.9,"塑膠工業","TWSE",52.9,"2025/09",2024,2789,75.0,55.2
"1342","八貫企業股份有限公司","20260123.0",95.4,5.0,137.7,53.7,18.23,30.74,437.3,"NTD",24.2,76.5159,4.79,0,20.5,24.8,30.8,17.0,18.6,"其他業","TWSE",78.0,"2025/09",2024,2511,114.5,77.2
"1402","遠東新世紀股份有限公司","20260123.0",28.1,7.0,49.8,16.3,3.8,43.66,8892.9,"NTD",30.8,80.5587,1.6,0,4.4,4.0,3.8,4.0,4.0,"紡織纖維","TWSE",5352.9,"2025/09",2024,270954,36.35,26.25
"1409","新光合成纖維股份有限公司","20260123.0",15.05,0.0,14.9,4.9,2.11,23.53,803.8,"NTD",-1.6,84.4048,0.6,0,2.3,0.7,6.5,11.3,0.8,"紡織纖維","TWSE",1618.4,"2025/09",2024,44619,19.2,10.8
"1410","南洋染整股份有限公司","20260123.0",33.7,-13.0,10.9,3.6,2.07,17.54,22.6,"NTD",-137.5,95.8182,0.51,0,3.6,-1.3,4.9,7.1,5.6,"紡織纖維","TWSE",62.0,"2025/09",2024,237,41.05,30.5
"1413","宏洲纖維工業股份有限公司","20260123.0",9.79,-22.0,1.3,0.4,0.53,8.11,5.7,"NTD","",0.0,"",0,-4.1,-12.9,6.5,7.7,-15.6,"紡織纖維","TWSE",132.1,"2025/09",2024,2306,12.6,9.5
"1414","東和紡織股份有限公司","20260123.0",19.05,-16.0,4.8,1.6,1.01,15.96,31.9,"NTD",-35.9,99.7311,0.23,0,1.3,0.7,2.8,3.8,0.9,"紡織纖維","TWSE",198.0,"2025/09",2024,524,28.8333,16.6111
"1416","廣豐實業股份有限公司","20260123.0",11.7,7.0,20.5,6.7,2.96,23.1,126.9,"NTD",437.6,104.2313,0.56,0,4.2,2.2,2.0,1.9,-3.4,"其他業","TWSE",185.3,"2025/09",2024,334,13.6,10.5
"1417","嘉裕股份有限公司","20260123.0",8.8,"","","",-6.54,12.2,-151.5,"NTD","",0.0,"",0,-7.6,-3.2,-6.3,3.2,-9.9,"紡織纖維","TWSE",189.9,"2025/09",2024,603,9.56,7.06
"1418","東華龍股份有限公司","20260123.0",19.95,-18.0,4.0,1.3,0.58,22.9,7.6,"NTD",1558.5,0.0,"",0,2.1,1.4,1.4,-39.3,-38.9,"紡織纖維","TWSE",56.8,"2025/09",2024,10,28.6,19.0
"1419","新光紡織股份有限公司","20260123.0",76.8,3.0,96.8,31.6,6.24,51.67,967.9,"NTD",211.0,49.923,1.5,0,6.6,5.5,6.3,5.1,4.1,"紡織纖維","TWSE",300.0,"2025/09",2024,4214,83.5,36.4
"1423","利華羊毛工業股份有限公司","20260122.0",38.15,5.0,58.1,19.0,5.97,32.45,192.9,"NTD",117.3,35.4872,0.8,0,1.3,-1.0,1.2,4.2,14.0,"紡織纖維","TWSE",99.6,"2025/09",2024,104,40.35,31.9
"1432","大魯閣實業股份有限公司","20260123.0",18.2,"","","",-7.13,9.21,-70.9,"NTD","",0.0,"",0,-7.8,4.8,-7.2,-25.2,-12.9,"運動休閒","TWSE",108.0,"2025/09",2024,1279,22.35,14.1
"1434","福懋興業股份有限公司","20260123.0",16.5,1.0,17.8,5.8,2.71,21.9,999.7,"NTD",-476.6,92.7155,0.8,0,2.5,0.6,5.3,3.2,2.9,"紡織纖維","TWSE",1684.7,"2025/09",2024,28716,19.85,14.4
"1435","中福國際(股)公司","20260123.0",20.5,"","","",-3.81,8.29,-44.2,"NTD","",0.0,"",0,-2.8,-3.0,-18.3,1.2,-2.3,"其他業","TWSE",139.8,"2025/09",2024,11,43.0,21.2
"1436","華友聯開發股份有限公司","20260123.0",62.6,21.0,214.9,86.0,25.11,31.59,1540.6,"NTD",-4.7,90.4285,9.8,0,60.2,28.5,20.3,17.3,6.2,"建材營造業","TWSE",194.2,"2025/09",2024,6955,118.3313,60.0
"1437","勤益投資控股股份有限公司","20260123.0",32.3,11.0,73.0,23.9,5.95,40.88,495.1,"NTD",56.0,42.2426,1.35,0,8.2,8.0,5.9,6.6,5.2,"其他業","TWSE",203.4,"2025/09",2024,846,35.35,28.0
"1438","三地開發地產股份有限公司","20260123.0",32.9,"","","",-4.59,26.55,-135.4,"NTD","",0.0,"",0,-9.6,-3.5,32.2,-2.5,9.0,"建材營造業","TWSE",111.2,"2025/09",2024,1167,57.1,32.6
"1439","雋揚國際股份有限公司","20260123.0",29.75,9.0,61.3,20.0,6.78,30.16,188.1,"NTD",27.0,44.2345,0.3,0,5.9,7.9,4.6,6.7,-9.7,"建材營造業","TWSE",92.0,"2025/09",2024,98,34.25,26.25
"1440","臺南紡織股份有限公司","20260123.0",13.5,"","","",-2.1,17.58,-610.8,"NTD","",24.5999,0.3,0,-2.3,-4.7,3.0,10.7,2.7,"紡織纖維","TWSE",1656.8,"2025/09",2024,17190,15.3,10.5
"1441","大東紡織股份有限公司","20260123.0",10.2,"","","",-5.1,7.93,-29.0,"NTD","",0.0,"",0,34.6,-60.6,-35.1,-9.8,-22.8,"紡織纖維","TWSE",71.7,"2025/09",2024,1626,14.8,10.0
"1442","名軒開發股份有限公司","20260123.0",29.65,26.0,127.6,51.3,21.26,23.32,1815.7,"NTD",9.1,89.7284,4.5,0,36.4,28.2,7.7,9.0,1.4,"建材營造業","TWSE",366.2,"2025/09",2024,8802,88.0,26.85
"1443","立益物流開發股份有限公司","20260123.0",26.6,6.0,41.8,13.7,8.73,15.97,188.7,"NTD",264.0,0.0,"",0,12.5,10.5,15.6,19.3,-2.3,"其他業","TWSE",135.3,"2025/09",2024,924,32.5,26.35
"1444","力麗企業股份有限公司","20260123.0",6.2,"","","",-1.74,10.87,-188.6,"NTD","",0.0,"",0,1.4,-3.8,3.4,2.2,-4.4,"紡織纖維","TWSE",995.6,"2025/09",2024,8270,8.86,5.9
"1445","大宇紡織股份有限公司","20260123.0",14.25,"","","",-8.36,18.37,-200.7,"NTD","",0.0,0.5,0,-7.9,-7.2,0.3,-2.6,-5.6,"紡織纖維","TWSE",130.7,"2025/09",2024,989,17.65,11.45
"1446","宏和精密紡織股份有限公司","20260123.0",17.45,34.0,178.1,58.2,29.46,20.14,817.3,"NTD",-1.0,50.0,2.0,0,88.8,7.6,-2.7,-1.4,-1.0,"紡織纖維","TWSE",137.7,"2025/09",2024,3676,46.5,17.4
"1447","力鵬企業股份有限公司","20260123.0",5.2,"","","",-2.69,9.76,-238.6,"NTD","",0.0,"",0,-0.1,-5.1,-0.8,2.1,-5.8,"紡織纖維","TWSE",910.1,"2025/09",2024,34825,7.39,5.05
"1449","佳和實業股份有限公司","20260123.0",11.9,-17.0,2.6,0.8,0.56,15.31,11.0,"NTD",863.1,0.0,0.0,0,3.3,1.6,4.6,5.1,-37.5,"紡織纖維","TWSE",127.1,"2025/09",2024,2894,18.6345,9.9
"1451","年興紡織股份有限公司","20260123.0",17.75,7.0,29.5,9.7,2.74,36.0,195.0,"NTD",-15.9,96.9773,1.0,0,3.8,-4.0,5.9,2.8,-7.0,"紡織纖維","TWSE",198.0,"2025/09",2024,6421,23.1,16.3
"1452","宏益纖維工業股份有限公司","20260123.0",11.7,-1.0,10.5,3.4,1.66,21.05,46.4,"NTD",-20.1,89.78,0.5,0,3.0,1.8,4.5,13.9,4.0,"紡織纖維","TWSE",132.6,"2025/09",2024,1700,15.3,11.05
"1453","大將開發股份有限公司","20260123.0",12.15,"","","",-0.57,12.69,-8.3,"NTD",-206.4,50.0,0.0,0,-0.4,4.4,-0.9,8.4,1.2,"建材營造業","TWSE",113.2,"2025/09",2024,1,18.1553,11.8
"1454","台灣富綢纖維股份有限公司","20260123.0",12.7,"","","",-2.59,12.11,-40.8,"NTD","",64.9,0.25,0,-0.4,0.4,1.6,-0.3,-5.1,"紡織纖維","TWSE",129.8,"2025/09",2024,1624,17.45,12.5
"1455","集盛實業股份有限公司","20260123.0",8.8,"","","",-4.31,11.86,-271.9,"NTD","",0.0,"",0,-1.0,-5.2,-4.3,9.7,-3.0,"紡織纖維","TWSE",531.7,"2025/09",2024,9427,10.65,7.54
"1456","怡華實業股份有限公司","20260123.0",13.1,13.0,34.5,11.3,6.65,17.25,107.6,"NTD",185.6,15.582,"",0,6.7,0.9,-4.6,35.0,5.3,"建材營造業","TWSE",93.7,"2025/09",2024,1042,17.65,11.0
"1457","宜進實業股份有限公司","20260123.0",15.0,"","","",-4.29,17.05,-231.5,"NTD","",0.0,1.0,0,-3.0,-16.7,-22.1,3.9,-4.4,"紡織纖維","TWSE",316.7,"2025/09",2024,3390,21.0,15.45
"1459","聯發紡織纖維股份有限公司","20260123.0",11.75,5.0,17.6,5.8,6.69,8.78,210.8,"NTD","",0.0,"",0,7.0,-0.3,-13.3,8.4,-7.2,"紡織纖維","TWSE",358.6,"2025/09",2024,1315,14.75,9.2
"1460","宏遠興業股份有限公司","20260123.0",6.46,"","","",-5.64,8.41,-329.9,"NTD","",0.0,"",0,-6.7,-18.4,5.8,2.5,-21.9,"紡織纖維","TWSE",694.6,"2025/09",2024,8264,7.96,5.46
"1463","強盛新股份有限公司","20260123.0",17.25,-11.0,8.5,4.2,1.84,15.85,50.7,"NTD",-25.0,266.625,2.1,0,-0.6,0.6,1.6,0.8,0.3,"紡織纖維","TWSE",173.3,"2025/09",2024,643,31.2,16.5
"1464","得力實業股份有限公司","20260123.0",11.5,-3.0,8.9,2.9,2.3,12.96,126.8,"NTD",127.9,20.7892,0.5,0,5.8,-6.2,8.0,2.0,-6.4,"紡織纖維","TWSE",425.6,"2025/09",2024,11994,19.0134,10.6
"1465","偉全實業股份有限公司","20260123.0",12.5,-8.0,6.3,2.0,1.29,16.11,21.6,"NTD",-23.4,100.7843,0.6,0,3.6,3.0,5.2,-3.2,-1.9,"紡織纖維","TWSE",103.6,"2025/09",2024,495,15.05,12.35
"1466","聚隆纖維股份有限公司","20260123.0",14.15,"","","",-1.61,13.15,-23.6,"NTD","",0.0,"",0,-0.1,-10.5,-4.8,14.6,-1.8,"紡織纖維","TWSE",111.2,"2025/09",2024,2943,19.7,11.5
"1467","南緯實業股份有限公司","20260123.0",7.7,"","","",-1.54,12.37,-44.5,"NTD","",0.0,"",0,3.0,-7.2,-2.4,-2.5,4.5,"紡織纖維","TWSE",233.6,"2025/09",2024,5037,10.75,6.93
"1468","昶和纖維興業股份有限公司","20260123.0",13.2,-17.0,3.0,1.0,1.17,8.59,16.1,"NTD","",0.0,"",0,6.3,-7.8,-4.2,-3.7,1.8,"紡織纖維","TWSE",160.4,"2025/09",2024,1078,14.9,11.15
"1469","理隆","20180710.0",13.85,"","","",-4.46,13.86,-77.1,"NTD","",0.0,"",0,-4.2,-4.6,-0.7,-0.3,0.0,"","",124.6,"2018/03",2017,0,"",""
"1470","大統新創股份有限公司","20260123.0",22.8,1.0,24.7,8.1,6.83,12.06,70.7,"NTD",36.6,93.3075,1.01,0,9.8,4.9,3.1,6.8,2.5,"紡織纖維","TWSE",85.8,"2025/09",2024,788,27.6,19.55
"1471","首利實業股份有限公司","20260123.0",12.15,"","","",-4.38,9.69,-63.9,"NTD","",0.0,"",0,-2.7,-6.0,-17.6,-16.7,-19.6,"電子零組件業","TWSE",150.4,"2025/09",2024,278,13.55,8.2
"1472","三洋實業股份有限公司","20260123.0",88.3,2.0,99.7,32.6,8.6,38.66,174.6,"NTD",-114.8,50.0,3.0,0,7.9,13.8,-3.6,-12.6,-86.2,"建材營造業","TWSE",52.5,"2025/09",2024,2335,112.0,68.5
"1473","台南企業股份有限公司","20260123.0",26.65,11.0,60.4,19.7,7.1,28.34,294.4,"NTD",28.0,59.6506,2.0,0,11.4,8.5,10.2,-4.3,-10.1,"紡織纖維","TWSE",146.2,"2025/09",2024,7446,38.75,23.3
"1474","弘裕企業股份有限公司","20260123.0",10.2,"","","",-1.36,16.45,-29.0,"NTD","",31.226,0.4,0,-3.4,-5.7,1.0,5.3,3.9,"紡織纖維","TWSE",129.9,"2025/09",2024,3168,14.5,10.0
"1475","台灣業旺股份有限公司","20260123.0",32.45,21.0,149.8,49.0,20.5,24.34,329.5,"NTD",14.8,44.7442,3.6,0,37.8,45.6,101.3,"",14.3,"紡織纖維","TWSE",66.0,"2025/09",2024,1963,60.8,29.95
"1476","儒鴻企業股份有限公司","20260123.0",407.5,4.0,547.8,216.0,20.48,105.4,5923.0,"NTD",4.1,82.4071,17.0,0,25.4,20.3,32.0,26.5,23.3,"紡織纖維","TWSE",274.4,"2025/09",2024,36828,569.0,320.0
