代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
2527,宏璟,114,Y1,1.5,不適用,114/01/01~114/12/31,董事會決議,1.5,0.0,0.0,0.0,0.0,0.0,0
2528,皇普,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2528,皇普,114,H2,1.5,115/05/28,114/07/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,1.5,0.0,0.0,1.5,0.0,0.0,65103970
2530,華建,114,Q3,0.75,不適用,114/07/01~114/09/30,董事會決議,0.75,0.0,0.0,0.0,0.0,0.0,0
2530,華建,114,Y1,0.46,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.46,0.0,0.0,0.0,0
2530,華建,114,Q2,1.1,不適用,114/04/01~114/06/30,董事會決議,1.1,0.0,0.0,0.0,0.0,0.0,0
2530,華建,114,Q1,0.0,不適用,114/01/01~114/03/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2530,華建,114,Q4,0.0,不適用,114/10/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2534,宏盛,114,Y1,1.5,115/05/26,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
2535,達欣工,114,Y1,4.6,不適用,114/01/01~114/12/31,董事會決議,4.6,0.0,0.0,0.0,0.0,0.0,0
2536,宏普,114,Y1,2.0,115/06/17,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
2537,聯上發,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2538,基泰,114,Y1,0.5,115/06/16,114/01/01~114/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
2539,櫻花建,114,Y1,0.6,115/06/16,114/01/01~114/12/31,股東會確認,0.6,0.0,0.0,2.2,0.0,0.0,262482568
2540,愛山林,114,Y1,6.0,不適用,114/01/01~114/12/31,董事會決議,0.62,0.0,5.38,0.0,0.0,0.0,0
2542,興富發,114,Y1,4.0,不適用,114/01/01~114/12/31,董事會決議,4.0,0.0,0.0,0.0,0.0,0.0,0
2543,皇昌,114,H1,0.5,不適用,114/01/01~114/06/30,董事會決議,0.5,0.0,0.0,0.0,0.0,0.0,0
2543,皇昌,114,H2,1.0,115/06/17,114/07/01~114/12/31,股東會確認,1.0,0.0,0.0,0.0,0.0,0.0,0
2545,皇翔,114,Y1,2.8,115/06/01,114/01/01~114/12/31,股東會確認,2.8,0.0,0.0,0.0,0.0,0.0,0
2546,根基,114,Y1,4.8,115/05/25,114/01/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,4.8,0.0,0.0,1.2,0.0,0.0,15662904
2547,日勝生,114,Y1,0.8,115/06/09,114/01/01~114/12/31,股東會確認,0.8,0.0,0.0,0.0,0.0,0.0,0
2548,華固,114,Y1,8.0,115/05/29,114/01/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,8.0,0.0,0.0,0.5,0.0,0.0,15985934
2596,綠意,114,Y1,1.5,115/06/24,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
2597,潤弘,114,Y1,9.67,115/05/11,114/01/01~114/12/31,股東會確認,9.67,0.0,0.0,0.0,0.0,0.0,0
2601,益航,114,Y1,0.0,115/06/18,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2603,長榮,114,Y1,16.0,115/05/28,114/01/01~114/12/31,股東會確認,16.0,0.0,0.0,0.0,0.0,0.0,0
2605,新興,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
2606,裕民,114,Y1,2.8,115/05/21,114/01/01~114/12/31,股東會確認,2.8,0.0,0.0,0.0,0.0,0.0,0
2607,榮運,114,Y1,2.7,115/05/26,114/01/01~114/12/31,股東會確認,2.7,0.0,0.0,0.0,0.0,0.0,0
2608,嘉里大榮,114,Y1,1.65,115/05/28,114/01/01~114/12/31,股東會確認,1.65,0.0,0.0,0.0,0.0,0.0,0
2609,陽明,114,Y1,2.0,115/05/29,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
2610,華航,114,Y1,0.82,不適用,114/01/01~114/12/31,董事會決議,0.82,0.0,0.0,0.0,0.0,0.0,0
2611,志信,114,Y1,0.52,不適用,114/01/01~114/12/31,董事會決議,0.52,0.0,0.0,0.0,0.0,0.0,0
2612,中航,114,Y1,2.2,不適用,114/01/01~114/12/31,董事會決議,2.2,0.0,0.0,0.0,0.0,0.0,0
2613,中櫃,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
2614,東森,114,Y1,0.4,115/05/20,114/01/01~114/12/31,現金股利經董事會決議、增資配股經董事會擬議,0.4,0.0,0.0,0.8,0.0,0.0,26181196
2615,萬海,114,Y1,3.0,115/05/28,114/01/01~114/12/31,股東會確認,3.0,0.0,0.0,0.0,0.0,0.0,0
2616,山隆,114,Y1,0.3,115/06/18,114/01/01~114/12/31,股東會確認,0.0,0.0,0.3,0.0,0.0,0.0,0
2617,台航,114,Y1,1.5,115/06/11,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
2618,長榮航,114,Y1,2.0,不適用,114/01/01~114/12/31,董事會決議,2.0,0.0,0.0,0.0,0.0,0.0,0
2630,亞航,114,Y1,0.9,不適用,114/01/01~114/12/31,董事會決議,0.9,0.0,0.0,0.0,0.0,0.0,0
2633,台灣高鐵,114,Y1,1.15,115/05/27,114/01/01~114/12/31,股東會確認,1.15,0.0,0.0,0.0,0.0,0.0,0
2634,漢翔,114,Y1,0.778,115/05/22,114/01/01~114/12/31,股東會確認,0.778,0.0,0.0,0.0,0.0,0.0,0
2636,台驊控股,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2636,台驊控股,114,H2,5.0,不適用,114/07/01~114/12/31,董事會決議,5.0,0.0,0.0,0.0,0.0,0.0,0
2637,慧洋-KY,114,Y1,3.5,115/05/22,114/01/01~114/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
2640,大車隊,114,Y1,8.0,不適用,114/01/01~114/12/31,董事會決議,8.0,0.0,0.0,0.0,0.0,0.0,0
2641,正德,114,Y1,0.5,不適用,114/01/01~114/12/31,董事會決議,0.5,0.0,0.0,0.0,0.0,0.0,0
2642,宅配通,114,Y1,0.5,115/05/18,114/01/01~114/12/31,董事會擬議,0.5,0.0,0.0,0.0,0.0,0.0,0
2643,捷迅,114,Y1,4.5,不適用,114/01/01~114/12/31,董事會決議,4.5,0.0,0.0,0.0,0.0,0.0,0
2645,長榮航太,114,Y1,5.0,不適用,114/01/01~114/12/31,董事會決議,5.0,0.0,0.0,0.0,0.0,0.0,0
2646,星宇航空,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2701,萬企,114,Y1,0.28,115/06/23,114/01/01~114/12/31,股東會確認,0.28,0.0,0.0,0.0,0.0,0.0,0
2702,華園,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2704,國賓,114,Y1,0.5,115/06/09,114/01/01~114/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
2705,六福,114,Y1,0.0,115/05/28,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2706,第一店,114,Y1,0.35,115/06/29,114/01/01~114/12/31,股東會確認,0.35,0.0,0.0,0.0,0.0,0.0,0
2707,晶華,114,Q4,10.7496,不適用,114/10/01~114/12/31,董事會決議,10.7496,0.0,0.0,0.0,0.0,0.0,0
2707,晶華,114,Q3,0.0,不適用,114/07/01~114/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2707,晶華,114,Q2,0.0,不適用,114/04/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2707,晶華,114,Q1,0.0,不適用,114/01/01~114/03/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2712,遠雄來,114,Y1,0.0,115/05/20,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2718,全心投控,114,Q3,0.0,不適用,114/07/01~114/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2718,全心投控,114,Q2,1.5,不適用,114/04/01~114/06/30,董事會決議,1.5,0.0,0.0,0.0,0.0,0.0,0
2718,全心投控,114,Q4,4.0,不適用,114/10/01~114/12/31,董事會決議,4.0,0.0,0.0,0.0,0.0,0.0,0
2719,燦星旅,114,Y1,0.0,115/05/27,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2722,夏都,114,Y1,0.0,115/05/26,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2723,美食-KY,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2724,藝舍-KY,114,Y1,0.0,115/06/04,114/01/01~114/12/31,董事會擬議,0.0,0.0,0.0,0.0,0.0,0.0,0
2726,雅茗-KY,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2727,王品,114,Y1,16.11714977,不適用,114/01/01~114/12/31,董事會決議,16.11714977,0.0,0.0,0.0,0.0,0.0,0
2729,瓦城,114,Y1,6.8,115/06/22,114/01/01~114/12/31,股東會確認,6.8,0.0,0.0,0.0,0.0,0.0,0
2731,雄獅,114,Y1,12.8,115/05/25,114/01/01~114/12/31,股東會確認,12.8,0.0,0.0,0.0,0.0,0.0,0
2732,六角,114,Q4,2.0,不適用,114/10/01~114/12/31,董事會決議,1.0,0.0,1.0,0.0,0.0,0.0,0
2732,六角,114,Q1,0.0,不適用,114/01/01~114/03/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2732,六角,114,Q2,1.5,不適用,114/04/01~114/06/30,董事會決議,0.0,0.0,1.5,0.0,0.0,0.0,0
2732,六角,114,Q3,0.0,不適用,114/07/01~114/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2734,易飛網,114,Y1,0.0,115/06/29,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2736,富野,114,Y1,0.0,115/06/15,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2739,寒舍,114,Y1,2.58,不適用,114/01/01~114/12/31,董事會決議,2.58,0.0,0.0,0.0,0.0,0.0,0
2740,華軒,114,Y1,0.0,115/06/02,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2743,山富,114,Y1,3.2,115/06/09,114/01/01~114/12/31,股東會確認,3.2,0.0,0.0,0.0,0.0,0.0,0
2745,五福,114,Y1,7.5,115/06/15,114/01/01~114/12/31,股東會確認,7.5,0.0,0.0,0.0,0.0,0.0,0
2748,雲品,114,Y1,1.75,不適用,114/01/01~114/12/31,董事會決議,1.75,0.0,0.0,0.0,0.0,0.0,0
2751,王座,114,H2,2.5,不適用,114/07/01~114/12/31,董事會決議,2.5,0.0,0.0,0.0,0.0,0.0,0
2751,王座,114,H1,1.5,不適用,114/01/01~114/06/30,董事會決議,1.5,0.0,0.0,0.0,0.0,0.0,0
2752,豆府,114,Y1,13.5,不適用,114/01/01~114/12/31,董事會決議,13.5,0.0,0.0,0.0,0.0,0.0,0
2753,八方雲集,114,H2,7.5,115/06/11,114/07/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,7.5,0.0,0.0,0.5,0.0,0.0,3332240
2753,八方雲集,114,H1,4.0,不適用,114/01/01~114/06/30,董事會決議,4.0,0.0,0.0,0.0,0.0,0.0,0
2754,亞洲藏壽司,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
2755,揚秦,114,Y1,3.5,115/05/26,114/01/01~114/12/31,股東會確認,3.5,0.0,0.0,2.5,0.0,0.0,9252158
2756,聯發國際,114,Q4,2.0,不適用,114/10/01~114/12/31,董事會決議,2.0,0.0,0.0,0.0,0.0,0.0,0
2756,聯發國際,114,Q3,0.0,不適用,114/07/01~114/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2756,聯發國際,114,Q2,1.3,不適用,114/04/01~114/06/30,董事會決議,1.3,0.0,0.0,0.0,0.0,0.0,0
2762,世界健身-KY,114,Q1,0.0,不適用,114/01/01~114/03/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2762,世界健身-KY,114,Q4,4.1111954200000005,不適用,114/10/01~114/12/31,董事會決議,1.37524152,0.0,2.7359539,0.0,0.0,0.0,0
2762,世界健身-KY,114,Q3,0.93259104,不適用,114/07/01~114/09/30,董事會決議,0.93259104,0.0,0.0,0.0,0.0,0.0,0
2762,世界健身-KY,114,Q2,0.90739553,不適用,114/04/01~114/06/30,董事會決議,0.90739553,0.0,0.0,0.0,0.0,0.0,0
2801,彰銀,114,Y1,0.8,115/06/18,114/01/01~114/12/31,股東會確認,0.8,0.0,0.0,0.25,0.0,0.0,294151156
2812,台中銀,114,Y1,0.39,115/05/27,114/01/01~114/12/31,股東會確認,0.39,0.0,0.0,0.67,0.0,0.0,403448937
2816,旺旺保,114,Y1,1.5,115/05/29,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
2820,華票,114,Y1,0.9,115/06/12,114/01/01~114/12/31,股東會確認,0.9,0.0,0.0,0.0,0.0,0.0,0
2832,台產,114,Y1,3.5,115/05/29,114/01/01~114/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
2834,臺企銀,114,Y1,0.3,115/06/18,114/01/01~114/12/31,股東會確認,0.3,0.0,0.0,0.7,0.0,0.0,680264330
2836A,高雄銀甲特,114,Y1,0.775,115/05/08,114/01/01~114/12/31,股東會確認,0.775,0.0,0.0,0.0,0.0,0.0,0
2836,高雄銀,114,Y1,0.4,115/05/08,114/01/01~114/12/31,股東會確認,0.4,0.0,0.0,0.05,0.0,0.05,18399168
2838,聯邦銀,114,Y1,0.46,115/05/29,114/01/01~114/12/31,股東會確認,0.46,0.0,0.0,0.6,0.0,0.0,260433106
2838A,聯邦銀甲特,114,Y1,2.630625,115/05/29,114/01/01~114/12/31,股東會確認,2.630625,0.0,0.0,0.0,0.0,0.0,0
2845,遠東銀,114,Y1,0.514,115/05/22,114/01/01~114/12/31,股東會確認,0.514,0.0,0.0,0.1195,0.0,0.0,58140152
2849,安泰銀,114,Y1,0.51,115/06/24,114/01/01~114/12/31,股東會確認,0.51,0.0,0.0,0.0,0.0,0.0,0
2850,新產,114,Y1,7.27,115/05/22,114/01/01~114/12/31,股東會確認,7.27,0.0,0.0,0.0,0.0,0.0,0
2851,中再保,114,Y1,2.2,115/05/25,114/01/01~114/12/31,股東會確認,2.2,0.0,0.0,0.0,0.0,0.0,0
2852,第一保,114,Y1,1.66,115/05/28,114/01/01~114/12/31,股東會確認,1.66,0.0,0.0,0.0,0.0,0.0,0
2855,統一證,114,Y1,2.11,115/05/27,114/01/01~114/12/31,股東會確認,2.11,0.0,0.0,0.0,0.0,0.0,0
2880,華南金,114,Y1,1.35,115/06/18,114/01/01~114/12/31,股東會確認,1.35,0.0,0.0,0.1,0.0,0.0,139169650
2881A,富邦特,114,Y1,2.74875,115/06/12,114/01/01~114/12/31,股東會確認,2.74875,0.0,0.0,0.0,0.0,0.0,0
2881B,富邦金乙特,114,Y1,2.57235617,115/06/12,114/01/01~114/12/31,股東會確認,2.57235617,0.0,0.0,0.0,0.0,0.0,0
2881,富邦金,114,Y1,4.25,115/06/12,114/01/01~114/12/31,股東會確認,4.25,0.0,0.0,0.0,0.0,0.0,0
2881C,富邦金丙特,114,Y1,1.8,115/06/12,114/01/01~114/12/31,股東會確認,1.8,0.0,0.0,0.0,0.0,0.0,0
2882B,國泰金乙特,114,Y1,2.28065753,115/06/12,114/01/01~114/12/31,股東會確認,2.28065753,0.0,0.0,0.0,0.0,0.0,0
2882,國泰金,114,Y1,3.5,115/06/12,114/01/01~114/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
2882A,國泰特,114,Y1,2.526,115/06/12,114/01/01~114/12/31,股東會確認,2.526,0.0,0.0,0.0,0.0,0.0,0
2883B,開發金乙特,114,Y1,0.355,115/06/12,114/01/01~114/12/31,股東會確認,0.355,0.0,0.0,0.0,0.0,0.0,0
2883,凱基金,114,Y1,1.0,115/06/12,114/01/01~114/12/31,股東會確認,1.0,0.0,0.0,0.0,0.0,0.0,0
2884,玉山金,114,Y1,1.4,115/06/12,114/01/01~114/12/31,股東會確認,1.4,0.0,0.0,0.0,0.0,0.0,0
2885,元大金,114,Y1,1.8,115/06/12,114/01/01~114/12/31,股東會確認,1.8,0.0,0.0,0.4,0.0,0.0,533245998
2886,兆豐金,114,Y1,1.75,115/06/18,114/01/01~114/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
2887Z1,台新新光己特,114,Y1,0.6531,115/06/12,114/01/01~114/12/31,股東會確認,0.6531,0.0,0.0,0.0,0.0,0.0,0
2887F,台新戊特二,114,Y1,1.9336,115/06/12,114/01/01~114/12/31,股東會確認,1.9336,0.0,0.0,0.0,0.0,0.0,0
2887G,台新庚特一,114,Y1,1.71,115/06/12,114/01/01~114/12/31,股東會確認,1.71,0.0,0.0,0.0,0.0,0.0,0
2887H,台新新光庚特二,114,Y1,1.8,115/06/12,114/01/01~114/12/31,股東會確認,1.8,0.0,0.0,0.0,0.0,0.0,0
2887I,台新辛特,114,Y1,0.0734,115/06/12,114/01/01~114/12/31,股東會確認,0.0734,0.0,0.0,0.0,0.0,0.0,0
2887E,台新戊特,114,Y1,2.4363,115/06/12,114/01/01~114/12/31,股東會確認,2.4363,0.0,0.0,0.0,0.0,0.0,0
2887,台新新光金,114,Y1,1.0,115/06/12,114/01/01~114/12/31,股東會確認,1.0,0.0,0.0,0.1,0.0,0.0,248662767
2889,國票金,114,Y1,0.5,115/05/29,114/01/01~114/12/31,董事會擬議,0.5,0.0,0.0,0.089,0.0,0.0,32338715
2890,永豐金,114,Y1,1.1,115/05/26,114/01/01~114/12/31,股東會確認,1.1,0.0,0.0,0.2,0.0,0.0,289846446
2891,中信金,114,Y1,2.5,115/06/12,114/01/01~114/12/31,股東會確認,2.5,0.0,0.0,0.0,0.0,0.0,0
2891B,中信金乙特,114,Y1,2.796,115/06/12,114/01/01~114/12/31,股東會確認,2.796,0.0,0.0,0.0,0.0,0.0,0
2891C,中信金丙特,114,Y1,1.92,115/06/12,114/01/01~114/12/31,股東會確認,1.92,0.0,0.0,0.0,0.0,0.0,0
2892,第一金,114,Y1,1.3,115/06/18,114/01/01~114/12/31,股東會確認,1.3,0.0,0.0,0.0,0.0,0.0,0
2897,王道銀行,114,Y1,0.52,115/06/12,114/01/01~114/12/31,股東會確認,0.52,0.0,0.0,0.0,0.0,0.0,0
2897B,王道銀乙特,114,Y1,0.54,115/06/12,114/01/01~114/12/31,股東會確認,0.54,0.0,0.0,0.0,0.0,0.0,0
2901,欣欣,114,Y1,0.37317072,115/06/25,114/01/01~114/12/31,股東會確認,0.37317072,0.0,0.0,0.0,0.0,0.0,0
2903,遠百,114,Y1,1.25,115/05/27,114/01/01~114/12/31,股東會確認,1.25,0.0,0.0,0.0,0.0,0.0,0
2904,匯僑,114,Y1,0.7,不適用,114/01/01~114/12/31,董事會決議,0.7,0.0,0.0,0.0,0.0,0.0,0
2905,三商,114,Y1,0.3,115/06/18,114/01/01~114/12/31,股東會確認,0.0,0.0,0.3,0.0,0.0,0.0,0
2906,高林,114,Y1,0.6,115/06/17,114/01/01~114/12/31,股東會確認,0.6,0.0,0.0,0.0,0.0,0.0,0
2908,特力,114,Y1,0.55,不適用,114/01/01~114/12/31,董事會決議,0.33129893,0.21870107,0.0,0.0,0.0,0.0,0
2910,統領,114,Y1,1.04,不適用,114/01/01~114/12/31,董事會決議,1.04,0.0,0.0,0.0,0.0,0.0,0
2911,麗嬰房,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2912,統一超,114,Y1,9.0,115/05/20,114/01/01~114/12/31,股東會確認,9.0,0.0,0.0,0.0,0.0,0.0,0
2913,農林,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2915,潤泰全,114,Y1,1.9,115/05/26,114/01/01~114/12/31,股東會確認,1.9,0.0,0.0,0.0,0.0,0.0,0
2916,滿心,114,Y1,3.6,不適用,114/01/01~114/12/31,董事會決議,3.6,0.0,0.0,0.0,0.0,0.0,0
2923,鼎固-KY,114,Y1,0.12,115/06/17,114/01/01~114/12/31,股東會確認,0.12,0.0,0.0,0.0,0.0,0.0,0
2924,宏太-KY,114,Y1,0.0,115/06/12,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
2926,誠品生活,114,Y1,0.46,不適用,114/01/01~114/12/31,董事會決議,0.46,0.0,0.0,0.0,0.0,0.0,0
2929,淘帝-KY,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2937,集雅社,114,Y1,2.1,115/06/23,114/01/01~114/12/31,現金股利經董事會決議、增資配股經董事會擬議,2.1,0.0,0.0,1.0,0.0,0.0,4354198
2939,永邑-KY,114,H2,0.0,不適用,114/07/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2939,永邑-KY,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
2941,米斯特,114,Y1,2.28,不適用,114/01/01~114/12/31,董事會決議,2.28,0.0,0.0,0.0,0.0,0.0,0
2945,三商家購,114,Y1,1.5,不適用,114/01/01~114/12/31,董事會決議,1.5,0.0,0.0,0.0,0.0,0.0,0
2947,振宇五金,114,H1,1.0,不適用,114/01/01~114/06/30,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
2947,振宇五金,114,H2,1.1,115/05/28,114/07/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,1.1,0.0,0.0,0.0,0.0,1.0,2149306
2948,寶陞,114,Y1,1.92865032,115/06/09,114/01/01~114/12/31,現金股利經董事會決議、增資配股經董事會擬議,1.92865032,0.0,0.0,0.32258064,0.0,0.0,1000000
2949,欣新網,114,Y1,2.0,不適用,114/01/01~114/12/31,董事會決議,2.0,0.0,0.0,0.0,0.0,0.0,0
3002,歐格,114,Y1,0.33,不適用,114/01/01~114/12/31,董事會決議,0.33,0.0,0.0,0.0,0.0,0.0,0
3003,健和興,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
3004,豐達科,114,Y1,2.55,不適用,114/01/01~114/12/31,董事會決議,2.55,0.0,0.0,0.0,0.0,0.0,0
3005,神基,114,Y1,6.8,不適用,114/01/01~114/12/31,董事會決議,6.8,0.0,0.0,0.0,0.0,0.0,0
3006,晶豪科,114,Y1,1.0,115/05/22,114/01/01~114/12/31,股東會確認,1.0,0.0,0.0,0.0,0.0,0.0,0
3008,大立光,114,H2,52.0,不適用,114/07/01~114/12/31,董事會決議,52.0,0.0,0.0,0.0,0.0,0.0,0
3008,大立光,114,H1,28.0,不適用,114/01/01~114/06/30,董事會決議,28.0,0.0,0.0,0.0,0.0,0.0,0
3010,華立,114,Y1,5.3,不適用,114/01/01~114/12/31,董事會決議,5.3,0.0,0.0,0.0,0.0,0.0,0
3011,今皓,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
3013,晟銘電,114,Y1,0.4,115/06/12,114/01/01~114/12/31,股東會確認,0.4,0.0,0.0,0.4,0.0,0.0,8205558
3014,聯陽,114,Y1,8.5,不適用,114/01/01~114/12/31,董事會決議,7.5,0.0,1.0,0.0,0.0,0.0,0
3015,全漢,114,Y1,2.2,不適用,114/01/01~114/12/31,董事會決議,2.2,0.0,0.0,0.0,0.0,0.0,0
3016,嘉晶,114,Y1,0.5,不適用,114/01/01~114/12/31,董事會決議,0.5,0.0,0.0,0.0,0.0,0.0,0
3017,奇鋐,114,Y1,21.0,不適用,114/01/01~114/12/31,董事會決議,18.0,0.0,3.0,0.0,0.0,0.0,0
3018,隆銘綠能,114,Y1,0.0,115/06/26,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
3019,亞光,114,Y1,4.6,不適用,114/01/01~114/12/31,董事會決議,4.6,0.0,0.0,0.0,0.0,0.0,0
3021,鴻名,114,Y1,0.6,不適用,114/01/01~114/12/31,董事會決議,0.6,0.0,0.0,0.0,0.0,0.0,0
3022,威強電,114,Y1,3.5,115/05/25,114/01/01~114/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
3023,信邦,114,Y1,10.0,115/05/27,114/01/01~114/12/31,股東會確認,9.1,0.0,0.9,0.0,0.0,0.0,0
3024,憶聲,114,Y1,0.22,115/05/12,114/01/01~114/12/31,股東會確認,0.22,0.0,0.0,0.0,0.0,0.0,0
3025,星通,114,Y1,3.2,115/06/26,114/01/01~114/12/31,股東會確認,3.2,0.0,0.0,0.0,0.0,0.0,0
3026,禾伸堂,114,Y1,5.8,不適用,114/01/01~114/12/31,董事會決議,5.8,0.0,0.0,0.0,0.0,0.0,0
3027,盛達,114,Y1,0.0,115/05/21,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
3028,增你強,114,Y1,3.0,不適用,114/01/01~114/12/31,董事會決議,3.0,0.0,0.0,0.0,0.0,0.0,0
3029,零壹,114,Y1,5.5,不適用,114/01/01~114/12/31,董事會決議,5.5,0.0,0.0,0.0,0.0,0.0,0
3030,德律,114,Y1,7.0,115/05/27,114/01/01~114/12/31,股東會確認,7.0,0.0,0.0,0.0,0.0,0.0,0
3031,佰鴻,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
3032,偉訓,114,Y1,0.0,115/06/24,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
3033,威健,114,Y1,2.080369,不適用,114/01/01~114/12/31,董事會決議,2.080369,0.0,0.0,0.0,0.0,0.0,0
3034,聯詠,114,Y1,23.0,115/05/29,114/01/01~114/12/31,股東會確認,23.0,0.0,0.0,0.0,0.0,0.0,0
3035,智原,114,Y1,1.8,不適用,114/01/01~114/12/31,董事會決議,1.8,0.0,0.0,0.0,0.0,0.0,0
3036A,文曄甲特,114,Y1,2.11769451,不適用,114/01/01~114/12/31,董事會決議,2.11769451,0.0,0.0,0.0,0.0,0.0,0
3036,文曄,114,Y1,7.8,不適用,114/01/01~114/12/31,董事會決議,7.8,0.0,0.0,0.0,0.0,0.0,0
3037,欣興,114,Y1,2.0,115/05/29,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
3038,全台,114,Y1,1.2,不適用,114/01/01~114/12/31,董事會決議,1.2,0.0,0.0,0.0,0.0,0.0,0
