代號,名稱,年度,季別,出表日期,本期淨利（淨損）,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
3596,智易,111,Q3,114/10/29,1303386.0,1387894.0,33971579.0,29254328.0,6.36
3596,智易,111,Q2,114/10/29,769014.0,817226.0,21187876.0,18269869.0,3.76
3596,智易,111,Q4,114/10/29,1915053.0,2013156.0,47167749.0,40581732.0,9.2
3596,智易,111,Q1,114/10/29,375313.0,389825.0,10299679.0,8884937.0,1.8
3597,映興,111,Q3,114/10/29,71583.0,71583.0,808263.0,622602.0,1.83
3597,映興,111,Q1,114/10/29,6454.0,6454.0,233983.0,193810.0,0.17
3597,映興,111,Q2,114/10/29,27962.0,27962.0,487186.0,387456.0,0.72
3597,映興,111,Q4,114/10/29,80351.0,80351.0,1046316.0,797567.0,2.06
3605,宏致,111,Q4,114/10/29,223333.0,225319.0,10392504.0,8159619.0,1.68
3605,宏致,111,Q1,114/10/29,163351.0,163640.0,2816815.0,2179295.0,1.22
3605,宏致,111,Q2,114/10/29,281909.0,282584.0,5538620.0,4307252.0,2.1
3605,宏致,111,Q3,114/10/29,389066.0,390665.0,8157881.0,6393771.0,2.91
3607,谷崧,111,Q2,114/10/29,-143634.0,-165218.0,1410704.0,1482577.0,-1.36
3607,谷崧,111,Q3,114/10/29,-193012.0,-208167.0,2180851.0,2199342.0,-1.71
3607,谷崧,111,Q1,114/10/29,-98847.0,-98456.0,816014.0,830403.0,-0.81
3607,谷崧,111,Q4,114/10/29,-258903.0,-271287.0,2857787.0,2862422.0,-2.23
3609,三一東林,111,Q1,114/10/29,-7201.0,-7201.0,237463.0,187725.0,-0.23
3609,三一東林,111,Q3,114/10/29,-49171.0,-49171.0,630793.0,497847.0,-1.55
3609,三一東林,111,Q4,114/10/29,-90036.0,-90036.0,802253.0,648791.0,-2.76
3609,三一東林,111,Q2,114/10/29,-25617.0,-25617.0,421324.0,326992.0,-0.84
3611,鼎翰,111,Q1,114/10/29,155554.0,155554.0,1762091.0,1237388.0,3.66
3611,鼎翰,111,Q4,114/10/29,964909.0,964909.0,7966918.0,5319459.0,22.71
3611,鼎翰,111,Q2,114/10/29,453922.0,453922.0,3804375.0,2579093.0,10.69
3611,鼎翰,111,Q3,114/10/29,699298.0,699298.0,5784485.0,3903025.0,16.46
3615,安可,111,Q4,114/10/29,51150.0,5893.0,1130837.0,904508.0,0.09
3615,安可,111,Q3,114/10/29,54005.0,11209.0,869359.0,681182.0,0.16
3615,安可,111,Q1,114/10/29,37215.0,23365.0,293002.0,222480.0,0.34
3615,安可,111,Q2,114/10/29,37348.0,6193.0,607502.0,463292.0,0.09
3617,碩天,111,Q2,114/10/29,491231.0,478191.0,5325645.0,3283815.0,5.91
3617,碩天,111,Q3,114/10/29,980893.0,966015.0,8406174.0,4992155.0,11.93
3617,碩天,111,Q4,114/10/29,1157602.0,1142846.0,11217719.0,6486741.0,14.09
3617,碩天,111,Q1,114/10/29,133247.0,128377.0,2279276.0,1443005.0,1.59
3622,洋華,111,Q4,114/10/29,433870.0,416051.0,1545646.0,1137404.0,2.75
3622,洋華,111,Q1,114/10/29,42508.0,41709.0,376005.0,292285.0,0.28
3622,洋華,111,Q2,114/10/29,150385.0,143855.0,889851.0,659087.0,0.95
3622,洋華,111,Q3,114/10/29,390712.0,377043.0,1230651.0,913742.0,2.49
3623,富晶通,111,Q2,114/10/29,-7570.0,,209143.0,200061.0,-0.26
3623,富晶通,111,Q4,114/10/29,-27577.0,,357308.0,350956.0,-0.94
3623,富晶通,111,Q3,114/10/29,-9675.0,,281520.0,271300.0,-0.33
3623,富晶通,111,Q1,114/10/29,-7882.0,,101637.0,99832.0,-0.27
3624,光頡,111,Q4,114/10/29,588177.0,585452.0,3161885.0,2083531.0,4.99
3624,光頡,111,Q3,114/10/29,507306.0,505019.0,2507128.0,1637975.0,4.3
3624,光頡,111,Q2,114/10/29,361088.0,359561.0,1736421.0,1104632.0,3.06
3624,光頡,111,Q1,114/10/29,185211.0,183320.0,875142.0,579347.0,1.56
3625,西勝,111,Q1,114/10/29,-45090.0,-44244.0,536890.0,466158.0,-0.48
3625,西勝,111,Q4,114/10/29,-492767.0,-488761.0,1467651.0,1292884.0,-4.68
3625,西勝,111,Q2,114/10/29,-57474.0,-55705.0,1064758.0,913280.0,-0.55
3625,西勝,111,Q3,114/10/29,-141237.0,-138445.0,1314434.0,1148101.0,-1.34
3628,盈正,111,Q2,114/10/29,16064.0,16335.0,1196225.0,905486.0,0.36
3628,盈正,111,Q1,114/10/29,6760.0,6444.0,661908.0,516999.0,0.14
3628,盈正,111,Q3,114/10/29,38417.0,38376.0,1914452.0,1455616.0,0.85
3628,盈正,111,Q4,114/10/29,113824.0,114704.0,3057767.0,2333891.0,2.55
3629,地心引力,111,Q4,114/10/29,-153626.0,-155640.0,89128.0,63187.0,-4.63
3629,地心引力,111,Q2,114/10/29,-84698.0,-85166.0,58196.0,43951.0,-2.53
3629,地心引力,111,Q3,114/10/29,-125803.0,-127248.0,74040.0,55210.0,-3.78
3629,地心引力,111,Q1,114/10/29,-46014.0,-46669.0,43197.0,32420.0,-1.38
3630,新鉅科,111,Q1,114/10/29,-117697.0,-117697.0,555732.0,506356.0,-0.64
3630,新鉅科,111,Q4,114/10/29,-456874.0,-456874.0,1598667.0,1575100.0,-2.48
3630,新鉅科,111,Q3,114/10/29,-398946.0,-398946.0,1275552.0,1231895.0,-2.17
3630,新鉅科,111,Q2,114/10/29,-227382.0,-227382.0,977859.0,888114.0,-1.23
3631,晟楠,111,Q4,114/10/29,-53889.0,-47515.0,123994.0,121105.0,-0.58
3631,晟楠,111,Q3,114/10/29,-15499.0,-12368.0,100580.0,101150.0,-0.15
3631,晟楠,111,Q2,114/10/29,-6558.0,-4971.0,76335.0,72993.0,-0.06
3631,晟楠,111,Q1,114/10/29,3220.0,1989.0,35354.0,34541.0,0.02
3632,研勤,111,Q2,114/10/29,-8899.0,2457.0,152954.0,80994.0,0.06
3632,研勤,111,Q4,114/10/29,-9566.0,2877.0,379053.0,192922.0,0.07
3632,研勤,111,Q3,114/10/29,-8612.0,2862.0,255076.0,131679.0,0.07
3632,研勤,111,Q1,114/10/29,-3736.0,1848.0,61946.0,37792.0,0.05
3645,達邁,111,Q2,114/10/29,241046.0,246193.0,1267852.0,843219.0,1.87
3645,達邁,111,Q4,114/10/29,136257.0,148758.0,1889360.0,1408388.0,1.13
3645,達邁,111,Q1,114/10/29,118520.0,120997.0,654422.0,429575.0,0.92
3645,達邁,111,Q3,114/10/29,178133.0,187326.0,1570777.0,1122233.0,1.42
3646,艾恩特,111,Q1,114/10/29,17669.0,17669.0,181777.0,127547.0,0.45
3646,艾恩特,111,Q2,114/10/29,47215.0,47215.0,411013.0,289211.0,1.2
3646,艾恩特,111,Q3,114/10/29,79700.0,79700.0,631114.0,443996.0,2.03
3646,艾恩特,111,Q4,114/10/29,89771.0,89771.0,830125.0,580187.0,2.28
3652,精聯,111,Q4,114/10/29,91437.0,91331.0,2350259.0,1587387.0,1.22
3652,精聯,111,Q1,114/10/29,24170.0,24111.0,534450.0,355277.0,0.32
3652,精聯,111,Q3,114/10/29,82028.0,81945.0,1763206.0,1194332.0,1.09
3652,精聯,111,Q2,114/10/29,55517.0,55449.0,1135196.0,758840.0,0.74
3653,健策,111,Q3,114/10/29,1955321.0,1918437.0,8609329.0,5648300.0,14.38
3653,健策,111,Q2,114/10/29,1148203.0,1113583.0,5363124.0,3520992.0,9.18
3653,健策,111,Q4,114/10/29,2656292.0,2614281.0,12031894.0,7706052.0,19.54
3653,健策,111,Q1,114/10/29,474941.0,460311.0,2512832.0,1734229.0,3.8
3661,世芯-KY,111,Q1,114/10/29,448560.0,448560.0,2617041.0,1608112.0,6.32
3661,世芯-KY,111,Q2,114/10/29,876609.0,876609.0,5591681.0,3553453.0,12.33
3661,世芯-KY,111,Q4,114/10/29,1833293.0,1834414.0,13725204.0,9295633.0,25.69
3661,世芯-KY,111,Q3,114/10/29,1320163.0,1320163.0,9143073.0,5973577.0,18.53
3663,鑫科,111,Q4,114/10/29,82003.0,82003.0,2527367.0,2299543.0,1.12
3663,鑫科,111,Q3,114/10/29,72821.0,72821.0,2022364.0,1840107.0,0.99
3663,鑫科,111,Q2,114/10/29,61446.0,61446.0,1477268.0,1326566.0,0.84
3663,鑫科,111,Q1,114/10/29,28808.0,28808.0,662750.0,594975.0,0.39
3664,安瑞-KY,111,Q4,114/10/29,-179562.0,-179522.0,465052.0,166390.0,-3.65
3664,安瑞-KY,111,Q2,114/10/29,-81994.0,-81974.0,199299.0,57012.0,-1.67
3664,安瑞-KY,111,Q1,114/10/29,-75154.0,-75144.0,66989.0,23844.0,-1.53
3664,安瑞-KY,111,Q3,114/10/29,-127747.0,-127721.0,285947.0,78588.0,-2.6
3665,貿聯-KY,111,Q4,114/10/29,3830982.0,3838380.0,53757171.0,39969688.0,25.02
3665,貿聯-KY,111,Q3,114/10/29,2910696.0,2915992.0,40156628.0,29941525.0,19.14
3665,貿聯-KY,111,Q1,114/10/29,556840.0,558944.0,11667198.0,8818473.0,3.74
3665,貿聯-KY,111,Q2,114/10/29,1728177.0,1731908.0,25630226.0,19156000.0,11.46
3666,光耀,111,Q3,114/10/29,-205031.0,-205031.0,805923.0,867677.0,-3.74
3666,光耀,111,Q2,114/10/29,-43872.0,-43872.0,667594.0,661442.0,-0.79
3666,光耀,111,Q4,114/10/29,-304706.0,-304706.0,953035.0,1066008.0,-5.61
3666,光耀,111,Q1,114/10/29,12268.0,12268.0,395589.0,377094.0,0.22
3669,圓展,111,Q4,114/10/29,332759.0,332759.0,3009671.0,1434166.0,3.58
3669,圓展,111,Q1,114/10/29,81514.0,81514.0,674977.0,313853.0,0.88
3669,圓展,111,Q3,114/10/29,313903.0,313903.0,2378573.0,1142696.0,3.38
3669,圓展,111,Q2,114/10/29,216702.0,216702.0,1583721.0,743346.0,2.33
3672,康聯訊,111,Q4,114/10/29,-12041.0,-10832.0,686531.0,484681.0,-0.35
3672,康聯訊,111,Q1,114/10/29,4273.0,4749.0,191809.0,132130.0,0.15
3672,康聯訊,111,Q3,114/10/29,11768.0,13056.0,563896.0,390767.0,0.42
3672,康聯訊,111,Q2,114/10/29,4386.0,5448.0,384167.0,261937.0,0.18
3673,TPK-KY,111,Q4,114/10/29,581696.0,543738.0,97180969.0,93066492.0,1.34
3673,TPK-KY,111,Q2,114/10/29,346864.0,301014.0,47427720.0,45405455.0,0.74
3673,TPK-KY,111,Q3,114/10/29,559810.0,523808.0,75378508.0,72011188.0,1.29
3673,TPK-KY,111,Q1,114/10/29,265152.0,235219.0,25091683.0,24116479.0,0.58
3675,德微,111,Q4,114/10/29,455818.0,455818.0,2177617.0,1373131.0,10.26
3675,德微,111,Q3,114/10/29,355804.0,355804.0,1661433.0,1050480.0,8.01
3675,德微,111,Q2,114/10/29,234891.0,234891.0,1107194.0,706808.0,5.29
3675,德微,111,Q1,114/10/29,108304.0,108304.0,528479.0,344230.0,2.44
3679,新至陞,111,Q2,114/10/29,328372.0,328372.0,1778684.0,1404393.0,5.24
3679,新至陞,111,Q1,114/10/29,142948.0,142948.0,938992.0,713756.0,2.28
3679,新至陞,111,Q3,114/10/29,674526.0,674526.0,2913079.0,2259008.0,10.76
3679,新至陞,111,Q4,114/10/29,709643.0,709643.0,3927929.0,2996260.0,11.32
3680,家登,111,Q4,114/10/29,1027329.0,933071.0,4494031.0,2303716.0,11.12
3680,家登,111,Q2,114/10/29,512903.0,477753.0,2091445.0,1085038.0,5.71
3680,家登,111,Q3,114/10/29,774978.0,704783.0,3160547.0,1620544.0,8.41
3680,家登,111,Q1,114/10/29,207204.0,194055.0,1025402.0,548354.0,2.32
3684,榮昌,111,Q2,114/10/29,58549.0,58549.0,500823.0,345724.0,2.38
3684,榮昌,111,Q3,114/10/29,104842.0,104842.0,821268.0,568530.0,4.26
3684,榮昌,111,Q1,114/10/29,21882.0,21882.0,243477.0,174215.0,0.89
3684,榮昌,111,Q4,114/10/29,123044.0,123044.0,1130523.0,773775.0,5.0
3685,元創精密,111,Q3,114/10/29,-30141.0,-26920.0,1132646.0,985363.0,-0.34
3685,元創精密,111,Q2,114/10/29,-25280.0,-17888.0,716982.0,628958.0,-0.22
3685,元創精密,111,Q1,114/10/29,3049.0,970.0,370656.0,315858.0,0.01
3685,元創精密,111,Q4,114/10/29,-55979.0,-59812.0,1551319.0,1334455.0,-0.75
3686,達能,111,Q1,114/10/29,-9348.0,-9348.0,20081.0,22486.0,-0.08
3686,達能,111,Q4,114/10/29,-30815.0,-30815.0,44378.0,45539.0,-0.4
3686,達能,111,Q2,114/10/29,-17559.0,-17559.0,27533.0,30163.0,-0.15
3686,達能,111,Q3,114/10/29,-24039.0,-24039.0,41467.0,45076.0,-0.31
3687,歐買尬,111,Q4,114/10/29,326432.0,81584.0,1669867.0,939610.0,2.71
3687,歐買尬,111,Q3,114/10/29,241942.0,67519.0,1243201.0,695150.0,2.25
3687,歐買尬,111,Q1,114/10/29,66919.0,16210.0,401919.0,231881.0,0.54
3687,歐買尬,111,Q2,114/10/29,168637.0,56422.0,833004.0,460105.0,1.88
3689,湧德,111,Q2,114/10/29,197992.0,202713.0,3354767.0,2717243.0,2.63
3689,湧德,111,Q4,114/10/29,311138.0,327372.0,6321780.0,5109743.0,4.25
3689,湧德,111,Q1,114/10/29,100680.0,104226.0,1653223.0,1331873.0,1.36
3689,湧德,111,Q3,114/10/29,271772.0,279236.0,4849732.0,3927113.0,3.62
3691,碩禾,111,Q1,114/10/29,49572.0,50209.0,1545151.0,1393281.0,0.66
3691,碩禾,111,Q4,114/10/29,-572031.0,-495153.0,5654845.0,5161433.0,-6.14
3691,碩禾,111,Q2,114/10/29,-7434.0,-16857.0,3225741.0,2866744.0,-0.22
3691,碩禾,111,Q3,114/10/29,-167255.0,-174219.0,4628055.0,4150382.0,-2.27
3693,營邦,111,Q2,114/10/29,121867.0,121867.0,2077498.0,1589767.0,3.17
3693,營邦,111,Q3,114/10/29,259863.0,259863.0,3602868.0,2719281.0,6.75
3693,營邦,111,Q4,114/10/29,455390.0,455390.0,5506343.0,4023474.0,11.83
3693,營邦,111,Q1,114/10/29,16252.0,16252.0,737857.0,568953.0,0.42
3694,海華,111,Q1,114/10/29,4925.0,4925.0,2297370.0,2051328.0,0.03
3694,海華,111,Q3,114/10/29,213038.0,213038.0,7701436.0,6779700.0,1.39
3694,海華,111,Q4,114/10/29,295122.0,295122.0,10069943.0,8828337.0,1.93
3694,海華,111,Q2,114/10/29,16714.0,16714.0,4568292.0,4070546.0,0.11
3701,大眾控,111,Q3,114/10/29,574775.0,371160.0,8822344.0,7680446.0,1.74
3701,大眾控,111,Q4,114/10/29,723053.0,476470.0,12448435.0,10781900.0,2.23
3701,大眾控,111,Q2,114/10/29,336514.0,231660.0,5953620.0,5228264.0,1.09
3701,大眾控,111,Q1,114/10/29,105257.0,93776.0,2840216.0,2569189.0,0.44
3702,大聯大,111,Q3,114/10/29,9160109.0,9102810.0,598743979.0,575762876.0,5.18
3702,大聯大,111,Q1,114/10/29,3485526.0,3444052.0,209865234.0,201769654.0,2.05
3702,大聯大,111,Q2,114/10/29,6387032.0,6340945.0,408921164.0,393095098.0,3.54
3702,大聯大,111,Q4,114/10/29,10577434.0,10512466.0,775232422.0,745644021.0,6.02
3703,欣陸,111,Q4,114/10/29,2589001.0,2888392.0,32145603.0,27093614.0,3.51
3703,欣陸,111,Q2,114/10/29,2132962.0,2179752.0,18264176.0,14943352.0,2.65
3703,欣陸,111,Q3,114/10/29,2546919.0,2645141.0,24477392.0,20331425.0,3.21
3703,欣陸,111,Q1,114/10/29,1222526.0,1238824.0,10023046.0,8154956.0,1.5
3704,合勤控,111,Q3,114/10/29,1170583.0,1162081.0,21918764.0,17100686.0,2.72
3704,合勤控,111,Q4,114/10/29,1626931.0,1618460.0,30515803.0,23527849.0,3.87
3704,合勤控,111,Q2,114/10/29,404802.0,399569.0,13257774.0,10431981.0,0.91
3704,合勤控,111,Q1,114/10/29,325233.0,325693.0,7029179.0,5664966.0,0.74
3705,永信,111,Q1,114/10/29,236610.0,224709.0,1954422.0,1030000.0,0.84
3705,永信,111,Q2,114/10/29,507956.0,498836.0,3909833.0,2060944.0,1.87
3705,永信,111,Q3,114/10/29,760381.0,753786.0,5534812.0,3020742.0,2.83
3705,永信,111,Q4,114/10/29,852093.0,839035.0,7311769.0,4170433.0,3.15
3706,神達,111,Q3,114/10/29,9643189.0,9640379.0,35205281.0,31465030.0,8.05
3706,神達,111,Q4,114/10/29,9296891.0,9294214.0,47832957.0,43997139.0,7.76
3706,神達,111,Q2,114/10/29,1060221.0,1058614.0,22860234.0,20611197.0,0.88
3706,神達,111,Q1,114/10/29,533142.0,531869.0,11313045.0,10122769.0,0.44
3707,漢磊,111,Q3,114/10/29,1007212.0,758285.0,6781793.0,5339013.0,2.29
3707,漢磊,111,Q4,114/10/29,1106087.0,820995.0,8879881.0,7143887.0,2.47
3707,漢磊,111,Q1,114/10/29,292009.0,215979.0,2107288.0,1657136.0,0.65
3707,漢磊,111,Q2,114/10/29,605529.0,441482.0,4360269.0,3438177.0,1.33
3708,上緯投控,111,Q2,114/10/29,181248.0,160672.0,5109135.0,4398354.0,1.73
3708,上緯投控,111,Q3,114/10/29,822113.0,789712.0,7465411.0,6405159.0,8.35
3708,上緯投控,111,Q4,114/10/29,959979.0,903153.0,9771454.0,8243020.0,9.48
3708,上緯投控,111,Q1,114/10/29,65627.0,58308.0,2486273.0,2186019.0,0.63
3709,鑫聯大投控,111,Q4,114/10/29,177133.0,186528.0,20382375.0,19296388.0,1.85
3709,鑫聯大投控,111,Q3,114/10/29,154455.0,162932.0,14787208.0,13930109.0,1.62
3709,鑫聯大投控,111,Q1,114/10/29,108603.0,110178.0,4930853.0,4591848.0,1.1
3709,鑫聯大投控,111,Q2,114/10/29,124125.0,129469.0,9721842.0,9123573.0,1.29
3710,連展投控,111,Q4,114/10/29,-312158.0,-348673.0,6400733.0,5194452.0,-1.39
3710,連展投控,111,Q3,114/10/29,-186671.0,-224518.0,4836639.0,3957652.0,-0.94
3710,連展投控,111,Q2,114/10/29,-142853.0,-162783.0,3277436.0,2692590.0,-0.72
3710,連展投控,111,Q1,114/10/29,-135541.0,-141063.0,1675065.0,1393000.0,-0.64
3711,日月光投控,111,Q2,114/10/29,30041862.0,28895433.0,304829847.0,241971059.0,6.71
3711,日月光投控,111,Q1,114/10/29,13385116.0,12907282.0,144390827.0,115919599.0,3.01
3711,日月光投控,111,Q3,114/10/29,48610783.0,46360059.0,493455404.0,392624642.0,10.74
3711,日月光投控,111,Q4,114/10/29,65227138.0,62090494.0,670872643.0,535942631.0,14.53
3712,永崴投控,111,Q1,114/10/29,158247.0,132338.0,2592132.0,2231125.0,0.54
3712,永崴投控,111,Q2,114/10/29,273288.0,227435.0,5693812.0,4815920.0,0.92
3712,永崴投控,111,Q4,114/10/29,660391.0,529589.0,12069249.0,10259716.0,2.15
3712,永崴投控,111,Q3,114/10/29,509804.0,438274.0,8200280.0,6843626.0,1.78
3713,新晶投控,111,Q2,114/10/29,21895.0,20744.0,468215.0,381640.0,0.27
3713,新晶投控,111,Q4,114/10/29,69565.0,68697.0,1275870.0,1064378.0,0.88
3713,新晶投控,111,Q3,114/10/29,33850.0,32309.0,752631.0,624935.0,0.41
3713,新晶投控,111,Q1,114/10/29,1433.0,1647.0,166422.0,137102.0,0.02
3714,富采,111,Q1,114/10/29,643776.0,758795.0,8546142.0,6694143.0,1.11
3714,富采,111,Q2,114/10/29,898987.0,1147544.0,16326868.0,12691029.0,1.68
3714,富采,111,Q4,114/10/29,-566383.0,38024.0,28878250.0,23896688.0,0.05
3714,富采,111,Q3,114/10/29,377285.0,789822.0,23011170.0,18497390.0,1.12
3715,定穎投控,111,Q4,114/10/29,552634.0,547238.0,15297012.0,12636809.0,1.97
3715,定穎投控,111,Q3,114/10/29,461003.0,460963.0,11527582.0,9607593.0,1.66
4102,永日,111,Q2,114/10/29,41198.0,38610.0,262792.0,187029.0,0.91
4102,永日,111,Q1,114/10/29,6636.0,5294.0,108146.0,82444.0,0.12
4102,永日,111,Q4,114/10/29,75892.0,69993.0,567331.0,402363.0,1.65
4102,永日,111,Q3,114/10/29,53596.0,49336.0,388025.0,280879.0,1.16
4104,佳醫,111,Q2,114/10/29,369907.0,308122.0,3382621.0,2642013.0,2.18
4104,佳醫,111,Q4,114/10/29,785301.0,667453.0,7186828.0,5672791.0,4.5
4104,佳醫,111,Q1,114/10/29,200478.0,167947.0,1708329.0,1326005.0,1.19
4104,佳醫,111,Q3,114/10/29,599069.0,509753.0,5223756.0,4117967.0,3.44
4105,東洋,111,Q1,114/10/29,227941.0,227507.0,1037114.0,386951.0,0.91
4105,東洋,111,Q2,114/10/29,510860.0,511669.0,2202632.0,835814.0,2.06
4105,東洋,111,Q4,114/10/29,1103090.0,1094391.0,5061606.0,2040108.0,4.4
4105,東洋,111,Q3,114/10/29,865003.0,849717.0,3528806.0,1332494.0,3.42
4106,雃博,111,Q3,114/10/29,142930.0,142053.0,1967093.0,1165990.0,1.41
4106,雃博,111,Q2,114/10/29,82719.0,82361.0,1275529.0,760535.0,0.82
4106,雃博,111,Q4,114/10/29,162114.0,161409.0,2663723.0,1596935.0,1.6
4106,雃博,111,Q1,114/10/29,31165.0,30681.0,595393.0,347303.0,0.3
4107,邦特,111,Q2,114/10/29,246205.0,246205.0,953542.0,536673.0,3.55
4107,邦特,111,Q4,114/10/29,493540.0,493540.0,2010272.0,1165730.0,7.12
4107,邦特,111,Q3,114/10/29,380061.0,380061.0,1477195.0,847837.0,5.48
4107,邦特,111,Q1,114/10/29,122086.0,122086.0,467053.0,265721.0,1.76
4108,懷特,111,Q3,114/10/29,-65076.0,-42937.0,101651.0,58861.0,-0.22
4108,懷特,111,Q4,114/10/29,-114723.0,-79413.0,135465.0,78433.0,-0.4
4108,懷特,111,Q1,114/10/29,-34156.0,-28635.0,34961.0,18132.0,-0.14
4108,懷特,111,Q2,114/10/29,-60001.0,-46958.0,67853.0,38476.0,-0.24
4109,加捷生醫,111,Q3,114/10/29,-4827.0,-1088.0,230446.0,146450.0,-0.01
4109,加捷生醫,111,Q4,114/10/29,-6443.0,-5470.0,317716.0,201208.0,-0.06
4109,加捷生醫,111,Q1,114/10/29,-1902.0,-2050.0,76309.0,48657.0,-0.02
4109,加捷生醫,111,Q2,114/10/29,-5909.0,-3495.0,145379.0,92762.0,-0.04
4111,濟生,111,Q4,114/10/29,154006.0,154006.0,1143073.0,720565.0,2.7
4111,濟生,111,Q2,114/10/29,52528.0,52528.0,564123.0,363557.0,0.92
4111,濟生,111,Q1,114/10/29,26117.0,26117.0,282135.0,182136.0,0.46
4111,濟生,111,Q3,114/10/29,99618.0,99618.0,853729.0,551249.0,1.75
4113,聯上,111,Q2,114/10/29,-48260.0,,85897.0,59103.0,-0.23
4113,聯上,111,Q1,114/10/29,-10470.0,,85668.0,59103.0,-0.05
4113,聯上,111,Q3,114/10/29,-93760.0,,86225.0,59116.0,-0.44
4113,聯上,111,Q4,114/10/29,-144205.0,,86534.0,59130.0,-0.68
4114,健喬,111,Q2,114/10/29,439861.0,526397.0,2024399.0,1170910.0,1.61
4114,健喬,111,Q3,114/10/29,506325.0,638722.0,3129956.0,1840483.0,1.96
4114,健喬,111,Q1,114/10/29,83260.0,125133.0,966668.0,562168.0,0.42
4114,健喬,111,Q4,114/10/29,618885.0,799091.0,4386364.0,2559720.0,2.46
4116,明基醫,111,Q1,114/10/29,98570.0,87662.0,615021.0,436924.0,1.97
4116,明基醫,111,Q4,114/10/29,236597.0,180244.0,2951360.0,2091111.0,4.04
4116,明基醫,111,Q2,114/10/29,149067.0,122561.0,1416535.0,1019992.0,2.75
4116,明基醫,111,Q3,114/10/29,198000.0,157193.0,2172696.0,1554993.0,3.53
4119,旭富,111,Q4,114/10/29,308780.0,308780.0,899738.0,608559.0,3.24
4119,旭富,111,Q1,114/10/29,41173.0,41173.0,188023.0,132861.0,0.43
4119,旭富,111,Q3,114/10/29,230131.0,230131.0,673973.0,465691.0,2.41
4119,旭富,111,Q2,114/10/29,181515.0,181515.0,369384.0,254149.0,1.9
4120,友華,111,Q4,114/10/29,-295368.0,-310803.0,4730455.0,2698162.0,-3.58
4120,友華,111,Q1,114/10/29,25729.0,23532.0,1143513.0,648381.0,0.27
4120,友華,111,Q3,114/10/29,-247290.0,-261211.0,3446424.0,1927817.0,-3.01
4120,友華,111,Q2,114/10/29,-59122.0,-73721.0,2346012.0,1305694.0,-0.85
4121,優盛,111,Q4,114/10/29,216966.0,170267.0,4344948.0,2838603.0,2.01
4121,優盛,111,Q1,114/10/29,33701.0,18440.0,910774.0,601016.0,0.22
4121,優盛,111,Q3,114/10/29,191817.0,146693.0,3283721.0,2136535.0,1.73
4121,優盛,111,Q2,114/10/29,142110.0,99277.0,2205171.0,1425649.0,1.17
4123,晟德,111,Q1,114/10/29,849549.0,1358773.0,152007.0,76931.0,2.69
4123,晟德,111,Q2,114/10/29,617793.0,1178899.0,356651.0,177930.0,2.33
4123,晟德,111,Q4,114/10/29,-575621.0,102216.0,767722.0,361454.0,0.17
4123,晟德,111,Q3,114/10/29,-593183.0,84654.0,529028.0,253309.0,0.15
4126,太醫,111,Q2,114/10/29,114773.0,114773.0,984179.0,755988.0,1.58
4126,太醫,111,Q1,114/10/29,55965.0,55965.0,495494.0,385883.0,0.77
4126,太醫,111,Q4,114/10/29,331397.0,331397.0,2184934.0,1596964.0,4.56
4126,太醫,111,Q3,114/10/29,227719.0,227719.0,1567356.0,1171371.0,3.14
4127,天良,111,Q2,114/10/29,34956.0,,273125.0,99827.0,0.76
4127,天良,111,Q1,114/10/29,24902.0,,149354.0,56958.0,0.54
4127,天良,111,Q4,114/10/29,59481.0,,528523.0,191978.0,1.3
4127,天良,111,Q3,114/10/29,44016.0,,394744.0,145076.0,0.96
4128,中天,111,Q2,114/10/29,214153.0,246293.0,885296.0,522851.0,0.48
4128,中天,111,Q3,114/10/29,660526.0,671345.0,1271959.0,758127.0,1.31
4128,中天,111,Q4,114/10/29,152424.0,211197.0,1721848.0,1030553.0,0.41
4128,中天,111,Q1,114/10/29,748035.0,807238.0,402016.0,246212.0,1.74
4129,聯合,111,Q4,114/10/29,223581.0,221533.0,3168680.0,805697.0,2.84
4129,聯合,111,Q2,114/10/29,61849.0,60482.0,1483727.0,377158.0,0.77
4129,聯合,111,Q1,114/10/29,36355.0,35823.0,739751.0,195017.0,0.46
4129,聯合,111,Q3,114/10/29,141532.0,139428.0,2243391.0,573080.0,1.78
4130,健亞,111,Q2,114/10/29,-6188.0,-6188.0,208123.0,138910.0,-0.06
4130,健亞,111,Q3,114/10/29,832.0,832.0,323472.0,211425.0,0.01
4130,健亞,111,Q1,114/10/29,-9391.0,-9391.0,99666.0,67578.0,-0.09
4130,健亞,111,Q4,114/10/29,-12323.0,-12323.0,438759.0,283889.0,-0.11
4131,浩泰,111,Q4,114/10/29,-38479.0,-28215.0,88968.0,77184.0,-1.49
4131,浩泰,111,Q3,114/10/29,-31456.0,-22153.0,61390.0,56324.0,-1.17
4131,浩泰,111,Q1,114/10/29,-4998.0,-3940.0,28819.0,21515.0,-0.21
4131,浩泰,111,Q2,114/10/29,-19810.0,-13877.0,40328.0,36087.0,-0.73
4133,亞諾法,111,Q1,114/10/29,17290.0,17290.0,99232.0,51450.0,0.29
4133,亞諾法,111,Q3,114/10/29,63025.0,63025.0,303778.0,156719.0,1.04
4133,亞諾法,111,Q2,114/10/29,36153.0,36153.0,202176.0,104290.0,0.6
4133,亞諾法,111,Q4,114/10/29,74843.0,74843.0,411756.0,210327.0,1.24
