代號,名稱,年度,季別,出表日期,本期淨利（淨損）,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
2481,強茂,111,Q3,114/10/29,1608691.0,1608181.0,10369798.0,7120239.0,4.21
2481,強茂,111,Q1,114/10/29,619590.0,612251.0,3716138.0,2539087.0,1.6
2481,強茂,111,Q2,114/10/29,1172765.0,1182544.0,7201231.0,4892465.0,3.09
2482,連宇,111,Q1,114/10/29,58713.0,58717.0,134878.0,81789.0,0.84
2482,連宇,111,Q2,114/10/29,96695.0,96701.0,501705.0,302590.0,1.38
2482,連宇,111,Q3,114/10/29,155391.0,155400.0,808997.0,486840.0,2.15
2482,連宇,111,Q4,114/10/29,219827.0,219838.0,1257735.0,730914.0,2.98
2483,百容,111,Q1,114/10/29,54990.0,54428.0,571801.0,453688.0,0.5
2483,百容,111,Q2,114/10/29,123643.0,122074.0,1202083.0,961682.0,1.12
2483,百容,111,Q3,114/10/29,170381.0,168301.0,1738357.0,1411181.0,1.54
2483,百容,111,Q4,114/10/29,170125.0,167822.0,2225595.0,1808362.0,1.54
2484,希華,111,Q1,114/10/29,164968.0,165044.0,826108.0,538506.0,1.04
2484,希華,111,Q2,114/10/29,404811.0,404997.0,1744410.0,1100445.0,2.54
2484,希華,111,Q4,114/10/29,768073.0,768276.0,3263584.0,2012912.0,4.82
2484,希華,111,Q3,114/10/29,678289.0,678503.0,2590003.0,1596351.0,4.26
2485,兆赫,111,Q3,114/10/29,-58188.0,-14539.0,4621694.0,4361721.0,-0.05
2485,兆赫,111,Q4,114/10/29,-67361.0,383.0,6582035.0,6085024.0,0.0
2485,兆赫,111,Q1,114/10/29,-89889.0,-85851.0,1392480.0,1393992.0,-0.27
2485,兆赫,111,Q2,114/10/29,-104076.0,-94851.0,2756150.0,2643214.0,-0.3
2486,一詮,111,Q1,114/10/29,24025.0,28703.0,1337011.0,1185607.0,0.13
2486,一詮,111,Q3,114/10/29,103695.0,109027.0,4041789.0,3593057.0,0.49
2486,一詮,111,Q2,114/10/29,67874.0,71862.0,2772083.0,2424561.0,0.32
2486,一詮,111,Q4,114/10/29,91956.0,103288.0,5195927.0,4617647.0,0.47
2488,漢平,111,Q1,114/10/29,30650.0,31812.0,488444.0,414548.0,0.4
2488,漢平,111,Q4,114/10/29,307428.0,308685.0,3085191.0,2449953.0,3.86
2488,漢平,111,Q3,114/10/29,246437.0,247694.0,2390591.0,1915400.0,3.1
2488,漢平,111,Q2,114/10/29,103430.0,104687.0,1370253.0,1140847.0,1.31
2489,瑞軒,111,Q1,114/10/29,-2987860.0,-2990369.0,4403628.0,3868702.0,-3.93
2489,瑞軒,111,Q3,114/10/29,-2334119.0,-2334341.0,12782179.0,11519395.0,-2.93
2489,瑞軒,111,Q2,114/10/29,-3372804.0,-3367479.0,8897712.0,7927637.0,-4.43
2489,瑞軒,111,Q4,114/10/29,-2785438.0,-2753662.0,16355412.0,14865947.0,-3.45
2491,吉祥全,111,Q3,114/10/29,-700025.0,-398848.0,-361087.0,116946.0,-4.86
2491,吉祥全,111,Q4,114/10/29,-644843.0,-385361.0,-241425.0,142381.0,-4.7
2491,吉祥全,111,Q2,114/10/29,-515421.0,-288375.0,-289917.0,75563.0,-3.52
2491,吉祥全,111,Q1,114/10/29,-184230.0,-100510.0,-73147.0,39214.0,-1.23
2492,華新科,111,Q3,114/10/29,2868908.0,2135206.0,27794384.0,22447086.0,4.4
2492,華新科,111,Q2,114/10/29,2139544.0,1626203.0,19567300.0,15386713.0,3.35
2492,華新科,111,Q1,114/10/29,1139755.0,865785.0,9716121.0,7684075.0,1.79
2492,華新科,111,Q4,114/10/29,2295275.0,1650587.0,35297163.0,28997415.0,3.4
2493,揚博,111,Q3,114/10/29,442273.0,442273.0,2586688.0,1786397.0,3.86
2493,揚博,111,Q2,114/10/29,286374.0,286374.0,1781039.0,1265026.0,2.5
2493,揚博,111,Q1,114/10/29,149298.0,149298.0,860638.0,623525.0,1.3
2493,揚博,111,Q4,114/10/29,592400.0,592400.0,3448384.0,2349971.0,5.18
2495,普安,111,Q2,114/10/29,61236.0,61236.0,590349.0,325776.0,0.22
2495,普安,111,Q1,114/10/29,49493.0,49493.0,253038.0,146967.0,0.18
2495,普安,111,Q3,114/10/29,143521.0,143521.0,990871.0,521907.0,0.52
2495,普安,111,Q4,114/10/29,214003.0,214003.0,1462630.0,742461.0,0.78
2496,卓越,111,Q3,114/10/29,59303.0,58914.0,510305.0,252695.0,3.11
2496,卓越,111,Q1,114/10/29,15993.0,15879.0,156229.0,81181.0,0.84
2496,卓越,111,Q2,114/10/29,27309.0,27040.0,311581.0,161034.0,1.43
2496,卓越,111,Q4,114/10/29,79261.0,78704.0,702257.0,350056.0,4.16
2497,怡利電,111,Q4,114/10/29,346571.0,346571.0,3565754.0,2615293.0,2.88
2497,怡利電,111,Q3,114/10/29,265936.0,265936.0,2468798.0,1816951.0,2.23
2497,怡利電,111,Q2,114/10/29,147893.0,147893.0,1546956.0,1148319.0,1.24
2497,怡利電,111,Q1,114/10/29,67005.0,67005.0,830191.0,606628.0,0.56
2498,宏達電,111,Q3,114/10/29,-2486421.0,-2486421.0,3193332.0,1955498.0,-3.01
2498,宏達電,111,Q2,114/10/29,-1503610.0,-1503610.0,2112614.0,1300156.0,-1.82
2498,宏達電,111,Q4,114/10/29,-3411783.0,-3411783.0,4408823.0,2678845.0,-4.13
2498,宏達電,111,Q1,114/10/29,-755664.0,-755664.0,1104152.0,686684.0,-0.92
2501,國建,111,Q1,114/10/29,-218659.0,-222601.0,1045214.0,815653.0,-0.19
2501,國建,111,Q2,114/10/29,-295995.0,-322704.0,3398832.0,2711351.0,-0.28
2501,國建,111,Q4,114/10/29,1300342.0,1207749.0,16791732.0,13012678.0,1.04
2501,國建,111,Q3,114/10/29,191762.0,114124.0,7974081.0,6313132.0,0.1
2504,國產,111,Q3,114/10/29,3537249.0,3456451.0,15509144.0,12406507.0,2.94
2504,國產,111,Q4,114/10/29,4236108.0,4132218.0,21278780.0,16976660.0,3.51
2504,國產,111,Q2,114/10/29,2841086.0,2786444.0,10106612.0,8121727.0,2.37
2504,國產,111,Q1,114/10/29,2107717.0,2083737.0,4853435.0,3919545.0,1.77
2505,國揚,111,Q3,114/10/29,556001.0,556013.0,3579016.0,2865248.0,1.46
2505,國揚,111,Q1,114/10/29,231998.0,232003.0,2231927.0,1879255.0,0.61
2505,國揚,111,Q4,114/10/29,485918.0,485928.0,3954516.0,3169639.0,1.28
2505,國揚,111,Q2,114/10/29,439010.0,439028.0,3087129.0,2496739.0,1.16
2506,太設,111,Q3,114/10/29,885999.0,751752.0,653954.0,353186.0,2.08
2506,太設,111,Q2,114/10/29,818612.0,744568.0,427320.0,233051.0,2.06
2506,太設,111,Q1,114/10/29,-38910.0,-48117.0,198905.0,105128.0,-0.13
2506,太設,111,Q4,114/10/29,711636.0,575726.0,857457.0,1262378.0,1.59
2509,全坤建,111,Q3,114/10/29,-97042.0,-98440.0,150689.0,106729.0,-0.44
2509,全坤建,111,Q4,114/10/29,-149167.0,-150925.0,202562.0,128592.0,-0.67
2509,全坤建,111,Q1,114/10/29,-25575.0,-26201.0,48923.0,32071.0,-0.12
2509,全坤建,111,Q2,114/10/29,-68961.0,-69362.0,98968.0,66410.0,-0.31
2511,太子,111,Q3,114/10/29,1026333.0,1057450.0,10411794.0,7136690.0,0.65
2511,太子,111,Q1,114/10/29,427853.0,435112.0,4725286.0,3407778.0,0.27
2511,太子,111,Q2,114/10/29,843179.0,874790.0,8353714.0,5772833.0,0.54
2511,太子,111,Q4,114/10/29,1442156.0,1475037.0,12768778.0,8826908.0,0.91
2514,龍邦,111,Q2,114/10/29,113914.0,109927.0,3967377.0,3712698.0,0.3
2514,龍邦,111,Q3,114/10/29,277080.0,271635.0,6606675.0,6136208.0,0.75
2514,龍邦,111,Q1,114/10/29,56156.0,54459.0,2000504.0,1894092.0,0.15
2514,龍邦,111,Q4,114/10/29,331649.0,327473.0,9168794.0,8562681.0,0.91
2515,中工,111,Q3,114/10/29,579831.0,588940.0,10586347.0,9829162.0,0.38
2515,中工,111,Q2,114/10/29,482375.0,488162.0,6512620.0,6035745.0,0.32
2515,中工,111,Q4,114/10/29,805156.0,821315.0,15093372.0,13715550.0,0.54
2515,中工,111,Q1,114/10/29,431953.0,434503.0,3681931.0,3426264.0,0.28
2516,新建,111,Q3,114/10/29,-335929.0,-335929.0,4795410.0,4995629.0,-1.48
2516,新建,111,Q2,114/10/29,-328377.0,-328377.0,3282128.0,3515702.0,-1.45
2516,新建,111,Q4,114/10/29,-773148.0,-773148.0,6855546.0,7451009.0,-3.42
2516,新建,111,Q1,114/10/29,24147.0,24147.0,1467613.0,1398035.0,0.11
2520,冠德,111,Q1,114/10/29,973485.0,830355.0,4981047.0,3323501.0,1.53
2520,冠德,111,Q4,114/10/29,3129697.0,2333896.0,21506102.0,15582332.0,4.31
2520,冠德,111,Q3,114/10/29,2036213.0,1601782.0,14120697.0,10038184.0,2.95
2520,冠德,111,Q2,114/10/29,1537691.0,1276365.0,9675986.0,6713922.0,2.35
2524,京城,111,Q1,114/10/29,238388.0,238388.0,985265.0,522071.0,0.64
2524,京城,111,Q2,114/10/29,358782.0,358782.0,1798902.0,912907.0,0.97
2524,京城,111,Q3,114/10/29,438388.0,438388.0,2277776.0,1157674.0,1.18
2524,京城,111,Q4,114/10/29,1009674.0,1009674.0,3384130.0,1429196.0,2.73
2527,宏璟,111,Q4,114/10/29,286072.0,305126.0,1388112.0,835237.0,1.17
2527,宏璟,111,Q2,114/10/29,128266.0,136645.0,1021098.0,569766.0,0.52
2527,宏璟,111,Q1,114/10/29,65640.0,69771.0,434007.0,236045.0,0.27
2527,宏璟,111,Q3,114/10/29,386333.0,399508.0,1293750.0,766180.0,1.53
2528,皇普,111,Q4,114/10/29,238391.0,,1728983.0,1285380.0,0.64
2528,皇普,111,Q3,114/10/29,167233.0,,1136482.0,839503.0,0.45
2528,皇普,111,Q2,114/10/29,176822.0,,1136378.0,839429.0,0.48
2528,皇普,111,Q1,114/10/29,126995.0,,818899.0,605002.0,0.36
2530,華建,111,Q2,114/10/29,43450.0,45642.0,443806.0,337777.0,0.06
2530,華建,111,Q4,114/10/29,445470.0,451652.0,1994281.0,1360861.0,0.56
2530,華建,111,Q3,114/10/29,81960.0,85517.0,655169.0,478029.0,0.11
2530,華建,111,Q1,114/10/29,27085.0,28082.0,238556.0,177739.0,0.04
2534,宏盛,111,Q1,114/10/29,395637.0,395637.0,1246880.0,693546.0,0.84
2534,宏盛,111,Q2,114/10/29,636860.0,636860.0,2234714.0,1226893.0,1.35
2534,宏盛,111,Q4,114/10/29,1965239.0,1965239.0,6968151.0,3968692.0,4.15
2534,宏盛,111,Q3,114/10/29,881150.0,881150.0,3227909.0,1804568.0,1.86
2535,達欣工,111,Q3,114/10/29,772962.0,789983.0,12716462.0,10952706.0,2.43
2535,達欣工,111,Q4,114/10/29,1162046.0,1188346.0,17174432.0,14862805.0,3.66
2535,達欣工,111,Q1,114/10/29,276476.0,279953.0,3776981.0,3232890.0,0.86
2535,達欣工,111,Q2,114/10/29,585188.0,597102.0,8191240.0,6894816.0,1.84
2536,宏普,111,Q4,114/10/29,-62507.0,-53998.0,684358.0,303305.0,-0.16
2536,宏普,111,Q3,114/10/29,26264.0,31810.0,648265.0,283318.0,0.1
2536,宏普,111,Q1,114/10/29,154240.0,155216.0,505567.0,187449.0,0.47
2536,宏普,111,Q2,114/10/29,100288.0,103563.0,550622.0,208742.0,0.31
2537,聯上發,111,Q3,114/10/29,111966.0,,1616653.0,1225625.0,0.37
2537,聯上發,111,Q1,114/10/29,84007.0,,996153.0,783566.0,0.28
2537,聯上發,111,Q2,114/10/29,91037.0,,1356767.0,1056802.0,0.3
2537,聯上發,111,Q4,114/10/29,77902.0,,1682018.0,1265772.0,0.26
2538,基泰,111,Q3,114/10/29,329630.0,297440.0,275849.0,78804.0,0.68
2538,基泰,111,Q1,114/10/29,68220.0,63827.0,65058.0,13904.0,0.15
2538,基泰,111,Q2,114/10/29,149238.0,133157.0,199315.0,69500.0,0.3
2538,基泰,111,Q4,114/10/29,176429.0,191181.0,350562.0,86103.0,0.44
2539,櫻花建,111,Q4,114/10/29,1505410.0,,6263951.0,3997951.0,2.05
2539,櫻花建,111,Q1,114/10/29,-41809.0,,2372.0,2094.0,-0.07
2539,櫻花建,111,Q2,114/10/29,800230.0,,3168198.0,1944859.0,1.24
2539,櫻花建,111,Q3,114/10/29,1532182.0,,6263951.0,3994623.0,2.09
2540,愛山林,111,Q1,114/10/29,59903.0,59903.0,1119224.0,841510.0,0.37
2540,愛山林,111,Q2,114/10/29,109258.0,109258.0,2122965.0,1589105.0,0.68
2540,愛山林,111,Q3,114/10/29,150745.0,150745.0,3290861.0,2442572.0,0.57
2540,愛山林,111,Q4,114/10/29,444615.0,444615.0,4734010.0,3323852.0,1.67
2542,興富發,111,Q3,114/10/29,1319506.0,1334545.0,12206415.0,8110610.0,0.82
2542,興富發,111,Q1,114/10/29,1003610.0,930622.0,7029481.0,4985686.0,0.66
2542,興富發,111,Q2,114/10/29,1088957.0,1016326.0,8766204.0,5957895.0,0.7
2542,興富發,111,Q4,114/10/29,3905940.0,3740998.0,26627233.0,17661182.0,2.29
2543,皇昌,111,Q4,114/10/29,273075.0,242201.0,8448320.0,8067124.0,1.02
2543,皇昌,111,Q2,114/10/29,209728.0,200232.0,3986681.0,3835434.0,0.84
2543,皇昌,111,Q1,114/10/29,18418.0,14291.0,1898787.0,1828297.0,0.06
2543,皇昌,111,Q3,114/10/29,212804.0,196469.0,6065355.0,5829998.0,0.83
2545,皇翔,111,Q3,114/10/29,1731863.0,1731863.0,5817465.0,3242969.0,5.28
2545,皇翔,111,Q4,114/10/29,1895828.0,1895828.0,7069390.0,4044894.0,5.78
2545,皇翔,111,Q1,114/10/29,1026370.0,1026370.0,2124540.0,1024886.0,3.13
2545,皇翔,111,Q2,114/10/29,1412140.0,1412140.0,4015324.0,2095856.0,4.31
2546,根基,111,Q3,114/10/29,560213.0,560214.0,8809415.0,7895565.0,4.8
2546,根基,111,Q1,114/10/29,144791.0,144791.0,2193887.0,1958196.0,1.37
2546,根基,111,Q4,114/10/29,1047936.0,1047933.0,14204563.0,12604056.0,8.98
2546,根基,111,Q2,114/10/29,292421.0,292427.0,5003006.0,4466878.0,2.76
2547,日勝生,111,Q4,114/10/29,101562.0,74309.0,5862383.0,2952593.0,0.08
2547,日勝生,111,Q2,114/10/29,61543.0,63360.0,2713949.0,1336396.0,0.07
2547,日勝生,111,Q3,114/10/29,45503.0,35109.0,4142980.0,2082296.0,0.04
2547,日勝生,111,Q1,114/10/29,-7111.0,-10882.0,1249191.0,582541.0,-0.01
2548,華固,111,Q2,114/10/29,2749177.0,2745413.0,12715162.0,8635104.0,9.92
2548,華固,111,Q1,114/10/29,686040.0,685149.0,2834721.0,1801045.0,2.48
2548,華固,111,Q3,114/10/29,3020676.0,3014709.0,14469218.0,9821029.0,10.9
2548,華固,111,Q4,114/10/29,2954013.0,2957246.0,14853179.0,10113509.0,10.69
2596,綠意,111,Q4,114/10/29,55024.0,58255.0,412681.0,260692.0,0.58
2596,綠意,111,Q3,114/10/29,57917.0,60362.0,317401.0,183085.0,0.6
2596,綠意,111,Q1,114/10/29,63972.0,64783.0,265226.0,161942.0,0.65
2596,綠意,111,Q2,114/10/29,48377.0,49898.0,278938.0,172661.0,0.5
2597,潤弘,111,Q1,114/10/29,255588.0,294945.0,5128719.0,4566475.0,1.59
2597,潤弘,111,Q4,114/10/29,2127704.0,2060529.0,24583067.0,21194815.0,11.14
2597,潤弘,111,Q2,114/10/29,752373.0,774315.0,11332420.0,9902492.0,4.19
2597,潤弘,111,Q3,114/10/29,1542231.0,1508209.0,17614310.0,15169071.0,8.15
2601,益航,111,Q3,114/10/29,-95117.0,82120.0,4824824.0,1519786.0,0.1
2601,益航,111,Q1,114/10/29,66413.0,106177.0,1769701.0,530243.0,0.13
2601,益航,111,Q4,114/10/29,-355430.0,6035.0,6326043.0,2007316.0,0.01
2601,益航,111,Q2,114/10/29,2947.0,107515.0,3301064.0,1032592.0,0.13
2603,長榮,111,Q3,114/10/29,314683232.0,304350822.0,516257233.0,163346284.0,68.88
2603,長榮,111,Q1,114/10/29,106151277.0,101359559.0,170824671.0,52797926.0,19.16
2603,長榮,111,Q2,114/10/29,211664662.0,203652773.0,345823872.0,106031416.0,38.49
2603,長榮,111,Q4,114/10/29,346172965.0,334200661.0,627283761.0,228841382.0,87.07
2605,新興,111,Q3,114/10/29,44478.0,-44705.0,2888060.0,2527606.0,-0.08
2605,新興,111,Q1,114/10/29,25425.0,-3125.0,871461.0,755038.0,-0.01
2605,新興,111,Q4,114/10/29,331954.0,197158.0,4242639.0,3543206.0,0.34
2605,新興,111,Q2,114/10/29,109716.0,53037.0,1866809.0,1561041.0,0.09
2606,裕民,111,Q3,114/10/29,3907471.0,3902957.0,10951162.0,6730662.0,4.62
2606,裕民,111,Q1,114/10/29,843120.0,843120.0,3045951.0,1998942.0,1.0
2606,裕民,111,Q4,114/10/29,4406169.0,4404312.0,14170396.0,9101791.0,5.21
2606,裕民,111,Q2,114/10/29,2064198.0,2063999.0,6837830.0,4362111.0,2.44
2607,榮運,111,Q2,114/10/29,2108624.0,2035120.0,8918442.0,6640747.0,1.91
2607,榮運,111,Q3,114/10/29,3102403.0,2974594.0,13849970.0,10231896.0,2.79
2607,榮運,111,Q1,114/10/29,686755.0,656629.0,4237309.0,3204061.0,0.62
2607,榮運,111,Q4,114/10/29,3670632.0,3526415.0,17586956.0,13087458.0,3.3
2608,嘉里大榮,111,Q3,114/10/29,1014943.0,921484.0,9568583.0,7819887.0,1.97
2608,嘉里大榮,111,Q2,114/10/29,676726.0,616579.0,6383402.0,5244899.0,1.32
2608,嘉里大榮,111,Q1,114/10/29,315845.0,288284.0,3164663.0,2584404.0,0.62
2608,嘉里大榮,111,Q4,114/10/29,1365715.0,1240351.0,12730070.0,10384929.0,2.66
2609,陽明,111,Q4,114/10/29,181015569.0,180591942.0,375899874.0,145729755.0,51.71
2609,陽明,111,Q2,114/10/29,116323952.0,116110637.0,216151750.0,68363728.0,33.25
2609,陽明,111,Q3,114/10/29,166193933.0,165858363.0,315964481.0,107919284.0,47.5
2609,陽明,111,Q1,114/10/29,60682493.0,60577166.0,106704172.0,31389100.0,17.35
2610,華航,111,Q3,114/10/29,3141620.0,3618450.0,111783277.0,101906124.0,0.6
2610,華航,111,Q1,114/10/29,2810731.0,3072308.0,37233283.0,31734202.0,0.52
2610,華航,111,Q4,114/10/29,2245401.0,2859503.0,150722471.0,139352258.0,0.48
2610,華航,111,Q2,114/10/29,3153105.0,3492494.0,74085517.0,65888489.0,0.58
2611,志信,111,Q1,114/10/29,40527.0,31940.0,208058.0,154395.0,0.19
2611,志信,111,Q3,114/10/29,-259784.0,-282512.0,606057.0,451308.0,-1.49
2611,志信,111,Q2,114/10/29,-317357.0,-329765.0,409793.0,306596.0,-1.92
2611,志信,111,Q4,114/10/29,-245162.0,-259843.0,729967.0,571803.0,-1.37
2612,中航,111,Q4,114/10/29,757971.0,766083.0,4409999.0,3024721.0,3.88
2612,中航,111,Q3,114/10/29,555801.0,561157.0,3357522.0,2266752.0,2.84
2612,中航,111,Q1,114/10/29,184283.0,186188.0,1006675.0,723807.0,0.94
2612,中航,111,Q2,114/10/29,366100.0,369746.0,2215308.0,1485629.0,1.87
2613,中櫃,111,Q4,114/10/29,143825.0,143517.0,3152627.0,2617066.0,1.05
2613,中櫃,111,Q3,114/10/29,118643.0,117997.0,2406038.0,1973773.0,0.86
2613,中櫃,111,Q1,114/10/29,29236.0,28786.0,779647.0,661707.0,0.21
2613,中櫃,111,Q2,114/10/29,98228.0,97352.0,1614463.0,1317176.0,0.71
2614,東森,111,Q4,114/10/29,-1750246.0,-1655102.0,5949064.0,4030778.0,-3.29
2614,東森,111,Q2,114/10/29,130672.0,139740.0,2878797.0,2026570.0,0.26
2614,東森,111,Q1,114/10/29,83851.0,91636.0,1427602.0,1043589.0,0.17
2614,東森,111,Q3,114/10/29,95046.0,110228.0,4399122.0,3012104.0,0.22
2615,萬海,111,Q1,114/10/29,40627357.0,40612290.0,80502526.0,28851875.0,16.64
2615,萬海,111,Q2,114/10/29,70799249.0,70754286.0,155628586.0,62238676.0,25.21
2615,萬海,111,Q3,114/10/29,93172336.0,93112062.0,219434560.0,98731695.0,33.18
2615,萬海,111,Q4,114/10/29,93128881.0,93072097.0,258953171.0,132523190.0,33.17
2616,山隆,111,Q4,114/10/29,297659.0,288996.0,18518763.0,17098866.0,2.13
2616,山隆,111,Q1,114/10/29,47899.0,46351.0,4781748.0,4373466.0,0.34
2616,山隆,111,Q2,114/10/29,203826.0,199517.0,9559466.0,8755366.0,1.47
2616,山隆,111,Q3,114/10/29,225664.0,219208.0,14102125.0,12974949.0,1.61
2617,台航,111,Q4,114/10/29,2015123.0,2015123.0,3872729.0,2534247.0,4.83
2617,台航,111,Q1,114/10/29,244460.0,244460.0,817158.0,544821.0,0.59
2617,台航,111,Q2,114/10/29,1304405.0,1304405.0,1820346.0,1181603.0,3.13
2617,台航,111,Q3,114/10/29,1616782.0,1616782.0,2792497.0,1791651.0,3.87
2618,長榮航,111,Q1,114/10/29,3416887.0,3349590.0,30090446.0,23598142.0,0.64
2618,長榮航,111,Q2,114/10/29,5404959.0,5152203.0,63421829.0,52182222.0,0.98
2618,長榮航,111,Q4,114/10/29,7823616.0,7091299.0,138068607.0,118356717.0,1.34
2618,長榮航,111,Q3,114/10/29,6920683.0,6388951.0,98626887.0,83507014.0,1.21
2630,亞航,111,Q3,114/10/29,8776.0,8776.0,3021072.0,2849774.0,0.05
2630,亞航,111,Q1,114/10/29,-13908.0,-13908.0,869783.0,832369.0,-0.09
2630,亞航,111,Q4,114/10/29,13489.0,13489.0,4069229.0,3818161.0,0.08
2630,亞航,111,Q2,114/10/29,2607.0,2607.0,1886872.0,1782325.0,0.02
2633,台灣高鐵,111,Q4,114/10/29,3769337.0,,37133233.0,25890103.0,0.67
2633,台灣高鐵,111,Q1,114/10/29,558024.0,,8990342.0,6250081.0,0.1
2633,台灣高鐵,111,Q2,114/10/29,835875.0,,15655953.0,12579965.0,0.15
2633,台灣高鐵,111,Q3,114/10/29,2143683.0,,25436157.0,19253551.0,0.38
2634,漢翔,111,Q1,114/10/29,202864.0,202864.0,5768328.0,5377217.0,0.22
2634,漢翔,111,Q3,114/10/29,1373707.0,1373707.0,21284127.0,19334996.0,1.46
2634,漢翔,111,Q4,114/10/29,1627333.0,1627333.0,30242307.0,27331310.0,1.73
2634,漢翔,111,Q2,114/10/29,802114.0,802114.0,13127773.0,11876324.0,0.85
2636,台驊控股,111,Q1,114/10/29,944541.0,915087.0,10144223.0,7869737.0,6.45
2636,台驊控股,111,Q4,114/10/29,2642427.0,2548386.0,28218028.0,22619913.0,18.03
2636,台驊控股,111,Q2,114/10/29,2050870.0,2000744.0,18150564.0,14402168.0,14.11
2636,台驊控股,111,Q3,114/10/29,2507044.0,2432003.0,23998220.0,19228253.0,17.15
2637,慧洋-KY,111,Q2,114/10/29,6938158.0,6938158.0,13333445.0,6155864.0,9.3
2637,慧洋-KY,111,Q3,114/10/29,9488165.0,9488165.0,19662193.0,9692531.0,12.71
2637,慧洋-KY,111,Q1,114/10/29,2677718.0,2677718.0,5753544.0,2928131.0,3.59
2637,慧洋-KY,111,Q4,114/10/29,10568984.0,10568984.0,24913012.0,13202875.0,14.16
2640,大車隊,111,Q4,114/10/29,330545.0,355563.0,2530235.0,1321364.0,6.0
2640,大車隊,111,Q2,114/10/29,176558.0,184407.0,1208558.0,649608.0,3.11
2640,大車隊,111,Q3,114/10/29,262643.0,274080.0,1836479.0,982492.0,4.62
2640,大車隊,111,Q1,114/10/29,101320.0,105420.0,628119.0,331088.0,1.78
2641,正德,111,Q2,114/10/29,466711.0,466711.0,772061.0,364250.0,2.47
2641,正德,111,Q1,114/10/29,253899.0,253899.0,371452.0,178264.0,1.35
2641,正德,111,Q3,114/10/29,806274.0,806274.0,1158388.0,582833.0,4.15
2641,正德,111,Q4,114/10/29,1279911.0,1279911.0,1466949.0,698938.0,6.23
2642,宅配通,111,Q1,114/10/29,36188.0,36188.0,1102211.0,940187.0,0.38
2642,宅配通,111,Q3,114/10/29,139730.0,139730.0,3389906.0,2878668.0,1.46
2642,宅配通,111,Q2,114/10/29,106751.0,106751.0,2242891.0,1892933.0,1.12
2642,宅配通,111,Q4,114/10/29,176442.0,176442.0,4509706.0,3836081.0,1.85
2643,捷迅,111,Q1,114/10/29,88175.0,88175.0,1281723.0,1122158.0,2.94
2643,捷迅,111,Q4,114/10/29,500382.0,500382.0,5704705.0,4771140.0,16.68
2643,捷迅,111,Q2,114/10/29,243207.0,243207.0,2810614.0,2402963.0,8.11
2643,捷迅,111,Q3,114/10/29,421683.0,421683.0,4471568.0,3741974.0,14.06
2645,長榮航太,111,Q2,114/10/29,813417.0,,5816761.0,4788122.0,2.31
2645,長榮航太,111,Q4,114/10/29,1581224.0,,11847386.0,9950367.0,4.48
2645,長榮航太,111,Q3,114/10/29,1435133.0,,8884134.0,7257284.0,4.07
2646,星宇航空,111,Q2,114/10/29,-2663720.0,,632083.0,2171945.0,-2.03
2646,星宇航空,111,Q4,114/10/29,-5270893.0,,3362135.0,6576242.0,-3.47
2701,萬企,111,Q4,114/10/29,211749.0,,226635.0,90442.0,0.47
2701,萬企,111,Q2,114/10/29,107123.0,,113810.0,46185.0,0.24
2701,萬企,111,Q1,114/10/29,18397.0,,59173.0,23552.0,0.04
2701,萬企,111,Q3,114/10/29,198571.0,,169745.0,68989.0,0.44
2702,華園,111,Q4,114/10/29,402002.0,402002.0,1364208.0,265543.0,2.7
2702,華園,111,Q1,114/10/29,4392.0,4392.0,237678.0,63388.0,0.04
2702,華園,111,Q3,114/10/29,132616.0,132616.0,1011239.0,196495.0,0.89
2702,華園,111,Q2,114/10/29,59292.0,59292.0,600281.0,128256.0,0.54
2704,國賓,111,Q2,114/10/29,5086.0,5034.0,690153.0,548127.0,0.01
2704,國賓,111,Q1,114/10/29,-7433.0,-7407.0,442793.0,283850.0,-0.02
2704,國賓,111,Q4,114/10/29,1088294.0,1088039.0,1449384.0,1442934.0,2.97
2704,國賓,111,Q3,114/10/29,87539.0,87387.0,1042265.0,839070.0,0.24
2705,六福,111,Q2,114/10/29,-392387.0,-392387.0,515765.0,551913.0,-2.05
2705,六福,111,Q1,114/10/29,-142005.0,-142005.0,318959.0,286790.0,-0.74
2705,六福,111,Q3,114/10/29,-352390.0,-352390.0,1110171.0,926548.0,-1.84
2705,六福,111,Q4,114/10/29,-316972.0,-316972.0,1675217.0,1269988.0,-1.66
2706,第一店,111,Q1,114/10/29,31160.0,,71097.0,15032.0,0.06
2706,第一店,111,Q4,114/10/29,301449.0,,290524.0,63470.0,0.6
2706,第一店,111,Q3,114/10/29,274396.0,,213055.0,46038.0,0.55
2706,第一店,111,Q2,114/10/29,159446.0,,141756.0,29779.0,0.32
2707,晶華,111,Q4,114/10/29,1015703.0,902897.0,5597323.0,3732706.0,7.09
2707,晶華,111,Q1,114/10/29,281174.0,251443.0,1420587.0,931277.0,1.97
2707,晶華,111,Q2,114/10/29,390465.0,339602.0,2462586.0,1714501.0,2.67
2707,晶華,111,Q3,114/10/29,686312.0,603216.0,3935617.0,2659978.0,4.73
2712,遠雄來,111,Q2,114/10/29,-36606.0,,164928.0,148425.0,-0.35
2712,遠雄來,111,Q4,114/10/29,24117.0,,532944.0,377108.0,0.23
2712,遠雄來,111,Q1,114/10/29,3398.0,,103675.0,75524.0,0.03
