代號,名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
4576,大銀微系統,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.8,85126593.0,0.0,0.0
4576,大銀微系統,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.8,85126593.0,0.0,0.0
4576,大銀微系統,107,Y1,108/06/27,107/01/01~107/12/31,股東會確認,0.8,85126593.0,0.0,0.0
4577,達航科技,107,Y1,108/05/28,107/01/01~107/12/31,現金股利經董事會決議、增資配股經股東會確認,0.701913,30000000.0,0.0,0.0
4577,達航科技,107,Y1,108/05/28,107/01/01~107/12/31,現金股利經董事會決議、增資配股經股東會確認,0.701913,30000000.0,0.0,0.0
4577,達航科技,107,Y1,108/05/28,107/01/01~107/12/31,現金股利經董事會決議、增資配股經股東會確認,0.701913,30000000.0,0.0,0.0
4577,達航科技,107,Y1,108/05/28,107/01/01~107/12/31,現金股利經董事會決議、增資配股經股東會確認,0.701913,30000000.0,0.0,0.0
4580,捷流閥業,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,3.2,113888000.0,0.0,0.0
4580,捷流閥業,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,3.2,113888000.0,0.0,0.0
4580,捷流閥業,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,3.2,113888000.0,0.0,0.0
4580,捷流閥業,107,Y1,108/06/28,107/01/01~107/12/31,股東會確認,3.2,113888000.0,0.0,0.0
4581,光隆精密-KY,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.5,45000000.0,0.0,0.0
4581,光隆精密-KY,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.5,45000000.0,0.0,0.0
4581,光隆精密-KY,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.5,45000000.0,0.0,0.0
4581,光隆精密-KY,107,Y1,108/06/13,107/01/01~107/12/31,股東會確認,1.5,45000000.0,0.0,0.0
4609,唐鋒,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,0.0,0.0,0.0
4609,唐鋒,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,0.0,0.0,0.0
4609,唐鋒,107,Y1,108/06/24,107/01/01~107/12/31,股東會確認,0.0,0.0,0.0,0.0
