代號,名稱,年度,季別,營業活動之淨現金流入（流出）
1101,台泥,106,Q1,1408140.0
1101,台泥,106,Q4,12310560.0
1101,台泥,106,Q2,4616823.0
1101,台泥,106,Q3,7091678.0
1102,亞泥,106,Q1,-282365.0
1102,亞泥,106,Q4,8139048.0
1102,亞泥,106,Q3,3853654.0
1102,亞泥,106,Q2,881854.0
1103,嘉泥,106,Q2,530894.0
1103,嘉泥,106,Q1,411500.0
1103,嘉泥,106,Q4,403390.0
1103,嘉泥,106,Q3,418160.0
1104,環泥,106,Q2,133429.0
1104,環泥,106,Q1,15565.0
1104,環泥,106,Q4,646339.0
1104,環泥,106,Q3,682934.0
1108,幸福,106,Q4,81037.0
1108,幸福,106,Q1,-7407.0
1108,幸福,106,Q3,23357.0
1108,幸福,106,Q2,139551.0
1109,信大,106,Q3,358516.0
1109,信大,106,Q4,588320.0
1109,信大,106,Q2,152395.0
1109,信大,106,Q1,79964.0
1110,東泥,106,Q3,33146.0
1110,東泥,106,Q4,-160705.0
1110,東泥,106,Q2,116856.0
1110,東泥,106,Q1,-129573.0
1201,味全,106,Q4,983571.0
1201,味全,106,Q3,104555.0
1201,味全,106,Q2,-365987.0
1201,味全,106,Q1,-319778.0
1203,味王,106,Q4,824069.0
1203,味王,106,Q1,155418.0
1203,味王,106,Q2,280531.0
1203,味王,106,Q3,439155.0
1210,大成,106,Q2,1019138.0
1210,大成,106,Q1,158606.0
1210,大成,106,Q4,4528984.0
1210,大成,106,Q3,2444893.0
1213,大飲,106,Q1,-33734.0
1213,大飲,106,Q4,-46441.0
1213,大飲,106,Q3,-71867.0
1213,大飲,106,Q2,-7643.0
1215,卜蜂,106,Q1,311488.0
1215,卜蜂,106,Q2,783213.0
1215,卜蜂,106,Q4,1717215.0
1215,卜蜂,106,Q3,1266590.0
1216,統一,106,Q4,46462451.0
1216,統一,106,Q2,14570908.0
1216,統一,106,Q1,-2376951.0
1216,統一,106,Q3,28367287.0
1217,愛之味,106,Q2,-150543.0
1217,愛之味,106,Q4,78858.0
1217,愛之味,106,Q3,-199773.0
1217,愛之味,106,Q1,-68910.0
1218,泰山,106,Q4,73052.0
1218,泰山,106,Q2,20340.0
1218,泰山,106,Q3,102701.0
1218,泰山,106,Q1,-24378.0
1219,福壽,106,Q1,-194265.0
1219,福壽,106,Q3,-296164.0
1219,福壽,106,Q4,-329358.0
1219,福壽,106,Q2,-411817.0
1220,台榮,106,Q1,260028.0
1220,台榮,106,Q3,175193.0
1220,台榮,106,Q4,97719.0
1220,台榮,106,Q2,183127.0
1225,福懋油,106,Q3,275523.0
1225,福懋油,106,Q4,87891.0
1225,福懋油,106,Q1,369874.0
1225,福懋油,106,Q2,366656.0
1227,佳格,106,Q4,2542270.0
1227,佳格,106,Q1,632828.0
1227,佳格,106,Q3,2091640.0
1227,佳格,106,Q2,1102628.0
1229,聯華,106,Q2,206303.0
1229,聯華,106,Q1,239548.0
1229,聯華,106,Q3,1826033.0
1229,聯華,106,Q4,1807268.0
1231,聯華食,106,Q2,-173445.0
1231,聯華食,106,Q1,-223206.0
1231,聯華食,106,Q4,720271.0
1231,聯華食,106,Q3,237677.0
1232,大統益,106,Q4,1209206.0
1232,大統益,106,Q3,730748.0
1232,大統益,106,Q1,183418.0
1232,大統益,106,Q2,244121.0
1233,天仁,106,Q1,63433.0
1233,天仁,106,Q2,140733.0
1233,天仁,106,Q3,204701.0
1233,天仁,106,Q4,237903.0
1234,黑松,106,Q4,-615006.0
1234,黑松,106,Q3,-841223.0
1234,黑松,106,Q2,-587143.0
1234,黑松,106,Q1,-189603.0
1235,興泰,106,Q3,46533.0
1235,興泰,106,Q1,-1543.0
1235,興泰,106,Q2,-18840.0
1235,興泰,106,Q4,37326.0
1236,宏亞,106,Q1,5003.0
1236,宏亞,106,Q3,5243.0
1236,宏亞,106,Q4,20984.0
1236,宏亞,106,Q2,89329.0
1240,茂生農經,106,Q2,117800.0
1240,茂生農經,106,Q4,86071.0
1256,鮮活果汁-KY,106,Q4,385748.0
1256,鮮活果汁-KY,106,Q3,317530.0
1256,鮮活果汁-KY,106,Q2,121766.0
1256,鮮活果汁-KY,106,Q1,38431.0
1259,安心,106,Q4,395572.0
1259,安心,106,Q2,116479.0
1259,安心,106,Q1,-19956.0
1264,德麥,106,Q4,487179.0
1264,德麥,106,Q1,196156.0
1264,德麥,106,Q2,277677.0
1268,漢來美食,106,Q2,101410.0
1268,漢來美食,106,Q1,-14405.0
1268,漢來美食,106,Q4,265684.0
1301,台塑,106,Q2,8985169.0
1301,台塑,106,Q4,46081530.0
1301,台塑,106,Q1,-1217843.0
1301,台塑,106,Q3,41720104.0
1303,南亞,106,Q1,3903090.0
1303,南亞,106,Q4,41140545.0
1303,南亞,106,Q3,32103570.0
1303,南亞,106,Q2,10875197.0
1304,台聚,106,Q4,4331719.0
1304,台聚,106,Q2,514369.0
1304,台聚,106,Q1,449494.0
1304,台聚,106,Q3,3090351.0
1305,華夏,106,Q4,1611489.0
1305,華夏,106,Q2,580143.0
1305,華夏,106,Q3,1442594.0
1305,華夏,106,Q1,66212.0
1307,三芳,106,Q3,839423.0
1307,三芳,106,Q4,1170600.0
1307,三芳,106,Q1,76343.0
1307,三芳,106,Q2,571828.0
1308,亞聚,106,Q4,963684.0
1308,亞聚,106,Q1,-228537.0
1308,亞聚,106,Q3,346643.0
1308,亞聚,106,Q2,-453358.0
1309,台達化,106,Q1,-544810.0
1309,台達化,106,Q3,-155539.0
1309,台達化,106,Q2,26254.0
1309,台達化,106,Q4,420367.0
1310,台苯,106,Q1,-660967.0
1310,台苯,106,Q3,272068.0
1310,台苯,106,Q2,-603369.0
1310,台苯,106,Q4,389715.0
1312,國喬,106,Q3,2768689.0
1312,國喬,106,Q4,4010789.0
1312,國喬,106,Q1,1250108.0
1312,國喬,106,Q2,1605814.0
1313,聯成,106,Q1,-1132313.0
1313,聯成,106,Q3,812896.0
1313,聯成,106,Q2,464968.0
1313,聯成,106,Q4,1274891.0
1314,中石化,106,Q1,422027.0
1314,中石化,106,Q4,3502857.0
1314,中石化,106,Q3,2455048.0
1314,中石化,106,Q2,1342897.0
1315,達新,106,Q4,171326.0
1315,達新,106,Q3,266243.0
1315,達新,106,Q2,-52370.0
1315,達新,106,Q1,67953.0
1316,上曜,106,Q4,429362.0
1316,上曜,106,Q3,-300707.0
1316,上曜,106,Q1,-117942.0
1316,上曜,106,Q2,-280757.0
1319,東陽,106,Q3,3727925.0
1319,東陽,106,Q1,1460163.0
1319,東陽,106,Q4,5343566.0
1319,東陽,106,Q2,2435093.0
1321,大洋,106,Q2,-96093.0
1321,大洋,106,Q1,-51874.0
1321,大洋,106,Q4,34411.0
1321,大洋,106,Q3,17040.0
1323,永裕,106,Q1,95443.0
1323,永裕,106,Q3,226418.0
1323,永裕,106,Q4,350111.0
1323,永裕,106,Q2,134363.0
1324,地球,106,Q2,90948.0
1324,地球,106,Q3,83234.0
1324,地球,106,Q4,120847.0
1324,地球,106,Q1,64753.0
1325,恆大,106,Q1,43962.0
1325,恆大,106,Q4,136963.0
1325,恆大,106,Q3,119004.0
1325,恆大,106,Q2,101782.0
1326,台化,106,Q1,1555429.0
1326,台化,106,Q2,16223277.0
1326,台化,106,Q3,53415889.0
1326,台化,106,Q4,71240159.0
1336,台翰,106,Q2,246647.0
1336,台翰,106,Q1,55643.0
1336,台翰,106,Q4,152761.0
1337,再生-KY,106,Q3,543060.0
1337,再生-KY,106,Q2,434167.0
1337,再生-KY,106,Q1,282033.0
1337,再生-KY,106,Q4,730062.0
1338,廣華-KY,106,Q2,335217.0
1338,廣華-KY,106,Q3,678676.0
1338,廣華-KY,106,Q1,197320.0
1338,廣華-KY,106,Q4,1021081.0
1339,昭輝,106,Q3,378520.0
1339,昭輝,106,Q2,335558.0
1339,昭輝,106,Q1,153357.0
1339,昭輝,106,Q4,428193.0
1340,勝悅-KY,106,Q4,1070968.0
1340,勝悅-KY,106,Q1,342703.0
1340,勝悅-KY,106,Q2,448765.0
1340,勝悅-KY,106,Q3,714560.0
1341,富林-KY,106,Q4,345001.0
1402,遠東新,106,Q3,24557178.0
1402,遠東新,106,Q1,3804001.0
1402,遠東新,106,Q4,29789070.0
1402,遠東新,106,Q2,11769290.0
1409,新纖,106,Q4,2765802.0
1409,新纖,106,Q3,1662309.0
1409,新纖,106,Q2,-2776682.0
1409,新纖,106,Q1,-1034460.0
1410,南染,106,Q4,147707.0
1410,南染,106,Q1,40543.0
1410,南染,106,Q3,102904.0
1410,南染,106,Q2,67899.0
1413,宏洲,106,Q4,299398.0
1413,宏洲,106,Q3,191095.0
1413,宏洲,106,Q2,154916.0
1413,宏洲,106,Q1,60064.0
1414,東和,106,Q3,-64781.0
1414,東和,106,Q4,-125813.0
1414,東和,106,Q2,-57327.0
1414,東和,106,Q1,-86516.0
1416,廣豐,106,Q3,1218813.0
1416,廣豐,106,Q4,1133994.0
1416,廣豐,106,Q1,444347.0
1416,廣豐,106,Q2,886266.0
1417,嘉裕,106,Q3,15516.0
1417,嘉裕,106,Q2,216636.0
1417,嘉裕,106,Q1,109406.0
1417,嘉裕,106,Q4,269802.0
1418,東華,106,Q4,-223820.0
1418,東華,106,Q3,-168471.0
1418,東華,106,Q2,-157489.0
1418,東華,106,Q1,-5942.0
1419,新紡,106,Q3,-62820.0
1419,新紡,106,Q2,-60128.0
1419,新紡,106,Q1,-43629.0
1419,新紡,106,Q4,-220318.0
1423,利華,106,Q3,80773.0
1423,利華,106,Q4,164281.0
1423,利華,106,Q2,83304.0
1423,利華,106,Q1,43780.0
1432,大魯閣,106,Q1,-1182.0
1432,大魯閣,106,Q3,236942.0
1432,大魯閣,106,Q2,206638.0
1432,大魯閣,106,Q4,235861.0
1434,福懋,106,Q1,345786.0
1434,福懋,106,Q4,6335824.0
1434,福懋,106,Q2,1239080.0
1434,福懋,106,Q3,5462368.0
1435,中福,106,Q3,14798.0
1435,中福,106,Q4,13167.0
1435,中福,106,Q2,9776.0
1435,中福,106,Q1,4410.0
1436,華友聯,106,Q3,-691799.0
1436,華友聯,106,Q2,317029.0
1436,華友聯,106,Q1,169138.0
1436,華友聯,106,Q4,-152368.0
1437,勤益控,106,Q4,178071.0
1437,勤益控,106,Q2,-89101.0
1437,勤益控,106,Q1,-136243.0
1437,勤益控,106,Q3,-109407.0
1438,三地開發,106,Q1,-1829.0
1438,三地開發,106,Q4,-12332.0
1438,三地開發,106,Q3,-6229.0
1438,三地開發,106,Q2,-6628.0
1439,雋揚,106,Q4,-4932.0
1439,雋揚,106,Q2,64775.0
1439,雋揚,106,Q3,-15276.0
1439,雋揚,106,Q1,-3210.0
1440,南紡,106,Q4,908296.0
1440,南紡,106,Q3,790810.0
1440,南紡,106,Q2,-388245.0
1440,南紡,106,Q1,-601229.0
1441,大東,106,Q2,-218088.0
1441,大東,106,Q1,-157031.0
1441,大東,106,Q4,-264693.0
1441,大東,106,Q3,-272574.0
1442,名軒,106,Q4,1676318.0
1442,名軒,106,Q3,1683161.0
1442,名軒,106,Q1,405130.0
1442,名軒,106,Q2,1488296.0
1443,立益物流,106,Q1,-131143.0
1443,立益物流,106,Q2,-122561.0
1443,立益物流,106,Q4,-58383.0
1443,立益物流,106,Q3,-70063.0
1444,力麗,106,Q4,1411963.0
1444,力麗,106,Q2,-548043.0
1444,力麗,106,Q1,607007.0
1444,力麗,106,Q3,-498363.0
1445,大宇,106,Q4,52558.0
1445,大宇,106,Q3,28236.0
1445,大宇,106,Q2,16058.0
1445,大宇,106,Q1,-17050.0
1446,宏和,106,Q3,-137724.0
1446,宏和,106,Q4,-149991.0
1446,宏和,106,Q2,-128324.0
1446,宏和,106,Q1,-71424.0
1447,力鵬,106,Q3,-1618886.0
1447,力鵬,106,Q1,237070.0
1447,力鵬,106,Q2,-1290020.0
1447,力鵬,106,Q4,2649916.0
1449,佳和,106,Q4,-292992.0
1449,佳和,106,Q3,-243736.0
1449,佳和,106,Q2,-208025.0
1449,佳和,106,Q1,-173054.0
1451,年興,106,Q1,-31902.0
1451,年興,106,Q2,22702.0
1451,年興,106,Q4,533762.0
1451,年興,106,Q3,268380.0
1452,宏益,106,Q4,89048.0
1452,宏益,106,Q1,-48632.0
1452,宏益,106,Q2,87844.0
1452,宏益,106,Q3,39978.0
1453,大將,106,Q1,-22677.0
1453,大將,106,Q2,-12277.0
1453,大將,106,Q3,4112.0
1453,大將,106,Q4,-92997.0
1454,台富,106,Q1,-42406.0
1454,台富,106,Q4,17075.0
1454,台富,106,Q3,32124.0
1454,台富,106,Q2,-8855.0
1455,集盛,106,Q1,-261532.0
1455,集盛,106,Q4,189490.0
1455,集盛,106,Q3,360573.0
1455,集盛,106,Q2,2375.0
1456,怡華,106,Q2,140251.0
1456,怡華,106,Q4,-110218.0
1456,怡華,106,Q1,109421.0
1456,怡華,106,Q3,-27148.0
1457,宜進,106,Q2,279927.0
1457,宜進,106,Q3,318037.0
1457,宜進,106,Q4,457421.0
1457,宜進,106,Q1,332002.0
1459,聯發,106,Q4,35924.0
1459,聯發,106,Q2,73226.0
1459,聯發,106,Q3,69175.0
1459,聯發,106,Q1,64315.0
1460,宏遠,106,Q4,40351.0
1460,宏遠,106,Q2,72774.0
1460,宏遠,106,Q3,-308644.0
1460,宏遠,106,Q1,-82317.0
1463,強盛新,106,Q4,518830.0
1463,強盛新,106,Q2,39542.0
1463,強盛新,106,Q1,-55071.0
1463,強盛新,106,Q3,513930.0
1464,得力,106,Q4,-156420.0
1464,得力,106,Q1,-22583.0
1464,得力,106,Q3,-200494.0
1464,得力,106,Q2,-120588.0
1465,偉全,106,Q3,110459.0
1465,偉全,106,Q2,38100.0
1465,偉全,106,Q1,20650.0
1465,偉全,106,Q4,96611.0
1466,聚隆,106,Q4,114449.0
1466,聚隆,106,Q1,-101830.0
1466,聚隆,106,Q2,-161307.0
1466,聚隆,106,Q3,53817.0
1467,南緯,106,Q3,-100265.0
1467,南緯,106,Q2,-19985.0
1467,南緯,106,Q4,146746.0
1467,南緯,106,Q1,103074.0
1468,昶和,106,Q1,1505.0
1468,昶和,106,Q2,5234.0
1468,昶和,106,Q4,-44925.0
1468,昶和,106,Q3,27423.0
1470,大統新創,106,Q1,24121.0
1470,大統新創,106,Q3,73538.0
1470,大統新創,106,Q4,98950.0
1470,大統新創,106,Q2,69282.0
1471,首利,106,Q1,-111302.0
1471,首利,106,Q4,-226106.0
1471,首利,106,Q3,-114806.0
1471,首利,106,Q2,-133823.0
1472,三洋實業,106,Q2,-58572.0
1472,三洋實業,106,Q1,-48873.0
1472,三洋實業,106,Q4,-43442.0
1472,三洋實業,106,Q3,-47521.0
1473,台南,106,Q1,347856.0
1473,台南,106,Q3,213564.0
1473,台南,106,Q4,668467.0
1473,台南,106,Q2,255049.0
1474,弘裕,106,Q1,1371.0
1474,弘裕,106,Q4,111039.0
1474,弘裕,106,Q2,109189.0
1474,弘裕,106,Q3,161755.0
1475,業旺,106,Q4,-26305.0
1475,業旺,106,Q3,-15181.0
1475,業旺,106,Q1,-457.0
1475,業旺,106,Q2,-10192.0
1476,儒鴻,106,Q2,1032211.0
1476,儒鴻,106,Q1,928755.0
1476,儒鴻,106,Q3,1857578.0
1476,儒鴻,106,Q4,2845930.0
1477,聚陽,106,Q3,978381.0
1477,聚陽,106,Q2,133970.0
1477,聚陽,106,Q1,-42205.0
1477,聚陽,106,Q4,1736126.0
1503,士電,106,Q4,1458519.0
1503,士電,106,Q3,777283.0
1503,士電,106,Q1,343114.0
1503,士電,106,Q2,888612.0
1504,東元,106,Q3,4942985.0
1504,東元,106,Q1,1612577.0
1504,東元,106,Q2,3210672.0
1504,東元,106,Q4,5891652.0
1506,正道,106,Q3,39545.0
1506,正道,106,Q4,37513.0
1506,正道,106,Q2,39646.0
1506,正道,106,Q1,-15962.0
1512,瑞利,106,Q3,73318.0
1512,瑞利,106,Q4,71427.0
1512,瑞利,106,Q2,76430.0
1512,瑞利,106,Q1,-17015.0
1513,中興電,106,Q1,-103677.0
1513,中興電,106,Q3,592988.0
1513,中興電,106,Q2,-440965.0
1513,中興電,106,Q4,572238.0
1514,亞力,106,Q4,602802.0
1514,亞力,106,Q3,182598.0
1514,亞力,106,Q1,438064.0
1514,亞力,106,Q2,200510.0
1515,力山,106,Q4,674330.0
1515,力山,106,Q1,141366.0
1515,力山,106,Q3,118099.0
1515,力山,106,Q2,164861.0
1516,川飛,106,Q2,9821.0
1516,川飛,106,Q1,-32677.0
