代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
006204,永豐臺灣加權,113,M10,114年10月23日,114年11月01日,114年11月20日,3.259,114
006204,永豐臺灣加權,113,M10,113年10月24日,113年10月30日,113年11月19日,0.7,113
006208,富邦台50,113,M11,113年11月18日,113年11月24日,113年12月12日,0.9,113
006208,富邦台50,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
006208,富邦台50,113,M7,113年07月16日,113年07月22日,113年08月09日,0.783,113
006208,富邦台50,113,M7,114年07月16日,114年07月22日,114年08月08日,0.989,114
00690,兆豐臺灣藍籌30,113,M8,114年08月18日,114年08月24日,114年09月04日,0.75,114
00690,兆豐臺灣藍籌30,113,M8,113年08月16日,113年08月24日,113年09月04日,1.0,113
00690,兆豐臺灣藍籌30,113,M5,113年05月16日,113年05月24日,113年06月17日,0.9,113
00690,兆豐臺灣藍籌30,113,M11,113年11月19日,113年11月25日,113年12月06日,0.8,113
00690,兆豐臺灣藍籌30,113,M2,114年02月18日,114年02月24日,114年03月10日,0.7,114
00690,兆豐臺灣藍籌30ETF,113,M3,113年03月04日,113年03月10日,113年03月26日,0.75,113
00690,兆豐藍籌30,113,M11,114年11月18日,114年11月24日,114年12月05日,0.89,114
00690,兆豐臺灣藍籌30,113,M5,114年05月19日,114年05月25日,114年06月06日,0.31,114
00692,富邦公司治理,113,M11,113年11月18日,113年11月24日,113年12月12日,0.6,113
00692,富邦公司治理,113,M7,113年07月16日,113年07月22日,113年08月09日,0.415,113
00692,富邦公司治理,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
00692,富邦公司治理,113,M7,114年07月16日,114年07月22日,114年08月08日,0.628,114
00701,國泰股利精選30,113,M1,114年01月17日,114年01月25日,114年02月18日,2.05,114
00701,國泰股利精選30,113,M1,113年01月17日,113年01月23日,113年02月17日,0.79,113
00701,國泰股利精選30,113,M8,113年08月16日,113年08月24日,113年09月11日,0.3,113
00701,國泰股利精選30,113,M8,114年08月18日,114年08月24日,114年09月11日,1.8,114
00702,國泰標普低波高息,113,M1,113年01月17日,113年01月23日,113年02月17日,0.3,113
00702,國泰標普低波高息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.62,114
00702,國泰標普低波高息,113,M7,113年07月16日,113年07月22日,113年08月09日,0.66,113
00702,國泰標普低波高息,113,M1,114年01月17日,114年01月25日,114年02月18日,0.7,114
00710B,復華彭博非投等債,113,M6,113年06月20日,113年06月26日,113年07月16日,0.26,113
00710B,復華彭博非投等債,113,M9,114年09月17日,114年09月23日,114年10月15日,0.32,114
00710B,復華彭博非投等債,113,M9,113年09月19日,113年09月25日,113年10月16日,0.24,113
00710B,復華彭博非投等債,113,M12,113年12月18日,113年12月24日,114年01月14日,0.26,113
00710B,復華彭博非投等債,113,M3,113年03月19日,113年03月25日,113年04月16日,0.23,113
00710B,復華彭博非投等債,113,M6,114年06月18日,114年06月24日,114年07月14日,0.32,114
00710B,復華彭博非投等債,113,M3,114年03月19日,114年03月25日,114年04月16日,0.32,114
00711B,復華彭博新興債,113,M9,113年09月19日,113年09月25日,113年10月16日,0.2,113
00711B,復華彭博新興債,113,M3,113年03月19日,113年03月25日,113年04月16日,0.2,113
00711B,復華彭博新興債,113,M6,114年06月18日,114年06月24日,114年07月14日,0.19,114
00711B,復華彭博新興債,113,M12,113年12月18日,113年12月24日,114年01月14日,0.19,113
00711B,復華彭博新興債,113,M6,113年06月20日,113年06月26日,113年07月16日,0.19,113
00711B,復華彭博新興債,113,M3,114年03月19日,114年03月25日,114年04月16日,0.19,114
00711B,復華彭博新興債,113,M9,114年09月17日,114年09月23日,114年10月15日,0.19,114
00712,復華富時不動產,113,M3,114年03月19日,114年03月25日,114年04月16日,0.183,114
00712,復華富時不動產,113,M6,114年06月18日,114年06月24日,114年07月14日,0.23,114
00712,復華富時不動產,113,M3,113年03月19日,113年03月25日,113年04月16日,0.18,113
00712,復華富時不動產,113,M6,113年06月20日,113年06月26日,113年07月16日,0.22,113
00712,復華富時不動產,113,M9,114年09月17日,114年09月23日,114年10月15日,0.19,114
00712,復華富時不動產,113,M12,113年12月18日,113年12月24日,114年01月14日,0.185,113
00712,復華富時不動產,113,M9,113年09月19日,113年09月25日,113年10月16日,0.2,113
00713,元大台灣高息低波,113,M6,113年06月19日,113年06月25日,113年07月15日,1.5,113
00713,元大台灣高息低波,113,M12,113年12月17日,113年12月23日,114年01月13日,1.4,113
00713,元大台灣高息低波,113,M3,113年03月18日,113年03月24日,113年04月15日,0.88,113
00713,元大台灣高息低波,113,M9,113年09月18日,113年09月24日,113年10月15日,1.5,113
00713,元大台灣高息低波,113,M9,114年09月19日,114年09月27日,114年10月15日,0.78,114
00713,元大台灣高息低波,113,M6,114年06月20日,114年06月28日,114年07月11日,1.1,114
00713,元大台灣高息低波,113,M3,114年03月21日,114年03月29日,114年04月15日,1.4,114
00714,群益道瓊美國地產,113,M1,113年01月17日,113年01月23日,113年02月21日,0.123,113
00714,群益道瓊美國地產,113,M10,113年10月22日,113年10月28日,113年11月12日,0.123,113
00714,群益道瓊美國地產,113,M7,113年07月19日,113年07月27日,113年08月09日,0.123,113
00714,群益道瓊美國地產,113,M1,114年01月22日,114年01月28日,114年02月21日,0.123,114
00714,群益道瓊美國地產,113,M4,114年04月21日,114年04月27日,114年05月16日,0.123,114
00714,群益道瓊美國地產,113,M7,114年07月16日,114年07月22日,114年08月11日,0.123,114
00714,群益道瓊美國地產,113,M4,113年04月18日,113年04月24日,113年05月15日,0.123,113
00714,群益道瓊美國地產,113,M10,114年10月20日,114年10月26日,114年11月14日,0.123,114
00717,富邦美國特別股,113,M10,113年10月17日,113年10月23日,113年11月11日,0.167,113
00717,富邦美國特別股,113,M7,114年07月16日,114年07月22日,114年08月08日,0.141,114
00717,富邦美國特別股,113,M4,114年04月23日,114年04月29日,114年05月19日,0.173,114
00717,富邦美國特別股,113,M1,113年01月17日,113年01月23日,113年02月17日,0.159,113
00717,富邦美國特別股,113,M4,113年04月18日,113年04月24日,113年05月15日,0.166,113
00717,富邦美國特別股,113,M7,113年07月16日,113年07月22日,113年08月09日,0.173,113
00717,富邦美國特別股,113,M1,114年01月17日,114年01月25日,114年02月18日,0.157,114
00717,富邦美國特別股,113,M10,114年10月20日,114年10月26日,114年11月13日,0.141,114
00728,第一金工業30,113,M3,114年03月20日,114年03月28日,114年04月15日,0.771,114
00728,第一金工業30,113,M9,114年09月18日,114年09月26日,114年10月15日,0.324,114
00728,第一金工業30,113,M12,113年12月19日,113年12月27日,114年01月13日,0.771,113
00728,第一金工業30,113,M6,114年06月19日,114年06月27日,114年07月11日,0.771,114
00728,第一金工業30,113,M1,113年01月19日,113年01月27日,113年02月21日,1.3,113
00730,富邦臺灣優質高息,113,M10,114年10月20日,114年10月26日,114年11月13日,0.11,114
00730,富邦臺灣優質高息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.11,114
00730,富邦臺灣優質高息,113,M10,113年10月17日,113年10月23日,113年11月11日,1.3,113
00730,富邦臺灣優質高息,113,M1,114年01月17日,114年01月25日,114年02月18日,0.086,114
00730,富邦臺灣優質高息,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
00730,富邦臺灣優質高息,113,M9,114年09月16日,114年09月22日,114年10月14日,0.11,114
00730,富邦臺灣優質高息,113,M7,114年07月16日,114年07月22日,114年08月08日,0.11,114
00730,富邦臺灣優質高息,113,M2,114年02月19日,114年02月25日,114年03月14日,0.1,114
00730,富邦臺灣優質高息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.11,114
00730,富邦臺灣優質高息,113,M6,114年06月17日,114年06月23日,114年07月10日,0.11,114
00730,富邦臺灣優質高息,113,M4,114年04月23日,114年04月29日,114年05月19日,0.1,114
00730,富邦臺灣優質高息,113,M12,113年12月17日,113年12月23日,114年01月10日,0.086,113
00730,富邦臺灣優質高息,113,M3,114年03月18日,114年03月24日,114年04月14日,0.1,114
00731,復華富時高息低波,113,M11,113年11月19日,113年11月25日,113年12月13日,2.38,113
00731,復華富時高息低波,113,M2,114年02月19日,114年02月25日,114年03月18日,0.593,114
00731,復華富時高息低波,113,M5,114年05月20日,114年05月26日,114年06月16日,0.593,114
00731,復華富時高息低波,113,M8,114年08月19日,114年08月25日,114年09月12日,0.652,114
00731,復華富時高息低波,113,M8,113年08月20日,113年08月26日,113年09月13日,3.38,113
00731,復華富時高息低波,113,M2,113年02月29日,113年03月06日,113年03月26日,1.21,113
00731,復華富時高息低波,113,M11,114年11月19日,114年11月25日,114年12月15日,,114
00731,復華富時高息低波,113,M5,113年05月21日,113年05月27日,113年06月17日,3.38,113
00733,富邦臺灣中小,113,M4,114年04月23日,114年04月29日,114年05月19日,0.073,114
00733,富邦臺灣中小,113,M10,114年10月20日,114年10月26日,114年11月13日,1.063,114
00733,富邦臺灣中小,113,M10,113年10月17日,113年10月23日,113年11月11日,1.321,113
00733,富邦臺灣中小,113,M4,113年04月18日,113年04月24日,113年05月15日,5.153,113
00735,國泰臺韓科技,113,M7,113年07月16日,113年07月22日,113年08月09日,2.73,113
00735,國泰臺韓科技,113,M1,113年01月17日,113年01月23日,113年02月17日,1.1,113
00735,國泰臺韓科技,113,M7,114年07月16日,114年07月22日,114年08月11日,0.25,114
00735,國泰臺韓科技,113,M1,114年01月17日,114年01月25日,114年02月18日,0.17,114
00736,國泰新興市場,113,M7,113年07月16日,113年07月22日,113年08月09日,0.13,113
00736,國泰新興市場,113,M7,114年07月16日,114年07月22日,114年08月11日,0.2,114
00736,國泰新興市場,113,M1,114年01月17日,114年01月25日,114年02月18日,0.27,114
00736,國泰新興市場,113,M1,113年01月17日,113年01月23日,113年02月17日,0.1,113
00739,元大MSCI A股,113,M10,113年10月17日,113年10月23日,113年11月12日,0.5,113
00739,元大MSCI A股,113,M10,114年10月23日,114年11月01日,114年11月14日,0.9,114
00770,國泰北美科技,113,M1,114年01月17日,114年01月25日,114年02月18日,4.0,114
00770,國泰北美科技,113,M1,113年01月17日,113年01月23日,113年02月17日,4.0,113
00771,元大US高息特別股,113,M2,114年02月21日,114年03月01日,114年03月14日,0.22,114
00771,元大US高息特別股,113,M2,113年02月27日,113年03月05日,113年03月25日,0.2,113
00771,元大US高息特別股,113,M11,113年11月18日,113年11月24日,113年12月12日,0.22,113
00771,元大US高息特別股,113,M5,114年05月22日,114年05月28日,114年06月12日,0.22,114
00771,元大US高息特別股,113,M8,113年08月16日,113年08月24日,113年09月12日,0.22,113
00771,元大US高息特別股,113,M8,114年08月21日,114年08月27日,114年09月10日,0.21,114
00771,元大US高息特別股,113,M5,113年05月17日,113年05月25日,113年06月14日,0.21,113
00771,元大US高息特別股,113,M11,114年11月21日,114年11月29日,114年12月12日,,114
00775B,新光投等債15+,113,M5,113年05月21日,113年05月27日,113年06月18日,0.32,113
00775B,新光投等債15+,113,M3,113年03月01日,113年03月09日,113年03月29日,0.145,113
00775B,新光投等債15+,113,M11,113年11月20日,113年11月26日,113年12月17日,0.57,113
00775B,新光投等債 15+,113,M2,114年02月20日,114年02月26日,114年03月20日,0.41,114
00775B,新光投等債15+,113,M8,114年08月20日,114年08月26日,114年09月16日,0.35,114
00775B,新光投等債15+,113,M11,114年11月20日,114年11月26日,114年12月17日,,114
00775B,新光投等債15+,113,M8,113年08月20日,113年08月26日,113年09月16日,0.43,113
00775B,新光投等債15+,113,M5,114年05月21日,114年05月27日,114年06月18日,0.38,114
00830,國泰費城半導體,113,M1,114年01月17日,114年01月25日,114年02月18日,3.96,114
00830,國泰費城半導體,113,M1,113年01月17日,113年01月23日,113年02月17日,1.51,113
00850,元大臺灣ESG永續,113,M5,113年05月17日,113年05月25日,113年06月14日,0.54,113
00850,元大臺灣ESG永續,113,M11,114年11月21日,114年11月29日,114年12月12日,,114
00850,元大臺灣ESG永續,113,M8,114年08月21日,114年08月27日,114年09月10日,0.6,114
00850,元大臺灣ESG永續,113,M5,114年05月22日,114年05月28日,114年06月12日,0.6,114
00850,元大臺灣ESG永續,113,M11,113年11月18日,113年11月24日,113年12月12日,0.65,113
00850,元大臺灣ESG永續,113,M8,113年08月16日,113年08月24日,113年09月12日,0.62,113
00850,元大臺灣ESG永續,113,M2,114年02月21日,114年03月01日,114年03月14日,0.66,114
00850,元大臺灣ESG永續,113,M2,113年02月27日,113年03月05日,113年03月25日,0.43,113
00851,台新全球AI,113,M10,114年10月17日,114年10月25日,114年11月07日,1.7,114
00878,國泰永續高股息,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00878,國泰永續高股息,113,M2,114年02月20日,114年02月26日,114年03月18日,0.5,114
00878,國泰永續高股息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.47,114
00878,國泰永續高股息,113,M2,113年02月27日,113年03月05日,113年03月25日,0.4,113
00878,國泰永續高股息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.4,114
00878,國泰永續高股息,113,M5,113年05月17日,113年05月25日,113年06月13日,0.51,113
00878,國泰永續高股息,113,M11,113年11月18日,113年11月24日,113年12月12日,0.55,113
00878,國泰永續高股息,113,M8,113年08月16日,113年08月24日,113年09月11日,0.55,113
00881,國泰台灣5G+,113,M1,114年01月17日,114年01月25日,114年02月18日,0.75,114
00881,國泰台灣科技龍頭,113,M8,114年08月18日,114年08月24日,114年09月11日,0.55,114
00881,國泰台灣5G+,113,M1,113年01月17日,113年01月23日,113年02月17日,0.75,113
00881,國泰台灣5G+,113,M8,113年08月16日,113年08月24日,113年09月11日,1.0,113
00882,中信中國高股息,113,M1,113年01月17日,113年01月23日,113年02月21日,0.26,113
00882,中信中國高股息,113,M7,113年07月16日,113年07月22日,113年08月09日,0.4,113
00882,中信中國高股息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.55,114
00882,中信中國高股息,113,M1,114年01月17日,114年01月25日,114年02月20日,0.53,114
00891,中信關鍵半導體,113,M11,113年11月18日,113年11月24日,113年12月12日,0.49,113
00891,中信關鍵半導體,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00891,中信關鍵半導體,113,M5,113年05月17日,113年05月25日,113年06月13日,0.4,113
00891,中信關鍵半導體,113,M2,113年02月27日,113年03月05日,113年03月25日,0.32,113
00891,中信關鍵半導體,113,M8,114年08月18日,114年08月24日,114年09月11日,0.41,114
00891,中信關鍵半導體,113,M8,113年08月16日,113年08月24日,113年09月11日,0.41,113
00891,中信關鍵半導體,113,M2,114年02月18日,114年02月24日,114年03月17日,0.41,114
00891,中信關鍵半導體,113,M5,114年05月19日,114年05月25日,114年06月13日,0.41,114
00892,富邦台灣半導體,113,M7,114年07月16日,114年07月22日,114年08月08日,0.188,114
00892,富邦台灣半導體,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
00892,富邦台灣半導體,113,M7,113年07月16日,113年07月22日,113年08月09日,0.145,113
00892,富邦台灣半導體,113,M11,113年11月18日,113年11月24日,113年12月12日,0.24,113
00894,中信小資高價30,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00894,中信小資高價30,113,M8,114年08月18日,114年08月24日,114年09月11日,0.4,114
00894,中信小資高價30,113,M8,113年08月16日,113年08月24日,113年09月11日,0.7,113
00894,中信小資高價30,113,M5,114年05月19日,114年05月25日,114年06月13日,0.4,114
00894,中信小資高價30,113,M2,114年02月18日,114年02月24日,114年03月17日,0.55,114
00894,中信小資高價30,113,M2,113年02月27日,113年03月05日,113年03月25日,0.1,113
00894,中信小資高價30,113,M5,113年05月17日,113年05月25日,113年06月13日,0.1,113
00894,中信小資高價30,113,M11,113年11月18日,113年11月24日,113年12月12日,0.6,113
00896,中信綠能及電動車,113,M9,114年09月16日,114年09月22日,114年10月15日,0.4,114
00896,中信綠能及電動車,113,M6,114年06月17日,114年06月23日,114年07月11日,0.4,114
00896,中信綠能及電動車,113,M3,114年03月18日,114年03月24日,114年04月15日,0.45,114
00896,中信綠能及電動車,113,M3,113年03月18日,113年03月24日,113年04月15日,0.34,113
00896,中信綠能及電動車,113,M6,113年06月20日,113年06月26日,113年07月15日,,113
00896,中信綠能及電動車,113,M6,113年06月19日,113年06月25日,113年07月15日,0.45,113
00896,中信綠能及電動車,113,M9,113年09月18日,113年09月24日,113年10月15日,0.27,113
00896,中信綠能及電動車,113,M12,113年12月17日,113年12月23日,114年01月13日,0.45,113
00900,富邦特選高股息30,113,M4,114年04月23日,114年04月29日,114年05月19日,0.1,114
00900,富邦特選高股息30,113,M8,114年08月18日,114年08月24日,114年09月11日,0.1,114
00900,富邦特選高股息30,113,M5,114年05月19日,114年05月25日,114年06月13日,0.1,114
00900,富邦特選高股息30,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
00900,富邦特選高股息30,113,M12,113年12月17日,113年12月23日,114年01月10日,0.1,113
00900,富邦特選高股息30,113,M5,113年05月17日,113年05月25日,113年06月13日,0.1,113
00900,富邦特選高股息30,113,M3,114年03月18日,114年03月24日,114年04月14日,0.1,114
00900,富邦特選高股息30,113,M1,114年01月17日,114年01月25日,114年02月18日,0.1,114
00900,富邦特選高股息30,113,M9,114年09月16日,114年09月22日,114年10月14日,0.1,114
00900,富邦特選高股息30,113,M2,114年02月19日,114年02月25日,114年03月14日,0.1,114
00900,富邦特選高股息30,113,M6,114年06月17日,114年06月23日,114年07月10日,0.1,114
00900,富邦特選高股息30,113,M2,113年02月27日,113年03月05日,113年03月25日,0.12,113
00900,富邦特選高股息30,113,M10,114年10月20日,114年10月26日,114年11月13日,0.1,114
00900,富邦特選高股息30,113,M7,114年07月16日,114年07月22日,114年08月08日,0.1,114
00900,富邦特選高股息30,113,M11,113年11月18日,113年11月24日,113年12月12日,0.1,113
00900,富邦特選高股息30,113,M8,113年08月16日,113年08月24日,113年09月11日,0.792,113
00901,永豐智能車供應鏈,113,M11,113年11月26日,113年12月02日,113年12月20日,0.9,113
00901,永豐智能車供應鏈,113,M11,114年11月25日,114年12月01日,114年12月19日,,114
00904,新光臺灣半導體30,113,M10,113年10月21日,113年10月27日,113年11月15日,0.15,113
00904,新光臺灣半導體30,113,M10,114年10月22日,114年10月28日,114年11月18日,0.65,114
00904,新光臺灣半導體30,113,M7,114年07月18日,114年07月26日,114年08月15日,0.48,114
00904,新光臺灣半導體30,113,M4,113年04月22日,113年04月28日,113年05月20日,0.05,113
00904,新光臺灣半導體30,113,M1,114年01月21日,114年01月27日,114年02月21日,0.15,114
00904,新光臺灣半導體30,113,M1,113年01月19日,113年01月27日,113年02月27日,0.35,113
00904,新光臺灣半導體30,113,M7,113年07月18日,113年07月24日,113年08月14日,0.1,113
00904,新光臺灣半導體30,113,M4,114年04月22日,114年04月28日,114年05月20日,0.15,114
00905,FT臺灣Smart,113,M4,113年04月18日,113年04月26日,113年05月16日,0.21,113
00905,FT臺灣Smart,113,M7,113年07月16日,113年07月22日,113年08月08日,0.37,113
00905,FT臺灣Smart,113,M4,114年04月18日,114年04月26日,114年05月15日,0.05,114
00905,FT臺灣Smart,113,M10,114年10月20日,114年10月26日,114年11月12日,0.25,114
00905,FT臺灣Smart,113,M7,114年07月16日,114年07月22日,114年08月08日,0.1,114
00905,FT臺灣Smart,113,M10,113年10月22日,113年10月28日,113年11月13日,0.32,113
00907,永豐優息存股,113,M4,114年04月23日,114年04月29日,114年05月20日,0.095,114
00907,永豐優息存股,113,M10,114年10月23日,114年11月01日,114年11月20日,0.136,114
00907,永豐優息存股,113,M12,113年12月24日,113年12月30日,114年01月20日,0.22,113
00907,永豐優息存股,113,M4,113年04月22日,113年04月28日,113年05月20日,0.141,113
00907,永豐優息存股,113,M10,113年10月24日,113年10月30日,113年11月19日,0.28,113
00907,永豐優息存股,113,M2,114年02月24日,114年03月02日,114年03月20日,0.13,114
00907,永豐優息存股,113,M6,113年06月25日,113年07月01日,113年07月19日,0.33,113
00907,永豐優息存股,113,M2,113年02月26日,113年03月04日,113年03月20日,0.141,113
00907,永豐優息存股,113,M8,114年08月26日,114年09月01日,114年09月19日,0.13,114
00907,永豐優息存股,113,M8,113年08月23日,113年08月31日,113年09月20日,0.33,113
00907,永豐優息存股,113,M6,114年06月24日,114年06月30日,114年07月18日,0.011,114
00908,富邦入息REITs+,113,M7,113年07月16日,113年07月22日,113年08月09日,0.245,113
00908,富邦入息REITs+,113,M10,113年10月17日,113年10月23日,113年11月11日,0.133,113
00908,富邦入息REITs+,113,M1,114年01月17日,114年01月25日,114年02月18日,0.138,114
00908,富邦入息REITs+,113,M4,113年04月18日,113年04月24日,113年05月15日,0.144,113
00908,富邦入息REITs+,113,M10,114年10月20日,114年10月26日,114年11月13日,0.121,114
00908,富邦入息REITs+,113,M7,114年07月16日,114年07月22日,114年08月08日,0.211,114
00908,富邦入息REITs+,113,M4,114年04月23日,114年04月29日,114年05月19日,0.148,114
00908,富邦入息REITs+,113,M1,113年01月17日,113年01月23日,113年02月17日,0.122,113
00909,國泰數位支付服務,113,M4,113年04月18日,113年04月26日,113年05月15日,1.81,113
00911,兆豐洲際半導體,113,M7,113年07月17日,113年07月23日,113年08月13日,1.2,113
00911,兆豐洲際半導體,113,M1,113年01月22日,113年01月28日,113年02月22日,1.0,113
00911,兆豐洲際半導體,113,M7,114年07月16日,114年07月22日,114年08月04日,0.7,114
00912,中信臺灣智慧50,113,M7,114年07月16日,114年07月22日,114年08月11日,0.16,114
00912,中信臺灣智慧50,113,M1,113年01月17日,113年01月23日,113年02月21日,0.24,113
00912,中信臺灣智慧50,113,M7,113年07月16日,113年07月22日,113年08月09日,0.25,113
00912,中信臺灣智慧50,113,M10,114年10月20日,114年10月26日,114年11月14日,0.3,114
00912,中信臺灣智慧50,113,M1,114年01月17日,114年01月25日,114年02月20日,0.39,114
00912,中信臺灣智慧50,113,M4,113年04月18日,113年04月24日,113年05月15日,0.23,113
00912,中信臺灣智慧50,113,M4,114年04月18日,114年04月26日,114年05月15日,0.2,114
00912,中信臺灣智慧50,113,M10,113年10月17日,113年10月23日,113年11月12日,0.66,113
00913,兆豐台灣晶圓製造,113,M3,113年03月04日,113年03月10日,113年03月26日,0.46,113
00913,兆豐台灣晶圓製造,113,M8,113年08月16日,113年08月24日,113年09月04日,0.66,113
00913,兆豐台灣晶圓製造,113,M2,114年02月18日,114年02月24日,114年03月10日,0.5,114
00913,兆豐台灣晶圓製造,113,M8,114年08月18日,114年08月24日,114年09月04日,0.9,114
00915,凱基優選高股息30,113,M3,113年03月18日,113年03月24日,113年04月15日,0.72,113
00915,凱基優選高股息30,113,M6,113年06月19日,113年06月25日,113年07月15日,0.72,113
00915,凱基優選高股息30,113,M9,113年09月19日,113年09月25日,113年10月16日,0.82,113
00915,凱基優選高股息30,113,M12,113年12月17日,113年12月23日,114年01月13日,0.75,113
00915,凱基優選高股息30,113,M3,114年03月19日,114年03月25日,114年04月15日,0.5,114
00915,凱基優選高股息30,113,M9,114年09月16日,114年09月22日,114年10月15日,0.29,114
00915,凱基優選高股息30,113,M6,114年06月17日,114年06月23日,114年07月11日,0.21,114
00916,國泰全球品牌50,113,M6,114年06月17日,114年06月23日,114年07月11日,0.25,114
00916,國泰全球品牌50,113,M6,113年06月20日,113年06月26日,113年07月15日,0.22,113
00917,中信特選金融,113,M1,114年01月17日,114年01月25日,114年02月20日,2.0,114
00917,中信特選金融,113,M1,113年01月17日,113年01月23日,113年02月21日,0.29,113
00918,大華優利高填息30,113,M6,113年06月19日,113年06月25日,113年07月15日,0.8,113
00918,大華優利高填息30,113,M9,114年09月18日,114年09月24日,114年10月15日,0.52,114
00918,大華優利高填息30,113,M3,113年03月18日,113年03月24日,113年04月15日,0.7,113
00918,大華優利高填息30,113,M12,113年12月19日,113年12月25日,114年01月13日,0.84,113
00918,大華優利高填息30,113,M6,114年06月19日,114年06月25日,114年07月11日,0.7,114
00918,大華優利高填息30,113,M3,114年03月20日,114年03月26日,114年04月15日,0.7,114
00918,大華優利高填息30,113,M9,113年09月19日,113年09月25日,113年10月15日,0.78,113
00919,群益台灣精選高息,113,M12,113年12月20日,113年12月28日,114年01月13日,0.72,113
00919,群益台灣精選高息,113,M3,113年03月18日,113年03月24日,113年04月15日,0.66,113
00919,群益台灣精選高息,113,M6,114年06月17日,114年06月23日,114年07月11日,0.72,114
00919,群益台灣精選高息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.54,114
00919,群益台灣精選高息,113,M3,114年03月18日,114年03月24日,114年04月15日,0.72,114
00919,群益台灣精選高息,113,M9,113年09月23日,113年09月29日,113年10月15日,0.72,113
00919,群益台灣精選高息,113,M6,113年06月24日,113年06月30日,113年07月15日,0.7,113
00920,富邦ESG綠色電力,113,M1,113年01月17日,113年01月23日,113年02月17日,0.04,113
00920,富邦ESG綠色電力,113,M1,114年01月17日,114年01月25日,114年02月18日,0.206,114
00921,兆豐龍頭等權重,113,M6,113年06月19日,113年06月25日,113年07月17日,0.58,113
00921,兆豐龍頭等權重,113,M9,113年09月18日,113年09月24日,113年10月07日,0.6,113
00921,兆豐龍頭等權重,113,M3,114年03月18日,114年03月24日,114年04月08日,0.08,114
00921,兆豐龍頭等權重,113,M9,114年09月16日,114年09月22日,114年10月03日,0.195,114
00921,兆豐龍頭等權重,113,M12,113年12月17日,113年12月23日,114年01月06日,0.32,113
00921,兆豐龍頭等權重,113,M3,113年03月21日,113年03月29日,113年04月17日,0.3,113
00921,兆豐龍頭等權重,113,M6,114年06月17日,114年06月23日,114年07月04日,0.12,114
00922,國泰台灣領袖50,113,M10,113年10月17日,113年10月25日,113年11月12日,1.0,113
00922,國泰台灣領袖50,113,M3,113年03月18日,113年03月24日,113年04月15日,0.38,113
00922,國泰台灣領袖50,113,M10,114年10月20日,114年10月26日,114年11月13日,1.25,114
00922,國泰台灣領袖50,113,M3,114年03月18日,114年03月24日,114年04月15日,0.63,114
