代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1101B,台泥乙特,109,Y1,1.75,110/06/11,109/01/01~109/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,109,Y1,1.75,110/06/11,109/01/01~109/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,109,Y1,3.5,110/06/11,109/01/01~109/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,109,Y1,3.5,110/06/11,109/01/01~109/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,109,Y1,1.75,110/06/11,109/01/01~109/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,109,Y1,3.5,110/06/11,109/01/01~109/12/31,股東會確認,3.5,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,109,Y1,3.55,110/06/25,109/01/01~109/12/31,股東會確認,3.55,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,109,Y1,3.55,110/06/25,109/01/01~109/12/31,股東會確認,3.55,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,109,Y1,3.55,110/06/25,109/01/01~109/12/31,股東會確認,3.55,0.0,0.0,0.0,0.0,0.0,0
1103,嘉泥,109,Y1,1.4,110/06/17,109/01/01~109/12/31,股東會確認,1.4,0.0,0.0,0.0,0.0,0.0,0
1103,嘉泥,109,Y1,1.4,110/06/17,109/01/01~109/12/31,股東會確認,1.4,0.0,0.0,0.0,0.0,0.0,0
1103,嘉泥,109,Y1,1.4,110/06/17,109/01/01~109/12/31,股東會確認,1.4,0.0,0.0,0.0,0.0,0.0,0
1104,環泥,109,Y1,1.1,110/06/28,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1104,環泥,109,Y1,1.1,110/06/28,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1104,環泥,109,Y1,1.1,110/06/28,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H2,0.7,110/06/16,109/07/01~109/12/31,股東會確認,0.7,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H2,0.7,110/06/16,109/07/01~109/12/31,股東會確認,0.7,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H1,0.0,不適用,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H2,0.7,110/06/16,109/07/01~109/12/31,股東會確認,0.7,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H1,0.0,不適用,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,109,H1,0.0,不適用,109/01/01~109/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1109,信大,109,Y1,1.5,110/06/24,109/01/01~109/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
1109,信大,109,Y1,1.5,110/06/24,109/01/01~109/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
1109,信大,109,Y1,1.5,110/06/24,109/01/01~109/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
1110,東泥,109,Y1,0.1,110/06/25,109/01/01~109/12/31,股東會確認,0.1,0.0,0.0,0.0,0.0,0.0,0
1110,東泥,109,Y1,0.1,110/06/25,109/01/01~109/12/31,股東會確認,0.1,0.0,0.0,0.0,0.0,0.0,0
1110,東泥,109,Y1,0.1,110/06/25,109/01/01~109/12/31,股東會確認,0.1,0.0,0.0,0.0,0.0,0.0,0
1201,味全,109,Y1,0.53,不適用,109/01/01~109/12/31,董事會決議,0.53,0.0,0.0,0.0,0.0,0.0,0
1201,味全,109,Y1,0.53,不適用,109/01/01~109/12/31,董事會決議,0.53,0.0,0.0,0.0,0.0,0.0,0
1201,味全,109,Y1,0.53,不適用,109/01/01~109/12/31,董事會決議,0.53,0.0,0.0,0.0,0.0,0.0,0
1203,味王,109,Y1,1.1,110/06/23,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1203,味王,109,Y1,1.1,110/06/23,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1203,味王,109,Y1,1.1,110/06/23,109/01/01~109/12/31,股東會確認,1.1,0.0,0.0,0.0,0.0,0.0,0
1210,大成,109,Y1,2.7,110/06/11,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,2.7,0.0,0.0,0.3,0.0,0.0,24820173
1210,大成,109,Y1,2.7,110/06/11,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,2.7,0.0,0.0,0.3,0.0,0.0,24820173
1210,大成,109,Y1,2.7,110/06/11,109/01/01~109/12/31,現金股利經董事會決議、增資配股經股東會確認,2.7,0.0,0.0,0.3,0.0,0.0,24820173
