代號,名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1101,台泥,112,Q1,220077058.0,,,164832022.0,461648368.0,74340055.0,147227279.0,20003976.0,30.02
1101,台泥,112,Q4,230933254.0,,,153113300.0,469438522.0,72581236.0,142956245.0,22967787.0,29.87
1101,台泥,112,Q3,222398369.0,,,163318027.0,472917462.0,94338554.0,133852417.0,22328122.0,30.32
1101,台泥,112,Q2,214284220.0,,,154071563.0,456341649.0,91552014.0,130070184.0,20435231.0,29.21
1102,亞泥,112,Q3,168143213.0,,,121392947.0,335957754.0,84451777.0,59799527.0,23563237.0,47.41
1102,亞泥,112,Q2,161446326.0,,,123631973.0,335089649.0,87933840.0,63032840.0,22676643.0,45.52
1102,亞泥,112,Q4,169169896.0,,,122340909.0,336726851.0,82887767.0,61975517.0,22693671.0,47.7
1102,亞泥,112,Q1,156458664.0,,,120394175.0,333842918.0,84154018.0,69631015.0,23599221.0,44.12
1103,嘉泥,112,Q1,22250780.0,,,10596359.0,37349312.0,3489134.0,10854020.0,755378.0,34.45
1103,嘉泥,112,Q4,21681451.0,,,10549056.0,36464334.0,3301743.0,10744033.0,737107.0,32.91
1103,嘉泥,112,Q2,22643195.0,,,10783919.0,37755420.0,4133443.0,10204778.0,774004.0,35.05
1103,嘉泥,112,Q3,21272466.0,,,10641592.0,36080062.0,3638594.0,10448346.0,720656.0,32.29
1104,環泥,112,Q3,21986008.0,,,6529436.0,28328192.0,3891311.0,1658900.0,791973.0,32.66
1104,環泥,112,Q4,21869182.0,,,6836434.0,28189560.0,4078849.0,1432577.0,808952.0,32.48
1104,環泥,112,Q2,21724925.0,,,6412220.0,29120141.0,5304982.0,1508560.0,581674.0,33.24
1104,環泥,112,Q1,21459548.0,,,5755087.0,28134858.0,4538157.0,1521161.0,615992.0,32.83
1108,幸福,112,Q3,5004240.0,,,6005588.0,9804546.0,3119415.0,1680821.0,70.0,12.36
1108,幸福,112,Q2,4812565.0,,,5939225.0,9725755.0,3138176.0,1774944.0,70.0,11.89
1108,幸福,112,Q1,4710141.0,,,5945569.0,9697307.0,3558934.0,1428162.0,70.0,11.64
1108,幸福,112,Q4,5070758.0,,,5955830.0,9969873.0,3297728.0,1601320.0,67.0,12.53
1109,信大,112,Q3,7963697.0,,,6398519.0,11279649.0,1247205.0,185350.0,1883397.0,23.34
1109,信大,112,Q2,7751844.0,,,6597137.0,11493717.0,1780363.0,155300.0,1806210.0,22.72
1109,信大,112,Q1,7925567.0,,,6628734.0,11580885.0,1538591.0,185257.0,1931470.0,23.23
1109,信大,112,Q4,8117677.0,,,6686926.0,11563170.0,1391300.0,181269.0,1872924.0,23.79
1110,東泥,112,Q3,8905442.0,,,2300255.0,11462656.0,1446110.0,1032355.0,78749.0,15.63
1110,東泥,112,Q4,8923610.0,,,2485708.0,11821562.0,1740711.0,1055613.0,101628.0,15.66
1110,東泥,112,Q2,8823729.0,,,3340035.0,12467959.0,2554796.0,1010736.0,78698.0,15.48
1110,東泥,112,Q1,8708754.0,,,2519909.0,12166141.0,2403214.0,973992.0,80181.0,15.28
1201,味全,112,Q3,7392785.0,,,7445031.0,18933903.0,7739745.0,3793488.0,7885.0,14.61
1201,味全,112,Q2,7201872.0,,,7876800.0,19141303.0,8058718.0,3872443.0,8270.0,14.23
1201,味全,112,Q1,7247192.0,,,7198372.0,18753145.0,7243184.0,4254279.0,8490.0,14.32
1201,味全,112,Q4,7283944.0,,,6785270.0,18027715.0,7149460.0,3586255.0,8056.0,14.39
1203,味王,112,Q4,5770076.0,,,4505524.0,10112427.0,1859137.0,1491106.0,992108.0,24.27
1203,味王,112,Q3,5621536.0,,,4612695.0,10133726.0,2129822.0,1475808.0,906560.0,23.65
1203,味王,112,Q2,5474899.0,,,4395351.0,9810859.0,2068209.0,1439362.0,828389.0,23.03
1203,味王,112,Q1,5631423.0,,,4792900.0,10118735.0,1944894.0,1451492.0,1090926.0,23.69
1210,大成,112,Q3,22889773.0,,,30066408.0,64737396.0,29763954.0,3526412.0,8557257.0,27.07
1210,大成,112,Q1,21799301.0,,,27520847.0,60727809.0,27566725.0,3150826.0,8210957.0,25.78
1210,大成,112,Q2,21437820.0,,,28398724.0,61733755.0,28813097.0,3356180.0,8126658.0,25.35
1210,大成,112,Q4,23690581.0,,,28952571.0,64827616.0,28608887.0,4401984.0,8126164.0,28.01
1213,大飲,112,Q4,227206.0,,,32646.0,819325.0,554815.0,37304.0,,4.01
1213,大飲,112,Q1,346660.0,,,115284.0,1032407.0,222261.0,463486.0,,6.12
1213,大飲,112,Q2,306081.0,,,64683.0,974476.0,218057.0,450338.0,,5.41
1213,大飲,112,Q3,269005.0,,,117804.0,918122.0,330794.0,318323.0,,4.75
1215,卜蜂,112,Q4,9753324.0,,,8048171.0,27369797.0,8103762.0,9043618.0,469093.0,33.09
1215,卜蜂,112,Q1,9079285.0,,,7781563.0,25338213.0,7818835.0,7958733.0,481360.0,30.8
1215,卜蜂,112,Q3,9226539.0,,,7829069.0,25815192.0,8599256.0,7518552.0,470845.0,31.3
1215,卜蜂,112,Q2,8468200.0,,,7358256.0,25039468.0,8271703.0,7841841.0,457724.0,28.73
1216,統一,112,Q4,124887732.0,,,222853635.0,665879318.0,229538964.0,241126026.0,70326596.0,21.98
1216,統一,112,Q2,118069019.0,,,213136900.0,645689138.0,242666795.0,219010039.0,65943285.0,20.78
1216,統一,112,Q1,130301139.0,,,202714615.0,547543360.0,181296695.0,167295403.0,68650123.0,22.93
1216,統一,112,Q3,126770929.0,,,225355484.0,664933983.0,245451587.0,222830594.0,69880873.0,22.31
1217,愛之味,112,Q4,6799310.0,,,2597921.0,14021710.0,2644278.0,3812941.0,765181.0,13.75
1217,愛之味,112,Q3,6777883.0,,,3104834.0,14429664.0,3277895.0,3610398.0,763488.0,13.71
1217,愛之味,112,Q1,6806931.0,,,2606232.0,14052221.0,3214631.0,3260651.0,770008.0,13.76
1217,愛之味,112,Q2,6864798.0,,,2843569.0,14235568.0,3072169.0,3535787.0,762814.0,13.88
1218,泰山,112,Q2,11874873.0,,,6303402.0,14648563.0,2535865.0,232559.0,5266.0,24.42
1218,泰山,112,Q3,11964252.0,,,5823191.0,14022428.0,1820532.0,232287.0,5357.0,24.6
1218,泰山,112,Q1,12597703.0,,,10212227.0,15013163.0,2179990.0,230227.0,5243.0,25.9
1218,泰山,112,Q4,12078659.0,,,5498353.0,13679164.0,1362023.0,233073.0,5409.0,24.84
1219,福壽,112,Q2,4359268.0,,,5486485.0,9875034.0,3763678.0,1687068.0,65020.0,13.55
1219,福壽,112,Q3,4456953.0,,,5495931.0,9837868.0,3319798.0,1989394.0,71723.0,13.45
1219,福壽,112,Q1,4447474.0,,,5115895.0,9486380.0,3202689.0,1785618.0,50599.0,13.83
1219,福壽,112,Q4,4534794.0,,,5764433.0,10185478.0,3736068.0,1848236.0,66380.0,13.69
1220,台榮,112,Q3,2252764.0,,,1749442.0,3079363.0,418556.0,196596.0,211447.0,12.77
1220,台榮,112,Q2,2212261.0,,,1726975.0,3061579.0,450521.0,194031.0,204766.0,12.54
1220,台榮,112,Q1,2212602.0,,,1636513.0,2989108.0,356742.0,198813.0,220951.0,12.54
1220,台榮,112,Q4,2318712.0,,,1866691.0,3196028.0,440658.0,221232.0,215426.0,13.14
1225,福懋油,112,Q4,3512131.0,,,4881487.0,8720522.0,3140725.0,1646844.0,420822.0,15.29
1225,福懋油,112,Q2,3247478.0,,,4756806.0,8629096.0,3357512.0,1638909.0,385197.0,14.85
1225,福懋油,112,Q3,3383209.0,,,4186252.0,8013639.0,2831154.0,1396276.0,403000.0,14.73
1225,福懋油,112,Q1,3539409.0,,,4574336.0,8513960.0,2895812.0,1701789.0,376950.0,16.18
1227,佳格,112,Q4,17378957.0,,,17191949.0,25725611.0,7629311.0,435153.0,282190.0,19.13
1227,佳格,112,Q3,17390410.0,,,18361391.0,27311340.0,9265823.0,386518.0,268589.0,19.14
1227,佳格,112,Q1,17873971.0,,,17081983.0,25654327.0,7021722.0,430924.0,327710.0,19.68
1227,佳格,112,Q2,16721304.0,,,19137599.0,27867940.0,10476903.0,381143.0,288590.0,18.41
1229,聯華,112,Q3,42955376.0,,,14204494.0,77821548.0,13096218.0,3935522.0,17834432.0,27.23
1229,聯華,112,Q1,37162246.0,,,13488180.0,71930256.0,14501644.0,3612904.0,16653462.0,25.21
1229,聯華,112,Q4,45605309.0,,,16612098.0,84583320.0,14823840.0,4391817.0,19762354.0,28.91
1229,聯華,112,Q2,39267365.0,,,15986824.0,74684419.0,15538875.0,3402466.0,16475713.0,26.64
1231,聯華食,112,Q1,5386637.0,,,4786465.0,10997275.0,2687644.0,2904636.0,18358.0,24.02
1231,聯華食,112,Q4,5760828.0,,,5399442.0,13008212.0,3648302.0,3581006.0,18076.0,23.36
