代號,名稱,年度,季別,營業活動之淨現金流入（流出）
1101,台泥,114,Q1,6829705.0
1102,亞泥,114,Q1,2773756.0
1103,嘉泥,114,Q1,94199.0
1104,環泥,114,Q1,183480.0
1108,幸福,114,Q1,248107.0
1109,信大,114,Q1,10773.0
1110,東泥,114,Q1,32025.0
1201,味全,114,Q1,-30711.0
1203,味王,114,Q1,516180.0
1210,大成,114,Q1,1737327.0
1213,大飲,114,Q1,-116742.0
1215,卜蜂,114,Q1,1231477.0
1216,統一,114,Q1,6504088.0
1217,愛之味,114,Q1,-152480.0
1218,泰山,114,Q1,-3329.0
1219,福壽,114,Q1,532280.0
1220,台榮,114,Q1,321602.0
1225,福懋油,114,Q1,319678.0
1227,佳格,114,Q1,598832.0
1229,聯華,114,Q1,615880.0
1231,聯華食,114,Q1,25389.0
1232,大統益,114,Q1,890713.0
1233,天仁,114,Q1,48850.0
1234,黑松,114,Q1,111668.0
1235,興泰,114,Q1,-59093.0
1236,宏亞,114,Q1,-58128.0
1240,茂生農經,114,Q2,91127.0
1256,鮮活果汁-KY,114,Q1,-42387.0
1259,安心,114,Q2,392189.0
1264,德麥,114,Q2,464597.0
1268,漢來美食,114,Q2,281209.0
1294,漢田生技,114,Q2,88350.0
1295,生合,114,Q2,53022.0
1301,台塑,114,Q1,-106577.0
1303,南亞,114,Q1,1364094.0
1304,台聚,114,Q1,-63911.0
1305,華夏,114,Q1,-83816.0
1307,三芳,114,Q1,76870.0
1308,亞聚,114,Q1,-206378.0
1309,台達化,114,Q1,220477.0
1310,台苯,114,Q1,28864.0
1312,國喬,114,Q1,272507.0
1313,聯成,114,Q1,-1240931.0
1314,中石化,114,Q1,-1930772.0
1315,達新,114,Q1,166076.0
1316,上曜,114,Q1,-536835.0
1319,東陽,114,Q1,1966686.0
1321,大洋,114,Q1,95400.0
1323,永裕,114,Q1,80973.0
1324,地球,114,Q1,22216.0
1325,恆大,114,Q1,-717.0
1326,台化,114,Q1,-2910582.0
1336,台翰,114,Q2,73658.0
1337,再生-KY,114,Q1,-96959.0
1338,廣華-KY,114,Q1,132508.0
1339,昭輝,114,Q1,222013.0
1340,勝悅-KY,114,Q1,-1744.0
1341,富林-KY,114,Q1,136947.0
