代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,110,Q1,114/10/28,3318974.0,22037652.0,16512812.0,0.57
1101,台泥,110,Q4,114/10/28,20256366.0,107041452.0,80391353.0,3.3
1101,台泥,110,Q2,114/10/28,10852066.0,50023364.0,35889688.0,1.82
1101,台泥,110,Q3,114/10/28,14836550.0,76904796.0,57595324.0,2.41
1102,亞泥,110,Q1,114/10/28,3200039.0,17877389.0,13517201.0,1.02
1102,亞泥,110,Q3,114/10/28,11070037.0,61810729.0,46772653.0,3.5
1102,亞泥,110,Q2,114/10/28,7715094.0,39961674.0,29391173.0,2.46
1102,亞泥,110,Q4,114/10/28,15068221.0,89654713.0,68473835.0,4.7
1103,嘉泥,110,Q1,114/10/28,-127102.0,544526.0,554747.0,-0.2
1103,嘉泥,110,Q3,114/10/28,597030.0,1655232.0,1652177.0,0.93
1103,嘉泥,110,Q2,114/10/28,-289593.0,1094914.0,1104949.0,-0.45
1103,嘉泥,110,Q4,114/10/28,657848.0,2220254.0,2189455.0,1.02
1104,環泥,110,Q3,114/10/28,726040.0,4358224.0,3579005.0,1.11
1104,環泥,110,Q1,114/10/28,229468.0,1440498.0,1189734.0,0.35
1104,環泥,110,Q2,114/10/28,531993.0,2905011.0,2382658.0,0.81
1104,環泥,110,Q4,114/10/28,1088078.0,6079107.0,4947290.0,1.66
1108,幸福,110,Q2,114/10/28,133982.0,2074215.0,1788957.0,0.33
1108,幸福,110,Q3,114/10/28,169008.0,2905016.0,2518972.0,0.42
1108,幸福,110,Q4,114/10/28,262205.0,3769022.0,3208996.0,0.65
1108,幸福,110,Q1,114/10/28,54426.0,1045953.0,906447.0,0.13
1109,信大,110,Q3,114/10/28,551020.0,5158109.0,3670831.0,1.61
1109,信大,110,Q1,114/10/28,284417.0,1812350.0,1210449.0,0.83
1109,信大,110,Q4,114/10/28,862861.0,7378229.0,5175302.0,2.52
1109,信大,110,Q2,114/10/28,445833.0,3697732.0,2481991.0,1.3
1110,東泥,110,Q4,114/10/28,139985.0,1846785.0,1712217.0,0.25
1110,東泥,110,Q1,114/10/28,15759.0,387342.0,362013.0,0.03
1110,東泥,110,Q2,114/10/28,43298.0,935119.0,855505.0,0.08
1110,東泥,110,Q3,114/10/28,120973.0,1343659.0,1260173.0,0.21
1201,味全,110,Q1,114/10/28,84450.0,4372012.0,3095304.0,0.17
1201,味全,110,Q3,114/10/28,386089.0,14855873.0,10477836.0,0.76
1201,味全,110,Q4,114/10/28,507002.0,19817862.0,14035011.0,1.0
1201,味全,110,Q2,114/10/28,183600.0,9314004.0,6582018.0,0.36
1203,味王,110,Q2,114/10/28,255723.0,2962541.0,1968708.0,1.08
1203,味王,110,Q1,114/10/28,130453.0,1490550.0,976547.0,0.55
1203,味王,110,Q4,114/10/28,447878.0,5824838.0,3928723.0,1.88
1203,味王,110,Q3,114/10/28,361253.0,4459757.0,3001924.0,1.52
1210,大成,110,Q1,114/10/28,788354.0,22637984.0,19506989.0,1.01
1210,大成,110,Q4,114/10/28,1869385.0,101437842.0,90701292.0,2.32
1210,大成,110,Q3,114/10/28,1483539.0,75779978.0,67703479.0,1.84
1210,大成,110,Q2,114/10/28,1187746.0,49754514.0,44153162.0,1.52
1213,大飲,110,Q1,114/10/28,-13664.0,102264.0,99259.0,-0.24
1213,大飲,110,Q3,114/10/28,-77384.0,333830.0,340515.0,-1.37
1213,大飲,110,Q4,114/10/28,-94436.0,428407.0,438426.0,-1.67
1213,大飲,110,Q2,114/10/28,-36927.0,205015.0,202189.0,-0.65
1215,卜蜂,110,Q4,114/10/28,1355652.0,24841345.0,21441119.0,5.06
1215,卜蜂,110,Q2,114/10/28,778183.0,11828215.0,10037466.0,2.91
1215,卜蜂,110,Q3,114/10/28,1065542.0,18061685.0,15465414.0,3.98
1215,卜蜂,110,Q1,114/10/28,387237.0,5718985.0,4814259.0,1.45
1216,統一,110,Q3,114/10/28,16500709.0,357718436.0,237956351.0,2.9
1216,統一,110,Q4,114/10/28,19879062.0,473501669.0,317395795.0,3.5
1216,統一,110,Q2,114/10/28,10785296.0,232797860.0,153902120.0,1.9
1216,統一,110,Q1,114/10/28,5404508.0,115462004.0,76322069.0,0.95
1217,愛之味,110,Q3,114/10/28,272902.0,3784597.0,2573117.0,0.55
1217,愛之味,110,Q2,114/10/28,181882.0,2274234.0,1529582.0,0.37
1217,愛之味,110,Q4,114/10/28,201182.0,4710880.0,3251492.0,0.41
1217,愛之味,110,Q1,114/10/28,68031.0,1095839.0,749923.0,0.14
1218,泰山,110,Q2,114/10/28,301063.0,4676907.0,3935742.0,0.62
1218,泰山,110,Q1,114/10/28,165063.0,2259043.0,1889721.0,0.34
1218,泰山,110,Q3,114/10/28,443068.0,7422702.0,6254519.0,0.91
1218,泰山,110,Q4,114/10/28,591827.0,9944978.0,8409291.0,1.22
1219,福壽,110,Q4,114/10/28,322817.0,14778782.0,13413278.0,1.0
1219,福壽,110,Q3,114/10/28,254627.0,10752418.0,9725274.0,0.79
1219,福壽,110,Q2,114/10/28,282510.0,7162575.0,6338669.0,0.88
1219,福壽,110,Q1,114/10/28,235355.0,3720354.0,3200224.0,0.73
1220,台榮,110,Q2,114/10/28,121458.0,1498149.0,1225108.0,0.69
1220,台榮,110,Q4,114/10/28,177906.0,3219386.0,2752257.0,1.0
1220,台榮,110,Q1,114/10/28,64652.0,708205.0,568791.0,0.37
1220,台榮,110,Q3,114/10/28,150346.0,2292935.0,1927797.0,0.85
1225,福懋油,110,Q1,114/10/28,199928.0,3095540.0,2709241.0,0.91
1225,福懋油,110,Q2,114/10/28,301736.0,6264704.0,5606187.0,1.38
1225,福懋油,110,Q3,114/10/28,330365.0,9447797.0,8605041.0,1.51
1225,福懋油,110,Q4,114/10/28,453112.0,13103954.0,11968692.0,2.07
1227,佳格,110,Q3,114/10/28,1971178.0,24345093.0,18159804.0,2.17
1227,佳格,110,Q1,114/10/28,564969.0,8269002.0,6163468.0,0.62
1227,佳格,110,Q2,114/10/28,1380559.0,15676507.0,11577941.0,1.52
1227,佳格,110,Q4,114/10/28,2456628.0,34307044.0,26075184.0,2.7
1229,聯華,110,Q3,114/10/28,3630022.0,8048580.0,5904395.0,2.59
1229,聯華,110,Q1,114/10/28,1249606.0,2225292.0,1732128.0,0.98
1229,聯華,110,Q2,114/10/28,2755009.0,5458243.0,3726058.0,2.16
1229,聯華,110,Q4,114/10/28,4089143.0,11322814.0,8801727.0,2.92
1231,聯華食,110,Q4,114/10/28,814001.0,9517892.0,7315626.0,4.03
1231,聯華食,110,Q1,114/10/28,187735.0,2373553.0,1815609.0,1.02
1231,聯華食,110,Q2,114/10/28,343668.0,4530760.0,3500518.0,1.87
1231,聯華食,110,Q3,114/10/28,545181.0,6954172.0,5341942.0,2.7
1232,大統益,110,Q2,114/10/28,756972.0,9760472.0,8408160.0,4.73
1232,大統益,110,Q4,114/10/28,1241710.0,20477990.0,18119818.0,7.76
1232,大統益,110,Q1,114/10/28,488560.0,4842731.0,4047615.0,3.05
1232,大統益,110,Q3,114/10/28,892249.0,14602285.0,12915563.0,5.58
1233,天仁,110,Q1,114/10/28,16364.0,478616.0,197038.0,0.18
1233,天仁,110,Q4,114/10/28,43128.0,1773001.0,782240.0,0.48
1233,天仁,110,Q2,114/10/28,1116.0,855132.0,371451.0,0.01
1233,天仁,110,Q3,114/10/28,21003.0,1282605.0,573358.0,0.23
1234,黑松,110,Q1,114/10/28,132998.0,2214899.0,1727481.0,0.33
1234,黑松,110,Q2,114/10/28,291776.0,4381849.0,3258166.0,0.73
1234,黑松,110,Q4,114/10/28,796809.0,9222874.0,6662016.0,1.98
1234,黑松,110,Q3,114/10/28,536689.0,6792222.0,4894116.0,1.34
1235,興泰,110,Q2,114/10/28,-33878.0,7629.0,10459.0,-0.34
1235,興泰,110,Q3,114/10/28,87021.0,36884.0,18457.0,0.86
1235,興泰,110,Q1,114/10/28,-12841.0,3821.0,6063.0,-0.13
1235,興泰,110,Q4,114/10/28,82080.0,41090.0,25684.0,0.81
1236,宏亞,110,Q1,114/10/28,61272.0,540610.0,368618.0,0.57
1236,宏亞,110,Q2,114/10/28,-12395.0,822735.0,607827.0,-0.11
1236,宏亞,110,Q4,114/10/28,-27357.0,1755115.0,1302824.0,-0.25
1236,宏亞,110,Q3,114/10/28,-25814.0,1226345.0,915750.0,-0.24
1240,茂生農經,110,Q2,114/10/28,66533.0,1380688.0,1266767.0,1.9
1240,茂生農經,110,Q3,114/10/28,95395.0,2147657.0,1983196.0,2.6
1240,茂生農經,110,Q1,114/10/28,33484.0,645567.0,586034.0,0.96
1240,茂生農經,110,Q4,114/10/28,131173.0,2999605.0,2745174.0,3.57
1256,鮮活果汁-KY,110,Q3,114/10/28,698648.0,3883939.0,2343833.0,20.64
1256,鮮活果汁-KY,110,Q4,114/10/28,708708.0,4581970.0,2921115.0,20.94
1256,鮮活果汁-KY,110,Q1,114/10/28,199104.0,993986.0,548467.0,5.88
1256,鮮活果汁-KY,110,Q2,114/10/28,435170.0,2311328.0,1344192.0,12.86
1259,安心,110,Q2,114/10/28,20996.0,2473862.0,1880840.0,0.65
1259,安心,110,Q4,114/10/28,99340.0,5034182.0,3796202.0,3.07
1259,安心,110,Q1,114/10/28,20891.0,1285183.0,973336.0,0.65
1259,安心,110,Q3,114/10/28,34949.0,3698454.0,2790999.0,1.08
1264,德麥,110,Q2,114/10/28,273733.0,2282041.0,1442755.0,8.13
1264,德麥,110,Q1,114/10/28,150958.0,1189952.0,747317.0,4.48
1264,德麥,110,Q4,114/10/28,599726.0,4948371.0,3155094.0,16.19
1264,德麥,110,Q3,114/10/28,419215.0,3513492.0,2242075.0,11.31
1268,漢來美食,110,Q2,114/10/28,18776.0,1539579.0,923517.0,0.5
1268,漢來美食,110,Q4,114/10/28,75343.0,2929855.0,1762184.0,2.01
1268,漢來美食,110,Q3,114/10/28,-68146.0,1953087.0,1241791.0,-1.83
1268,漢來美食,110,Q1,114/10/28,76238.0,1026979.0,564930.0,2.05
1294,漢田生技,110,Q4,114/10/28,32558.0,240294.0,139266.0,2.89
1294,漢田生技,110,Q2,114/10/28,20903.0,121366.0,65171.0,2.6
1301,台塑,110,Q4,114/10/28,71355311.0,273598301.0,197437397.0,11.21
1301,台塑,110,Q2,114/10/28,35190643.0,132254846.0,93573808.0,5.53
1301,台塑,110,Q3,114/10/28,54505761.0,199191244.0,143608961.0,8.56
1301,台塑,110,Q1,114/10/28,14959942.0,60601937.0,44043031.0,2.35
1303,南亞,110,Q2,114/10/28,40694095.0,193698672.0,143860874.0,5.13
1303,南亞,110,Q1,114/10/28,17654715.0,89710690.0,68326744.0,2.23
1303,南亞,110,Q3,114/10/28,63832427.0,303626893.0,224985286.0,8.05
1303,南亞,110,Q4,114/10/28,81295023.0,411670391.0,307825271.0,10.25
1304,台聚,110,Q4,114/10/28,5191394.0,71755542.0,54001841.0,4.84
1304,台聚,110,Q1,114/10/28,1248662.0,16194178.0,11737736.0,1.16
1304,台聚,110,Q3,114/10/28,3600486.0,52404697.0,39882593.0,3.36
1304,台聚,110,Q2,114/10/28,2554471.0,33940936.0,25193506.0,2.38
1305,華夏,110,Q4,114/10/28,2468676.0,20221524.0,15181144.0,4.25
1305,華夏,110,Q1,114/10/28,826725.0,4978665.0,3381674.0,1.49
1305,華夏,110,Q3,114/10/28,1868124.0,15099697.0,11263610.0,3.22
1305,華夏,110,Q2,114/10/28,1373385.0,9554573.0,6771516.0,2.36
1307,三芳,110,Q1,114/10/28,204476.0,2589090.0,1961182.0,0.51
1307,三芳,110,Q3,114/10/28,95734.0,6268565.0,5091055.0,0.24
1307,三芳,110,Q2,114/10/28,259280.0,4583193.0,3524228.0,0.65
1307,三芳,110,Q4,114/10/28,115933.0,8384007.0,6909767.0,0.29
1308,亞聚,110,Q1,114/10/28,555116.0,1852605.0,1209746.0,0.95
1308,亞聚,110,Q2,114/10/28,1477968.0,4188280.0,2707737.0,2.54
1308,亞聚,110,Q4,114/10/28,3101127.0,9565813.0,5968145.0,5.22
1308,亞聚,110,Q3,114/10/28,2158827.0,6651233.0,4325165.0,3.64
1309,台達化,110,Q1,114/10/28,488665.0,4536148.0,3703468.0,1.42
1309,台達化,110,Q3,114/10/28,1399688.0,15461449.0,12930049.0,3.7
1309,台達化,110,Q2,114/10/28,1030797.0,10104088.0,8329979.0,2.99
1309,台達化,110,Q4,114/10/28,1849932.0,20771165.0,17385209.0,4.89
1310,台苯,110,Q1,114/10/28,239414.0,2137879.0,1850450.0,0.45
1310,台苯,110,Q2,114/10/28,489040.0,5568090.0,5077212.0,0.93
1310,台苯,110,Q4,114/10/28,104604.0,11714016.0,11581104.0,0.2
1310,台苯,110,Q3,114/10/28,341165.0,8856418.0,8496137.0,0.65
1312,國喬,110,Q2,114/10/28,3589059.0,11167096.0,8382030.0,3.95
1312,國喬,110,Q4,114/10/28,5881161.0,22547353.0,17904677.0,6.47
1312,國喬,110,Q1,114/10/28,1936190.0,5234020.0,3791503.0,2.13
1312,國喬,110,Q3,114/10/28,5044741.0,16817034.0,12970477.0,5.56
1313,聯成,110,Q4,114/10/28,2147462.0,81942428.0,76803852.0,1.66
1313,聯成,110,Q1,114/10/28,1280758.0,17109846.0,14770388.0,0.99
1313,聯成,110,Q3,114/10/28,3022451.0,60094158.0,54565126.0,2.34
1313,聯成,110,Q2,114/10/28,2424509.0,37815818.0,33748271.0,1.88
1314,中石化,110,Q3,114/10/28,3382005.0,26071642.0,21967813.0,1.03
1314,中石化,110,Q2,114/10/28,2197412.0,16678382.0,13686696.0,0.67
1314,中石化,110,Q1,114/10/28,657521.0,7436525.0,6324757.0,0.2
1314,中石化,110,Q4,114/10/28,3603208.0,35163380.0,30066937.0,1.09
1315,達新,110,Q4,114/10/28,5361.0,2378900.0,2012513.0,0.04
1315,達新,110,Q1,114/10/28,31511.0,539193.0,440003.0,0.24
1315,達新,110,Q2,114/10/28,-236625.0,1081362.0,907257.0,-1.77
1315,達新,110,Q3,114/10/28,-2898.0,1763378.0,1491063.0,-0.02
1316,上曜,110,Q2,114/10/28,-44986.0,460113.0,351925.0,-0.27
1316,上曜,110,Q3,114/10/28,-57252.0,791786.0,615874.0,-0.35
1316,上曜,110,Q1,114/10/28,-33033.0,217609.0,167306.0,-0.2
1316,上曜,110,Q4,114/10/28,-85630.0,1035758.0,835924.0,-0.5
1319,東陽,110,Q3,114/10/28,503119.0,13444223.0,10836675.0,0.85
1319,東陽,110,Q2,114/10/28,391659.0,8976677.0,7213406.0,0.66
1319,東陽,110,Q1,114/10/28,250525.0,4518336.0,3589607.0,0.42
1319,東陽,110,Q4,114/10/28,687538.0,18380295.0,14893150.0,1.16
1321,大洋,110,Q3,114/10/28,334837.0,4826637.0,4519045.0,1.52
1321,大洋,110,Q4,114/10/28,319368.0,6490333.0,6005716.0,1.45
1321,大洋,110,Q1,114/10/28,249959.0,1534728.0,1387023.0,1.13
1321,大洋,110,Q2,114/10/28,192328.0,3185808.0,2961172.0,0.87
1323,永裕,110,Q4,114/10/28,276295.0,3797590.0,2883420.0,3.04
1323,永裕,110,Q3,114/10/28,205755.0,2762566.0,2083596.0,2.26
1323,永裕,110,Q1,114/10/28,55929.0,829904.0,628853.0,0.62
1323,永裕,110,Q2,114/10/28,138953.0,1770174.0,1332938.0,1.53
1324,地球,110,Q4,114/10/28,635.0,1076840.0,911734.0,0.01
1324,地球,110,Q3,114/10/28,-6626.0,795503.0,675868.0,-0.09
1324,地球,110,Q2,114/10/28,-3118.0,518682.0,436079.0,-0.04
1324,地球,110,Q1,114/10/28,-3064.0,251889.0,212498.0,-0.04
1325,恆大,110,Q2,114/10/28,296100.0,872769.0,459295.0,3.47
1325,恆大,110,Q3,114/10/28,271113.0,1041889.0,609062.0,3.18
1325,恆大,110,Q4,114/10/28,278378.0,1191043.0,751250.0,3.26
1325,恆大,110,Q1,114/10/28,156860.0,470661.0,246618.0,1.84
1326,台化,110,Q2,114/10/28,25277299.0,180029908.0,145548258.0,4.32
1326,台化,110,Q1,114/10/28,12872934.0,84154251.0,67276362.0,2.2
1326,台化,110,Q3,114/10/28,34794804.0,271155846.0,226206266.0,5.95
1326,台化,110,Q4,114/10/28,38359347.0,365812098.0,312373726.0,6.56
1336,台翰,110,Q2,114/10/28,16129.0,940270.0,793246.0,0.21
1336,台翰,110,Q4,114/10/28,77058.0,2085430.0,1740378.0,1.0
1336,台翰,110,Q1,114/10/28,4975.0,379772.0,320083.0,0.06
1336,台翰,110,Q3,114/10/28,38352.0,1497365.0,1250578.0,0.5
1337,再生-KY,110,Q4,114/10/28,-460921.0,1107098.0,1301822.0,-1.71
