代號,名稱,年度,季別,出表日期,淨利,本期淨利（淨損）,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1108,幸福,106,Q3,114/12/08,20650.0,20650.0,21999.0,2592867.0,2387661.0,0.05
1108,幸福,106,Q4,114/12/08,-103078.0,-103078.0,-101111.0,3434454.0,3305953.0,-0.25
1109,信大,106,Q2,114/12/08,226531.0,226531.0,159723.0,2317812.0,1877413.0,0.42
1109,信大,106,Q3,114/12/08,379863.0,379863.0,269987.0,3743408.0,3020421.0,0.72
1109,信大,106,Q1,114/12/08,44450.0,44450.0,33282.0,970001.0,830308.0,0.09
1109,信大,106,Q4,114/12/08,710004.0,710004.0,491910.0,5375877.0,4119863.0,1.32
1110,東泥,106,Q2,114/12/08,-10032.0,-10032.0,-8053.0,684516.0,712386.0,-0.01
1110,東泥,106,Q4,114/12/08,58307.0,58307.0,61404.0,1716725.0,1759930.0,0.11
1110,東泥,106,Q3,114/12/08,5323.0,5323.0,7316.0,1141614.0,1182437.0,0.01
1110,東泥,106,Q1,114/12/08,23327.0,23327.0,25243.0,352667.0,362792.0,0.04
1201,味全,106,Q4,114/12/08,893425.0,893425.0,664257.0,17749330.0,12195918.0,1.31
1201,味全,106,Q2,114/12/08,159425.0,159425.0,49284.0,7910364.0,5674742.0,0.1
1201,味全,106,Q1,114/12/08,186714.0,186714.0,46722.0,3597795.0,2657454.0,0.09
1201,味全,106,Q3,114/12/08,178037.0,178037.0,86158.0,13169205.0,9190525.0,0.17
1203,味王,106,Q4,114/12/08,746401.0,746401.0,442580.0,6195171.0,4174915.0,1.86
1203,味王,106,Q1,114/12/08,164142.0,164142.0,88799.0,1544107.0,1065648.0,0.37
1203,味王,106,Q2,114/12/08,339392.0,339392.0,201935.0,3076033.0,2119720.0,0.85
1203,味王,106,Q3,114/12/08,577602.0,577602.0,354369.0,4633517.0,3133874.0,1.49
1210,大成,106,Q4,114/12/08,2652612.0,2652612.0,2238817.0,75931014.0,65698281.0,3.28
1210,大成,106,Q1,114/12/08,630550.0,630550.0,503257.0,18781077.0,16260548.0,0.74
1210,大成,106,Q3,114/12/08,1762218.0,1762218.0,1533851.0,55967032.0,48410880.0,2.24
1210,大成,106,Q2,114/12/08,1003128.0,1003128.0,884186.0,36741067.0,31901247.0,1.29
1213,大飲,106,Q3,114/12/08,11707.0,11707.0,11707.0,535966.0,473579.0,0.21
1213,大飲,106,Q4,114/12/08,1985.0,1985.0,1985.0,649522.0,581030.0,0.04
1213,大飲,106,Q1,114/12/08,5297.0,5297.0,5297.0,163184.0,141812.0,0.09
1213,大飲,106,Q2,114/12/08,-313.0,-313.0,-313.0,295034.0,263119.0,-0.01
1215,卜蜂,106,Q3,114/12/08,1077780.0,1077780.0,1044418.0,14759528.0,12324729.0,3.9
1215,卜蜂,106,Q1,114/12/08,420923.0,420923.0,410836.0,4782335.0,3922990.0,1.53
1215,卜蜂,106,Q4,114/12/08,1477381.0,1477381.0,1433070.0,19865000.0,16537014.0,5.35
1215,卜蜂,106,Q2,114/12/08,747061.0,747061.0,725485.0,9578531.0,7934351.0,2.71
1216,統一,106,Q3,114/12/08,22447883.0,22447883.0,14887295.0,305037138.0,202261753.0,2.62
1216,統一,106,Q4,114/12/08,59965087.0,59965087.0,39844853.0,399860953.0,267120282.0,7.01
1216,統一,106,Q1,114/12/08,6796384.0,6796384.0,4468589.0,96114609.0,64046036.0,0.79
1216,統一,106,Q2,114/12/08,13940044.0,13940044.0,9174711.0,196218287.0,130870018.0,1.61
1217,愛之味,106,Q4,114/12/08,145153.0,145153.0,133106.0,4146490.0,2841819.0,0.27
1217,愛之味,106,Q1,114/12/08,-22853.0,-22853.0,-25672.0,933729.0,655161.0,-0.05
1217,愛之味,106,Q3,114/12/08,11140.0,11140.0,1444.0,3371910.0,2297909.0,0.0
1217,愛之味,106,Q2,114/12/08,-54829.0,-54829.0,-60462.0,1864097.0,1281895.0,-0.12
1218,泰山,106,Q2,114/12/08,-3211.0,-3211.0,-3381.0,3627794.0,3033081.0,-0.01
1218,泰山,106,Q3,114/12/08,300705.0,300705.0,300457.0,5852520.0,4798891.0,0.88
1218,泰山,106,Q4,114/12/08,317272.0,317272.0,316971.0,7681801.0,6350437.0,0.93
1218,泰山,106,Q1,114/12/08,1320.0,1320.0,1278.0,1790165.0,1514838.0,0.0
1219,福壽,106,Q1,114/12/08,2862.0,2862.0,36491.0,2835806.0,2604284.0,0.11
1219,福壽,106,Q3,114/12/08,-18362.0,-18362.0,60217.0,8016358.0,7380620.0,0.19
1219,福壽,106,Q2,114/12/08,-31482.0,-31482.0,30932.0,5344334.0,4953608.0,0.1
1219,福壽,106,Q4,114/12/08,54983.0,54983.0,140727.0,10822788.0,9926328.0,0.44
1220,台榮,106,Q1,114/12/08,5883.0,5883.0,9111.0,496342.0,431560.0,0.05
1220,台榮,106,Q3,114/12/08,71029.0,71029.0,66703.0,1699435.0,1489448.0,0.38
1220,台榮,106,Q2,114/12/08,34653.0,34653.0,32192.0,1065176.0,937118.0,0.18
1220,台榮,106,Q4,114/12/08,84163.0,84163.0,77340.0,2366605.0,2091721.0,0.44
1225,福懋油,106,Q2,114/12/08,189275.0,189275.0,153707.0,5271568.0,4756393.0,0.7
1225,福懋油,106,Q4,114/12/08,320546.0,320546.0,246873.0,10757313.0,9721443.0,1.13
1225,福懋油,106,Q3,114/12/08,300211.0,300211.0,242599.0,7970121.0,7180042.0,1.11
1225,福懋油,106,Q1,114/12/08,99879.0,99879.0,81120.0,2631202.0,2375745.0,0.37
1227,佳格,106,Q1,114/12/08,593589.0,593589.0,590136.0,6491920.0,4620527.0,0.68
1227,佳格,106,Q3,114/12/08,1526687.0,1526687.0,1506252.0,19370722.0,13886708.0,1.66
1227,佳格,106,Q2,114/12/08,810506.0,810506.0,802906.0,11996005.0,8669861.0,0.92
1227,佳格,106,Q4,114/12/08,2209909.0,2209909.0,2173044.0,26477924.0,19077969.0,2.39
1229,聯華,106,Q3,114/12/08,2277862.0,2277862.0,2292882.0,3582738.0,2805467.0,2.4
1229,聯華,106,Q2,114/12/08,1061897.0,1061897.0,1076802.0,2356886.0,1832624.0,1.18
1229,聯華,106,Q1,114/12/08,456238.0,456238.0,457782.0,1152034.0,890434.0,0.5
1229,聯華,106,Q4,114/12/08,2959218.0,2959218.0,2974027.0,4845301.0,3820209.0,3.11
1231,聯華食,106,Q3,114/12/08,274909.0,274909.0,274960.0,5312642.0,4224002.0,1.72
1231,聯華食,106,Q2,114/12/08,141846.0,141846.0,141996.0,3392046.0,2713221.0,0.93
1231,聯華食,106,Q1,114/12/08,71134.0,71134.0,71353.0,1762896.0,1402573.0,0.47
1231,聯華食,106,Q4,114/12/08,407091.0,407091.0,406095.0,7031023.0,5585534.0,2.54
1232,大統益,106,Q2,114/12/08,377755.0,377755.0,371863.0,8449065.0,7651542.0,2.32
1232,大統益,106,Q3,114/12/08,616767.0,616767.0,605860.0,12700093.0,11450286.0,3.79
1232,大統益,106,Q1,114/12/08,173106.0,173106.0,169947.0,4388701.0,3990896.0,1.06
1232,大統益,106,Q4,114/12/08,831835.0,831835.0,817239.0,16884341.0,15199125.0,5.11
1233,天仁,106,Q4,114/12/08,175372.0,175372.0,175424.0,2130351.0,917971.0,1.94
1233,天仁,106,Q3,114/12/08,134540.0,134540.0,134354.0,1594662.0,682533.0,1.48
1233,天仁,106,Q1,114/12/08,45328.0,45328.0,45243.0,546587.0,230496.0,0.5
1233,天仁,106,Q2,114/12/08,85390.0,85390.0,85409.0,1058278.0,452287.0,0.94
1234,黑松,106,Q1,114/12/08,88648.0,88648.0,88648.0,2209640.0,1762340.0,0.22
1234,黑松,106,Q2,114/12/08,159497.0,159497.0,159497.0,4379515.0,3372736.0,0.4
1234,黑松,106,Q3,114/12/08,453044.0,453044.0,453044.0,7046095.0,5203840.0,1.13
1234,黑松,106,Q4,114/12/08,543356.0,543356.0,543356.0,9090115.0,6755080.0,1.35
1235,興泰,106,Q4,114/12/08,306864.0,306864.0,306864.0,76878.0,72080.0,5.23
1235,興泰,106,Q1,114/12/08,38534.0,38534.0,38534.0,10610.0,16770.0,0.66
1235,興泰,106,Q2,114/12/08,103160.0,103160.0,103160.0,24866.0,31661.0,1.76
1235,興泰,106,Q3,114/12/08,302003.0,302003.0,302003.0,63717.0,46248.0,5.15
1236,宏亞,106,Q1,114/12/08,-7191.0,-7191.0,-7191.0,447766.0,350432.0,-0.07
1236,宏亞,106,Q3,114/12/08,-26149.0,-26149.0,-26149.0,1290395.0,987293.0,-0.24
1236,宏亞,106,Q2,114/12/08,-40431.0,-40431.0,-40431.0,789840.0,628126.0,-0.37
1236,宏亞,106,Q4,114/12/08,5067.0,5067.0,5067.0,1878973.0,1376229.0,0.05
1240,茂生農經,106,Q2,114/12/08,74114.0,74114.0,,706123.0,605837.0,2.47
1240,茂生農經,106,Q4,114/12/08,139083.0,139083.0,,1413735.0,1219401.0,4.63
1256,鮮活果汁-KY,106,Q3,114/12/08,259443.0,259443.0,258582.0,2405250.0,1670586.0,9.26
1256,鮮活果汁-KY,106,Q2,114/12/08,139161.0,139161.0,138739.0,1422166.0,993675.0,5.11
1256,鮮活果汁-KY,106,Q4,114/12/08,287162.0,287162.0,286745.0,2917183.0,2044393.0,10.01
1256,鮮活果汁-KY,106,Q1,114/12/08,43057.0,43057.0,43072.0,621417.0,439726.0,1.59
1259,安心,106,Q3,114/12/08,131004.0,131004.0,145179.0,3697658.0,2724227.0,4.5
1259,安心,106,Q4,114/12/08,148712.0,148712.0,168633.0,4919312.0,3642523.0,5.23
1259,安心,106,Q2,114/12/08,78532.0,78532.0,88265.0,2396632.0,1771011.0,2.73
1259,安心,106,Q1,114/12/08,34294.0,34294.0,38770.0,1156999.0,858224.0,1.2
1264,德麥,106,Q2,114/12/08,248865.0,248865.0,222332.0,1746237.0,1082680.0,6.6
1264,德麥,106,Q1,114/12/08,128386.0,128386.0,111617.0,873582.0,539531.0,3.64
1264,德麥,106,Q3,114/12/08,379147.0,379147.0,337778.0,2689043.0,1679931.0,10.02
1264,德麥,106,Q4,114/12/08,514264.0,514264.0,451695.0,3675034.0,2289459.0,13.41
1268,漢來美食,106,Q3,114/12/08,174890.0,174890.0,174890.0,2474702.0,1432687.0,5.03
1268,漢來美食,106,Q4,114/12/08,265594.0,265594.0,265594.0,3343960.0,1918465.0,7.47
1268,漢來美食,106,Q2,114/12/08,138817.0,138817.0,138817.0,1705698.0,975630.0,4.01
1268,漢來美食,106,Q1,114/12/08,80699.0,80699.0,80699.0,909731.0,514281.0,2.4
1301,台塑,106,Q2,114/12/08,19601467.0,19601467.0,19601467.0,100161515.0,83774987.0,3.08
1301,台塑,106,Q1,114/12/08,9889887.0,9889887.0,9889887.0,47795996.0,39739347.0,1.55
1301,台塑,106,Q4,114/12/08,49382853.0,49382853.0,49382853.0,206709755.0,173240579.0,7.76
1301,台塑,106,Q3,114/12/08,36528338.0,36528338.0,36528338.0,153641840.0,128629733.0,5.74
1303,南亞,106,Q1,114/12/08,10569777.0,10569777.0,10867218.0,72676153.0,59643943.0,1.37
1303,南亞,106,Q3,114/12/08,36127396.0,36127396.0,36559595.0,224643255.0,187665742.0,4.61
1303,南亞,106,Q4,114/12/08,53974776.0,53974776.0,54521016.0,306139952.0,256205610.0,6.87
1303,南亞,106,Q2,114/12/08,19572233.0,19572233.0,19898009.0,146781725.0,122502640.0,2.51
1304,台聚,106,Q1,114/12/08,718756.0,718756.0,295966.0,13902569.0,11902040.0,0.29
1304,台聚,106,Q2,114/12/08,1221788.0,1221788.0,520964.0,27864778.0,24307504.0,0.5
1304,台聚,106,Q3,114/12/08,2036974.0,2036974.0,880092.0,42866476.0,37559179.0,0.84
1304,台聚,106,Q4,114/12/08,2709853.0,2709853.0,1111290.0,58133943.0,51007011.0,1.06
1305,華夏,106,Q1,114/12/08,420083.0,420083.0,378109.0,3691270.0,2838390.0,0.79
1305,華夏,106,Q3,114/12/08,951612.0,951612.0,905087.0,10928129.0,8902133.0,1.84
1305,華夏,106,Q4,114/12/08,1339274.0,1339274.0,1269808.0,14701741.0,11924810.0,2.58
1305,華夏,106,Q2,114/12/08,677967.0,677967.0,630153.0,7314601.0,5859545.0,1.28
1307,三芳,106,Q1,114/12/08,334166.0,334166.0,334166.0,2701624.0,1782541.0,0.84
1307,三芳,106,Q3,114/12/08,792275.0,792275.0,792275.0,7653066.0,5279467.0,1.99
1307,三芳,106,Q4,114/12/08,901060.0,901060.0,901060.0,9855355.0,6951630.0,2.27
1307,三芳,106,Q2,114/12/08,586142.0,586142.0,586142.0,5057423.0,3410553.0,1.47
1308,亞聚,106,Q2,114/12/08,324754.0,324754.0,324754.0,3097143.0,2698858.0,0.63
1308,亞聚,106,Q3,114/12/08,474784.0,474784.0,474784.0,4808117.0,4264664.0,0.92
1308,亞聚,106,Q1,114/12/08,149403.0,149403.0,149403.0,1531129.0,1300338.0,0.3
1308,亞聚,106,Q4,114/12/08,565354.0,565354.0,565354.0,6404467.0,5707391.0,1.09
1309,台達化,106,Q2,114/12/08,26322.0,26322.0,26322.0,9137300.0,8704392.0,0.08
1309,台達化,106,Q3,114/12/08,258573.0,258573.0,258573.0,14346916.0,13397856.0,0.79
1309,台達化,106,Q1,114/12/08,91131.0,91131.0,91131.0,4518603.0,4184233.0,0.28
1309,台達化,106,Q4,114/12/08,502079.0,502079.0,502079.0,19821042.0,18387338.0,1.53
1310,台苯,106,Q4,114/12/08,984593.0,984593.0,1055749.0,14750826.0,13061610.0,2.0
1310,台苯,106,Q1,114/12/08,428217.0,428217.0,436986.0,3518791.0,2926222.0,0.83
1310,台苯,106,Q2,114/12/08,518438.0,518438.0,538098.0,7100331.0,6303028.0,1.02
1310,台苯,106,Q3,114/12/08,882173.0,882173.0,912529.0,10945700.0,9610879.0,1.73
1312,國喬,106,Q1,114/12/08,794048.0,794048.0,779494.0,5392770.0,4435007.0,0.86
1312,國喬,106,Q3,114/12/08,2318540.0,2318540.0,2205090.0,17079012.0,14385586.0,2.44
1312,國喬,106,Q4,114/12/08,3447650.0,3447650.0,3288642.0,23350965.0,19556980.0,3.64
1312,國喬,106,Q2,114/12/08,1026133.0,1026133.0,981950.0,10965324.0,9433003.0,1.08
1313,聯成,106,Q1,114/12/08,306200.0,306200.0,306200.0,10609577.0,9743013.0,0.27
1313,聯成,106,Q3,114/12/08,1823523.0,1823523.0,1823523.0,36163348.0,33401529.0,1.57
1313,聯成,106,Q4,114/12/08,2342413.0,2342413.0,2342413.0,50600125.0,46739774.0,2.02
1313,聯成,106,Q2,114/12/08,545509.0,545509.0,545509.0,23081477.0,21598060.0,0.48
1314,中石化,106,Q3,114/12/08,4936779.0,4936779.0,4939570.0,24388945.0,20643536.0,2.11
1314,中石化,106,Q4,114/12/08,6087322.0,6087322.0,6091656.0,33335970.0,27964951.0,2.55
1314,中石化,106,Q2,114/12/08,4314310.0,4314310.0,4316215.0,16500501.0,13862082.0,1.85
1314,中石化,106,Q1,114/12/08,1323885.0,1323885.0,1324919.0,9016749.0,7031432.0,0.57
1315,達新,106,Q3,114/12/08,193074.0,193074.0,194855.0,2077445.0,1696981.0,1.02
1315,達新,106,Q2,114/12/08,4769.0,4769.0,5472.0,1368024.0,1116012.0,0.03
1315,達新,106,Q4,114/12/08,168251.0,168251.0,171736.0,2654707.0,2211050.0,0.9
1315,達新,106,Q1,114/12/08,-1107.0,-1107.0,-436.0,695279.0,555452.0,0.0
1316,上曜,106,Q3,114/12/08,-36321.0,-36321.0,-30604.0,615866.0,481064.0,-0.29
1316,上曜,106,Q2,114/12/08,-71178.0,-71178.0,-69451.0,325661.0,278988.0,-0.65
1316,上曜,106,Q1,114/12/08,-36011.0,-36011.0,-35071.0,158473.0,135130.0,-0.33
1316,上曜,106,Q4,114/12/08,326064.0,326064.0,336704.0,2159740.0,1525764.0,3.17
1319,東陽,106,Q3,114/12/08,1728675.0,1728675.0,1684885.0,17987226.0,13593816.0,2.85
1319,東陽,106,Q2,114/12/08,1137580.0,1137580.0,1092536.0,11962025.0,8944667.0,1.85
1319,東陽,106,Q4,114/12/08,2395481.0,2395481.0,2341351.0,24452883.0,18527509.0,3.96
1319,東陽,106,Q1,114/12/08,527116.0,527116.0,509856.0,5998647.0,4457833.0,0.86
1321,大洋,106,Q3,114/12/08,-19623.0,-19623.0,-19623.0,3294816.0,3112542.0,-0.09
1321,大洋,106,Q1,114/12/08,-69552.0,-69552.0,-69552.0,1059117.0,1030873.0,-0.32
1321,大洋,106,Q4,114/12/08,-81431.0,-81431.0,-81431.0,4467046.0,4215125.0,-0.37
1321,大洋,106,Q2,114/12/08,-108241.0,-108241.0,-108241.0,2136407.0,2064575.0,-0.49
1323,永裕,106,Q3,114/12/08,225992.0,225992.0,181423.0,2359139.0,1799170.0,2.0
1323,永裕,106,Q1,114/12/08,56804.0,56804.0,46224.0,708732.0,540526.0,0.51
1323,永裕,106,Q4,114/12/08,313835.0,313835.0,251158.0,3241637.0,2475325.0,2.76
1323,永裕,106,Q2,114/12/08,129788.0,129788.0,104732.0,1517630.0,1163989.0,1.15
1324,地球,106,Q1,114/12/08,76748.0,76748.0,76748.0,286287.0,241311.0,1.02
1324,地球,106,Q4,114/12/08,60286.0,60286.0,60286.0,1227153.0,1040344.0,0.8
1324,地球,106,Q3,114/12/08,59392.0,59392.0,59392.0,886308.0,752148.0,0.79
1324,地球,106,Q2,114/12/08,61915.0,61915.0,61915.0,578225.0,488247.0,0.82
1325,恆大,106,Q1,114/12/08,1249.0,1249.0,1374.0,227751.0,191368.0,0.02
1325,恆大,106,Q3,114/12/08,24780.0,24780.0,28509.0,648356.0,562117.0,0.33
1325,恆大,106,Q2,114/12/08,11979.0,11979.0,13601.0,439275.0,378456.0,0.16
1325,恆大,106,Q4,114/12/08,39677.0,39677.0,43512.0,865210.0,747063.0,0.51
1326,台化,106,Q1,114/12/08,12721793.0,12721793.0,11710970.0,89259531.0,74132446.0,2.0
1326,台化,106,Q3,114/12/08,42615290.0,42615290.0,38244499.0,259629849.0,222060772.0,6.55
1326,台化,106,Q2,114/12/08,23412682.0,23412682.0,20151504.0,171427954.0,148109169.0,3.45
1326,台化,106,Q4,114/12/08,60035946.0,60035946.0,54410802.0,358421471.0,305225269.0,9.33
1336,台翰,106,Q4,114/12/08,101081.0,101081.0,101081.0,2284494.0,1897645.0,1.44
1336,台翰,106,Q3,114/12/08,73671.0,73671.0,73671.0,1640266.0,1358641.0,1.13
1336,台翰,106,Q2,114/12/08,42038.0,42038.0,42038.0,991521.0,826103.0,0.67
1336,台翰,106,Q1,114/12/08,8491.0,8491.0,8491.0,482873.0,397716.0,0.14
1337,再生-KY,106,Q2,114/12/08,128653.0,128653.0,128653.0,2264759.0,1887921.0,0.48
1337,再生-KY,106,Q1,114/12/08,65613.0,65613.0,65613.0,969132.0,806795.0,0.25
1337,再生-KY,106,Q3,114/12/08,186992.0,186992.0,186992.0,3471355.0,2895236.0,0.7
1337,再生-KY,106,Q4,114/12/08,182353.0,182353.0,182353.0,4588271.0,3896906.0,0.68
1338,廣華-KY,106,Q4,114/12/08,741761.0,741761.0,775533.0,7967359.0,5863032.0,9.25
1338,廣華-KY,106,Q1,114/12/08,181318.0,181318.0,184824.0,1806653.0,1306416.0,2.2
1338,廣華-KY,106,Q2,114/12/08,350060.0,350060.0,359457.0,3668617.0,2676625.0,4.29
1338,廣華-KY,106,Q3,114/12/08,533359.0,533359.0,553690.0,5718666.0,4195135.0,6.6
1339,昭輝,106,Q4,114/12/08,263920.0,263920.0,275739.0,2837280.0,1958725.0,3.72
1339,昭輝,106,Q1,114/12/08,-16598.0,-16598.0,-16052.0,682470.0,457770.0,-0.22
1339,昭輝,106,Q2,114/12/08,96633.0,96633.0,96397.0,1363096.0,929131.0,1.3
1339,昭輝,106,Q3,114/12/08,198752.0,198752.0,199846.0,2033644.0,1389311.0,2.7
1340,勝悅-KY,106,Q2,114/12/08,338127.0,338127.0,338127.0,1507944.0,1025975.0,2.94
1340,勝悅-KY,106,Q1,114/12/08,93599.0,93599.0,93599.0,519496.0,378453.0,0.81
1340,勝悅-KY,106,Q3,114/12/08,617632.0,617632.0,617632.0,2533366.0,1674162.0,4.89
1340,勝悅-KY,106,Q4,114/12/08,835167.0,835167.0,835167.0,3406504.0,2235052.0,6.61
1341,富林-KY,106,Q4,114/12/08,255368.0,255368.0,255368.0,2762409.0,2164393.0,6.88
1402,遠東新,106,Q3,114/12/08,11319618.0,11319618.0,6433817.0,159663795.0,121497033.0,1.29
1402,遠東新,106,Q4,114/12/08,14201337.0,14201337.0,8066136.0,217846948.0,168148743.0,1.61
1402,遠東新,106,Q2,114/12/08,5960930.0,5960930.0,2833349.0,103289998.0,79436371.0,0.57
1402,遠東新,106,Q1,114/12/08,2871891.0,2871891.0,1285795.0,50383416.0,38079682.0,0.26
1409,新纖,106,Q4,114/12/08,1129706.0,1129706.0,964726.0,,,0.6
1409,新纖,106,Q1,114/12/08,58567.0,58567.0,55943.0,,,0.03
1409,新纖,106,Q3,114/12/08,845344.0,845344.0,734191.0,,,0.45
1409,新纖,106,Q2,114/12/08,364629.0,364629.0,323901.0,,,0.2
1410,南染,106,Q4,114/12/08,102005.0,102005.0,92434.0,533252.0,331894.0,1.28
1410,南染,106,Q1,114/12/08,18549.0,18549.0,15837.0,132777.0,85070.0,0.22
1410,南染,106,Q3,114/12/08,75935.0,75935.0,68436.0,406152.0,254054.0,0.95
1410,南染,106,Q2,114/12/08,50494.0,50494.0,45348.0,273271.0,169725.0,0.63
1413,宏洲,106,Q1,114/12/08,-7262.0,-7262.0,,751681.0,739008.0,-0.05
1413,宏洲,106,Q3,114/12/08,62045.0,62045.0,,2338737.0,2220333.0,0.47
1413,宏洲,106,Q2,114/12/08,22152.0,22152.0,,1578484.0,1517385.0,0.17
1413,宏洲,106,Q4,114/12/08,116562.0,116562.0,,3144143.0,2953791.0,0.88
1414,東和,106,Q3,114/12/08,106794.0,106794.0,,574969.0,539822.0,0.49
1414,東和,106,Q2,114/12/08,3129.0,3129.0,,437773.0,391588.0,0.01
1414,東和,106,Q1,114/12/08,-3425.0,-3425.0,,233572.0,212378.0,-0.02
1414,東和,106,Q4,114/12/08,89638.0,89638.0,,793069.0,750906.0,0.41
1416,廣豐,106,Q1,114/12/08,141064.0,141064.0,141136.0,1065409.0,776625.0,0.69
1416,廣豐,106,Q4,114/12/08,222728.0,222728.0,223240.0,2246108.0,1558968.0,1.13
1416,廣豐,106,Q2,114/12/08,197816.0,197816.0,197760.0,2041703.0,1494490.0,0.96
1416,廣豐,106,Q3,114/12/08,155157.0,155157.0,156345.0,2150050.0,1531921.0,0.77
1417,嘉裕,106,Q1,114/12/08,-140042.0,-140042.0,-140042.0,630717.0,540393.0,-0.37
1417,嘉裕,106,Q2,114/12/08,-220111.0,-220111.0,-220111.0,1111023.0,936751.0,-0.58
1417,嘉裕,106,Q4,114/12/08,-458939.0,-458939.0,-458939.0,2032130.0,1746806.0,-1.21
1417,嘉裕,106,Q3,114/12/08,-313820.0,-313820.0,-313820.0,1565537.0,1344983.0,-0.83
1418,東華,106,Q2,114/12/08,-152542.0,-152542.0,-152529.0,921931.0,981766.0,-1.23
1418,東華,106,Q4,114/12/08,-321624.0,-321624.0,-321598.0,1637700.0,1793578.0,-7.42
1418,東華,106,Q1,114/12/08,-58609.0,-58609.0,-58604.0,427249.0,441471.0,-0.48
1418,東華,106,Q3,114/12/08,-237278.0,-237278.0,-237260.0,1233800.0,1342205.0,-5.38
1419,新紡,106,Q1,114/12/08,-54344.0,-54344.0,-52238.0,351299.0,296921.0,-0.17
1419,新紡,106,Q4,114/12/08,1232439.0,1232439.0,1242208.0,1487951.0,1202010.0,4.15
1419,新紡,106,Q3,114/12/08,100897.0,100897.0,106505.0,1018038.0,833947.0,0.36
1419,新紡,106,Q2,114/12/08,-68037.0,-68037.0,-64139.0,658200.0,535807.0,-0.21
1423,利華,106,Q3,114/12/08,44865.0,44865.0,,426006.0,400561.0,0.26
1423,利華,106,Q1,114/12/08,5955.0,5955.0,,142548.0,139090.0,0.03
1423,利華,106,Q4,114/12/08,45935.0,45935.0,,681370.0,642228.0,0.27
1423,利華,106,Q2,114/12/08,27935.0,27935.0,,304489.0,286481.0,0.16
1432,大魯閣,106,Q4,114/12/08,-178203.0,-178203.0,-141977.0,1163986.0,110319.0,-0.85
1432,大魯閣,106,Q3,114/12/08,-266807.0,-266807.0,-236650.0,918123.0,89508.0,-1.41
1432,大魯閣,106,Q2,114/12/08,-180755.0,-180755.0,-160733.0,600015.0,57754.0,-0.96
1432,大魯閣,106,Q1,114/12/08,-85092.0,-85092.0,-76587.0,306509.0,32447.0,-0.46
1434,福懋,106,Q2,114/12/08,3274742.0,3274742.0,3096177.0,21100166.0,18419235.0,1.84
1434,福懋,106,Q4,114/12/08,4760016.0,4760016.0,4279871.0,40705664.0,35566893.0,2.54
1434,福懋,106,Q1,114/12/08,509354.0,509354.0,429902.0,10254273.0,8830452.0,0.26
1434,福懋,106,Q3,114/12/08,4191484.0,4191484.0,3848539.0,30929414.0,27098065.0,2.29
1435,中福,106,Q1,114/12/08,-1073.0,-1073.0,-1073.0,8386.0,626.0,-0.01
1435,中福,106,Q4,114/12/08,719.0,719.0,719.0,34848.0,2549.0,0.01
1435,中福,106,Q2,114/12/08,1950.0,1950.0,1950.0,16654.0,1320.0,0.02
1435,中福,106,Q3,114/12/08,7477.0,7477.0,7477.0,25807.0,1905.0,0.06
1436,華友聯,106,Q3,114/12/08,145510.0,145510.0,145510.0,1478476.0,1126323.0,1.92
1436,華友聯,106,Q4,114/12/08,238882.0,238882.0,238882.0,2228136.0,1679245.0,3.15
