代號,名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1101,台泥,108,Q4,193684068.0,,,118145990.0,,66532743.0,92487775.0,14777799.0,34.23
1101,台泥,108,Q1,194131739.0,,,120649402.0,,76865453.0,78503617.0,16024222.0,36.57
1101,台泥,108,Q3,183691380.0,,,113084223.0,,69707934.0,90314401.0,14708532.0,32.47
1101,台泥,108,Q2,184006415.0,,,124156318.0,,82156400.0,92729760.0,14253710.0,34.71
1102,亞泥,108,Q4,146067358.0,,,89242066.0,,74335619.0,53493855.0,23381680.0,43.45
1102,亞泥,108,Q1,143555431.0,,,81800166.0,,62633524.0,58305961.0,22414635.0,42.71
1102,亞泥,108,Q2,140815077.0,,,91145606.0,,69288765.0,63804993.0,21831210.0,41.89
1102,亞泥,108,Q3,143200528.0,,,86685200.0,,64962584.0,59751391.0,22478166.0,42.6
1103,嘉泥,108,Q2,22001094.0,,,10626796.0,,4058567.0,9673451.0,811391.0,34.14
1103,嘉泥,108,Q3,21880082.0,,,10609246.0,,2942882.0,10356227.0,819406.0,33.95
1103,嘉泥,108,Q4,22813442.0,,,10657604.0,,3700460.0,11343949.0,862783.0,35.4
1103,嘉泥,108,Q1,20825418.0,,,10174827.0,,3121579.0,9690472.0,798624.0,32.32
1104,環泥,108,Q1,18121614.0,,,4047175.0,,3396098.0,1482724.0,115372.0,27.73
1104,環泥,108,Q2,17770363.0,,,4682935.0,,4167318.0,1494126.0,115675.0,27.19
1104,環泥,108,Q3,17733596.0,,,4044272.0,,3647506.0,1483232.0,117355.0,27.13
1104,環泥,108,Q4,17983457.0,,,4267262.0,,3831854.0,1467033.0,119589.0,27.51
1108,幸福,108,Q2,4246603.0,,,5028802.0,,1878644.0,1310082.0,78.0,10.49
1108,幸福,108,Q3,4266722.0,,,5050732.0,,1932652.0,1198031.0,78.0,10.54
1108,幸福,108,Q4,4320860.0,,,5087148.0,,1617131.0,1390809.0,77.0,10.68
1108,幸福,108,Q1,4213746.0,,,5017962.0,,1863635.0,1429777.0,78.0,10.41
1109,信大,108,Q3,6527923.0,,,4879636.0,,1963205.0,280695.0,1626306.0,19.09
1109,信大,108,Q4,6818517.0,,,5683105.0,,2256725.0,304447.0,1811605.0,19.94
1109,信大,108,Q2,6353104.0,,,4806644.0,,2268697.0,266661.0,1543724.0,18.58
1109,信大,108,Q1,6433054.0,,,4270987.0,,1648691.0,279723.0,1553775.0,18.81
1110,東泥,108,Q1,8601113.0,,,1948336.0,,504054.0,545204.0,58016.0,15.09
1110,東泥,108,Q3,8510653.0,,,1904508.0,,561589.0,521357.0,46828.0,14.93
1110,東泥,108,Q4,8524175.0,,,2026192.0,,661655.0,507709.0,46809.0,14.96
1110,東泥,108,Q2,8543473.0,,,1978428.0,,619875.0,536107.0,46858.0,14.99
1201,味全,108,Q3,7011393.0,,,7193872.0,,10541608.0,2305897.0,7760.0,13.85
1201,味全,108,Q2,6990788.0,,,7754194.0,,11242478.0,2382878.0,7877.0,13.81
1201,味全,108,Q4,6935868.0,,,6536514.0,,7290451.0,4862697.0,7927.0,13.71
1201,味全,108,Q1,7384848.0,,,7822384.0,,10215118.0,3003892.0,12738.0,14.59
1203,味王,108,Q2,4815359.0,,,4119759.0,,1875293.0,1462633.0,1083244.0,20.26
1203,味王,108,Q4,4997527.0,,,4334741.0,,1735178.0,1474274.0,1218047.0,21.02
1203,味王,108,Q1,4883167.0,,,4352071.0,,1819790.0,1495159.0,1232958.0,20.54
1203,味王,108,Q3,4917764.0,,,4303114.0,,1866590.0,1453439.0,1152440.0,20.69
1210,大成,108,Q1,17617986.0,,,20589766.0,,16749154.0,4431563.0,5916598.0,23.66
1210,大成,108,Q2,17411807.0,,,20953611.0,,18914263.0,4077930.0,5965965.0,23.38
1210,大成,108,Q3,17860411.0,,,22157370.0,,20393670.0,3404048.0,5946803.0,22.84
1210,大成,108,Q4,18227130.0,,,21286860.0,,20172456.0,2803762.0,6097389.0,23.31
1213,大飲,108,Q1,597187.0,,,322938.0,,373530.0,397223.0,,10.55
1213,大飲,108,Q4,563407.0,,,237470.0,,125943.0,576652.0,,9.95
1213,大飲,108,Q2,583477.0,,,271772.0,,335193.0,397121.0,,10.3
1213,大飲,108,Q3,570822.0,,,269476.0,,336056.0,396875.0,,10.08
1215,卜蜂,108,Q4,7922332.0,,,6846284.0,,6450161.0,3573206.0,704662.0,29.56
1215,卜蜂,108,Q2,7170209.0,,,6236802.0,,6383611.0,3464454.0,301590.0,26.76
1215,卜蜂,108,Q1,7300874.0,,,5880732.0,,6380241.0,2477583.0,334400.0,27.24
1215,卜蜂,108,Q3,7329427.0,,,6863531.0,,7586954.0,2769078.0,348438.0,27.35
1216,統一,108,Q3,106983474.0,,,172443773.0,,161295197.0,138305921.0,64661154.0,18.83
1216,統一,108,Q4,108416344.0,,,162827597.0,,152367805.0,151082163.0,65588961.0,19.08
1216,統一,108,Q1,113472172.0,,,166175745.0,,155742454.0,127811208.0,69254482.0,19.97
1216,統一,108,Q2,104615582.0,,,172346306.0,,166713011.0,135216232.0,64016380.0,18.41
1217,愛之味,108,Q3,5613947.0,,,2560428.0,,3374355.0,3374631.0,753258.0,11.35
1217,愛之味,108,Q4,5680922.0,,,2176972.0,,3346048.0,3110672.0,758344.0,11.49
1217,愛之味,108,Q2,5593913.0,,,2348032.0,,3189704.0,3382351.0,744721.0,11.31
1217,愛之味,108,Q1,5599502.0,,,2080009.0,,2795504.0,3613242.0,745808.0,11.32
1218,泰山,108,Q1,6505483.0,,,3031140.0,,1753570.0,351946.0,5330.0,13.38
1218,泰山,108,Q2,6257719.0,,,3584911.0,,2448974.0,597393.0,5324.0,12.87
1218,泰山,108,Q3,6523523.0,,,3917441.0,,2281435.0,653065.0,5414.0,13.41
1218,泰山,108,Q4,6599888.0,,,3561612.0,,1698218.0,925956.0,5285.0,13.57
1219,福壽,108,Q4,3931221.0,,,4439679.0,,2697616.0,2280664.0,28070.0,12.21
1219,福壽,108,Q3,3803855.0,,,4331321.0,,2609889.0,2411899.0,36059.0,11.81
1219,福壽,108,Q2,3777085.0,,,4361922.0,,2946525.0,2116370.0,52043.0,11.73
1219,福壽,108,Q1,3819069.0,,,3837342.0,,2358230.0,2234449.0,13727.0,11.86
1220,台榮,108,Q2,2192939.0,,,1890041.0,,442912.0,197125.0,174366.0,12.38
1220,台榮,108,Q1,2249316.0,,,1923856.0,,391932.0,200036.0,188241.0,12.7
1220,台榮,108,Q3,2239851.0,,,1814910.0,,363497.0,194906.0,175982.0,12.65
1220,台榮,108,Q4,2299237.0,,,1937804.0,,472838.0,198495.0,179252.0,12.98
1225,福懋油,108,Q4,3206985.0,,,4542984.0,,2522456.0,1570132.0,441444.0,14.66
1225,福懋油,108,Q1,3261630.0,,,3877535.0,,1572667.0,1539994.0,441727.0,14.91
1225,福懋油,108,Q2,3073917.0,,,4425142.0,,2378757.0,1510992.0,406368.0,14.06
1225,福懋油,108,Q3,3140335.0,,,4981625.0,,2942122.0,1660205.0,422326.0,14.36
1227,佳格,108,Q1,16764584.0,,,16579979.0,,6068785.0,502315.0,252995.0,18.45
1227,佳格,108,Q3,15877175.0,,,16435762.0,,6622795.0,766959.0,262064.0,17.48
1227,佳格,108,Q4,16678127.0,,,18513185.0,,7682083.0,855491.0,272564.0,18.36
1227,佳格,108,Q2,14998980.0,,,16469281.0,,7706165.0,491653.0,241757.0,16.51
1229,聯華,108,Q3,25822773.0,,,8454905.0,,9258620.0,1276793.0,10303310.0,23.5
1229,聯華,108,Q2,25820436.0,,,7196107.0,,8497122.0,1332826.0,10366535.0,24.67
1229,聯華,108,Q4,26998388.0,,,7229352.0,,7632332.0,1282420.0,10631803.0,24.57
1229,聯華,108,Q1,26992392.0,,,6521500.0,,7071416.0,1338976.0,10288500.0,25.79
1231,聯華食,108,Q1,3535405.0,,,3760700.0,,2399555.0,1297695.0,18894.0,21.26
1231,聯華食,108,Q3,3421879.0,,,3986592.0,,2871651.0,1133414.0,18103.0,19.6
1231,聯華食,108,Q2,3326351.0,,,3860685.0,,2836094.0,1210516.0,18694.0,20.0
1231,聯華食,108,Q4,3635995.0,,,4014463.0,,2750390.0,1061564.0,18094.0,20.83
1232,大統益,108,Q3,3822029.0,,,4615396.0,,1394158.0,238661.0,65205.0,23.89
1232,大統益,108,Q2,3589815.0,,,4969578.0,,1971096.0,245167.0,58780.0,22.44
1232,大統益,108,Q1,4178036.0,,,4776194.0,,1174105.0,253383.0,67763.0,26.12
1232,大統益,108,Q4,4060364.0,,,4880827.0,,1446576.0,229424.0,71121.0,25.38
1233,天仁,108,Q2,1489401.0,,,778784.0,,587429.0,392766.0,3979.0,16.45
1233,天仁,108,Q3,1561184.0,,,722494.0,,504745.0,362728.0,3974.0,17.24
1233,天仁,108,Q4,1612813.0,,,788324.0,,534898.0,338410.0,3984.0,17.81
1233,天仁,108,Q1,1626389.0,,,768254.0,,440289.0,414160.0,4219.0,17.96
1234,黑松,108,Q1,17797175.0,,,7683227.0,,2748007.0,2412946.0,0.0,44.29
1234,黑松,108,Q2,17309329.0,,,8253915.0,,3712506.0,2416700.0,0.0,43.07
1234,黑松,108,Q4,17882266.0,,,7467559.0,,2359833.0,2400869.0,0.0,44.5
1234,黑松,108,Q3,17664605.0,,,8018373.0,,3124691.0,2411803.0,0.0,43.96
1235,興泰,108,Q3,2972815.0,,,3516383.0,,1695280.0,54431.0,,34.94
