stock_code,stock_name,price,market,date,updated_at
069185,創意統一5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069186,聯電群益5B購08,1.2,TSE,2026-07-24,2026-07-25 19:05:03
069187,金寶群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069188,華通群益5B購10,0.22,TSE,2026-07-24,2026-07-25 19:05:03
069189,仁寶群益5B購03,0.89,TSE,2026-07-24,2026-07-25 19:05:03
069190,台積電群益65購01,1.92,TSE,2026-07-24,2026-07-25 19:05:03
069191,台積電群益67購01,2.19,TSE,2026-07-24,2026-07-25 19:05:03
069192,華邦電群益5B購08,2.72,TSE,2026-07-24,2026-07-25 19:05:03
069193,智邦群益5B購13,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069194,英業達群益5B購05,1.2,TSE,2026-07-24,2026-07-25 19:05:03
069195,金像電群益5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069196,微星群益5B購05,1.95,TSE,2026-07-24,2026-07-25 19:05:03
069197,威盛群益5C購01,0.99,TSE,2026-07-24,2026-07-25 19:05:03
069198,漢唐群益5B購04,0.64,TSE,2026-07-24,2026-07-25 19:05:03
069199,南亞科群益61購02,2.68,TSE,2026-07-24,2026-07-25 19:05:03
069200,友達群益5B購08,1.05,TSE,2026-07-24,2026-07-25 19:05:03
069201,建準群益5B購02,0.49,TSE,2026-07-24,2026-07-25 19:05:03
069202,京元電群益5C購04,0.77,TSE,2026-07-24,2026-07-25 19:05:03
069203,盟立群益5B購05,0.73,TSE,2026-07-24,2026-07-25 19:05:03
069204,立隆電群益61購01,0.65,TSE,2026-07-24,2026-07-25 19:05:03
069205,萬海群益5B購03,0.99,TSE,2026-07-24,2026-07-25 19:05:03
069209,奇鋐群益63購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069210,亞光群益5B購01,0.64,TSE,2026-07-24,2026-07-25 19:05:03
069211,智原群益5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069213,新日興群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069214,神達群益5B購02,1.06,TSE,2026-07-24,2026-07-25 19:05:03
069215,日月光群益5B購04,1.65,TSE,2026-07-24,2026-07-25 19:05:03
069216,正文群益5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069217,乙盛群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069218,彩晶群益5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069219,佳必琪群益5B購01,2.18,TSE,2026-07-24,2026-07-25 19:05:03
069220,康舒群益5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069222,力智群益5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069223,力積電群益5B購05,0.86,TSE,2026-07-24,2026-07-25 19:05:03
069224,力積電群益5C購02,1.08,TSE,2026-07-24,2026-07-25 19:05:03
069225,富鼎群益5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069226,臺股指群益5B購35,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069227,臺股指群益5B購36,1.4,TSE,2026-07-24,2026-07-25 19:05:03
069229,T50正2台新5C購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069230,台玻台新5B購03,0.25,TSE,2026-07-24,2026-07-25 19:05:03
069231,金寶台新5B購03,1.76,TSE,2026-07-24,2026-07-25 19:05:03
069232,金寶台新5B購04,1.58,TSE,2026-07-24,2026-07-25 19:05:03
069233,華通台新5B購03,0.79,TSE,2026-07-24,2026-07-25 19:05:03
069234,華通台新5B購04,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069235,華通台新5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069236,華通台新5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069237,仁寶台新5B購02,5.8,TSE,2026-07-24,2026-07-25 19:05:03
069238,廣宇台新5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069239,英業達台新5B購03,0.84,TSE,2026-07-24,2026-07-25 19:05:03
069240,華碩台新5B購02,2.74,TSE,2026-07-24,2026-07-25 19:05:03
069241,華碩台新5B購03,2.62,TSE,2026-07-24,2026-07-25 19:05:03
069242,矽統台新5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069243,金像電台新65購01,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069244,菱生台新5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069245,凱美台新5B購05,0.72,TSE,2026-07-24,2026-07-25 19:05:03
069246,凱美台新5B購06,0.68,TSE,2026-07-24,2026-07-25 19:05:03
069247,威盛台新5B購03,0.92,TSE,2026-07-24,2026-07-25 19:05:03
069248,研華台新5B購04,2.97,TSE,2026-07-24,2026-07-25 19:05:03
069250,南亞科台新5B購10,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069251,揚博台新5B購02,7.3,TSE,2026-07-24,2026-07-25 19:05:03
069252,長榮台新5B購01,1.24,TSE,2026-07-24,2026-07-25 19:05:03
069253,緯創台新65購02,6.25,TSE,2026-07-24,2026-07-25 19:05:03
069254,牧德台新5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069255,日月光台新5B購03,3.82,TSE,2026-07-24,2026-07-25 19:05:03
069256,正文台新5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069257,臻鼎台新5B購10,2.35,TSE,2026-07-24,2026-07-25 19:05:03
069258,達興台新5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069259,乙盛台新5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069260,乙盛台新5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069261,jpp台新5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069262,力成台新5B購04,2.62,TSE,2026-07-24,2026-07-25 19:05:03
069263,力成台新5B購05,2.14,TSE,2026-07-24,2026-07-25 19:05:03
069264,同欣電台新63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069265,康舒台新5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069266,緯穎台新5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069267,緯穎台新5B購07,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069268,緯穎台新5B購08,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069269,力積電台新5B購11,2.63,TSE,2026-07-24,2026-07-25 19:05:03
069270,天虹台新5B購05,0.8,TSE,2026-07-24,2026-07-25 19:05:03
069271,金寶永豐5B購01,0.25,TSE,2026-07-24,2026-07-25 19:05:03
069272,台積電永豐5C購24,0.64,TSE,2026-07-24,2026-07-25 19:05:03
069273,華邦電永豐6B購01,1.34,TSE,2026-07-24,2026-07-25 19:05:03
069274,順德永豐5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069275,京元電永豐5B購04,0.29,TSE,2026-07-24,2026-07-25 19:05:03
069276,立隆電永豐5B購04,0.31,TSE,2026-07-24,2026-07-25 19:05:03
069277,TPK永豐65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069278,力成永豐5B購03,0.24,TSE,2026-07-24,2026-07-25 19:05:03
069279,力積電永豐63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
06927U,神達中信5B售01,1.42,TSE,2026-07-24,2026-07-25 19:05:03
069280,富鼎永豐68購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069281,聯電兆豐5B購01,0.55,TSE,2026-07-24,2026-07-25 19:05:03
069282,台灣50富邦65購07,0.72,TSE,2026-07-24,2026-07-25 19:05:03
069283,美費半富邦61購01,0.58,TSE,2026-07-24,2026-07-25 19:05:03
069284,順德富邦5B購02,0.21,TSE,2026-07-24,2026-07-25 19:05:03
069286,漢唐富邦61購04,0.76,TSE,2026-07-24,2026-07-25 19:05:03
069287,漢唐富邦63購01,0.66,TSE,2026-07-24,2026-07-25 19:05:03
069288,奇鋐富邦61購04,0.71,TSE,2026-07-24,2026-07-25 19:05:03
069289,臻鼎富邦63購01,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069290,臻鼎富邦63購02,0.45,TSE,2026-07-24,2026-07-25 19:05:03
069291,力積電富邦5C購02,0.4,TSE,2026-07-24,2026-07-25 19:05:03
069292,臺股指富邦65購07,1.52,TSE,2026-07-24,2026-07-25 19:05:03
069293,華城台新63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069294,中砂台新5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069295,華新台新5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069296,華新台新5B購02,0.92,TSE,2026-07-24,2026-07-25 19:05:03
069297,鴻海台新5B購06,1.44,TSE,2026-07-24,2026-07-25 19:05:03
069298,菱生台新5B購03,0.84,TSE,2026-07-24,2026-07-25 19:05:03
069299,南亞科台新63購01,2.8,TSE,2026-07-24,2026-07-25 19:05:03
069300,立隆電台新5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069301,富邦金台新5B購02,4.77,TSE,2026-07-24,2026-07-25 19:05:03
069302,緯穎台新5B購11,2.47,TSE,2026-07-24,2026-07-25 19:05:03
069303,緯穎台新5B購12,2.49,TSE,2026-07-24,2026-07-25 19:05:03
069304,緯穎台新5B購13,2.16,TSE,2026-07-24,2026-07-25 19:05:03
069305,騰輝電台新5B購01,1.53,TSE,2026-07-24,2026-07-25 19:05:03
069306,富鼎台新5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069307,富鼎台新5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069308,富鼎台新63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069309,元黃金凱基5B購05,0.46,TSE,2026-07-24,2026-07-25 19:05:03
069310,元金2X凱基61購07,0.48,TSE,2026-07-24,2026-07-25 19:05:03
069311,光寶科凱基5C購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069312,聯電凱基5B購12,0.59,TSE,2026-07-24,2026-07-25 19:05:03
069313,金寶凱基5B購04,0.23,TSE,2026-07-24,2026-07-25 19:05:03
069314,楠梓電凱基5B購03,0.37,TSE,2026-07-24,2026-07-25 19:05:03
069315,仁寶凱基5B購03,1.37,TSE,2026-07-24,2026-07-25 19:05:03
069316,華邦電凱基5C購04,0.77,TSE,2026-07-24,2026-07-25 19:05:03
069317,順德凱基5B購04,0.22,TSE,2026-07-24,2026-07-25 19:05:03
069318,所羅門凱基5B購01,0.57,TSE,2026-07-24,2026-07-25 19:05:03
069319,菱生凱基5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069320,漢唐凱基63購03,0.75,TSE,2026-07-24,2026-07-25 19:05:03
069321,南亞科凱基63購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069322,友達凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069323,建準凱基5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069324,超豐凱基5B購03,0.44,TSE,2026-07-24,2026-07-25 19:05:03
069325,京元電凱基61購03,0.36,TSE,2026-07-24,2026-07-25 19:05:03
069326,義隆凱基5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069327,立隆電凱基61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069328,奇鋐凱基61購06,0.5,TSE,2026-07-24,2026-07-25 19:05:03
069329,亞光凱基61購01,0.54,TSE,2026-07-24,2026-07-25 19:05:03
069330,新日興凱基5C購01,0.38,TSE,2026-07-24,2026-07-25 19:05:03
069331,日月光凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069332,臻鼎凱基61購06,0.72,TSE,2026-07-24,2026-07-25 19:05:03
069333,臻鼎凱基63購04,0.7,TSE,2026-07-24,2026-07-25 19:05:03
069334,彩晶凱基5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069335,佳必琪凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069336,力成凱基5B購05,0.23,TSE,2026-07-24,2026-07-25 19:05:03
069337,同欣電凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069338,鴻海凱基5B購01,4.6,TSE,2026-07-24,2026-07-25 19:05:03
069341,康舒凱基5B購05,0.13,TSE,2026-07-24,2026-07-25 19:05:03
069342,樺漢凱基5B購02,2.28,TSE,2026-07-24,2026-07-25 19:05:03
069343,力智凱基5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069344,力積電凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069345,富鼎凱基5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069346,臺股指凱基5B購19,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069347,美費半群益5B購01,1.22,TSE,2026-07-24,2026-07-25 19:05:03
069348,FB越南群益61購01,0.58,TSE,2026-07-24,2026-07-25 19:05:03
069349,南亞群益5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069350,南亞群益5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069351,中砂群益5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069352,聯電群益5B購09,0.9,TSE,2026-07-24,2026-07-25 19:05:03
069353,楠梓電群益5B購01,0.7,TSE,2026-07-24,2026-07-25 19:05:03
069354,華邦電群益5B購09,1.46,TSE,2026-07-24,2026-07-25 19:05:03
069355,順德群益5B購02,0.31,TSE,2026-07-24,2026-07-25 19:05:03
069356,菱生群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069357,漢唐群益5B購05,1.15,TSE,2026-07-24,2026-07-25 19:05:03
069358,立隆電群益61購02,0.7,TSE,2026-07-24,2026-07-25 19:05:03
069359,奇鋐群益63購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069360,文曄群益5B購02,0.39,TSE,2026-07-24,2026-07-25 19:05:03
069361,緯創群益61購01,2.37,TSE,2026-07-24,2026-07-25 19:05:03
069362,瑞鼎群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069363,TPK群益5B購04,0.17,TSE,2026-07-24,2026-07-25 19:05:03
069364,上品群益5B購02,0.71,TSE,2026-07-24,2026-07-25 19:05:03
069365,力成群益5B購05,0.29,TSE,2026-07-24,2026-07-25 19:05:03
069366,同欣電群益5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069367,啟碁群益65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069368,AES群益61購01,0.58,TSE,2026-07-24,2026-07-25 19:05:03
069369,富鼎群益5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069370,台灣50元大5B購11,1.04,TSE,2026-07-24,2026-07-25 19:05:03
069371,台灣50元大5B購12,1.1,TSE,2026-07-24,2026-07-25 19:05:03
069372,T50正2元大5B購12,0.57,TSE,2026-07-24,2026-07-25 19:05:03
069373,聯電元大5B購21,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069374,聯電元大5C購05,0.85,TSE,2026-07-24,2026-07-25 19:05:03
069375,聯電元大65購02,1.03,TSE,2026-07-24,2026-07-25 19:05:03
069376,楠梓電元大5B購04,0.44,TSE,2026-07-24,2026-07-25 19:05:03
069377,楠梓電元大5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069378,仁寶元大5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069379,台積電元大61購40,1.13,TSE,2026-07-24,2026-07-25 19:05:03
069380,華邦電元大5C購02,0.94,TSE,2026-07-24,2026-07-25 19:05:03
069381,順德元大5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069382,微星元大5B購09,0.94,TSE,2026-07-24,2026-07-25 19:05:03
069383,漢唐元大5B購02,0.73,TSE,2026-07-24,2026-07-25 19:05:03
069384,漢唐元大5C購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069385,南亞科元大61購05,2.46,TSE,2026-07-24,2026-07-25 19:05:03
069386,京元電元大61購07,1.27,TSE,2026-07-24,2026-07-25 19:05:03
069387,奇鋐元大61購18,1.22,TSE,2026-07-24,2026-07-25 19:05:03
069390,日月光元大5B購05,2.05,TSE,2026-07-24,2026-07-25 19:05:03
069391,技嘉統一62購01,0.58,TSE,2026-07-24,2026-07-25 19:05:03
069392,日月光元大63購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069393,上品元大5B購01,0.59,TSE,2026-07-24,2026-07-25 19:05:03
069394,臻鼎元大5B購15,1.3,TSE,2026-07-24,2026-07-25 19:05:03
069395,臻鼎元大5B購16,1.24,TSE,2026-07-24,2026-07-25 19:05:03
069396,臻鼎元大5B購17,1.05,TSE,2026-07-24,2026-07-25 19:05:03
069397,臻鼎元大5C購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069398,臻鼎元大61購12,0.84,TSE,2026-07-24,2026-07-25 19:05:03
069400,智原統一58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069401,臻鼎元大63購05,0.62,TSE,2026-07-24,2026-07-25 19:05:03
069402,緯創統一62購01,1.17,TSE,2026-07-24,2026-07-25 19:05:03
069403,乙盛元大5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069404,乙盛元大5B購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069405,彩晶元大5B購01,1.26,TSE,2026-07-24,2026-07-25 19:05:03
069406,帆宣元大65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069407,佳必琪元大5B購08,1.73,TSE,2026-07-24,2026-07-25 19:05:03
069408,日月光統一58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069409,同欣電元大5B購04,0.98,TSE,2026-07-24,2026-07-25 19:05:03
069410,同欣電元大5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069412,同欣電元大5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069413,同欣電元大63購03,0.69,TSE,2026-07-24,2026-07-25 19:05:03
069414,康舒元大63購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069415,啟碁元大5B購13,0.75,TSE,2026-07-24,2026-07-25 19:05:03
069417,力智元大5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069418,力積電元大5C購02,0.46,TSE,2026-07-24,2026-07-25 19:05:03
069420,羅昇統一58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069421,富鼎元大5B購01,1.8,TSE,2026-07-24,2026-07-25 19:05:03
069422,富鼎元大5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069423,富鼎元大65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069424,泰金寶元大5B購01,0.87,TSE,2026-07-24,2026-07-25 19:05:03
069425,臺股指元大5B購25,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069426,新纖永豐63購01,2.07,TSE,2026-07-24,2026-07-25 19:05:03
069427,士電永豐63購01,0.86,TSE,2026-07-24,2026-07-25 19:05:03
069428,上銀永豐5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069429,光寶科永豐5C購02,0.7,TSE,2026-07-24,2026-07-25 19:05:03
069430,聯電永豐5B購04,0.37,TSE,2026-07-24,2026-07-25 19:05:03
069431,鴻海永豐6B購01,1.19,TSE,2026-07-24,2026-07-25 19:05:03
069432,鴻海永豐75購01,1.33,TSE,2026-07-24,2026-07-25 19:05:03
069433,台積電永豐5C購25,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069434,華邦電永豐75購01,1.53,TSE,2026-07-24,2026-07-25 19:05:03
069435,菱生永豐68購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069436,微星永豐5B購01,1.02,TSE,2026-07-24,2026-07-25 19:05:03
069437,瑞昱永豐5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069438,萬海永豐63購01,1.24,TSE,2026-07-24,2026-07-25 19:05:03
069439,富邦金永豐63購01,1.35,TSE,2026-07-24,2026-07-25 19:05:03
069440,國泰金永豐63購01,1.69,TSE,2026-07-24,2026-07-25 19:05:03
069441,嘉澤永豐5C購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069442,jpp永豐63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069443,瀚宇博永豐63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069444,亞翔永豐63購01,1.31,TSE,2026-07-24,2026-07-25 19:05:03
069445,康舒永豐65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069446,南茂永豐63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069447,中砂兆豐63購01,0.8,TSE,2026-07-24,2026-07-25 19:05:03
069448,力積電兆豐5B購01,0.33,TSE,2026-07-24,2026-07-25 19:05:03
069449,上銀富邦62購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
06944U,華城群益5B售01,1.64,TSE,2026-07-24,2026-07-25 19:05:03
069450,聯電富邦63購01,0.8,TSE,2026-07-24,2026-07-25 19:05:03
069451,聯電富邦75購02,0.63,TSE,2026-07-24,2026-07-25 19:05:03
069452,金寶富邦5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069453,華邦電富邦5B購01,0.58,TSE,2026-07-24,2026-07-25 19:05:03
069454,英業達富邦5B購02,0.74,TSE,2026-07-24,2026-07-25 19:05:03
069455,技嘉富邦5B購02,0.8,TSE,2026-07-24,2026-07-25 19:05:03
069456,友達富邦5B購02,1.31,TSE,2026-07-24,2026-07-25 19:05:03
069457,國泰金富邦62購01,1.37,TSE,2026-07-24,2026-07-25 19:05:03
069458,凱基金富邦62購02,2.39,TSE,2026-07-24,2026-07-25 19:05:03
069459,第一金富邦5B購01,1.72,TSE,2026-07-24,2026-07-25 19:05:03
069460,昇貿富邦63購01,0.17,TSE,2026-07-24,2026-07-25 19:05:03
069461,日月光富邦5B購04,0.61,TSE,2026-07-24,2026-07-25 19:05:03
069462,彩晶富邦5B購01,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069463,佳必琪富邦5C購02,1.15,TSE,2026-07-24,2026-07-25 19:05:03
069464,力成富邦5B購03,0.35,TSE,2026-07-24,2026-07-25 19:05:03
069465,勤誠富邦5B購04,0.21,TSE,2026-07-24,2026-07-25 19:05:03
069466,宏碁國泰5C購01,1.36,TSE,2026-07-24,2026-07-25 19:05:03
069467,矽統國泰5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069468,研華國泰5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069469,奇鋐國泰63購01,1.14,TSE,2026-07-24,2026-07-25 19:05:03
069470,昇貿國泰63購01,0.41,TSE,2026-07-24,2026-07-25 19:05:03
069471,新日興國泰5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069472,祥碩國泰5C購01,1.29,TSE,2026-07-24,2026-07-25 19:05:03
069473,祥碩國泰5C購02,1.42,TSE,2026-07-24,2026-07-25 19:05:03
069474,彩晶國泰5C購02,0.91,TSE,2026-07-24,2026-07-25 19:05:03
069475,力成國泰5C購02,0.8,TSE,2026-07-24,2026-07-25 19:05:03
069476,啟碁國泰5C購02,1.38,TSE,2026-07-24,2026-07-25 19:05:03
069477,台灣50凱基65購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069478,T50正2凱基5C購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069479,南亞凱基5B購07,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069480,中興電凱基5B購02,0.63,TSE,2026-07-24,2026-07-25 19:05:03
069481,華城凱基5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069482,聯電凱基65購01,0.5,TSE,2026-07-24,2026-07-25 19:05:03
069483,鴻海凱基5B購10,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069484,華邦電凱基5B購07,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069485,菱生凱基5B購02,0.29,TSE,2026-07-24,2026-07-25 19:05:03
069486,菱生凱基5B購03,0.41,TSE,2026-07-24,2026-07-25 19:05:03
069487,菱生凱基5B購04,0.38,TSE,2026-07-24,2026-07-25 19:05:03
069488,漢唐凱基5B購03,0.38,TSE,2026-07-24,2026-07-25 19:05:03
069489,立隆電凱基5B購05,0.18,TSE,2026-07-24,2026-07-25 19:05:03
069490,立隆電凱基5C購03,0.27,TSE,2026-07-24,2026-07-25 19:05:03
069491,立隆電凱基63購01,0.39,TSE,2026-07-24,2026-07-25 19:05:03
069492,緯創凱基5B購05,2.1,TSE,2026-07-24,2026-07-25 19:05:03
069493,上品凱基5B購01,0.29,TSE,2026-07-24,2026-07-25 19:05:03
069494,乙盛凱基5C購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069496,力成凱基5B購07,0.34,TSE,2026-07-24,2026-07-25 19:05:03
069497,力成凱基5B購08,0.31,TSE,2026-07-24,2026-07-25 19:05:03
069498,力成凱基5B購09,0.28,TSE,2026-07-24,2026-07-25 19:05:03
069499,華東凱基5B購01,0.15,TSE,2026-07-24,2026-07-25 19:05:03
06949U,T50正2中信5B售01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069500,南茂凱基5B購02,0.62,TSE,2026-07-24,2026-07-25 19:05:03
069501,泰金寶凱基5B購01,0.66,TSE,2026-07-24,2026-07-25 19:05:03
069502,T50正2台新5B購07,1.1,TSE,2026-07-24,2026-07-25 19:05:03
069503,光寶科台新5B購03,0.56,TSE,2026-07-24,2026-07-25 19:05:03
069504,華邦電台新5B購07,1.15,TSE,2026-07-24,2026-07-25 19:05:03
069505,華邦電台新5B購08,0.88,TSE,2026-07-24,2026-07-25 19:05:03
069507,英業達台新5B購04,0.4,TSE,2026-07-24,2026-07-25 19:05:03
069508,漢唐台新5B購11,1.54,TSE,2026-07-24,2026-07-25 19:05:03
069509,南亞科台新5B購11,8.15,TSE,2026-07-24,2026-07-25 19:05:03
069510,立隆電台新5B購07,0.33,TSE,2026-07-24,2026-07-25 19:05:03
069511,立隆電台新65購01,0.84,TSE,2026-07-24,2026-07-25 19:05:03
069512,慧洋台新5B購01,2.21,TSE,2026-07-24,2026-07-25 19:05:03
069513,力成台新5B購06,0.53,TSE,2026-07-24,2026-07-25 19:05:03
069514,力成台新5B購07,0.86,TSE,2026-07-24,2026-07-25 19:05:03
069515,騰輝電台新5B購02,1.53,TSE,2026-07-24,2026-07-25 19:05:03
069516,惠特台新63購01,0.19,TSE,2026-07-24,2026-07-25 19:05:03
069517,力積電台新5B購12,1.06,TSE,2026-07-24,2026-07-25 19:05:03
069518,ITH台新5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069519,華東台新5B購04,0.42,TSE,2026-07-24,2026-07-25 19:05:03
069520,華東台新5B購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069521,華東台新5B購06,0.48,TSE,2026-07-24,2026-07-25 19:05:03
069522,A50正2元大5B購01,0.98,TSE,2026-07-24,2026-07-25 19:05:03
069523,群臺2X元大5B購01,0.88,TSE,2026-07-24,2026-07-25 19:05:03
069524,華城元大62購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069525,中砂元大5B購03,1.35,TSE,2026-07-24,2026-07-25 19:05:03
069526,光寶科元大5B購08,1.14,TSE,2026-07-24,2026-07-25 19:05:03
069527,光寶科元大5B購09,0.85,TSE,2026-07-24,2026-07-25 19:05:03
069528,聯電元大65購03,0.98,TSE,2026-07-24,2026-07-25 19:05:03
069529,金寶元大5B購05,0.98,TSE,2026-07-24,2026-07-25 19:05:03
069530,金寶元大5B購06,1.07,TSE,2026-07-24,2026-07-25 19:05:03
069531,金寶元大5B購07,0.45,TSE,2026-07-24,2026-07-25 19:05:03
069532,鴻海元大5B購14,0.55,TSE,2026-07-24,2026-07-25 19:05:03
069533,台積電元大5B購32,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069534,華邦電元大62購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
069535,華邦電元大63購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
