stock_code,stock_name,price,market,date,updated_at
051951,宏碁永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051956,友達永豐58購01,3.94,TSE,2026-07-24,2026-07-25 19:05:03
051959,友達永豐5A購01,5.05,TSE,2026-07-24,2026-07-25 19:05:03
051962,京元電永豐59購01,0.44,TSE,2026-07-24,2026-07-25 19:05:03
051970,揚博永豐61購01,9.55,TSE,2026-07-24,2026-07-25 19:05:03
051971,普安永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051972,中航永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051975,增你強永豐58購01,8.2,TSE,2026-07-24,2026-07-25 19:05:03
051978,瑞鼎永豐59購01,0.91,TSE,2026-07-24,2026-07-25 19:05:03
051979,世芯永豐58購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051980,世芯永豐5C購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051982,定穎控永豐59購01,0.43,TSE,2026-07-24,2026-07-25 19:05:03
051984,事欣科永豐5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051985,新唐永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051986,眾達永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051989,祥碩永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051991,彩晶永豐58購01,0.13,TSE,2026-07-24,2026-07-25 19:05:03
051993,彩晶永豐5C購01,1.98,TSE,2026-07-24,2026-07-25 19:05:03
051994,彩晶永豐67購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051997,力成永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051998,旭隼永豐5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
051999,保瑞永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052000,愛普永豐58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052005,A50正2元大58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052009,聯電元大5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052010,聯電元大61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052016,台積電元大5A購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052022,漢唐元大61購01,1.05,TSE,2026-07-24,2026-07-25 19:05:03
052028,友達元大59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052029,友達元大5C購02,4.13,TSE,2026-07-24,2026-07-25 19:05:03
052030,友達元大61購06,2.12,TSE,2026-07-24,2026-07-25 19:05:03
052032,聯發科元大5A購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052033,聯發科元大61購09,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052035,大立光元大5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052036,大立光元大61購12,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052045,亞翔元大5B購01,2.96,TSE,2026-07-24,2026-07-25 19:05:03
052047,康舒元大5A購04,1.23,TSE,2026-07-24,2026-07-25 19:05:03
052050,至上元大61購02,2.05,TSE,2026-07-24,2026-07-25 19:05:03
052053,台積電群益58購10,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052058,智原群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052064,緯穎群益5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052066,SP黃豆凱基5B購01,1.88,TSE,2026-07-24,2026-07-25 19:05:03
052068,華新凱基5A購02,0.19,TSE,2026-07-24,2026-07-25 19:05:03
052071,聯電凱基58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052072,台達電凱基59購03,6.15,TSE,2026-07-24,2026-07-25 19:05:03
052075,陽明凱基58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052076,大立光凱基58購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052077,智原凱基59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052079,聯鈞凱基58購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052087,台灣50富邦61購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052089,台灣50富邦64購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052090,T50正2富邦61購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052091,道瓊銅富邦61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052095,聯電富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052097,鴻海富邦59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052098,國巨富邦58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052099,台積電富邦61購02,2.1,TSE,2026-07-24,2026-07-25 19:05:03
052100,台積電富邦61購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052101,燿華富邦5A購01,1.47,TSE,2026-07-24,2026-07-25 19:05:03
052102,漢唐富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052104,友達富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052105,京元電富邦59購02,0.32,TSE,2026-07-24,2026-07-25 19:05:03
052108,一詮富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052111,德律富邦58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052116,緯創富邦61購01,0.81,TSE,2026-07-24,2026-07-25 19:05:03
052119,世芯富邦59購02,0.11,TSE,2026-07-24,2026-07-25 19:05:03
052120,世芯富邦5A購01,0.27,TSE,2026-07-24,2026-07-25 19:05:03
052121,神達富邦61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052122,創意統一59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052126,達興富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052128,力成富邦61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052129,同欣電富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052130,緯穎富邦58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052132,富世達富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052134,臺股指富邦61購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052136,臺股指富邦67購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052137,台灣50中信61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052139,台積電中信61購02,1.27,TSE,2026-07-24,2026-07-25 19:05:03
052142,臺股指中信5C購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052145,中鋼凱基5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052147,台達電凱基5C購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052152,漢唐凱基5A購01,1.9,TSE,2026-07-24,2026-07-25 19:05:03
052153,大立光凱基59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052156,新日興凱基5A購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052158,世芯凱基59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
05215U,臺股指元大59售02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052161,祥碩凱基59購01,0.22,TSE,2026-07-24,2026-07-25 19:05:03
052167,南茂凱基58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052168,臺股指凱基63購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052169,南亞統一61購01,4.78,TSE,2026-07-24,2026-07-25 19:05:03
052170,南亞統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052171,南亞統一61購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052172,華新統一5B購01,0.19,TSE,2026-07-24,2026-07-25 19:05:03
052173,華新統一63購01,0.28,TSE,2026-07-24,2026-07-25 19:05:03
052174,華新統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052175,聯電統一5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052176,聯電統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052177,聯電統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052178,聯電統一64購01,3.51,TSE,2026-07-24,2026-07-25 19:05:03
052180,台達電統一65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052181,台達電統一71購01,0.92,TSE,2026-07-24,2026-07-25 19:05:03
052182,華通統一63購01,1.85,TSE,2026-07-24,2026-07-25 19:05:03
052183,華通統一64購02,1.18,TSE,2026-07-24,2026-07-25 19:05:03
052184,華通統一67購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052185,華通統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052186,華通統一71購02,1.33,TSE,2026-07-24,2026-07-25 19:05:03
052188,鴻海統一71購01,0.65,TSE,2026-07-24,2026-07-25 19:05:03
052189,華泰統一63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052190,台積電統一65購01,1.14,TSE,2026-07-24,2026-07-25 19:05:03
052191,台積電統一71購02,0.74,TSE,2026-07-24,2026-07-25 19:05:03
052192,台積電統一71購03,1.39,TSE,2026-07-24,2026-07-25 19:05:03
052193,台積電統一71購04,0.85,TSE,2026-07-24,2026-07-25 19:05:03
052194,台積電統一71購05,1.39,TSE,2026-07-24,2026-07-25 19:05:03
052195,智邦統一71購01,1.17,TSE,2026-07-24,2026-07-25 19:05:03
052197,金像電統一65購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052198,佳能統一64購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052199,聯發科統一64購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052200,志聖統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052201,華新科統一61購02,3.62,TSE,2026-07-24,2026-07-25 19:05:03
052202,揚博統一5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052203,揚博統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052204,揚博統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052205,揚博統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052206,智原統一71購01,0.83,TSE,2026-07-24,2026-07-25 19:05:03
052209,嘉澤統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052210,貿聯統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052211,達興統一64購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052212,祥碩統一61購01,0.37,TSE,2026-07-24,2026-07-25 19:05:03
052213,亞翔統一71購01,1.04,TSE,2026-07-24,2026-07-25 19:05:03
052214,今國光統一71購01,0.57,TSE,2026-07-24,2026-07-25 19:05:03
052215,力成統一71購01,0.75,TSE,2026-07-24,2026-07-25 19:05:03
052216,矽力統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052217,矽力統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052218,愛普統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052219,愛普統一64購02,1.64,TSE,2026-07-24,2026-07-25 19:05:03
052220,昇陽半統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052221,至上統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052222,南茂統一61購01,1.4,TSE,2026-07-24,2026-07-25 19:05:03
052223,南茂統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052231,聯電元富5A購03,15.4,TSE,2026-07-24,2026-07-25 19:05:03
052233,金寶元富61購01,4.11,TSE,2026-07-24,2026-07-25 19:05:03
052235,台積電元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052238,大立光元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052240,玉晶光元富59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052241,世芯元富61購01,0.61,TSE,2026-07-24,2026-07-25 19:05:03
052243,貿聯元富5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052245,定穎控元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052246,定穎控元富61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052247,愛普元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052248,緯穎元富5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052251,台泥國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052252,裕隆國票58購01,0.01,TSE,2026-07-24,2026-07-25 19:05:03
052254,聯電國票59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052256,中環國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052257,國巨國票58購03,19.6,TSE,2026-07-24,2026-07-25 19:05:03
052258,矽統國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052260,長榮國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052262,漢翔國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052263,元大金國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052264,增你強國票58購01,3.15,TSE,2026-07-24,2026-07-25 19:05:03
052265,洋華國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052266,和碩國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052267,全訊國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052268,達運國票58購01,0.02,TSE,2026-07-24,2026-07-25 19:05:03
052270,裕慶國票58購01,0.24,TSE,2026-07-24,2026-07-25 19:05:03
052271,南茂國票59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052273,亞航國泰58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052274,漢翔國泰58購01,1.25,TSE,2026-07-24,2026-07-25 19:05:03
052275,智原國泰58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052277,矽力國泰58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052279,滬深2X永豐5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052283,光寶科永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052287,鴻海永豐61購01,2.35,TSE,2026-07-24,2026-07-25 19:05:03
052288,國巨永豐61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052289,智邦永豐5B購01,3.89,TSE,2026-07-24,2026-07-25 19:05:03
052293,奇鋐永豐58購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052294,智原永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052295,緯創永豐59購01,2.68,TSE,2026-07-24,2026-07-25 19:05:03
052296,昇貿永豐58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052297,新日興永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052302,定穎控永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052303,定穎控永豐59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052304,達明永豐5A購01,0.14,TSE,2026-07-24,2026-07-25 19:05:03
052305,祥碩永豐5A購01,0.41,TSE,2026-07-24,2026-07-25 19:05:03
052306,今國光永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052308,矽力永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052313,南茂兆豐59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052314,勤誠兆豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052319,宏碁富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
05231U,臺股指凱基58售03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052321,志聖富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052322,新興富邦59購01,0.85,TSE,2026-07-24,2026-07-25 19:05:03
052323,益登富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052325,緯創富邦61購02,0.81,TSE,2026-07-24,2026-07-25 19:05:03
052327,台勝科富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
05232P,台積電元富5B售02,0.1,TSE,2026-07-24,2026-07-25 19:05:03
052331,至上富邦59購02,0.52,TSE,2026-07-24,2026-07-25 19:05:03
052332,臺股指富邦61購09,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052340,台達電群益5A購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052341,鴻海群益5B購03,0.76,TSE,2026-07-24,2026-07-25 19:05:03
052350,定穎控群益5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052353,保瑞群益5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052359,勤誠群益58購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052361,T50正2元大5B購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052362,上証2X元大59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052363,元黃金元大59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052364,滬深2X元大58購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052365,滬深2X元大59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052377,華通元大5C購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052378,鴻海元大5A購07,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052379,台積電元大5A購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052383,漢唐元大61購02,0.71,TSE,2026-07-24,2026-07-25 19:05:03
052386,聯發科元大61購10,12.1,TSE,2026-07-24,2026-07-25 19:05:03
052387,宏達電元大61購06,0.45,TSE,2026-07-24,2026-07-25 19:05:03
052388,長榮元大5A購01,0.32,TSE,2026-07-24,2026-07-25 19:05:03
052392,大立光元大61購13,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052397,新日興元大5B購01,0.08,TSE,2026-07-24,2026-07-25 19:05:03
052403,定穎控元大61購01,0.2,TSE,2026-07-24,2026-07-25 19:05:03
052404,亞翔元大5B購02,3.7,TSE,2026-07-24,2026-07-25 19:05:03
052409,康舒元大5A購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052424,滬深2X凱基5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052425,道瓊2X凱基5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052426,台泥凱基58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052431,金寶凱基58購02,0.59,TSE,2026-07-24,2026-07-25 19:05:03
052434,致茂凱基59購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052445,聯鈞凱基58購05,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052446,祥碩凱基5A購03,0.68,TSE,2026-07-24,2026-07-25 19:05:03
052448,力成凱基5A購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052449,康舒凱基59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052450,A50正2永豐5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052451,台泥永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052452,亞聚永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052454,華通永豐58購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052455,華泰永豐58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052458,新興永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052460,建漢永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052463,大量永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052464,事欣科永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052465,臻鼎永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052468,康舒永豐59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052471,泰金寶永豐58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052472,聯電兆豐59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052477,AES兆豐59購01,0.06,TSE,2026-07-24,2026-07-25 19:05:03
052478,川湖富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052479,光寶科富邦61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052481,鴻海富邦61購03,0.97,TSE,2026-07-24,2026-07-25 19:05:03
052483,毅嘉富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052484,日月光富邦61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052485,洋基富邦5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052486,振樺電富邦59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052487,南茂富邦61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052488,金寶國票5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052490,敬鵬國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052491,燿華國票58購01,0.56,TSE,2026-07-24,2026-07-25 19:05:03
052492,菱生國票58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052494,景碩國票62購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052495,定穎控國票5A購01,0.09,TSE,2026-07-24,2026-07-25 19:05:03
052496,定穎控國票61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052497,力成國票58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052498,滬深2X國泰58購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052499,金寶國泰58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052500,揚博國泰58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052503,勤誠國泰58購02,3.66,TSE,2026-07-24,2026-07-25 19:05:03
052509,SP黃豆元大58購01,1.05,TSE,2026-07-24,2026-07-25 19:05:03
052511,川湖元大5B購06,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052517,奇鋐統一5A購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052523,華泰元大59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052524,華泰元大61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052525,台積電元大5A購07,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052526,燿華元大61購02,0.83,TSE,2026-07-24,2026-07-25 19:05:03
052527,毅嘉元大61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052533,全新元大61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052543,新日興元大5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052547,定穎控元大61購02,0.56,TSE,2026-07-24,2026-07-25 19:05:03
052555,矽力元大61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052558,至上元大58購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052559,至上元大59購03,1.06,TSE,2026-07-24,2026-07-25 19:05:03
052562,南茂元大61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052563,臺股指元大5A購10,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052564,臺股指元大5B購09,26.4,TSE,2026-07-24,2026-07-25 19:05:03
052565,臺股指元大5C購06,27.9,TSE,2026-07-24,2026-07-25 19:05:03
052570,國喬群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052574,光寶科群益5C購01,1.97,TSE,2026-07-24,2026-07-25 19:05:03
052576,華通群益61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052581,燿華群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052584,全新群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052585,三商壽群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052586,欣興群益59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052588,昇貿群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052590,世芯群益61購02,0.57,TSE,2026-07-24,2026-07-25 19:05:03
052591,上緯控群益58購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052592,日月光群益58購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052597,祥碩群益59購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052598,力成群益59購02,1.24,TSE,2026-07-24,2026-07-25 19:05:03
052600,啟碁群益59購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052606,T50正2元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052609,東元元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052612,台達電元富61購01,27.3,TSE,2026-07-24,2026-07-25 19:05:03
052616,台積電元富71購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052621,全新元富61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052627,世芯元富58購04,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052640,台化統一5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052641,中砂統一61購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052642,中砂統一61購03,1.4,TSE,2026-07-24,2026-07-25 19:05:03
052643,川湖統一5C購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052644,金寶統一71購01,0.93,TSE,2026-07-24,2026-07-25 19:05:03
052645,華通統一5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052646,華通統一61購03,1.31,TSE,2026-07-24,2026-07-25 19:05:03
052647,華通統一64購03,1.03,TSE,2026-07-24,2026-07-25 19:05:03
052648,鴻海統一65購01,0.68,TSE,2026-07-24,2026-07-25 19:05:03
052649,所羅門統一5B購01,0.48,TSE,2026-07-24,2026-07-25 19:05:03
052650,致茂統一63購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052651,致茂統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052652,台光電統一5B購02,6.85,TSE,2026-07-24,2026-07-25 19:05:03
052653,超豐統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052654,超豐統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052655,全新統一5C購01,2.68,TSE,2026-07-24,2026-07-25 19:05:03
052656,揚博統一5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052657,揚博統一61購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052658,揚博統一71購02,1.15,TSE,2026-07-24,2026-07-25 19:05:03
052660,文曄統一5B購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052662,欣興統一61購03,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052663,欣興統一67購02,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052664,欣興統一71購01,5.0,TSE,2026-07-24,2026-07-25 19:05:03
052665,益登統一71購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052667,大量統一5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052668,大量統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052670,大量統一64購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052672,大量統一71購02,2.5,TSE,2026-07-24,2026-07-25 19:05:03
052673,景碩統一5C購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052674,台勝科統一5B購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052675,嘉澤統一63購01,1.17,TSE,2026-07-24,2026-07-25 19:05:03
052676,世芯統一5C購02,0.3,TSE,2026-07-24,2026-07-25 19:05:03
052677,日月光統一64購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052678,大銀統一64購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052679,祥碩統一61購02,0.44,TSE,2026-07-24,2026-07-25 19:05:03
052680,亞翔統一61購01,1.08,TSE,2026-07-24,2026-07-25 19:05:03
052681,亞翔統一61購02,0.92,TSE,2026-07-24,2026-07-25 19:05:03
052682,精成科統一61購02,0.17,TSE,2026-07-24,2026-07-25 19:05:03
052683,佳必琪統一61購01,0.0,TSE,2026-07-24,2026-07-25 19:05:03
052684,今國光統一61購01,0.5,TSE,2026-07-24,2026-07-25 19:05:03
