代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,112,Q3,114/11/22,6195906.0,80966464.0,66737333.0,0.82
1101,台泥,112,Q1,114/11/22,1407161.0,26295929.0,23826708.0,0.2
1101,台泥,112,Q2,114/11/22,4949062.0,53964171.0,45509992.0,0.64
1101,台泥,112,Q4,114/11/22,7997814.0,109314335.0,88780566.0,1.06
1102,亞泥,112,Q3,114/11/22,9557190.0,60239086.0,52098598.0,2.88
1102,亞泥,112,Q1,114/11/22,2687792.0,19208712.0,17229141.0,0.81
1102,亞泥,112,Q2,114/11/22,6851572.0,40345186.0,35013254.0,2.07
1102,亞泥,112,Q4,114/11/22,10882826.0,80182799.0,69745612.0,3.28
1103,嘉泥,112,Q3,114/11/22,135442.0,2115231.0,1866223.0,0.21
1103,嘉泥,112,Q2,114/11/22,17994.0,1376704.0,1235588.0,0.03
1103,嘉泥,112,Q1,114/11/22,19993.0,651402.0,588712.0,0.03
1103,嘉泥,112,Q4,114/11/22,81082.0,2911583.0,2545152.0,0.12
1104,環泥,112,Q1,114/11/22,272932.0,1835530.0,1490975.0,0.42
1104,環泥,112,Q3,114/11/22,1647197.0,5627754.0,4538549.0,2.45
1104,環泥,112,Q2,114/11/22,690887.0,3754719.0,3026571.0,1.03
1104,環泥,112,Q4,114/11/22,2107758.0,7802362.0,6260222.0,3.13
1108,幸福,112,Q4,114/11/22,527139.0,5094743.0,4211831.0,1.3
1108,幸福,112,Q3,114/11/22,468559.0,3689989.0,2984407.0,1.16
1108,幸福,112,Q1,114/11/22,127214.0,1092665.0,891334.0,0.31
1108,幸福,112,Q2,114/11/22,278854.0,2414773.0,1940590.0,0.69
1109,信大,112,Q4,114/11/22,685884.0,6259864.0,4918790.0,2.01
1109,信大,112,Q1,114/11/22,141697.0,1334158.0,1069568.0,0.42
1109,信大,112,Q3,114/11/22,462965.0,4625787.0,3686108.0,1.36
1109,信大,112,Q2,114/11/22,346527.0,3030613.0,2381032.0,1.02
1110,東泥,112,Q2,114/11/22,101031.0,1143437.0,996384.0,0.18
1110,東泥,112,Q1,114/11/22,34087.0,528054.0,479145.0,0.06
1110,東泥,112,Q3,114/11/22,157234.0,1641523.0,1527142.0,0.28
1110,東泥,112,Q4,114/11/22,149522.0,2273518.0,2069639.0,0.26
1201,味全,112,Q3,114/11/22,225987.0,15990330.0,11671062.0,0.45
1201,味全,112,Q2,114/11/22,164038.0,10033918.0,7347139.0,0.32
1201,味全,112,Q1,114/11/22,127801.0,4789271.0,3493627.0,0.25
1201,味全,112,Q4,114/11/22,268323.0,21476354.0,15672351.0,0.53
1203,味王,112,Q1,114/11/22,77899.0,1576031.0,1168898.0,0.33
1203,味王,112,Q4,114/11/22,427700.0,6403713.0,4537602.0,1.8
1203,味王,112,Q2,114/11/22,169219.0,3112428.0,2264822.0,0.71
1203,味王,112,Q3,114/11/22,321879.0,4731566.0,3404243.0,1.35
1210,大成,112,Q3,114/11/22,3115566.0,83009411.0,72057602.0,3.68
1210,大成,112,Q2,114/11/22,1836687.0,54671047.0,47707276.0,2.17
1210,大成,112,Q1,114/11/22,761814.0,27073084.0,23860047.0,0.9
1210,大成,112,Q4,114/11/22,4069204.0,111108929.0,96148202.0,4.81
1213,大飲,112,Q2,114/11/22,-59775.0,115720.0,142309.0,-1.06
1213,大飲,112,Q3,114/11/22,-96894.0,108491.0,178085.0,-1.71
1213,大飲,112,Q1,114/11/22,-19228.0,88390.0,92151.0,-0.34
1213,大飲,112,Q4,114/11/22,-138689.0,120702.0,215158.0,-2.45
1215,卜蜂,112,Q2,114/11/22,1023407.0,14644087.0,12293757.0,3.47
1215,卜蜂,112,Q4,114/11/22,2268965.0,29159749.0,24157745.0,7.7
1215,卜蜂,112,Q1,114/11/22,422306.0,7232070.0,6207122.0,1.43
1215,卜蜂,112,Q3,114/11/22,1672414.0,21950444.0,18292192.0,5.67
1216,統一,112,Q4,114/11/22,18336478.0,581102935.0,393289237.0,3.23
1216,統一,112,Q2,114/11/22,11205403.0,268802050.0,180493577.0,1.97
1216,統一,112,Q3,114/11/22,16774091.0,433848346.0,292156515.0,2.95
1216,統一,112,Q1,114/11/22,5001455.0,131403552.0,88719304.0,0.88
1217,愛之味,112,Q1,114/11/22,65814.0,1171271.0,853661.0,0.13
1217,愛之味,112,Q2,114/11/22,86462.0,2330846.0,1670815.0,0.17
1217,愛之味,112,Q4,114/11/22,200936.0,4900038.0,3486325.0,0.41
1217,愛之味,112,Q3,114/11/22,176479.0,3957479.0,2813382.0,0.36
1218,泰山,112,Q1,114/11/22,-69949.0,2649807.0,2358855.0,-0.14
1218,泰山,112,Q4,114/11/22,-80870.0,11228425.0,9678785.0,-0.17
1218,泰山,112,Q3,114/11/22,-277582.0,8573732.0,7439941.0,-0.57
1218,泰山,112,Q2,114/11/22,-452099.0,5273321.0,4663702.0,-0.93
1219,福壽,112,Q2,114/11/22,137916.0,8310934.0,7612441.0,0.42
1219,福壽,112,Q4,114/11/22,312570.0,16313623.0,14824093.0,0.94
1219,福壽,112,Q3,114/11/22,232559.0,12380972.0,11275481.0,0.7
1219,福壽,112,Q1,114/11/22,61724.0,4245125.0,3873860.0,0.19
1220,台榮,112,Q2,114/11/22,28257.0,1488004.0,1328752.0,0.16
1220,台榮,112,Q3,114/11/22,68480.0,2353276.0,2076529.0,0.39
1220,台榮,112,Q4,114/11/22,133272.0,3293888.0,2855797.0,0.76
1220,台榮,112,Q1,114/11/22,-6817.0,656102.0,604996.0,-0.04
1225,福懋油,112,Q1,114/11/22,64829.0,3797333.0,3580176.0,0.3
1225,福懋油,112,Q3,114/11/22,234392.0,10912671.0,10198063.0,1.02
1225,福懋油,112,Q4,114/11/22,367879.0,14543809.0,13483212.0,1.6
1225,福懋油,112,Q2,114/11/22,104836.0,7279942.0,6882961.0,0.48
1227,佳格,112,Q3,114/11/22,944406.0,20129635.0,15640520.0,1.04
1227,佳格,112,Q1,114/11/22,262945.0,5880499.0,4537064.0,0.29
1227,佳格,112,Q4,114/11/22,1225773.0,27804118.0,21514418.0,1.35
1227,佳格,112,Q2,114/11/22,442371.0,12203968.0,9517829.0,0.49
1229,聯華,112,Q4,114/11/22,4158206.0,13598464.0,11114722.0,2.64
1229,聯華,112,Q1,114/11/22,1089558.0,2871445.0,2452126.0,0.74
1229,聯華,112,Q2,114/11/22,2312467.0,6511033.0,4907877.0,1.47
1229,聯華,112,Q3,114/11/22,3383428.0,9286745.0,7276295.0,2.14
1231,聯華食,112,Q2,114/11/22,329841.0,5194220.0,4099455.0,1.34
1231,聯華食,112,Q3,114/11/22,495554.0,7989458.0,6297036.0,2.01
1231,聯華食,112,Q1,114/11/22,232487.0,2773782.0,2172918.0,1.04
1231,聯華食,112,Q4,114/11/22,969576.0,10853256.0,8571068.0,3.93
1232,大統益,112,Q2,114/11/22,604986.0,11869401.0,10612807.0,3.78
1232,大統益,112,Q1,114/11/22,346620.0,6207916.0,5520374.0,2.17
1232,大統益,112,Q4,114/11/22,1204851.0,23560347.0,21035103.0,7.53
1232,大統益,112,Q3,114/11/22,874908.0,17707757.0,15868979.0,5.47
1233,天仁,112,Q2,114/11/22,61293.0,1022169.0,430861.0,0.68
1233,天仁,112,Q1,114/11/22,31317.0,517813.0,216520.0,0.35
1233,天仁,112,Q4,114/11/22,95676.0,2110338.0,888046.0,1.06
1233,天仁,112,Q3,114/11/22,80933.0,1559270.0,657519.0,0.89
1234,黑松,112,Q1,114/11/22,190617.0,2542028.0,1955871.0,0.47
1234,黑松,112,Q4,114/11/22,948447.0,10576476.0,7610784.0,2.36
1234,黑松,112,Q2,114/11/22,394478.0,4842054.0,3574397.0,0.98
1234,黑松,112,Q3,114/11/22,773530.0,7964124.0,5681782.0,1.92
1235,興泰,112,Q2,114/11/22,10085.0,15189.0,12185.0,0.31
1235,興泰,112,Q3,114/11/22,69060.0,32440.0,26038.0,1.9
1235,興泰,112,Q4,114/11/22,95215.0,75719.0,54761.0,1.1
1235,興泰,112,Q1,114/11/22,35347.0,5761.0,6361.0,1.08
1236,宏亞,112,Q3,114/11/22,13454.0,1421569.0,1022188.0,0.13
1236,宏亞,112,Q4,114/11/22,15690.0,1929953.0,1392477.0,0.16
1236,宏亞,112,Q1,114/11/22,3229.0,489616.0,337793.0,0.03
1236,宏亞,112,Q2,114/11/22,-13648.0,880311.0,632008.0,-0.13
1240,茂生農經,112,Q3,114/11/22,105405.0,2125472.0,1909764.0,2.68
1240,茂生農經,112,Q4,114/11/22,162310.0,2910168.0,2615623.0,4.12
1240,茂生農經,112,Q2,114/11/22,53806.0,1423618.0,1290594.0,1.39
1240,茂生農經,112,Q1,114/11/22,14615.0,751804.0,694439.0,0.38
1256,鮮活果汁-KY,112,Q1,114/11/22,45443.0,825284.0,600368.0,1.34
1256,鮮活果汁-KY,112,Q2,114/11/22,251690.0,2328156.0,1652249.0,7.44
1256,鮮活果汁-KY,112,Q4,114/11/22,419915.0,4631966.0,3328805.0,12.41
1256,鮮活果汁-KY,112,Q3,114/11/22,431955.0,3904818.0,2754376.0,12.76
1259,安心,112,Q2,114/11/22,88830.0,2932148.0,2236283.0,2.74
1259,安心,112,Q3,114/11/22,148240.0,4527758.0,3427286.0,4.58
1259,安心,112,Q1,114/11/22,33637.0,1434021.0,1116414.0,1.04
1259,安心,112,Q4,114/11/22,167442.0,5993760.0,4559176.0,5.17
1264,德麥,112,Q2,114/11/22,334065.0,2738965.0,1813402.0,9.02
1264,德麥,112,Q4,114/11/22,675756.0,5838363.0,3902592.0,18.24
1264,德麥,112,Q1,114/11/22,164972.0,1355025.0,900895.0,4.45
1264,德麥,112,Q3,114/11/22,511863.0,4254717.0,2828469.0,13.81
1268,漢來美食,112,Q3,114/11/22,287230.0,3609492.0,1986389.0,6.8
1268,漢來美食,112,Q4,114/11/22,321148.0,4918533.0,2722619.0,7.61
1268,漢來美食,112,Q1,114/11/22,127145.0,1295729.0,696196.0,3.01
1268,漢來美食,112,Q2,114/11/22,202541.0,2409493.0,1314406.0,4.8
1294,漢田生技,112,Q2,114/11/22,51004.0,247309.0,140453.0,2.65
1294,漢田生技,112,Q4,114/11/22,148118.0,625141.0,344289.0,7.66
1295,生合,112,Q4,114/11/22,113271.0,823304.0,404558.0,3.68
1295,生合,112,Q2,114/11/22,61690.0,389112.0,188365.0,2.01
1301,台塑,112,Q4,114/11/22,7337709.0,199138777.0,189312319.0,1.15
1301,台塑,112,Q1,114/11/22,2342508.0,52213317.0,48746759.0,0.37
1301,台塑,112,Q3,114/11/22,10238967.0,151395932.0,143336396.0,1.61
1301,台塑,112,Q2,114/11/22,3567562.0,100660145.0,96264407.0,0.56
1303,南亞,112,Q3,114/11/22,6168641.0,196763386.0,182299198.0,0.78
1303,南亞,112,Q1,114/11/22,866324.0,65773776.0,60498073.0,0.11
1303,南亞,112,Q4,114/11/22,6310050.0,259755344.0,240519344.0,0.8
1303,南亞,112,Q2,114/11/22,1807919.0,129511971.0,120047273.0,0.23
1304,台聚,112,Q1,114/11/22,-96523.0,13175556.0,11426806.0,-0.09
1304,台聚,112,Q4,114/11/22,-207006.0,52264762.0,46658491.0,-0.19
1304,台聚,112,Q3,114/11/22,160882.0,39435029.0,34779222.0,0.15
1304,台聚,112,Q2,114/11/22,-69460.0,25934676.0,22679759.0,-0.06
1305,華夏,112,Q2,114/11/22,233042.0,7120017.0,6146038.0,0.4
1305,華夏,112,Q1,114/11/22,232351.0,3780066.0,3080315.0,0.4
1305,華夏,112,Q3,114/11/22,380444.0,10485625.0,9040025.0,0.65
1305,華夏,112,Q4,114/11/22,341916.0,13707305.0,12030536.0,0.59
1307,三芳,112,Q2,114/11/22,346868.0,4901447.0,3731980.0,0.87
1307,三芳,112,Q4,114/11/22,760274.0,10086736.0,7561009.0,1.91
1307,三芳,112,Q1,114/11/22,157884.0,2609698.0,1987167.0,0.4
1307,三芳,112,Q3,114/11/22,661544.0,7671609.0,5818321.0,1.66
1308,亞聚,112,Q4,114/11/22,116284.0,6717128.0,5571131.0,0.2
1308,亞聚,112,Q3,114/11/22,267699.0,5040014.0,4064791.0,0.45
1308,亞聚,112,Q1,114/11/22,-25127.0,1569177.0,1256455.0,-0.04
1308,亞聚,112,Q2,114/11/22,103196.0,3228503.0,2521651.0,0.17
1309,台達化,112,Q4,114/11/22,-273537.0,15205462.0,14769885.0,-0.69
1309,台達化,112,Q3,114/11/22,-160183.0,11143463.0,10837203.0,-0.4
1309,台達化,112,Q1,114/11/22,-71705.0,3575071.0,3475106.0,-0.18
1309,台達化,112,Q2,114/11/22,-88160.0,7162750.0,6939860.0,-0.22
1310,台苯,112,Q3,114/11/22,-298266.0,6945287.0,7195550.0,-0.57
1310,台苯,112,Q2,114/11/22,-301292.0,4635212.0,4966085.0,-0.57
1310,台苯,112,Q4,114/11/22,-462184.0,9541182.0,9952545.0,-0.88
1310,台苯,112,Q1,114/11/22,-1818.0,2318484.0,2310793.0,0.0
1312,國喬,112,Q3,114/11/22,-1027722.0,11983288.0,11511402.0,-1.14
1312,國喬,112,Q2,114/11/22,-823952.0,8105018.0,7965519.0,-0.92
1312,國喬,112,Q4,114/11/22,-1438027.0,15719189.0,15270890.0,-1.59
1312,國喬,112,Q1,114/11/22,-137842.0,4217980.0,4032501.0,-0.16
1313,聯成,112,Q3,114/11/22,-91395.0,53343275.0,51597731.0,-0.07
1313,聯成,112,Q4,114/11/22,-282826.0,73196046.0,70988639.0,-0.21
