代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,109,Q1,114/10/29,2999822.0,21976200.0,16195489.0,0.55
1101,台泥,109,Q4,114/10/29,25099309.0,114367247.0,76779667.0,4.32
1101,台泥,109,Q2,114/10/29,10934623.0,52439827.0,35779548.0,1.94
1101,台泥,109,Q3,114/10/29,18407237.0,82248488.0,55034502.0,3.15
1102,亞泥,109,Q4,114/10/29,14710486.0,78240880.0,54911404.0,4.7
1102,亞泥,109,Q1,114/10/29,743772.0,13138882.0,10440940.0,0.24
1102,亞泥,109,Q3,114/10/29,10340758.0,54564173.0,38786420.0,3.3
1102,亞泥,109,Q2,114/10/29,5411178.0,33828093.0,24453090.0,1.73
1103,嘉泥,109,Q4,114/10/29,1764366.0,2058417.0,2202158.0,2.74
1103,嘉泥,109,Q1,114/10/29,-210089.0,495334.0,514817.0,-0.33
1103,嘉泥,109,Q2,114/10/29,-70213.0,992319.0,1014902.0,-0.11
1103,嘉泥,109,Q3,114/10/29,525249.0,1481489.0,1522378.0,0.82
1104,環泥,109,Q3,114/10/29,871810.0,3886551.0,3272827.0,1.33
1104,環泥,109,Q1,114/10/29,46208.0,1253758.0,1085306.0,0.07
1104,環泥,109,Q4,114/10/29,1247252.0,5426217.0,4519186.0,1.91
1104,環泥,109,Q2,114/10/29,479743.0,2591631.0,2197945.0,0.73
1108,幸福,109,Q2,114/10/29,228420.0,2226696.0,1833466.0,0.56
1108,幸福,109,Q1,114/10/29,93609.0,1104720.0,921863.0,0.23
1108,幸福,109,Q3,114/10/29,326995.0,3358346.0,2787372.0,0.81
1108,幸福,109,Q4,114/10/29,392269.0,4530172.0,3813497.0,0.97
1109,信大,109,Q1,114/10/29,91341.0,1165580.0,842433.0,0.27
1109,信大,109,Q4,114/10/29,1004034.0,7593294.0,4983512.0,2.94
1109,信大,109,Q3,114/10/29,588673.0,5213429.0,3541032.0,1.72
1109,信大,109,Q2,114/10/29,316873.0,3255948.0,2176596.0,0.93
1110,東泥,109,Q4,114/10/29,22158.0,1590986.0,1523614.0,0.04
1110,東泥,109,Q3,114/10/29,5382.0,1137023.0,1097901.0,0.01
1110,東泥,109,Q2,114/10/29,-19558.0,770491.0,750024.0,-0.03
1110,東泥,109,Q1,114/10/29,-30750.0,387944.0,379109.0,-0.05
1201,味全,109,Q1,114/10/29,25697.0,3974417.0,2858662.0,0.05
1201,味全,109,Q2,114/10/29,108470.0,8591862.0,6145939.0,0.21
1201,味全,109,Q3,114/10/29,323356.0,13942049.0,9857617.0,0.64
1201,味全,109,Q4,114/10/29,535196.0,18650871.0,13206608.0,1.06
1203,味王,109,Q2,114/10/29,222051.0,3019057.0,2006170.0,0.93
1203,味王,109,Q4,114/10/29,429096.0,6043700.0,3999778.0,1.81
1203,味王,109,Q1,114/10/29,117926.0,1583090.0,1038725.0,0.5
1203,味王,109,Q3,114/10/29,354278.0,4549315.0,3000234.0,1.49
1210,大成,109,Q3,114/10/29,2296369.0,58252672.0,49227851.0,2.94
1210,大成,109,Q1,114/10/29,559791.0,18331788.0,15621787.0,0.72
1210,大成,109,Q4,114/10/29,3122071.0,81650892.0,69388663.0,3.99
1210,大成,109,Q2,114/10/29,1298286.0,37483260.0,31881643.0,1.66
1213,大飲,109,Q3,114/10/29,-9975.0,326532.0,318369.0,-0.18
1213,大飲,109,Q1,114/10/29,-12631.0,80065.0,82093.0,-0.22
1213,大飲,109,Q4,114/10/29,-27252.0,409612.0,404063.0,-0.48
1213,大飲,109,Q2,114/10/29,-3729.0,166432.0,172865.0,-0.07
1215,卜蜂,109,Q3,114/10/29,1239619.0,16366708.0,13800547.0,4.63
1215,卜蜂,109,Q4,114/10/29,1657082.0,22189635.0,18664912.0,6.18
1215,卜蜂,109,Q1,114/10/29,234347.0,5241193.0,4623061.0,0.87
