代號,名稱,年度,季別,權益總計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1305,華夏,106,Q1,8144794.0,,,7290793.0,13397427.0,2298840.0,2953793.0,422301.0,16.17
1305,華夏,106,Q4,8200848.0,,,5993631.0,12673221.0,1785947.0,2686426.0,394507.0,15.87
1305,華夏,106,Q3,7821192.0,,,5584489.0,12150761.0,1639416.0,2690153.0,372099.0,15.14
1307,三芳,106,Q1,8779871.0,,,8403599.0,14606804.0,3158569.0,2668364.0,,22.07
1307,三芳,106,Q2,8189218.0,,,8691402.0,14953409.0,4183697.0,2580494.0,,20.59
1307,三芳,106,Q4,8380965.0,,,7673657.0,14400134.0,3342236.0,2676933.0,,21.07
1307,三芳,106,Q3,8375875.0,,,8751284.0,15082375.0,4150614.0,2555886.0,,21.05
1308,亞聚,106,Q1,9645006.0,,,5470723.0,14630871.0,2247703.0,2738162.0,,19.17
1308,亞聚,106,Q4,9816470.0,,,5136436.0,14876001.0,2338563.0,2720968.0,,18.95
1308,亞聚,106,Q2,9451767.0,,,5738262.0,14811983.0,3520947.0,1839269.0,,18.79
1308,亞聚,106,Q3,9606961.0,,,4881822.0,14577149.0,2208211.0,2761977.0,,18.54
1309,台達化,106,Q2,3370312.0,,,4516079.0,8017618.0,2850561.0,1796745.0,,10.29
1309,台達化,106,Q4,3905550.0,,,5313224.0,8811435.0,3132553.0,1773332.0,,11.92
1309,台達化,106,Q1,3414865.0,,,5068600.0,8558878.0,3330005.0,1814008.0,,10.42
1309,台達化,106,Q3,3640339.0,,,5003616.0,8487650.0,3069038.0,1778273.0,,11.11
1310,台苯,106,Q3,7428555.0,,,3433685.0,10340029.0,1868537.0,1042937.0,323645.0,13.46
1310,台苯,106,Q2,7112566.0,,,4422328.0,11494105.0,3269184.0,1112355.0,343075.0,12.82
1310,台苯,106,Q4,7572262.0,,,4133728.0,10924691.0,2343499.0,1008930.0,284331.0,13.81
1310,台苯,106,Q1,8241828.0,,,4433093.0,11614181.0,2192539.0,1179814.0,351985.0,14.95
1312,國喬,106,Q3,22158312.0,,,8361658.0,26060463.0,2578813.0,1323338.0,2671577.0,21.16
1312,國喬,106,Q2,20614342.0,,,8136416.0,25256498.0,3379129.0,1263027.0,2555602.0,19.66
1312,國喬,106,Q4,23484064.0,,,9474318.0,27999915.0,3131118.0,1384733.0,2765917.0,22.48
1312,國喬,106,Q1,21207643.0,,,8018917.0,24851343.0,2379990.0,1263710.0,2541124.0,20.33
1313,聯成,106,Q3,20104705.0,,,19011428.0,42365881.0,14014586.0,8246590.0,,17.31
1313,聯成,106,Q2,18708207.0,,,16658410.0,39103625.0,11633766.0,8761652.0,,16.51
1313,聯成,106,Q1,18221946.0,,,17072504.0,37850517.0,11526213.0,8102358.0,,16.09
1313,聯成,106,Q4,21263906.0,,,20601738.0,45009979.0,15075247.0,8670826.0,0.0,18.23
1314,中石化,106,Q3,58568029.0,,,18764266.0,80292480.0,6526302.0,15198149.0,242071.0,23.1
1314,中石化,106,Q1,52696259.0,,,17315176.0,77228096.0,9367228.0,15164609.0,243541.0,22.27
1314,中石化,106,Q2,55824194.0,,,19642038.0,80030947.0,9509317.0,14697436.0,242877.0,23.52
1314,中石化,106,Q4,62548459.0,,,18839149.0,81628960.0,4241699.0,14838802.0,240734.0,23.08
1315,達新,106,Q3,7343260.0,,,4507878.0,9595431.0,1280516.0,971655.0,24718.0,38.34
1315,達新,106,Q4,7334715.0,,,4490361.0,9538157.0,1266499.0,936943.0,22837.0,38.31
1315,達新,106,Q1,7284041.0,,,4329318.0,9455574.0,1199899.0,971634.0,14303.0,38.09
1315,達新,106,Q2,7188420.0,,,4561896.0,9694368.0,1533419.0,972529.0,14461.0,37.59
1316,上曜,106,Q4,2698991.0,,,3706739.0,4598344.0,1878695.0,20658.0,938539.0,15.11
1316,上曜,106,Q3,2098545.0,,,4265658.0,5042727.0,2881689.0,62493.0,893938.0,11.33
1316,上曜,106,Q1,1987825.0,,,3592621.0,4333861.0,2283543.0,62493.0,823527.0,11.14
1316,上曜,106,Q2,2001090.0,,,3727973.0,4515738.0,2452155.0,62493.0,854614.0,10.8
1319,東陽,106,Q3,20427187.0,,,9946650.0,37187842.0,8303243.0,8457412.0,940397.0,32.95
1319,東陽,106,Q4,21335968.0,,,9864022.0,37673888.0,8238435.0,8099485.0,954874.0,34.46
1319,東陽,106,Q1,20235941.0,,,9555180.0,35623695.0,8232227.0,7155527.0,897451.0,32.7
1319,東陽,106,Q2,19731576.0,,,9586252.0,36449587.0,9279208.0,7438803.0,930630.0,31.79
1321,大洋,106,Q2,4751620.0,,,1452829.0,10880170.0,982368.0,5146182.0,,21.53
1321,大洋,106,Q1,4777723.0,,,1541987.0,10941874.0,1165525.0,4998626.0,,21.65
1321,大洋,106,Q3,4850399.0,,,1554395.0,10931301.0,1033719.0,5047183.0,,21.98
1321,大洋,106,Q4,4780490.0,,,1535650.0,10878968.0,955457.0,5143021.0,0.0,21.66
1323,永裕,106,Q1,2003396.0,,,2231672.0,3749358.0,521685.0,1224277.0,261368.0,19.34
1323,永裕,106,Q4,2096325.0,,,2173174.0,3902668.0,554455.0,1251888.0,286158.0,20.1
1323,永裕,106,Q2,1906378.0,,,2247748.0,3769357.0,649802.0,1213177.0,248660.0,18.4
1323,永裕,106,Q3,2018548.0,,,2267543.0,3788063.0,541807.0,1227708.0,268182.0,19.43
1324,地球,106,Q1,1064256.0,,,1067488.0,1452037.0,334432.0,53349.0,0.0,14.17
1324,地球,106,Q4,1025498.0,,,951080.0,1390332.0,306000.0,58834.0,0.0,13.65
1324,地球,106,Q2,1024538.0,,,994845.0,1382907.0,304342.0,54027.0,0.0,13.64
1324,地球,106,Q3,1026677.0,,,978461.0,1377035.0,295927.0,54431.0,0.0,13.67
1325,恆大,106,Q1,1790950.0,,,1037337.0,1920104.0,64036.0,65118.0,78005.0,20.09
1325,恆大,106,Q2,1740471.0,,,1069187.0,1945140.0,139675.0,64994.0,78160.0,19.49
1325,恆大,106,Q3,1753998.0,,,1009671.0,1878730.0,59858.0,64874.0,73048.0,19.71
1325,恆大,106,Q4,1768423.0,,,1035490.0,1897674.0,64021.0,65230.0,72862.0,19.88
1326,台化,106,Q2,366062339.0,,,264483208.0,563059882.0,115131912.0,81865631.0,55905925.0,53.15
1326,台化,106,Q3,400973038.0,,,245259171.0,554881816.0,79101856.0,74806922.0,57694774.0,58.83
1326,台化,106,Q1,385793252.0,,,250826453.0,554636137.0,84496862.0,84346023.0,56616933.0,56.34
1326,台化,106,Q4,418501076.0,,,253842403.0,572326493.0,82425994.0,71399423.0,60831200.0,61.31
1336,台翰,106,Q2,1180667.0,,,1003093.0,2194076.0,929633.0,83776.0,,18.81
1336,台翰,106,Q1,1142670.0,,,989441.0,2201909.0,953197.0,106042.0,,18.21
1336,台翰,106,Q3,1567833.0,,,1075137.0,2324584.0,676684.0,80067.0,,18.85
1336,台翰,106,Q4,1599691.0,,,1179120.0,2421612.0,752559.0,69362.0,,19.23
1337,再生-KY,106,Q3,9895715.0,,,4392313.0,10905244.0,944793.0,64736.0,,36.96
1337,再生-KY,106,Q1,9473410.0,,,3881129.0,10346818.0,810664.0,62744.0,,35.7
1337,再生-KY,106,Q2,9707574.0,,,4359964.0,10871297.0,1099841.0,63882.0,,36.58
1337,再生-KY,106,Q4,9934553.0,,,4357056.0,10823343.0,823770.0,65020.0,,37.1
1338,廣華-KY,106,Q1,6345523.0,,,5194455.0,8832934.0,2224195.0,263216.0,247496.0,72.73
1338,廣華-KY,106,Q2,6342265.0,,,5524998.0,9248852.0,2740918.0,165669.0,300012.0,72.07
1338,廣華-KY,106,Q3,6651072.0,,,5752572.0,9577377.0,2827529.0,98776.0,314607.0,75.58
1338,廣華-KY,106,Q4,6820617.0,,,6019844.0,9871537.0,2988858.0,62062.0,307604.0,77.68
1339,昭輝,106,Q1,3214956.0,,,2082407.0,6227630.0,1501548.0,1511126.0,234293.0,40.2
1339,昭輝,106,Q2,3201705.0,,,2541937.0,6701135.0,2042193.0,1457237.0,238787.0,39.96
1339,昭輝,106,Q4,3356433.0,,,2415105.0,6530380.0,1890284.0,1283663.0,181749.0,42.82
1339,昭輝,106,Q3,3291083.0,,,2486266.0,6628237.0,1932861.0,1404293.0,194685.0,41.76
1340,勝悅-KY,106,Q4,6588396.0,,,5775422.0,6997872.0,398913.0,10563.0,,52.13
1340,勝悅-KY,106,Q3,6350615.0,,,5748644.0,6900141.0,539738.0,9788.0,,50.25
1340,勝悅-KY,106,Q1,5771992.0,,,4943118.0,6053348.0,274977.0,6379.0,,50.24
1340,勝悅-KY,106,Q2,5982441.0,,,5521642.0,6647542.0,658608.0,6493.0,,52.07
1341,富林-KY,106,Q4,527245.0,,,982319.0,1463227.0,890092.0,45890.0,,14.14
1402,遠東新,106,Q2,245441778.0,,,113079911.0,517426342.0,108113089.0,163871475.0,57171709.0,35.18
1402,遠東新,106,Q4,255539093.0,,,100053197.0,516766280.0,101640620.0,159586567.0,61178706.0,36.31
1402,遠東新,106,Q1,253031897.0,,,97728085.0,501147035.0,100504364.0,147610774.0,62723479.0,35.56
1402,遠東新,106,Q3,251348996.0,,,96674860.0,505940304.0,100594675.0,153996633.0,59341317.0,35.88
1409,新纖,106,Q4,35368505.0,,,88708993.0,144455811.0,99396820.0,9690486.0,7991574.0,16.97
1409,新纖,106,Q2,34107006.0,,,81004418.0,134448811.0,89900646.0,10441159.0,8019159.0,16.17
1409,新纖,106,Q1,34018507.0,,,81339678.0,133863776.0,90164845.0,9680424.0,8070379.0,16.08
1409,新纖,106,Q3,34585259.0,,,84050827.0,138922265.0,94622958.0,9714048.0,7987148.0,16.48
1410,南染,106,Q3,1231386.0,,,711026.0,1488188.0,78406.0,178396.0,52102.0,16.38
1410,南染,106,Q1,1289742.0,,,757991.0,1561475.0,94202.0,177531.0,58664.0,17.1
1410,南染,106,Q2,1205280.0,,,796322.0,1582515.0,199214.0,178021.0,49749.0,16.05
1410,南染,106,Q4,1259059.0,,,752268.0,1528918.0,93111.0,176748.0,54139.0,16.74
1413,宏洲,106,Q4,895152.0,,,880829.0,2320216.0,665449.0,759615.0,,6.78
1413,宏洲,106,Q3,840635.0,,,832467.0,2281780.0,574641.0,866504.0,,6.36
1413,宏洲,106,Q1,771328.0,,,833148.0,2298122.0,635422.0,891372.0,,5.84
1413,宏洲,106,Q2,800742.0,,,768291.0,2227097.0,517361.0,908994.0,,6.06
1414,東和,106,Q3,3135113.0,,,833669.0,4439811.0,598506.0,706192.0,,14.25
1414,東和,106,Q1,3064299.0,,,821935.0,4716931.0,937430.0,715202.0,,13.93
1414,東和,106,Q2,3034012.0,,,1215685.0,4805337.0,1056529.0,714796.0,,13.79
1414,東和,106,Q4,3131260.0,,,896643.0,4496551.0,663121.0,702170.0,,14.23
1416,廣豐,106,Q3,4213399.0,,,2347831.0,9144317.0,1864725.0,3066193.0,16924.0,22.64
1416,廣豐,106,Q4,4223786.0,,,1885121.0,8616808.0,1337743.0,3055279.0,0.0,22.79
1416,廣豐,106,Q1,5032214.0,,,3044706.0,10087404.0,1914481.0,3140709.0,18040.0,24.35
1416,廣豐,106,Q2,4472212.0,,,2579886.0,9655339.0,2047074.0,3136053.0,18168.0,21.63
1417,嘉裕,106,Q2,3711808.0,,,2673554.0,4825962.0,987583.0,126571.0,,9.77
1417,嘉裕,106,Q1,3751581.0,,,2775015.0,4958805.0,1080651.0,126573.0,,9.88
1417,嘉裕,106,Q3,3684475.0,,,2534239.0,4728191.0,917285.0,126431.0,,9.7
1417,嘉裕,106,Q4,3521159.0,,,2379454.0,4540541.0,882799.0,136583.0,,9.27
1418,東華,106,Q4,87946.0,,,312558.0,1581782.0,1169539.0,324297.0,63.0,1.62
1418,東華,106,Q1,249265.0,,,482038.0,1795574.0,1209536.0,336773.0,479.0,2.01
1418,東華,106,Q3,75959.0,,,445131.0,1730927.0,1329003.0,325965.0,471.0,1.7
1418,東華,106,Q2,160797.0,,,423209.0,1723788.0,1237320.0,325671.0,476.0,1.28
1419,新紡,106,Q1,7869993.0,,,2218772.0,12335922.0,3604672.0,861257.0,54477.0,26.12
1419,新紡,106,Q2,7793905.0,,,2266554.0,12450483.0,3802548.0,854030.0,52685.0,25.87
1419,新紡,106,Q4,9248980.0,,,3687904.0,13775412.0,3673518.0,852914.0,46814.0,30.75
1419,新紡,106,Q3,7892789.0,,,2244640.0,12395823.0,3650194.0,852840.0,50975.0,26.21
1423,利華,106,Q4,2613355.0,,,1501170.0,2850663.0,37912.0,199396.0,,15.11
1423,利華,106,Q2,2573564.0,,,1467437.0,2804939.0,31642.0,199733.0,,14.88
1423,利華,106,Q1,2553103.0,,,1440463.0,2778943.0,20925.0,204915.0,,14.76
1423,利華,106,Q3,2601677.0,,,1484011.0,2829735.0,28308.0,199750.0,,15.04
1432,大魯閣,106,Q1,2456964.0,,,1144781.0,7749540.0,1701590.0,3590986.0,454116.0,11.93
1432,大魯閣,106,Q4,1966551.0,,,1845836.0,3118694.0,956212.0,195931.0,33048.0,11.51
1432,大魯閣,106,Q2,2364888.0,,,1044006.0,7645094.0,1776625.0,3503581.0,442674.0,11.45
1432,大魯閣,106,Q3,2198998.0,,,6494507.0,7505656.0,4993864.0,312794.0,355587.0,10.98
