代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1101,台泥,111,Y1,0.5,112/05/31,111/01/01~111/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,111,Y1,1.75,112/05/31,111/01/01~111/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,111,Y1,1.75,112/05/31,111/01/01~111/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,111,Y1,1.75,112/05/31,111/01/01~111/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,111,Y1,0.5,112/05/31,111/01/01~111/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,111,Y1,0.5,112/05/31,111/01/01~111/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
1101B,台泥乙特,111,Y1,1.75,112/05/31,111/01/01~111/12/31,股東會確認,1.75,0.0,0.0,0.0,0.0,0.0,0
1101,台泥,111,Y1,0.5,112/05/31,111/01/01~111/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q2,0.0,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q2,0.0,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q3,0.0,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q4,2.3,不適用,111/10/01~111/12/31,董事會決議,2.3,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q4,2.3,不適用,111/10/01~111/12/31,董事會決議,2.3,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q3,0.0,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q4,2.3,不適用,111/10/01~111/12/31,董事會決議,2.3,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q2,0.0,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q3,0.0,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q4,2.3,不適用,111/10/01~111/12/31,董事會決議,2.3,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q3,0.0,不適用,111/07/01~111/09/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1102,亞泥,111,Q2,0.0,不適用,111/04/01~111/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1103,嘉泥,111,Y1,0.3,112/05/30,111/01/01~111/12/31,股東會確認,0.3,0.0,0.0,0.2,0.0,0.0,15466911
1103,嘉泥,111,Y1,0.3,112/05/30,111/01/01~111/12/31,股東會確認,0.3,0.0,0.0,0.2,0.0,0.0,15466911
1103,嘉泥,111,Y1,0.3,112/05/30,111/01/01~111/12/31,股東會確認,0.3,0.0,0.0,0.2,0.0,0.0,15466911
1103,嘉泥,111,Y1,0.3,112/05/30,111/01/01~111/12/31,股東會確認,0.3,0.0,0.0,0.2,0.0,0.0,15466911
1104,環泥,111,Y1,1.5,112/06/16,111/01/01~111/12/31,股東會確認,1.5,0.0,0.0,0.3,0.0,0.0,19608275
1104,環泥,111,Y1,1.5,112/06/16,111/01/01~111/12/31,股東會確認,1.5,0.0,0.0,0.3,0.0,0.0,19608275
1104,環泥,111,Y1,1.5,112/06/16,111/01/01~111/12/31,股東會確認,1.5,0.0,0.0,0.3,0.0,0.0,19608275
1104,環泥,111,Y1,1.5,112/06/16,111/01/01~111/12/31,股東會確認,1.5,0.0,0.0,0.3,0.0,0.0,19608275
1108,幸福,111,H2,0.8,112/06/30,111/07/01~111/12/31,股東會確認,0.8,0.0,0.0,0.0,0.0,0.0,0
1108,幸福,111,H2,0.8,112/06/30,111/07/01~111/12/31,股東會確認,0.8,0.0,0.0,0.0,0.0,0.0,0
