代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
2383,台光電,106,Y1,4.8,107/06/14,106/01/01~106/12/31,股東會確認,4.8,0.0,0
2385,群光,106,Y1,4.45,107/06/05,106/01/01~106/12/31,股東會確認,4.45,0.05,3619871
2387,精元,106,Y1,0.4,107/06/12,106/01/01~106/12/31,股東會確認,0.4,0.0,0
2388,威盛,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2390,云辰,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2392,正崴,106,Y1,2.0,107/06/08,106/01/01~106/12/31,股東會確認,2.0,0.0,0
2393,億光,106,Y1,3.0,107/06/15,106/01/01~106/12/31,股東會確認,3.0,0.0,0
2395,研華,106,Y1,6.6,107/05/24,106/01/01~106/12/31,股東會確認,6.6,0.0,0
2397,友通,106,Y1,4.2,107/06/13,106/01/01~106/12/31,股東會確認,4.2,0.0,0
2399,映泰,106,Y1,0.8,107/06/21,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2401,凌陽,106,Y1,0.5533,107/06/11,106/01/01~106/12/31,股東會確認,0.5533,0.0,0
2402,毅嘉,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2404,漢唐,106,Y1,5.0,107/06/12,106/01/01~106/12/31,股東會確認,5.0,0.0,0
2405,輔信,106,Y1,0.0,107/06/21,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2406,國碩,106,Y1,0.0,107/06/20,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2408,南亞科,106,Y1,3.6229488,107/05/24,106/01/01~106/12/31,股東會確認,3.6229488,0.0,0
2409,友達,106,Y1,1.5,107/06/15,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2412,中華電,106,Y1,4.796,107/06/15,106/01/01~106/12/31,股東會確認,4.796,0.0,0
2413,環科,106,Y1,0.0,107/06/19,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2414,精技,106,Y1,1.4,107/06/21,106/01/01~106/12/31,股東會確認,1.4,0.0,0
2415,錩新,106,Y1,1.0,107/06/05,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2417,圓剛,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2419,仲琦,106,Y1,1.2,107/06/14,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2420,新巨,106,Y1,2.7,107/05/29,106/01/01~106/12/31,股東會確認,2.7,0.0,0
2421,建準,106,Y1,2.3,107/05/30,106/01/01~106/12/31,股東會確認,2.3,0.0,0
2423,固緯,106,Y1,1.5,107/06/11,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2424,隴華,106,Y1,0.0,107/06/07,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2425,承啟,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2426,鼎元,106,Y1,0.57999717,107/06/14,106/01/01~106/12/31,股東會確認,0.57999717,0.0,0
2427,三商電,106,Y1,0.25,107/06/12,106/01/01~106/12/31,股東會確認,0.25,0.0,0
2428,興勤,106,Y1,4.0,107/06/22,106/01/01~106/12/31,股東會確認,4.0,0.0,0
2429,銘旺科,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2430,燦坤,106,Y1,1.36,107/04/20,106/01/01~106/12/31,股東會確認,1.36,0.0,0
2431,聯昌,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2433,互盛電,106,Y1,3.5,107/06/08,106/01/01~106/12/31,股東會確認,3.5,0.0,0
2434,統懋,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2436,偉詮電,106,Y1,0.6,107/06/12,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2438,翔耀,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2439,美律,106,Y1,16.442,107/06/13,106/01/01~106/12/31,股東會確認,16.442,0.0,0
2440,太空梭,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2441,超豐,106,Y1,3.0,107/05/29,106/01/01~106/12/31,股東會確認,3.0,0.0,0
2442,新美齊,106,Y1,0.0,107/05/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2444,兆勁,106,Y1,0.04,107/05/21,106/01/01~106/12/31,股東會確認,0.04,0.0,0
2449,京元電子,106,Y1,1.4,107/06/08,106/01/01~106/12/31,股東會確認,1.4,0.0,0
2450,神腦,106,Y1,3.25,107/06/14,106/01/01~106/12/31,股東會確認,3.25,0.0,0
2451,創見,106,Y1,5.8,107/06/14,106/01/01~106/12/31,股東會確認,5.8,0.0,0
2453,凌群,106,Y1,0.7,107/06/12,106/01/01~106/12/31,股東會確認,0.7,0.0,0
2454,聯發科,106,Y1,7.5,107/06/15,106/01/01~106/12/31,股東會確認,7.5,0.0,0
2455,全新,106,Y1,2.5,107/06/15,106/01/01~106/12/31,股東會確認,2.5,0.0,0
2457,飛宏,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2458,義隆,106,Y1,2.3,107/06/11,106/01/01~106/12/31,股東會確認,2.3,0.0,0
2459,敦吉,106,Y1,3.0,107/06/14,106/01/01~106/12/31,股東會確認,3.0,0.0,0
2460,建通,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2461,光群雷,106,Y1,0.56,107/05/30,106/01/01~106/12/31,股東會確認,0.56,0.0,0
2462,良得電,106,Y1,0.0,107/06/08,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2464,盟立,106,Y1,1.5,107/06/14,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2465,麗臺,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2466,冠西電,106,Y1,0.0,107/06/19,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2467,志聖,106,Y1,1.5,107/05/29,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2468,華經,106,Y1,0.4,107/06/15,106/01/01~106/12/31,股東會確認,0.4,0.0,0
2471,資通,106,Y1,0.61454845,107/06/22,106/01/01~106/12/31,股東會確認,0.61454845,0.0,0
2472,立隆電,106,Y1,2.2,107/06/22,106/01/01~106/12/31,股東會確認,2.2,0.0,0
2474,可成,106,Y1,12.0,107/06/11,106/01/01~106/12/31,股東會確認,12.0,0.0,0
2476,鉅祥,106,Y1,1.6,107/06/12,106/01/01~106/12/31,股東會確認,1.6,0.0,0
2477,美隆電,106,Y1,1.3,107/06/20,106/01/01~106/12/31,股東會確認,1.3,0.0,0
2478,大毅,106,Y1,0.6,107/06/08,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2480,敦陽科,106,Y1,2.62,107/05/28,106/01/01~106/12/31,股東會確認,2.62,0.0,0
2481,強茂,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2482,連宇,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2483,百容,106,Y1,1.0,107/06/05,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2484,希華,106,Y1,1.0,107/06/11,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2485,兆赫,106,Y1,0.4,107/06/12,106/01/01~106/12/31,股東會確認,0.4,0.0,0
2486,一詮,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2488,漢平,106,Y1,1.9,107/06/22,106/01/01~106/12/31,股東會確認,1.9,0.0,0
2489,瑞軒,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2491,吉祥全,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2492,華新科,106,Y1,4.0,107/06/28,106/01/01~106/12/31,股東會確認,4.0,0.0,0
2493,揚博,106,Y1,1.75,107/06/13,106/01/01~106/12/31,股東會確認,1.75,0.0,0
2495,普安,106,Y1,0.4,107/06/11,106/01/01~106/12/31,股東會確認,0.4,0.0,0
2496,卓越,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,831400
2497,怡利電,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2498,宏達電,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2501,國建,106,Y1,1.2,107/06/08,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2504,國產,106,Y1,0.5,107/06/20,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2505,國揚,106,Y1,0.25,107/06/22,106/01/01~106/12/31,股東會確認,0.25,0.0,0
2506,太設,106,Y1,0.15,107/06/15,106/01/01~106/12/31,股東會確認,0.15,0.0,0
2509,全坤建,106,Y1,0.4,107/06/22,106/01/01~106/12/31,股東會確認,0.4,1.4,21245286
2511,太子,106,Y1,0.65,107/06/21,106/01/01~106/12/31,股東會確認,0.65,0.0,0
2514,龍邦,106,Y1,0.25,107/06/21,106/01/01~106/12/31,股東會確認,0.25,0.25,12339307
2515,中工,106,Y1,0.187,107/06/22,106/01/01~106/12/31,股東會確認,0.187,0.0,0
2516,新建,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2520,冠德,106,Y1,0.5,107/06/27,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2524,京城,106,Y1,2.0,107/06/22,106/01/01~106/12/31,股東會確認,2.0,0.0,0
2527,宏璟,106,Y1,0.8,107/06/21,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2528,皇普,106,Y1,0.0,107/05/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2530,華建,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2534,宏盛,106,Y1,2.0,107/06/26,106/01/01~106/12/31,股東會確認,2.0,2.0,123496867
2535,達欣工,106,Y1,1.7768,107/06/11,106/01/01~106/12/31,股東會確認,1.7768,0.0,0
2536,宏普,106,Y1,1.5,107/06/11,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2537,聯上發,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2538,基泰,106,Y1,0.8,107/06/12,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2539,櫻花建,106,Y1,1.5,107/06/21,106/01/01~106/12/31,股東會確認,1.5,0.8,30240208
2540,愛山林,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2542,興富發,106,Y1,1.492,107/06/11,106/01/01~106/12/31,股東會確認,1.492,0.0,0
2543,皇昌,106,Y1,0.0,107/06/20,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2545,皇翔,106,Y1,0.5,107/06/12,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2546,根基,106,Y1,2.16,107/06/22,106/01/01~106/12/31,股東會確認,2.16,0.0,0
2547,日勝生,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2548,華固,106,Y1,5.2,107/06/05,106/01/01~106/12/31,股東會確認,5.2,0.0,0
2596,綠意,106,Y1,2.0,107/06/15,106/01/01~106/12/31,股東會確認,2.0,0.268919,2618771
2597,潤弘,106,Y1,2.35,107/05/30,106/01/01~106/12/31,股東會確認,2.35,0.0,0
2601,益航,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2603,長榮,106,Y1,0.2,107/06/21,106/01/01~106/12/31,股東會確認,0.2,0.5,200617800
2605,新興,106,Y1,0.6,107/06/27,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2606,裕民,106,Y1,1.2,107/06/06,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2607,榮運,106,Y1,0.35,107/06/26,106/01/01~106/12/31,股東會確認,0.35,0.0,0
2608,嘉里大榮,106,Y1,1.6,107/06/26,106/01/01~106/12/31,股東會確認,1.6,0.0,0
2609,陽明,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2610,華航,106,Y1,0.218182,107/06/27,106/01/01~106/12/31,股東會確認,0.218182,0.0,0
2611,志信,106,Y1,0.1,107/06/22,106/01/01~106/12/31,股東會確認,0.1,0.0,0
2612,中航,106,Y1,0.5,107/05/30,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2613,中櫃,106,Y1,0.33,107/06/15,106/01/01~106/12/31,股東會確認,0.33,0.0,0
2614,東森,106,Y1,0.0,107/05/17,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2615,萬海,106,Y1,0.5,107/06/26,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2616,山隆,106,Y1,2.5565317,107/06/22,106/01/01~106/12/31,股東會確認,2.5565317,0.0,0
2617,台航,106,Y1,0.7,107/06/26,106/01/01~106/12/31,股東會確認,0.7,0.0,0
2618,長榮航,106,Y1,0.2,107/06/22,106/01/01~106/12/31,股東會確認,0.2,0.5,208672452
2630,亞航,106,Y1,0.85,107/06/11,106/01/01~106/12/31,股東會確認,0.85,0.0,0
2633,台灣高鐵,106,Y1,0.75,107/05/24,106/01/01~106/12/31,股東會確認,0.75,0.0,0
2634,漢翔,106,Y1,1.13,107/06/26,106/01/01~106/12/31,股東會確認,1.13,0.0,0
2636,台驊控股,106,Y1,0.9,107/06/26,106/01/01~106/12/31,股東會確認,0.9,0.0,0
2637,慧洋-KY,106,Y1,0.0,107/05/25,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2640,大車隊,106,Y1,3.5,107/06/19,106/01/01~106/12/31,股東會確認,3.5,0.5,2437871
2641,正德,106,Y1,0.0,107/05/30,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2642,宅配通,106,Y1,1.05,107/05/23,106/01/01~106/12/31,股東會確認,1.05,0.0,0
2643,捷迅,106,Y1,2.0,107/06/27,106/01/01~106/12/31,股東會確認,2.0,0.0,0
2701,萬企,106,Y1,0.245,107/06/19,106/01/01~106/12/31,股東會確認,0.245,0.255,11188863
2702,華園,106,Y1,0.0,107/06/25,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2704,國賓,106,Y1,0.4,107/06/06,106/01/01~106/12/31,股東會確認,0.4,0.0,0
2705,六福,106,Y1,0.0,107/06/08,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2706,第一店,106,Y1,0.276,107/06/22,106/01/01~106/12/31,股東會確認,0.276,0.277,13476651
2707,晶華,106,Y1,6.912,107/06/26,106/01/01~106/12/31,股東會確認,6.912,0.0,0
2712,遠雄來,106,Y1,0.112,107/05/29,106/01/01~106/12/31,股東會確認,0.112,0.0,0
2718,全心投控,106,Y1,0.2,107/05/30,106/01/01~106/12/31,股東會確認,0.2,0.0,0
2719,燦星旅,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2722,夏都,106,Y1,0.4,107/05/07,106/01/01~106/12/31,股東會確認,0.4,0.4,4289345
2723,美食-KY,106,Y1,6.0,107/06/05,106/01/01~106/12/31,股東會確認,6.0,0.04,17006400
2724,藝舍-KY,106,Y1,0.0,107/06/19,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2726,雅茗-KY,106,Y1,4.0,107/06/15,106/01/01~106/12/31,股東會確認,4.0,0.0,0
2727,王品,106,Y1,5.12969866,107/05/30,106/01/01~106/12/31,股東會確認,5.12969866,0.0,0
2729,瓦城,106,Y1,12.6,107/06/19,106/01/01~106/12/31,股東會確認,12.6,0.0,0
2731,雄獅,106,Y1,5.2,107/06/15,106/01/01~106/12/31,股東會確認,5.2,0.0,0
2732,六角,106,Y1,3.65621644,107/05/29,106/01/01~106/12/31,股東會確認,3.65621644,0.49408317,1745096
2734,易飛網,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2736,富野,106,Y1,0.1,107/05/24,106/01/01~106/12/31,股東會確認,0.1,0.0,0
2739,寒舍,106,Y1,0.92,107/06/08,106/01/01~106/12/31,股東會確認,0.92,0.0,0
2740,天蔥,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2743,山富,106,Y1,1.2,107/05/23,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2745,五福,106,Y1,2.0,107/06/22,106/01/01~106/12/31,股東會確認,2.0,0.0,0
2748,雲品,106,Y1,2.75,107/05/30,106/01/01~106/12/31,股東會確認,2.75,0.0,0
2751,王座,106,Y1,0.18,107/06/29,106/01/01~106/12/31,股東會確認,0.18,0.0,0
2755,揚秦,106,Y1,1.85856456,107/06/27,106/01/01~106/12/31,現金股利經董事會決議、增資配股經股東會確認,1.85856456,0.0,0
2801,彰銀,106,Y1,0.45,107/06/08,106/01/01~106/12/31,股東會確認,0.45,0.4,376520028
2812,台中銀,106,Y1,0.45,107/06/05,106/01/01~106/12/31,股東會確認,0.45,0.25,82329475
2816,旺旺保,106,Y1,0.7,107/06/21,106/01/01~106/12/31,股東會確認,0.7,0.0,0
2820,華票,106,Y1,0.71,107/06/08,106/01/01~106/12/31,股東會確認,0.71,0.0,0
2832,台產,106,Y1,1.1,107/06/15,106/01/01~106/12/31,股東會確認,1.1,0.0,0
2834,臺企銀,106,Y1,0.268,107/06/29,106/01/01~106/12/31,股東會確認,0.268,0.4,245918469
2836,高雄銀,106,Y1,0.13,107/06/20,106/01/01~106/12/31,股東會確認,0.13,0.2,37119281
2838,聯邦銀,106,Y1,0.4,107/06/08,106/01/01~106/12/31,股東會確認,0.4,0.3,78154572
2838A,聯邦銀甲特,106,Y1,0.45369863,107/06/08,106/01/01~106/12/31,股東會確認,0.45369863,0.0,0
2845,遠東銀,106,Y1,0.439,107/06/20,106/01/01~106/12/31,股東會確認,0.439,0.271,86257365
2849,安泰銀,106,Y1,0.6,107/06/08,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2850,新產,106,Y1,1.82,107/06/08,106/01/01~106/12/31,股東會確認,1.82,0.0,0
2851,中再保,106,Y1,1.0,107/05/30,106/01/01~106/12/31,股東會確認,1.0,0.5,28113750
2852,第一保,106,Y1,0.6,107/06/28,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2855,統一證,106,Y1,1.2,107/06/21,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2867,三商壽,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,1.57,301512118
2881,富邦金,106,Y1,2.3,107/06/08,106/01/01~106/12/31,股東會確認,2.3,0.0,0
2881A,富邦特,106,Y1,2.46,107/06/08,106/01/01~106/12/31,股東會確認,2.46,0.0,0
2882A,國泰特,106,Y1,2.28,107/06/08,106/01/01~106/12/31,股東會確認,2.28,0.0,0
2882,國泰金,106,Y1,2.5,107/06/08,106/01/01~106/12/31,股東會確認,2.5,0.0,0
2883,凱基金,106,Y1,0.6,107/06/22,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2884,玉山金,106,Y1,0.6126,107/06/08,106/01/01~106/12/31,股東會確認,0.6126,0.6126,623980000
2885,元大金,106,Y1,0.55,107/06/15,106/01/01~106/12/31,股東會確認,0.55,0.0,0
2886,兆豐金,106,Y1,1.5,107/06/15,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2887,台新新光金,106,Y1,0.54205596,107/06/08,106/01/01~106/12/31,股東會確認,0.54205596,0.44350041,443020100
2887E,台新新光戊特一,106,Y1,2.375,107/06/08,106/01/01~106/12/31,股東會確認,2.375,0.0,0
2889,國票金,106,Y1,0.65,107/06/15,106/01/01~106/12/31,股東會確認,0.65,0.12,33199992
2890,永豐金,106,Y1,0.5,107/06/15,106/01/01~106/12/31,股東會確認,0.5,0.2,221001061
2891B,中信金乙特,106,Y1,0.04315068,107/06/15,106/01/01~106/12/31,股東會確認,0.04315068,0.0,0
2891,中信金,106,Y1,1.08,107/06/15,106/01/01~106/12/31,股東會確認,1.08,0.0,0
2892,第一金,106,Y1,0.9,107/06/22,106/01/01~106/12/31,股東會確認,0.9,0.1,122163932
2897,王道銀行,106,Y1,0.3,107/06/14,106/01/01~106/12/31,股東會確認,0.3,0.0,0
2901,欣欣,106,Y1,0.4061653,107/06/29,106/01/01~106/12/31,股東會確認,0.4061653,0.0,0
2903,遠百,106,Y1,1.0,107/06/21,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2904,匯僑,106,Y1,1.2,107/06/27,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2905,三商,106,Y1,0.8,107/06/22,106/01/01~106/12/31,股東會確認,0.8,0.8,61236939
2906,高林,106,Y1,0.23,107/06/14,106/01/01~106/12/31,股東會確認,0.23,0.0,0
2908,特力,106,Y1,1.2,107/06/19,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2910,統領,106,Y1,0.0,107/06/07,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2911,麗嬰房,106,Y1,0.5,107/06/14,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2912,統一超,106,Y1,25.0,107/06/12,106/01/01~106/12/31,股東會確認,25.0,0.0,0
2913,農林,106,Y1,0.5,107/06/12,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2915,潤泰全,106,Y1,4.0,107/06/22,106/01/01~106/12/31,股東會確認,4.0,0.0,0
2916,滿心,106,Y1,1.2,107/06/08,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2923,鼎固-KY,106,Y1,0.36,107/06/29,106/01/01~106/12/31,股東會確認,0.36,0.0,0
2924,宏太-KY,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2926,誠品生活,106,Y1,7.56,107/05/29,106/01/01~106/12/31,股東會確認,7.56,0.0,0
2929,淘帝-KY,106,Y1,4.83,107/06/21,106/01/01~106/12/31,股東會確認,4.83,0.5,3935480
2937,集雅社,106,Y1,0.6,107/06/28,106/01/01~106/12/31,股東會確認,0.6,0.0,0
2939,永邑-KY,106,Y1,15.0,107/06/11,106/01/01~106/12/31,股東會確認,15.0,0.0,0
2941,米斯特,106,Y1,0.0,107/06/28,106/01/01~106/12/31,董事會擬議,0.0,0.0,0
3002,歐格,106,Y1,0.25,107/06/05,106/01/01~106/12/31,股東會確認,0.25,0.0,0
3003,健和興,106,Y1,0.8,107/06/12,106/01/01~106/12/31,股東會確認,0.8,0.0,0
3004,豐達科,106,Y1,2.0,107/06/07,106/01/01~106/12/31,股東會確認,2.0,0.0,0
3005,神基,106,Y1,2.5,107/06/22,106/01/01~106/12/31,股東會確認,2.5,0.0,0
3006,晶豪科,106,Y1,2.0,107/06/14,106/01/01~106/12/31,股東會確認,2.0,0.0,0
3008,大立光,106,Y1,72.5,107/06/12,106/01/01~106/12/31,股東會確認,72.5,0.0,0
3010,華立,106,Y1,3.3,107/05/30,106/01/01~106/12/31,股東會確認,3.3,0.0,0
3011,今皓,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3013,晟銘電,106,Y1,0.5,107/06/13,106/01/01~106/12/31,股東會確認,0.5,0.0,0
3014,聯陽,106,Y1,2.1,107/06/15,106/01/01~106/12/31,股東會確認,2.1,0.0,0
3015,全漢,106,Y1,1.5,107/06/12,106/01/01~106/12/31,股東會確認,1.5,0.0,0
3016,嘉晶,106,Y1,0.5,107/06/14,106/01/01~106/12/31,股東會確認,0.5,0.0,0
3017,奇鋐,106,Y1,1.0,107/06/13,106/01/01~106/12/31,股東會確認,1.0,0.0,0
3018,隆銘綠能,106,Y1,0.0,107/06/08,106/01/01~106/12/31,股東會確認,0.0,0.79,5279107
3019,亞光,106,Y1,1.6,107/06/11,106/01/01~106/12/31,股東會確認,1.6,0.0,0
3021,鴻名,106,Y1,0.75,107/06/15,106/01/01~106/12/31,股東會確認,0.75,0.0,0
3022,威強電,106,Y1,0.5,107/06/21,106/01/01~106/12/31,股東會確認,0.5,0.0,0
3023,信邦,106,Y1,4.0,107/06/08,106/01/01~106/12/31,股東會確認,4.0,0.0,0
3024,憶聲,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3025,星通,106,Y1,0.128,107/06/29,106/01/01~106/12/31,股東會確認,0.128,0.0,0
3026,禾伸堂,106,Y1,5.0,107/06/08,106/01/01~106/12/31,股東會確認,5.0,0.0,0
3027,盛達,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3028,增你強,106,Y1,1.82,107/06/12,106/01/01~106/12/31,股東會確認,1.82,0.0,0
3029,零壹,106,Y1,1.3,107/06/11,106/01/01~106/12/31,股東會確認,1.3,0.0,0
3030,德律,106,Y1,3.0,107/05/30,106/01/01~106/12/31,股東會確認,3.0,0.0,0
3031,佰鴻,106,Y1,0.85,107/06/08,106/01/01~106/12/31,股東會確認,0.85,0.0,0
3032,偉訓,106,Y1,2.0,107/06/21,106/01/01~106/12/31,股東會確認,2.0,0.0,0
3033,威健,106,Y1,1.3241688,107/06/13,106/01/01~106/12/31,股東會確認,1.3241688,0.0,12000000
3034,聯詠,106,Y1,7.1,107/06/08,106/01/01~106/12/31,股東會確認,7.1,0.0,0
3035,智原,106,Y1,2.7,107/06/15,106/01/01~106/12/31,股東會確認,2.7,0.0,0
3036,文曄,106,Y1,2.5,107/06/28,106/01/01~106/12/31,股東會確認,2.5,0.0,0
3037,欣興,106,Y1,0.5,107/06/15,106/01/01~106/12/31,股東會確認,0.5,0.0,0
3038,全台,106,Y1,0.4,107/06/12,106/01/01~106/12/31,股東會確認,0.4,0.0,0
3040,遠見,106,Y1,9.0,107/06/08,106/01/01~106/12/31,股東會確認,9.0,0.0,0
3041,揚智,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3042,晶技,106,Y1,2.5,107/06/05,106/01/01~106/12/31,股東會確認,2.5,0.0,0
3043,科風,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3044,健鼎,106,Y1,5.25,107/06/21,106/01/01~106/12/31,股東會確認,5.25,0.0,0
3045,台灣大,106,Y1,5.0,107/06/12,106/01/01~106/12/31,股東會確認,5.0,0.0,0
3046,建��,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3047,訊舟,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3048,益登,106,Y1,1.0,107/06/15,106/01/01~106/12/31,股東會確認,1.0,0.0,0
3049,精金,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3050,鈺德,106,Y1,0.6,107/06/14,106/01/01~106/12/31,股東會確認,0.6,0.0,0
3051,力特,106,Y1,0.0,107/06/08,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3052,夆典,106,Y1,0.7,107/06/15,106/01/01~106/12/31,股東會確認,0.7,0.0,0
3054,立萬利,106,Y1,0.4,107/06/11,106/01/01~106/12/31,股東會確認,0.4,0.0,0
3055,蔚華科,106,Y1,0.4,107/06/11,106/01/01~106/12/31,股東會確認,0.4,0.0,0
3056,富華新,106,Y1,2.0,107/06/08,106/01/01~106/12/31,股東會確認,2.0,0.0,0
3057,喬鼎,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3058,立德,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
3059,華晶科,106,Y1,0.5,107/06/15,106/01/01~106/12/31,股東會確認,0.5,0.0,0
3060,銘異,106,Y1,0.6,107/06/15,106/01/01~106/12/31,股東會確認,0.6,0.0,0
3062,建漢,106,Y1,0.35,107/06/22,106/01/01~106/12/31,股東會確認,0.35,0.0,0
