代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-股東配股總股數(股)
1443,立益物流,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1444,力麗,106,Y1,0.5,107/04/26,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1445,大宇,106,Y1,0.1,107/06/05,106/01/01~106/12/31,股東會確認,0.1,0.0,0
1446,宏和,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1447,力鵬,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1449,佳和,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1451,年興,106,Y1,1.5,107/06/12,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1452,宏益,106,Y1,1.4,107/06/11,106/01/01~106/12/31,股東會確認,1.4,0.0,0
1453,大將,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1454,台富,106,Y1,0.2,107/06/06,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1455,集盛,106,Y1,0.4,107/06/11,106/01/01~106/12/31,股東會確認,0.4,0.0,0
1456,怡華,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1457,宜進,106,Y1,0.7,107/06/01,106/01/01~106/12/31,股東會確認,0.7,0.0,0
1459,聯發,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1460,宏遠,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.2,9800734
1463,強盛新,106,Y1,3.0,107/06/19,106/01/01~106/12/31,股東會確認,3.0,0.0,0
1464,得力,106,Y1,1.0,107/06/15,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1465,偉全,106,Y1,0.21,107/06/11,106/01/01~106/12/31,股東會確認,0.21,0.0,0
1466,聚隆,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1467,南緯,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1468,昶和,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1470,大統新創,106,Y1,0.5,107/06/29,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1471,首利,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1472,三洋實業,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1473,台南,106,Y1,0.5,107/06/28,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1474,弘裕,106,Y1,0.6,107/06/27,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1475,業旺,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1476,儒鴻,106,Y1,9.5,107/06/14,106/01/01~106/12/31,股東會確認,9.5,0.0,0
1477,聚陽,106,Y1,5.1,107/06/27,106/01/01~106/12/31,股東會確認,5.1,0.0,0
1503,士電,106,Y1,1.3,107/06/14,106/01/01~106/12/31,股東會確認,1.3,0.0,0
1504,東元,106,Y1,0.86,107/06/15,106/01/01~106/12/31,股東會確認,0.86,0.0,0
1506,正道,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1512,瑞利,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1513,中興電,106,Y1,1.0,107/06/29,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1514,亞力,106,Y1,0.5,107/06/28,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1515,力山,106,Y1,1.2,107/05/24,106/01/01~106/12/31,股東會確認,1.2,0.0,0
1516,川飛,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.49456654,1503020
1517,利奇,106,Y1,0.2,107/06/21,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1519,華城,106,Y1,0.4,107/06/12,106/01/01~106/12/31,股東會確認,0.4,0.0,0
1521,大億,106,Y1,5.2,107/06/11,106/01/01~106/12/31,股東會確認,5.2,0.0,0
1524,耿鼎,106,Y1,0.45,107/06/12,106/01/01~106/12/31,股東會確認,0.45,0.0,0
1525,江申,106,Y1,2.4,107/06/21,106/01/01~106/12/31,股東會確認,2.4,0.0,0
1526,日馳,106,Y1,1.0,107/06/26,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1527,鑽全,106,Y1,1.4,107/06/28,106/01/01~106/12/31,股東會確認,1.4,0.0,0
1528,恩德,106,Y1,0.45,107/05/29,106/01/01~106/12/31,股東會確認,0.45,0.0,0
1529,樂事綠能,106,Y1,0.0,107/06/04,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1530,亞崴,106,Y1,1.25,107/06/12,106/01/01~106/12/31,股東會確認,1.25,0.0,0
1531,高林股,106,Y1,0.8,107/06/22,106/01/01~106/12/31,股東會確認,0.8,0.0,0
1532,勤美,106,Y1,1.5,107/06/21,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1533,車王電,106,Y1,0.3,107/06/15,106/01/01~106/12/31,股東會確認,0.3,0.0,0
1535,中宇,106,Y1,1.25,107/06/22,106/01/01~106/12/31,股東會確認,1.25,0.0,0
1536,和大,106,Y1,3.75,107/06/12,106/01/01~106/12/31,股東會確認,3.75,0.0,0
1537,廣隆,106,Y1,9.5,107/06/11,106/01/01~106/12/31,股東會確認,9.5,0.0,0
1538,正峰,106,Y1,0.0,107/04/20,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1539,巨庭,106,Y1,1.0,107/06/29,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1540,喬福,106,Y1,0.53,107/06/26,106/01/01~106/12/31,股東會確認,0.53,0.0,0
1541,錩泰,106,Y1,1.5,107/06/29,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1558,伸興,106,Y1,8.5,107/06/13,106/01/01~106/12/31,股東會確認,8.5,0.0,0
1560,中砂,106,Y1,3.5,107/06/15,106/01/01~106/12/31,股東會確認,3.5,0.0,0
1563,巧新,106,Y1,3.0,107/06/27,106/01/01~106/12/31,股東會確認,3.0,0.0,0
1565,精華,106,Y1,25.0,107/06/14,106/01/01~106/12/31,股東會確認,25.0,0.0,0
1568,倉佑,106,Y1,0.8,107/06/13,106/01/01~106/12/31,股東會確認,0.8,0.0,0
1569,濱川,106,Y1,0.6,107/06/26,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1570,力肯,106,Y1,0.8,107/06/14,106/01/01~106/12/31,股東會確認,0.8,0.0,0
1580,新麥,106,Y1,8.0,107/06/13,106/01/01~106/12/31,股東會確認,8.0,0.35,1698608
1582,信錦,106,Y1,5.0,107/06/29,106/01/01~106/12/31,股東會確認,5.0,0.0,0
1583,程泰,106,Y1,2.5,107/06/14,106/01/01~106/12/31,股東會確認,2.5,0.0,0
1584,精剛,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1586,和勤,106,Y1,0.2,107/05/23,106/01/01~106/12/31,股東會確認,0.2,0.09999994,757315
1587,吉茂,106,Y1,0.5,107/05/29,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1589,永冠-KY,106,Y1,1.5,107/06/05,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1590,亞德客-KY,106,Y1,7.4448,107/06/11,106/01/01~106/12/31,股東會確認,7.4448,0.0,0
1591,駿吉-KY,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1593,祺驊,106,Y1,2.66709767,107/06/22,106/01/01~106/12/31,股東會確認,2.66709767,0.0,0
1595,川寶,106,Y1,4.0,107/06/05,106/01/01~106/12/31,股東會確認,4.0,0.0,0
1597,直得,106,Y1,1.0,107/05/28,106/01/01~106/12/31,股東會確認,1.0,2.5,14761373
1598,岱宇,106,Y1,0.5,107/05/30,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1599,宏佳騰,106,Y1,1.0,107/06/27,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1603,華電,106,Y1,1.0,107/06/29,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1604,聲寶,106,Y1,0.2,107/06/11,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1605,華新,106,Y1,1.0,107/05/25,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1608,華榮,106,Y1,0.73,107/06/14,106/01/01~106/12/31,股東會確認,0.73,0.0,0
1609,大亞,106,Y1,0.35,107/06/05,106/01/01~106/12/31,股東會確認,0.35,0.0,0
1611,中電,106,Y1,1.0,107/06/21,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1612,宏泰,106,Y1,0.5,107/06/14,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1614,三洋電,106,Y1,0.69647415,107/06/12,106/01/01~106/12/31,股東會確認,0.69647415,0.0,0
1615,大山,106,Y1,0.9,107/06/19,106/01/01~106/12/31,股東會確認,0.9,0.0,0
1616,億泰,106,Y1,0.0,107/06/04,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1617,榮星,106,Y1,0.6,107/06/28,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1618,合機,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1626,艾美特-KY,106,Y1,0.1,107/06/11,106/01/01~106/12/31,股東會確認,0.1,0.0,0
1702,南僑,106,Y1,2.7,107/05/30,106/01/01~106/12/31,股東會確認,2.7,0.0,0
1707,葡萄王,106,Y1,6.7,107/05/29,106/01/01~106/12/31,股東會確認,6.7,0.0,0
1708,東鹼,106,Y1,1.0,107/06/08,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1709,和益,106,Y1,1.5,107/06/14,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1710,東聯,106,Y1,1.75,107/06/08,106/01/01~106/12/31,股東會確認,1.75,0.0,0
1711,永光,106,Y1,0.5,107/06/06,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1712,興農,106,Y1,1.0,107/06/22,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1713,國化,106,Y1,0.44,107/06/13,106/01/01~106/12/31,股東會確認,0.44,0.0,0
1714,和桐,106,Y1,0.3,107/06/21,106/01/01~106/12/31,股東會確認,0.3,0.0,0
1717,長興,106,Y1,0.5,107/06/20,106/01/01~106/12/31,股東會確認,0.5,0.7,81139778
1718,中纖,106,Y1,0.1,107/06/12,106/01/01~106/12/31,股東會確認,0.1,0.65,92917074
1720,生達,106,Y1,1.6,107/06/20,106/01/01~106/12/31,股東會確認,1.6,0.0,0
1721,三晃,106,Y1,0.2,107/06/13,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1722,台肥,106,Y1,1.2,107/06/29,106/01/01~106/12/31,股東會確認,1.2,0.0,0
1723,中碳,106,Y1,4.3,107/06/14,106/01/01~106/12/31,股東會確認,4.3,0.0,0
1725,元禎,106,Y1,0.83,107/06/11,106/01/01~106/12/31,股東會確認,0.83,0.0,0
1726,永記,106,Y1,3.5,107/06/22,106/01/01~106/12/31,股東會確認,3.5,0.0,0
1727,中華化,106,Y1,0.6,107/06/12,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1730,花仙子,106,Y1,2.3,107/06/15,106/01/01~106/12/31,股東會確認,2.3,0.0,0
1731,美吾華,106,Y1,0.6,107/05/30,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1732,毛寶,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1733,五鼎,106,Y1,0.746,107/05/25,106/01/01~106/12/31,股東會確認,0.746,0.0,0
1734,杏輝,106,Y1,0.2,107/06/20,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1735,日勝化,106,Y1,0.5,107/06/26,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1736,喬山,106,Y1,0.3,107/06/28,106/01/01~106/12/31,股東會確認,0.3,0.0,0
1737,臺鹽,106,Y1,1.49,107/06/22,106/01/01~106/12/31,股東會確認,1.49,0.0,0
1742,台蠟,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1752,南光,106,Y1,1.6,107/05/30,106/01/01~106/12/31,股東會確認,1.6,0.0,0
1760,寶齡富錦,106,Y1,1.0,107/05/30,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1762,中化生,106,Y1,0.5,107/05/31,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1773,勝一,106,Y1,4.6,107/05/23,106/01/01~106/12/31,股東會確認,4.6,0.0,0
1776,展宇,106,Y1,1.5,107/05/28,106/01/01~106/12/31,股東會確認,1.5,0.0,0
1777,生泰,106,Y1,1.75,107/06/20,106/01/01~106/12/31,股東會確認,1.75,0.0,0
1781,合世,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1783,和康生,106,Y1,0.15033847,107/06/26,106/01/01~106/12/31,股東會確認,0.15033847,0.0,0
1784,訊聯,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1785,光洋科,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1786,科妍,106,Y1,0.2,107/05/29,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1788,杏昌,106,Y1,6.0,107/06/22,106/01/01~106/12/31,股東會確認,6.0,0.0,0
1789,神隆,106,Y1,0.48,107/06/27,106/01/01~106/12/31,股東會確認,0.48,0.0,0
1795,美時,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1796,金穎生技,106,Y1,1.0,107/06/14,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1799,易威,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1802,台玻,106,Y1,0.5,107/06/13,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1805,寶徠,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1806,冠軍,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1808,潤隆,106,Y1,2.1,107/06/11,106/01/01~106/12/31,股東會確認,2.1,0.0,0
1809,中釉,106,Y1,0.2,107/06/20,106/01/01~106/12/31,股東會確認,0.2,0.0,0
1810,和成,106,Y1,0.3,107/06/28,106/01/01~106/12/31,股東會確認,0.3,0.0,0
1813,寶利徠,106,Y1,1.0,107/05/29,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1815,富喬,106,Y1,0.65,107/06/21,106/01/01~106/12/31,股東會確認,0.65,0.0,0
1817,凱撒衛,106,Y1,2.3,107/06/13,106/01/01~106/12/31,股東會確認,2.3,0.0,0
1903,士紙,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
1904,正隆,106,Y1,0.7,107/06/08,106/01/01~106/12/31,股東會確認,0.7,0.0,0
1905,華紙,106,Y1,0.5,107/06/26,106/01/01~106/12/31,股東會確認,0.5,0.0,0
1906,寶隆,106,Y1,1.0,107/06/08,106/01/01~106/12/31,股東會確認,1.0,0.0,0
1907,永豐餘,106,Y1,0.6,107/06/21,106/01/01~106/12/31,股東會確認,0.6,0.0,0
1909,榮成,106,Y1,1.75,107/06/12,106/01/01~106/12/31,股東會確認,1.75,0.0,0
2002,中鋼,106,Y1,0.88,107/06/21,106/01/01~106/12/31,股東會確認,0.88,0.0,0
2002A,中鋼特別股,106,Y1,1.4,107/06/21,106/01/01~106/12/31,股東會確認,1.4,0.0,0
2006,東和鋼鐵,106,Y1,1.4,107/06/11,106/01/01~106/12/31,股東會確認,1.4,0.0,0
2007,燁興,106,Y1,0.0,107/06/20,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2008,高興昌,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2009,第一銅,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2010,春源,106,Y1,0.5,107/06/14,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2012,春雨,106,Y1,0.75,107/06/13,106/01/01~106/12/31,股東會確認,0.75,0.0,0
2013,中鋼構,106,Y1,0.24,107/06/20,106/01/01~106/12/31,股東會確認,0.24,0.0,0
2014,中鴻,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2015,豐興,106,Y1,3.5,107/06/08,106/01/01~106/12/31,股東會確認,3.5,0.0,0
2017,官田鋼,106,Y1,0.45,107/05/11,106/01/01~106/12/31,股東會確認,0.45,0.4248,14721564
2020,美亞,106,Y1,1.42,107/06/15,106/01/01~106/12/31,股東會確認,1.42,0.0,0
2022,聚亨,106,Y1,0.0,107/05/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2023,燁輝,106,Y1,0.2,107/06/21,106/01/01~106/12/31,股東會確認,0.2,0.3,54635281
2024,志聯,106,Y1,0.8,107/06/05,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2025,千興,106,Y1,0.0,107/03/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2027,大成鋼,106,Y1,0.55,107/06/08,106/01/01~106/12/31,股東會確認,0.55,0.4,37838079
2028,威致,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2029,盛餘,106,Y1,1.75,107/06/14,106/01/01~106/12/31,股東會確認,1.75,0.0,0
2030,彰源,106,Y1,1.01194885,107/06/12,106/01/01~106/12/31,股東會確認,1.01194885,0.0,0
2031,新光鋼,106,Y1,1.5,107/06/19,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2032,新鋼,106,Y1,0.1,107/06/11,106/01/01~106/12/31,股東會確認,0.1,0.0,0
2033,佳大,106,Y1,0.2,107/06/20,106/01/01~106/12/31,股東會確認,0.2,0.0,0
2034,允強,106,Y1,1.8,107/06/15,106/01/01~106/12/31,股東會確認,1.8,0.0,0
2035,唐榮公司,106,Y1,0.0,107/06/26,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2038,海光,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2049,上銀,106,Y1,3.5,107/06/27,106/01/01~106/12/31,股東會確認,3.5,0.3,8404719
2059,川湖,106,Y1,5.0,107/06/26,106/01/01~106/12/31,股東會確認,5.0,0.0,0
2061,風青,106,Y1,0.0,107/06/05,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2062,橋椿,106,Y1,0.3,107/05/08,106/01/01~106/12/31,股東會確認,0.3,0.0,0
2063,世鎧精密,106,Y1,2.5,107/05/31,106/01/01~106/12/31,股東會確認,2.5,0.0,0
2064,晉椿,106,Y1,1.0,107/06/13,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2065,世豐,106,Y1,1.08,107/06/08,106/01/01~106/12/31,股東會確認,1.08,0.0,0
2066,世德,106,Y1,3.0,107/06/21,106/01/01~106/12/31,股東會確認,3.0,0.0,0
2067,嘉鋼,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2069,運錩,106,Y1,1.2,107/06/22,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2070,精湛,106,Y1,1.0,107/06/21,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2101,南港,106,Y1,0.68,107/05/04,106/01/01~106/12/31,股東會確認,0.68,0.0,0
2102,泰豐,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2103,台橡,106,Y1,0.96,107/06/21,106/01/01~106/12/31,股東會確認,0.96,0.0,0
2104,國際中橡,106,Y1,1.8,107/06/26,106/01/01~106/12/31,股東會確認,1.8,1.0,62858699
2105,正新,106,Y1,1.8,107/06/14,106/01/01~106/12/31,股東會確認,1.8,0.0,0
2106,建大,106,Y1,1.2,107/06/11,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2107,厚生,106,Y1,0.65,107/06/08,106/01/01~106/12/31,股東會確認,0.65,0.0,0
2108,南帝,106,Y1,1.0,107/06/12,106/01/01~106/12/31,股東會確認,1.0,0.5,23448413
2109,華豐,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2114,鑫永銓,106,Y1,5.0,107/06/26,106/01/01~106/12/31,股東會確認,5.0,0.0,0
2115,六暉-KY,106,Y1,1.5,107/06/25,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2201,裕隆,106,Y1,0.58,107/06/15,106/01/01~106/12/31,股東會確認,0.58,0.0,0
2204,中華,106,Y1,1.8,107/06/27,106/01/01~106/12/31,股東會確認,1.8,0.0,0
2206,三陽工業,106,Y1,1.0,107/06/21,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2207,和泰車,106,Y1,12.0,107/06/21,106/01/01~106/12/31,股東會確認,12.0,0.0,0
2208,台船,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2221,大甲,106,Y1,1.5,107/06/20,106/01/01~106/12/31,股東會確認,1.5,0.0,0
2227,裕日車,106,Y1,20.0,107/06/21,106/01/01~106/12/31,股東會確認,20.0,0.0,0
2228,劍麟,106,Y1,5.24,107/06/13,106/01/01~106/12/31,股東會確認,5.24,0.0,0
2230,泰茂,106,Y1,0.0,107/06/19,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2231,為升,106,Y1,7.47363166,107/06/08,106/01/01~106/12/31,股東會確認,7.47363166,1.29542948,13153934
2233,宇隆,106,Y1,3.75,107/06/27,106/01/01~106/12/31,股東會確認,3.75,2.25,11073323
2235,謚源,106,Y1,3.5,107/06/19,106/01/01~106/12/31,股東會確認,3.5,0.0,0
2236,百達-KY,106,Y1,0.75,107/06/28,106/01/01~106/12/31,股東會確認,0.75,0.75,2867190
2239,英利-KY,106,Y1,3.9,107/05/29,106/01/01~106/12/31,股東會確認,3.9,0.0,0
2241,艾姆勒,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2243,宏旭-KY,106,Y1,0.5,107/06/29,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2247,汎德永業,106,Y1,8.0,107/06/29,106/01/01~106/12/31,股東會確認,8.0,0.0,0
2301,光寶科,106,Y1,0.41,107/06/22,106/01/01~106/12/31,股東會確認,0.41,0.0,0
2302,麗正,106,Y1,0.0,107/06/28,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2303,聯電,106,Y1,0.7,107/06/12,106/01/01~106/12/31,股東會確認,0.7,0.0,0
2305,全友,106,Y1,0.0,107/05/23,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2308,台達電,106,Y1,5.0,107/06/11,106/01/01~106/12/31,股東會確認,5.0,0.0,0
2312,金寶,106,Y1,0.3,107/06/11,106/01/01~106/12/31,股東會確認,0.3,0.0,0
2313,華通,106,Y1,1.2,107/06/14,106/01/01~106/12/31,股東會確認,1.2,0.0,0
2314,台揚,106,Y1,0.2,107/06/21,106/01/01~106/12/31,股東會確認,0.2,0.0,0
2316,楠梓電,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2317,鴻海,106,Y1,2.0,107/06/22,106/01/01~106/12/31,股東會確認,2.0,0.0,0
2321,東訊,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2323,中環,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2324,仁寶,106,Y1,1.0,107/06/22,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2327,國巨*,106,Y1,14.36,107/06/05,106/01/01~106/12/31,股東會確認,14.36,2.0,70141276
2328,廣宇,106,Y1,0.8,107/06/08,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2329,華泰,106,Y1,0.0,107/06/29,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2330,台積電,106,Y1,8.0,107/06/05,106/01/01~106/12/31,股東會確認,8.0,0.0,0
2331,精英,106,Y1,0.0,107/06/25,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2332,友訊,106,Y1,0.0,107/06/22,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2337,旺宏,106,Y1,1.0,107/06/14,106/01/01~106/12/31,股東會確認,1.0,0.2,36095516
2338,光罩,106,Y1,0.0,107/06/13,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2340,台亞,106,Y1,1.35,107/06/20,106/01/01~106/12/31,股東會確認,1.35,0.0,0
2342,茂矽,106,Y1,0.0,107/06/14,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2344,華邦電,106,Y1,1.0,107/06/11,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2345,智邦,106,Y1,4.1354,107/06/13,106/01/01~106/12/31,股東會確認,4.1354,0.0,0
2347,聯強,106,Y1,2.2,107/06/12,106/01/01~106/12/31,股東會確認,2.2,0.0,0
2348,海悅,106,Y1,3.6,107/06/21,106/01/01~106/12/31,股東會確認,3.6,0.0,0
2349,錸德,106,Y1,0.0,107/06/12,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2351,順德,106,Y1,2.5,107/06/22,106/01/01~106/12/31,股東會確認,2.5,0.0,0
2352,佳世達,106,Y1,1.35,107/06/21,106/01/01~106/12/31,股東會確認,1.35,0.0,0
2353,宏��,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2354,鴻準,106,Y1,3.6,107/06/22,106/01/01~106/12/31,股東會確認,3.6,0.0,0
2355,敬鵬,106,Y1,2.25,107/06/29,106/01/01~106/12/31,股東會確認,2.25,0.0,0
2356,英業達,106,Y1,1.65,107/06/14,106/01/01~106/12/31,股東會確認,1.65,0.0,0
2357,華碩,106,Y1,15.0,107/06/12,106/01/01~106/12/31,股東會確認,15.0,0.0,0
2359,所羅門,106,Y1,1.0,107/06/05,106/01/01~106/12/31,股東會確認,1.0,0.0,0
2360,致茂,106,Y1,4.47539992,107/06/08,106/01/01~106/12/31,股東會確認,4.47539992,0.0,0
2362,藍天,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2363,矽統,106,Y1,0.0,107/06/08,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2364,倫飛,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2365,昆盈,106,Y1,0.02259757,107/06/19,106/01/01~106/12/31,股東會確認,0.02259757,0.0,0
2367,燿華,106,Y1,0.3,107/06/12,106/01/01~106/12/31,股東會確認,0.3,0.2,12145239
2368,金像電,106,Y1,0.0,107/06/11,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2369,菱生,106,Y1,0.5,107/06/15,106/01/01~106/12/31,股東會確認,0.5,0.0,0
2371,大同,106,Y1,0.0,107/06/27,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2373,震旦行,106,Y1,6.0,107/06/12,106/01/01~106/12/31,股東會確認,6.0,0.0,0
2374,佳能,106,Y1,0.8,107/06/11,106/01/01~106/12/31,股東會確認,0.8,0.0,0
2375,凱美,106,Y1,1.930967,107/06/05,106/01/01~106/12/31,股東會確認,1.930967,0.0,0
2376,技嘉,106,Y1,4.0,107/06/11,106/01/01~106/12/31,股東會確認,4.0,0.0,0
2377,微星,106,Y1,4.5,107/06/15,106/01/01~106/12/31,股東會確認,4.5,0.0,0
2379,瑞昱,106,Y1,4.5,107/06/05,106/01/01~106/12/31,股東會確認,4.5,0.0,0
2380,虹光,106,Y1,0.0,107/06/15,106/01/01~106/12/31,股東會確認,0.0,0.0,0
2382,廣達,106,Y1,3.4,107/06/15,106/01/01~106/12/31,股東會確認,3.4,0.0,0
