出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","2","2880","華南金","32934881.00","191137336.00","123205034.00","288382429.00","625477494.00","--","1089541.00","63281398.00","371224.00","--","--","1875971308.00","6147913.00","352122.00","--","35137600.00","11653441.00","31751375.00","1856297.00","941061.00","3309567.00","5257979.00","3298258000.00","104084779.00","24827720.00","4500572.00","--","45109381.00","19867354.00","82988156.00","1491562.00","--","2645364529.00","71690180.00","2904250.00","--","23498772.00","59569398.00","1814923.00","6107538.00","4766025.00","3098585139.00","128547788.00","17758986.00","43214977.00","10149103.00","--","--","199670854.00","2007.00","199672861.00","--","0.00","0.00","15.53"
"114/10/28","110","2","2881","富邦金","237501896.00","308266837.00","1617967170.00","916618999.00","3059860795.00","3836320.00","82286940.00","250474702.00","1512670.00","139999.00","--","2419776529.00","29478429.00","35702262.00","--","531289139.00","304867748.00","62050936.00","8446921.00","33318819.00","30620958.00","56440400.00","9990458469.00","203598901.00","6222100.00","52895186.00","10457162.00","185310835.00","47728698.00","239484693.00","15525485.00","--","3016307064.00","261357264.00","1569322.00","--","4392990257.00","576589585.00","21633682.00","26537813.00","56581755.00","9114789802.00","125236244.00","128561334.00","420496300.00","168299853.00","-698392.00","--","841895339.00","33773328.00","875668667.00","0.00","0.00","22051000.00","73.35"
"114/10/28","110","2","2882","國泰金","544477045.00","197432609.00","1815942101.00","1588241683.00","3174595890.00","129913.00","71938703.00","190169621.00","4318128.00","--","--","2263477801.00","12034071.00","33204066.00","--","712764024.00","429841499.00","99362398.00","4168739.00","52646092.00","67992966.00","55706122.00","11318443471.00","87645603.00","1076000.00","95581687.00","36014.00","21854793.00","44829587.00","157844631.00","15557668.00","--","2725931758.00","141800000.00","1962265.00","--","6279543571.00","739667099.00","14486802.00","60297442.00","32911999.00","10421026919.00","147025102.00","177251872.00","427879633.00","133980387.00","0.00","0.00","886136994.00","11279558.00","897416552.00","--","0.00","0.00","60.27"
"114/10/28","110","2","2883","凱基金","160037493.00","34459520.00","560348481.00","576353806.00","1152304045.00","161329.00","36899750.00","191982560.00","223017.00","--","--","409548840.00","1032766.00","15809853.00","--","150799117.00","30022906.00","35157330.00","13847475.00","19012943.00","15020122.00","95234507.00","3498255860.00","22436696.00","97870.00","102282120.00","301767.00","119972567.00","23092311.00","136525792.00","4004265.00","--","488565344.00","72332612.00","46042873.00","--","1945908444.00","164824626.00","4340685.00","10316879.00","46333215.00","3187378066.00","149912200.00","11998917.00","52531695.00","11403074.00","0.00","--","225845886.00","85031908.00","310877794.00","--","1365000.00","0.00","15.07"
"114/10/28","110","2","2884","玉山金","56221657.00","124162120.00","629978685.00","306343420.00","33847921.00","--","3511272.00","114837479.00","36876.00","--","--","1666096316.00","--","--","--","6395474.00","1777192.00","33278991.00","7129215.00","6178850.00","2073553.00","8801610.00","3000670631.00","74339824.00","10467950.00","63114993.00","--","17273129.00","6434945.00","40507443.00","2240282.00","--","2487556880.00","40670000.00","585192.00","--","998622.00","54931498.00","4114085.00","1299540.00","3411001.00","2807945384.00","125866000.00","25662214.00","41494306.00","-437613.00","--","--","192584907.00","140340.00","192725247.00","--","0.00","0.00","15.32"
"114/10/28","110","2","2885","元大金","69103373.00","62135475.00","606177595.00","319498753.00","486571792.00","--","42426670.00","324375706.00","577510.00","141687.00","--","826885700.00","1270928.00","2930970.00","3170804.00","114467847.00","11375181.00","23949122.00","12631652.00","31254887.00","6531092.00","70913568.00","3016390312.00","23034684.00","600800.00","172671159.00","--","190510847.00","62250965.00","297186318.00","7919238.00","--","1319204294.00","90466681.00","72123627.00","--","325195965.00","123101122.00","5859748.00","4593713.00","44468494.00","2739187655.00","121374360.00","37885949.00","87097773.00","10355894.00","--","--","256713976.00","20488681.00","277202657.00","0.00","0.00","0.00","21.15"
"114/10/28","110","2","2886","兆豐金","122765555.00","568962816.00","201603496.00","552714912.00","605384029.00","--","499272.00","121023502.00","375160.00","15813.00","--","2005117219.00","5413466.00","5532688.00","--","6346596.00","1107623.00","21931924.00","1859253.00","998451.00","5478828.00","6951456.00","4234082059.00","606488191.00","27361208.00","20394501.00","--","230659440.00","17171955.00","157876348.00","11675628.00","--","2778182249.00","6000000.00","1531347.00","--","30386821.00","13266531.00","1910123.00","2928454.00","9874813.00","3915707609.00","135998240.00","68194233.00","99478176.00","14703801.00","0.00","0.00","318374450.00","0.00","318374450.00","0.00","0.00","0.00","23.41"
"114/10/28","110","2","2887","台新新光金","25148158.00","84585802.00","132391059.00","194959502.00","458720588.00","--","5294748.00","161613386.00","549991.00","--","--","1321054141.00","520849.00","81775.00","--","35171849.00","2862912.00","22481477.00","2686991.00","3287341.00","3752867.00","12237188.00","2467400624.00","53088913.00","2442240.00","31634824.00","--","74961378.00","21774512.00","55561560.00","2717734.00","--","1648521164.00","70100000.00","12429729.00","--","184139187.00","101597608.00","2786353.00","1345660.00","6088611.00","2269189473.00","117136172.00","35921647.00","45018893.00","94449.00","--","--","198171161.00","39990.00","198211151.00","--","0.00","0.00","16.92"
"114/10/28","110","2","2889","國票金","2792201.00","2.00","142263811.00","119767056.00","--","--","77129.00","46119195.00","30.00","0.00","--","--","--","6635154.00","--","13937521.00","44868.00","7441572.00","135026.00","232118.00","100346.00","3549672.00","343095701.00","--","22573846.00","5286014.00","--","206861787.00","21138940.00","29065810.00","757376.00","--","--","--","--","--","1706270.00","7164182.00","135450.00","316621.00","3520146.00","298526442.00","28964817.00","156037.00","7860720.00","2798641.00","-106346.00","--","39673869.00","4895390.00","44569259.00","0.00","0.00","10000000.00","13.74"
"114/10/28","110","2","2890","永豐金","26277293.00","153505453.00","97065541.00","372112782.00","156322511.00","--","74009142.00","115359648.00","311550.00","--","--","1201904542.00","--","654395.00","--","42008864.00","2457866.00","13152946.00","3520569.00","2226359.00","2404258.00","18526738.00","2281820457.00","79776008.00","130290.00","21547576.00","--","39744624.00","33605365.00","63653569.00","1802127.00","--","1742099687.00","55994345.00","18567873.00","18437.00","3724265.00","43376272.00","2915314.00","1157160.00","9575240.00","2117688152.00","112710541.00","2228764.00","45690969.00","3502031.00","--","--","164132305.00","0.00","164132305.00","--","0.00","0.00","14.56"
