出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","2","1101","台泥","133913872.00","253891725.00","387805597.00","71317037.00","85959982.00","157277019.00","63235800.00","--","55380287.00","85987152.00","12721098.00","-392343.00","216931994.00","--","--","13596584.00","230528578.00","--","0.00","9060600.00","35.28"
"114/10/28","110","2","1102","亞泥","98193043.00","208944679.00","307137722.00","74759340.00","67598100.00","142357440.00","33673795.00","--","1634414.00","107357067.00","-93068.00","--","142572208.00","--","--","22208074.00","164780282.00","--","0.00","0.00","42.34"
"114/10/28","110","2","1103","嘉泥","11436348.00","30110487.00","41546835.00","2637230.00","11895217.00","14532447.00","7747805.00","--","980972.00","11364156.00","7162456.00","-1098762.00","26156627.00","--","--","857761.00","27014388.00","--","0.00","130325320.00","40.59"
"114/10/28","110","2","1104","環泥","5150354.00","19328198.00","24478552.00","3695289.00","1479123.00","5174412.00","6536092.00","--","66082.00","12047776.00","512298.00","--","19162248.00","--","--","141892.00","19304140.00","--","0.00","0.00","29.32"
"114/10/28","110","2","1108","幸福","5060113.00","2965865.00","8025978.00","2551390.00","949980.00","3501370.00","4047380.00","--","9.00","468826.00","8319.00","--","4524534.00","--","--","74.00","4524608.00","--","0.00","0.00","11.18"
"114/10/28","110","2","1109","信大","6446123.00","5042322.00","11488445.00","1646057.00","103343.00","1749400.00","3419579.00","--","22962.00","4677020.00","-228129.00","--","7891432.00","--","--","1847613.00","9739045.00","0.00","0.00","0.00","23.08"
"114/10/28","110","2","1110","東泥","1831939.00","8862838.00","10694777.00","1424493.00","595900.00","2020393.00","5720008.00","--","188267.00","2136497.00","557420.00","-12185.00","8590007.00","--","--","84377.00","8674384.00","--","0.00","2112865.00","15.07"
"114/10/28","110","2","1201","味全","6894938.00","12163290.00","19058228.00","6650867.00","5685112.00","12335979.00","5060629.00","--","36115.00","1918851.00","-301786.00","--","6713809.00","--","--","8440.00","6722249.00","0.00","0.00","0.00","13.27"
"114/10/28","110","2","1203","味王","4290538.00","5035247.00","9325785.00","1654132.00","1415037.00","3069169.00","2400000.00","--","205814.00","2751377.00","27033.00","-38464.00","5345760.00","--","--","910856.00","6256616.00","0.00","0.00","2293865.00","22.49"
"114/10/28","110","2","1210","大成","25503990.00","29429385.00","54933375.00","25196885.00","2803597.00","28000482.00","8521593.00","--","3179626.00","6268710.00","1645690.00","-219132.00","19396487.00","--","--","7536406.00","26932893.00","--","0.00","45362433.00","24.04"
"114/10/28","110","2","1213","大飲","285172.00","942867.00","1228039.00","548230.00","180586.00","728816.00","566226.00","--","21938.00","-88789.00","-152.00","--","499223.00","--","--","--","499223.00","0.00","0.00","0.00","8.82"
