出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/28","110","3","2801","彰銀","30438264.00","176708952.00","26334775.00","180153263.00","378296368.00","182088.00","--","25621225.00","346582.00","--","--","1576518237.00","--","--","3378477.00","20886720.00","1984490.00","13853705.00","597069.00","3322542.00","1074974.00","2439697731.00","83175540.00","23304950.00","1806832.00","--","1449673.00","46899700.00","304120.00","--","2044106503.00","51311389.00","--","--","1312659.00","4916770.00","1821750.00","8404891.00","2635702.00","2271450479.00","104885708.00","--","--","59369072.00","3992472.00","0.00","168247252.00","--","--","--","168247252.00","--","0.00","0.00","16.04"
"114/10/28","110","3","2812","台中銀","15306763.00","35159928.00","32591744.00","45420863.00","106968801.00","--","13298572.00","14867809.00","0.00","--","--","466431753.00","167360.00","382193.00","0.00","13292542.00","836502.00","17947.00","210626.00","802618.00","2544124.00","748300145.00","5265859.00","10165119.00","529839.00","--","1204989.00","6917990.00","206252.00","--","646174062.00","11500000.00","--","--","2665478.00","1404233.00","877604.00","111021.00","1085721.00","688108167.00","43385205.00","--","803606.00","14471807.00","1531360.00","0.00","60191978.00","--","--","0.00","60191978.00","0.00","0.00","0.00","13.87"
"114/10/28","110","3","2820","華票","343142.00","0.00","130428150.00","103232334.00","--","--","6155319.00","721021.00","141516.00","--","--","--","--","--","41202.00","151095.00","3779.00","--","--","74285.00","576181.00","241868024.00","24875856.00","--","31431.00","--","184696662.00","399594.00","62533.00","--","--","--","--","--","4499170.00","1428932.00","3803.00","77975.00","380237.00","216456193.00","13429600.00","--","10231.00","10910470.00","1061530.00","--","--","--","--","--","25411831.00","--","0.00","0.00","18.92"
"114/10/28","110","3","2834","臺企銀","31745333.00","233207915.00","47518005.00","149620086.00","241105739.00","--","18052974.00","8071469.00","349583.00","--","--","1257572870.00","--","--","12641.00","14433334.00","1199449.00","--","513451.00","1990224.00","4958569.00","2010351642.00","94421624.00","46565100.00","8522458.00","--","2061306.00","21857584.00","24687.00","--","1671482830.00","52250000.00","--","--","4458292.00","3357471.00","1188436.00","894212.00","1998093.00","1909082093.00","77431952.00","--","815900.00","19883314.00","3138383.00","--","101269549.00","--","--","--","101269549.00","0.00","0.00","0.00","13.08"
"114/10/28","110","3","2836","高雄銀","2910802.00","12765405.00","972373.00","26684358.00","49304516.00","--","3737438.00","1701413.00","0.00","--","--","178952818.00","--","--","941775.00","3128411.00","318172.00","--","118578.00","159900.00","192703.00","281888662.00","8383985.00","3010530.00","62498.00","--","3879252.00","6098746.00","61995.00","--","237795956.00","4300000.00","--","--","0.00","353413.00","315950.00","--","72851.00","264335176.00","12034444.00","--","1610519.00","3440871.00","467652.00","--","--","--","--","--","17553486.00","0.00","0.00","0.00","14.59"
"114/10/28","110","3","2838","聯邦銀","8453489.00","24627075.00","63594162.00","68206375.00","80746474.00","--","61381022.00","27539275.00","278475.00","--","--","452352270.00","1521434.00","--","1827082.00","7918918.00","1626537.00","4997559.00","2169876.00","944009.00","10875602.00","819059634.00","14281493.00","6254950.00","445546.00","--","56019270.00","6545343.00","529995.00","--","644278342.00","7700000.00","1311354.00","371500.00","9653565.00","367421.00","1609172.00","1721926.00","3529248.00","754619125.00","34952187.00","--","8046354.00","15101830.00","5796774.00","--","63897145.00","--","--","543364.00","64440509.00","--","0.00","0.00","18.28"
"114/10/28","110","3","2845","遠東銀","6713097.00","46113919.00","33165285.00","147792861.00","498629.00","--","8319247.00","22346005.00","--","--","--","427370009.00","1957761.00","--","3773847.00","2961277.00","1053395.00","--","1629524.00","188152.00","265575.00","704148583.00","928802.00","59940.00","2753546.00","--","4991.00","7425013.00","136920.00","--","593837369.00","25001900.00","--","--","21989695.00","976233.00","1060150.00","--","622405.00","654796964.00","35139632.00","--","456426.00","13458250.00","297311.00","--","49351619.00","--","--","--","49351619.00","--","0.00","0.00","14.04"
"114/10/28","110","3","2849","安泰銀","2004110.00","11925084.00","13826539.00","41690319.00","33975902.00","--","799404.00","3989653.00","0.00","--","--","204908413.00","--","--","0.00","658126.00","500292.00","--","206366.00","487362.00","1619543.00","316591113.00","9078290.00","32950.00","507132.00","--","0.00","2589316.00","149151.00","--","267944345.00","--","--","--","666863.00","450912.00","501799.00","18920.00","102139.00","282041817.00","19579101.00","--","404990.00","14349833.00","215372.00","--","--","--","--","--","34549296.00","--","0.00","0.00","17.65"
"114/10/28","110","3","2897","王道銀行","10821501.00","20242466.00","172321474.00","179721441.00","--","--","6155319.00","19555973.00","299261.00","--","--","171932351.00","800064.00","--","882004.00","2591330.00","359872.00","--","2000660.00","896040.00","1393208.00","589972964.00","38573210.00","--","343206.00","--","186545736.00","2750156.00","174624.00","--","265649562.00","14500000.00","--","--","20991841.00","2094343.00","377523.00","808069.00","2547543.00","535355813.00","30330063.00","--","6742.00","6133655.00","-495337.00","-38304.00","35936819.00","--","--","18680332.00","54617151.00","--","5737000.00","0.00","11.87"
"114/10/28","110","3","5876","上海商銀","56306581.00","253743662.00","11472741.00","525404484.00","148737319.00","--","550369.00","16068051.00","105952.00","0.00","--","1096189628.00","2043702.00","--","8344.00","20544840.00","1844023.00","5946315.00","1688842.00","831186.00","9189530.00","2150675569.00","51783240.00","14095280.00","3347486.00","--","30014475.00","29143904.00","1283126.00","--","1711515891.00","80491243.00","--","--","4669661.00","3072752.00","1913007.00","8892257.00","3281453.00","1943503775.00","44816031.00","--","16559615.00","92262955.00","2226475.00","-83144.00","155781932.00","--","--","51389862.00","207171794.00","--","11397439.00","0.00","34.85"
