出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","107","2","1101","台泥","57500246.00","41440890.00","--","--","16059356.00","--","--","16059356.00","2429709.00","--","13629647.00","810554.00","14440201.00","3863896.00","10576305.00","--","--","10576305.00","6342317.00","--","16918622.00","10009630.00","--","566675.00","16290317.00","--","628305.00","2.14"
"114/10/29","107","2","1102","亞泥","39009089.00","29679533.00","--","--","9329556.00","0.00","518.00","9330074.00","1605059.00","--","7725015.00","2114043.00","9839058.00","2058123.00","7780935.00","--","--","7780935.00","4111990.00","--","11892925.00","6226635.00","--","1554300.00","10178898.00","--","1714027.00","1.98"
"114/10/29","107","2","1103","嘉泥","1000927.00","856092.00","--","--","144835.00","--","--","144835.00","166691.00","--","-21856.00","234262.00","212406.00","86443.00","125963.00","315683.00","--","441646.00","1502837.00","--","1944483.00","399116.00","--","42530.00","1869002.00","--","75481.00","0.62"
"114/10/29","107","2","1104","環泥","2314855.00","2049605.00","--","--","265250.00","--","--","265250.00","193684.00","--","71566.00","406175.00","477741.00","69343.00","408398.00","--","--","408398.00","92573.00","--","500971.00","412775.00","--","-4377.00","505348.00","--","-4377.00","0.63"
"114/10/29","107","2","1108","幸福","1684246.00","1621869.00","--","--","62377.00","--","--","62377.00","111128.00","16056.00","-32695.00","-1149.00","-33844.00","-25869.00","-7975.00","-178.00","--","-8153.00","-5570.00","--","-13723.00","-7022.00","--","-1131.00","-12592.00","--","-1131.00","-0.02"
"114/10/29","107","2","1109","信大","2809557.00","1987278.00","--","--","822279.00","--","--","822279.00","190215.00","--","632064.00","14995.00","647059.00","254950.00","392109.00","--","--","392109.00","15924.00","--","408033.00","248086.00","--","144023.00","258482.00","--","149551.00","0.69"
"114/10/29","107","2","1110","東泥","792194.00","724213.00","--","--","67981.00","--","--","67981.00","51465.00","--","16516.00","36662.00","53178.00","-2244.00","55422.00","--","--","55422.00","19066.00","--","74488.00","55288.00","--","134.00","74397.00","--","91.00","0.10"
"114/10/29","107","2","1201","味全","8828716.00","6163547.00","--","--","2665169.00","--","--","2665169.00","2539722.00","--","125447.00","-257792.00","-132345.00","-81154.00","-51191.00","--","--","-51191.00","55586.00","--","4395.00","62156.00","--","-113347.00","117650.00","--","-113255.00","0.12"
"114/10/29","107","2","1203","味王","2946087.00","1981033.00","--","--","965054.00","0.00","0.00","965054.00","522763.00","--","442291.00","48766.00","491057.00","159368.00","331689.00","0.00","--","331689.00","39926.00","--","371615.00","203280.00","--","128409.00","231008.00","--","140607.00","0.86"
"114/10/29","107","2","1210","大成","34984170.00","29999438.00","--","--","4984732.00","--","--","4984732.00","3869947.00","--","1114785.00","474504.00","1589289.00","285045.00","1304244.00","--","--","1304244.00","169623.00","--","1473867.00","1119070.00","--","185174.00","1247917.00","--","225950.00","1.64"
