出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","107","4","1101","台泥","124594602.00","91003063.00","--","--","33591539.00","--","--","33591539.00","5410638.00","--","28180901.00","2363520.00","30544421.00","7900350.00","22644071.00","--","--","22644071.00","-2936676.00","--","19707395.00","21180821.00","--","1463250.00","18245179.00","--","1462216.00","4.37"
"114/10/29","107","4","1102","亞泥","82741004.00","61584690.00","--","--","21156314.00","0.00","15147.00","21171461.00","3018351.00","--","18153110.00","2217008.00","20370118.00","5480921.00","14889197.00","--","--","14889197.00","1436173.00","--","16325370.00","11117094.00","--","3772103.00","12811353.00","--","3514017.00","3.54"
"114/10/29","107","4","1103","嘉泥","2092406.00","1803918.00","--","--","288488.00","--","--","288488.00","392089.00","--","-103601.00","531481.00","427880.00","173283.00","254597.00","514526.00","--","769123.00","711350.00","--","1480473.00","699755.00","--","69368.00","1384470.00","--","96003.00","1.09"
"114/10/29","107","4","1104","環泥","4780994.00","4209912.00","--","--","571082.00","--","--","571082.00","388436.00","--","182646.00","945220.00","1127866.00","76298.00","1051568.00","--","--","1051568.00","-335953.00","--","715615.00","1057293.00","--","-5725.00","721035.00","--","-5420.00","1.62"
"114/10/29","107","4","1108","幸福","3330601.00","3283834.00","--","--","46767.00","--","--","46767.00","218012.00","16103.00","-155142.00","-36520.00","-191662.00","9280.00","-200942.00","-672.00","--","-201614.00","4965.00","--","-196649.00","-176971.00","--","-24643.00","-172004.00","--","-24645.00","-0.44"
"114/10/29","107","4","1109","信大","6701130.00","4517299.00","--","--","2183831.00","--","--","2183831.00","429090.00","--","1754741.00","4315.00","1759056.00","505550.00","1253506.00","--","--","1253506.00","-70493.00","--","1183013.00","840240.00","--","413266.00","795268.00","--","387745.00","2.38"
"114/10/29","107","4","1110","東泥","1676187.00","1531733.00","--","--","144454.00","--","--","144454.00","103957.00","--","40497.00","30744.00","71241.00","5652.00","65589.00","--","--","65589.00","-9357.00","--","56232.00","65680.00","--","-91.00","56187.00","--","45.00","0.12"
"114/10/29","107","4","1201","味全","19436763.00","13398214.00","--","--","6038549.00","--","--","6038549.00","5525400.00","--","513149.00","479517.00","992666.00","123575.00","869091.00","--","--","869091.00","179.00","--","869270.00","982564.00","--","-113473.00","982457.00","--","-113187.00","1.94"
"114/10/29","107","4","1203","味王","6081031.00","4111026.00","--","--","1970005.00","--","--","1970005.00","993409.00","--","976596.00","43426.00","1020022.00","315697.00","704325.00","0.00","--","704325.00","66965.00","--","771290.00","431907.00","--","272418.00","456629.00","--","314661.00","1.82"
"114/10/29","107","4","1210","大成","72442933.00","62354838.00","--","--","10088095.00","--","--","10088095.00","7815474.00","--","2272621.00","758572.00","3031193.00","617587.00","2413606.00","--","--","2413606.00","-176967.00","--","2236639.00","2009883.00","--","403723.00","1983157.00","--","253482.00","2.75"
