代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,109,Q1,114/10/29,,21976200.00,16195489.00,0.55
1101,台泥,109,Q4,114/10/29,,114367247.00,76779667.00,4.32
1101,台泥,109,Q2,114/10/29,,52439827.00,35779548.00,1.94
1101,台泥,109,Q3,114/10/29,,82248488.00,55034502.00,3.15
1102,亞泥,109,Q4,114/10/29,,78240880.00,54911404.00,4.70
1102,亞泥,109,Q1,114/10/29,,13138882.00,10440940.00,0.24
1102,亞泥,109,Q3,114/10/29,,54564173.00,38786420.00,3.30
1102,亞泥,109,Q2,114/10/29,,33828093.00,24453090.00,1.73
1103,嘉泥,109,Q4,114/10/29,,2058417.00,2202158.00,2.74
1103,嘉泥,109,Q1,114/10/29,,495334.00,514817.00,-0.33
1103,嘉泥,109,Q2,114/10/29,,992319.00,1014902.00,-0.11
1103,嘉泥,109,Q3,114/10/29,,1481489.00,1522378.00,0.82
1104,環泥,109,Q3,114/10/29,,3886551.00,3272827.00,1.33
1104,環泥,109,Q1,114/10/29,,1253758.00,1085306.00,0.07
1104,環泥,109,Q4,114/10/29,,5426217.00,4519186.00,1.91
1104,環泥,109,Q2,114/10/29,,2591631.00,2197945.00,0.73
1108,幸福,109,Q2,114/10/29,,2226696.00,1833466.00,0.56
1108,幸福,109,Q1,114/10/29,,1104720.00,921863.00,0.23
1108,幸福,109,Q3,114/10/29,,3358346.00,2787372.00,0.81
1108,幸福,109,Q4,114/10/29,,4530172.00,3813497.00,0.97
1109,信大,109,Q1,114/10/29,,1165580.00,842433.00,0.27
1109,信大,109,Q4,114/10/29,,7593294.00,4983512.00,2.94
1109,信大,109,Q3,114/10/29,,5213429.00,3541032.00,1.72
1109,信大,109,Q2,114/10/29,,3255948.00,2176596.00,0.93
1110,東泥,109,Q4,114/10/29,,1590986.00,1523614.00,0.04
1110,東泥,109,Q3,114/10/29,,1137023.00,1097901.00,0.01
1110,東泥,109,Q2,114/10/29,,770491.00,750024.00,-0.03
1110,東泥,109,Q1,114/10/29,,387944.00,379109.00,-0.05
1201,味全,109,Q1,114/10/29,,3974417.00,2858662.00,0.05
1201,味全,109,Q2,114/10/29,,8591862.00,6145939.00,0.21
1201,味全,109,Q3,114/10/29,,13942049.00,9857617.00,0.64
1201,味全,109,Q4,114/10/29,,18650871.00,13206608.00,1.06
1203,味王,109,Q2,114/10/29,,3019057.00,2006170.00,0.93
1203,味王,109,Q4,114/10/29,,6043700.00,3999778.00,1.81
1203,味王,109,Q1,114/10/29,,1583090.00,1038725.00,0.50
1203,味王,109,Q3,114/10/29,,4549315.00,3000234.00,1.49
1210,大成,109,Q3,114/10/29,,58252672.00,49227851.00,2.94
1210,大成,109,Q1,114/10/29,,18331788.00,15621787.00,0.72
1210,大成,109,Q4,114/10/29,,81650892.00,69388663.00,3.99
1210,大成,109,Q2,114/10/29,,37483260.00,31881643.00,1.66
1213,大飲,109,Q3,114/10/29,,326532.00,318369.00,-0.18
1213,大飲,109,Q1,114/10/29,,80065.00,82093.00,-0.22
1213,大飲,109,Q4,114/10/29,,409612.00,404063.00,-0.48
1213,大飲,109,Q2,114/10/29,,166432.00,172865.00,-0.07
1215,卜蜂,109,Q3,114/10/29,,16366708.00,13800547.00,4.63
1215,卜蜂,109,Q4,114/10/29,,22189635.00,18664912.00,6.18
1215,卜蜂,109,Q1,114/10/29,,5241193.00,4623061.00,0.87
1215,卜蜂,109,Q2,114/10/29,,10669093.00,9144745.00,2.61
1216,統一,109,Q1,114/10/29,,108290637.00,71169403.00,0.79
1216,統一,109,Q3,114/10/29,,340811964.00,221778584.00,3.17
1216,統一,109,Q4,114/10/29,,447319979.00,293289723.00,3.79
1216,統一,109,Q2,114/10/29,,218737542.00,142821758.00,1.91
1217,愛之味,109,Q1,114/10/29,,1152420.00,781452.00,0.05
1217,愛之味,109,Q2,114/10/29,,2150570.00,1428597.00,0.15
1217,愛之味,109,Q4,114/10/29,,4614486.00,3095482.00,0.47
1217,愛之味,109,Q3,114/10/29,,3785448.00,2518078.00,0.51
1218,泰山,109,Q3,114/10/29,,6317456.00,5015713.00,1.43
1218,泰山,109,Q1,114/10/29,,1838108.00,1505368.00,0.26
1218,泰山,109,Q2,114/10/29,,3801295.00,3073672.00,0.73
1218,泰山,109,Q4,114/10/29,,8356125.00,6715645.00,1.75
1219,福壽,109,Q3,114/10/29,,8960048.00,8010399.00,1.48
1219,福壽,109,Q1,114/10/29,,2988617.00,2714637.00,0.83
1219,福壽,109,Q4,114/10/29,,12324165.00,10974663.00,1.91
1219,福壽,109,Q2,114/10/29,,5908028.00,5343059.00,1.06
1220,台榮,109,Q1,114/10/29,,601390.00,501521.00,0.09
1220,台榮,109,Q4,114/10/29,,2775071.00,2328094.00,1.02
1220,台榮,109,Q3,114/10/29,,2054926.00,1736888.00,0.70
1220,台榮,109,Q2,114/10/29,,1242906.00,1052814.00,0.39
1225,福懋油,109,Q4,114/10/29,,10213493.00,9143081.00,1.72
1225,福懋油,109,Q1,114/10/29,,2521291.00,2293570.00,0.36
1225,福懋油,109,Q3,114/10/29,,7489528.00,6765235.00,1.04
1225,福懋油,109,Q2,114/10/29,,4979882.00,4536873.00,0.65
1227,佳格,109,Q4,114/10/29,,34466244.00,24856790.00,3.54
1227,佳格,109,Q2,114/10/29,,14624069.00,10262762.00,1.75
1227,佳格,109,Q1,114/10/29,,6671433.00,4775935.00,0.67
1227,佳格,109,Q3,114/10/29,,24224530.00,17063107.00,2.79
1229,聯華,109,Q4,114/10/29,,9544161.00,7507842.00,2.43
1229,聯華,109,Q1,114/10/29,,2047538.00,1689378.00,0.20
1229,聯華,109,Q3,114/10/29,,7092098.00,5348083.00,1.76
1229,聯華,109,Q2,114/10/29,,4757903.00,3456340.00,1.14
1231,聯華食,109,Q1,114/10/29,,2098046.00,1668237.00,0.56
1231,聯華食,109,Q2,114/10/29,,4103744.00,3270672.00,1.30
1231,聯華食,109,Q3,114/10/29,,6485644.00,5133053.00,2.38
1231,聯華食,109,Q4,114/10/29,,8817321.00,6930265.00,3.74
1232,大統益,109,Q2,114/10/29,,8025240.00,6988729.00,3.24
1232,大統益,109,Q3,114/10/29,,12485761.00,10796644.00,5.41
