代號,名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1101,台泥,109,Q3,193402598.0,,,114553490.0,,70382185.0,101450266.0,14170999.0,32.61
1101,台泥,109,Q2,183053121.0,,,125133183.0,,85597499.0,102441359.0,13408113.0,32.38
1101,台泥,109,Q4,204071817.0,,,124309171.0,,72103708.0,98572475.0,14758236.0,34.41
1101,台泥,109,Q1,192194758.0,,,98082786.0,,64175520.0,87724983.0,15143365.0,33.97
1102,亞泥,109,Q3,142453322.0,,,93073533.0,,71967060.0,63410573.0,24239119.0,42.38
1102,亞泥,109,Q4,147768559.0,,,87023947.0,,64027610.0,63172293.0,22118393.0,43.96
1102,亞泥,109,Q1,142181843.0,,,98316766.0,,71388811.0,66217729.0,23650529.0,42.3
1102,亞泥,109,Q2,136871438.0,,,92590336.0,,75561022.0,61188288.0,22647355.0,40.72
1103,嘉泥,109,Q1,21131241.0,,,10260082.0,,3786079.0,11341404.0,805971.0,32.82
1103,嘉泥,109,Q4,24182147.0,,,11726520.0,,3042465.0,12586413.0,835202.0,37.61
1103,嘉泥,109,Q2,21384343.0,,,10357336.0,,3843033.0,11812675.0,765467.0,33.26
1103,嘉泥,109,Q3,22282679.0,,,10184627.0,,2778787.0,11831242.0,804581.0,34.66
1104,環泥,109,Q1,17551373.0,,,3673613.0,,3685145.0,1434096.0,121542.0,26.85
1104,環泥,109,Q3,17794811.0,,,4107669.0,,3795747.0,1413468.0,127788.0,27.23
1104,環泥,109,Q4,18656227.0,,,4391640.0,,3795424.0,1522159.0,129126.0,28.54
1104,環泥,109,Q2,17369111.0,,,4548713.0,,4345181.0,1423992.0,125041.0,26.57
1108,幸福,109,Q1,4343803.0,,,5278940.0,,1863513.0,1295813.0,77.0,10.73
1108,幸福,109,Q2,4483927.0,,,5153046.0,,1786346.0,1292569.0,77.0,11.08
1108,幸福,109,Q4,4656845.0,,,5259278.0,,2151262.0,1219126.0,74.0,11.51
1108,幸福,109,Q3,4579782.0,,,5190702.0,,1977994.0,1315534.0,74.0,11.32
1109,信大,109,Q4,7497866.0,,,6572996.0,,2162621.0,107416.0,2043150.0,21.93
1109,信大,109,Q1,6871051.0,,,5207386.0,,1515206.0,329147.0,1838377.0,20.09
1109,信大,109,Q3,7003706.0,,,5542237.0,,1796362.0,189610.0,1822712.0,20.48
1109,信大,109,Q2,6678279.0,,,5343616.0,,1999831.0,246282.0,1687684.0,19.53
1110,東泥,109,Q3,8420046.0,,,1803988.0,,530789.0,605236.0,60810.0,14.77
1110,東泥,109,Q1,8320032.0,,,1859169.0,,533508.0,491083.0,56448.0,14.6
1110,東泥,109,Q2,8336838.0,,,1858479.0,,577058.0,621983.0,55174.0,14.63
1110,東泥,109,Q4,8489809.0,,,1963779.0,,723920.0,592681.0,58910.0,14.9
1201,味全,109,Q3,6559572.0,,,6459811.0,,7605412.0,4450451.0,7772.0,12.96
1201,味全,109,Q1,6266471.0,,,6643144.0,,7904502.0,4795161.0,8102.0,12.38
1201,味全,109,Q2,6278855.0,,,6410088.0,,7764287.0,4489749.0,7460.0,12.41
1201,味全,109,Q4,6847705.0,,,5875356.0,,6105443.0,5070290.0,8083.0,13.53
1203,味王,109,Q3,5049799.0,,,4268128.0,,1761840.0,1420573.0,1070890.0,21.24
1203,味王,109,Q1,5048844.0,,,4547902.0,,1734210.0,1479661.0,1284863.0,21.24
