代號,名稱,年度,季別,營業活動之淨現金流入（流出）
1101,台泥,112,Q1,7958319.0
1101,台泥,112,Q4,33751150.0
1101,台泥,112,Q2,13390966.0
1101,台泥,112,Q3,19954188.0
1102,亞泥,112,Q1,7199889.0
1102,亞泥,112,Q4,7269416.0
1102,亞泥,112,Q3,3933530.0
1102,亞泥,112,Q2,4658994.0
1103,嘉泥,112,Q4,75003.0
1103,嘉泥,112,Q3,159141.0
1103,嘉泥,112,Q1,62488.0
1103,嘉泥,112,Q2,43791.0
1104,環泥,112,Q3,1340510.0
1104,環泥,112,Q4,1548901.0
1104,環泥,112,Q2,536023.0
1104,環泥,112,Q1,127345.0
1108,幸福,112,Q1,144924.0
1108,幸福,112,Q3,498511.0
1108,幸福,112,Q2,365621.0
1108,幸福,112,Q4,645226.0
1109,信大,112,Q1,41000.0
1109,信大,112,Q3,247885.0
1109,信大,112,Q4,714733.0
1109,信大,112,Q2,109192.0
1110,東泥,112,Q1,138142.0
1110,東泥,112,Q3,243086.0
1110,東泥,112,Q2,166821.0
1110,東泥,112,Q4,275853.0
1201,味全,112,Q4,1617837.0
1201,味全,112,Q1,23261.0
1201,味全,112,Q2,499115.0
1201,味全,112,Q3,1077379.0
1203,味王,112,Q4,1314630.0
1203,味王,112,Q2,401527.0
1203,味王,112,Q3,771285.0
1203,味王,112,Q1,225894.0
1210,大成,112,Q2,4609612.0
1210,大成,112,Q4,9768056.0
1210,大成,112,Q1,2889937.0
1210,大成,112,Q3,6151087.0
1213,大飲,112,Q4,79026.0
1213,大飲,112,Q2,11987.0
1213,大飲,112,Q1,9712.0
1213,大飲,112,Q3,32191.0
1215,卜蜂,112,Q2,2463145.0
1215,卜蜂,112,Q1,1408581.0
1215,卜蜂,112,Q4,4140610.0
1215,卜蜂,112,Q3,3220066.0
1216,統一,112,Q4,73132220.0
1216,統一,112,Q2,22777607.0
1216,統一,112,Q1,2971311.0
1216,統一,112,Q3,56720124.0
1217,愛之味,112,Q4,433304.0
1217,愛之味,112,Q3,48838.0
1217,愛之味,112,Q1,145385.0
1217,愛之味,112,Q2,146314.0
1218,泰山,112,Q2,598101.0
1218,泰山,112,Q4,929924.0
1218,泰山,112,Q3,1002973.0
1218,泰山,112,Q1,487128.0
1219,福壽,112,Q4,513319.0
1219,福壽,112,Q1,635045.0
1219,福壽,112,Q2,520077.0
1219,福壽,112,Q3,864599.0
1220,台榮,112,Q3,380286.0
1220,台榮,112,Q4,394460.0
1220,台榮,112,Q1,205349.0
1220,台榮,112,Q2,294959.0
1225,福懋油,112,Q3,1482919.0
1225,福懋油,112,Q4,1021088.0
1225,福懋油,112,Q2,863660.0
1225,福懋油,112,Q1,911444.0
1227,佳格,112,Q3,2098703.0
1227,佳格,112,Q4,2091024.0
1227,佳格,112,Q2,676008.0
1227,佳格,112,Q1,319428.0
1229,聯華,112,Q1,730096.0
1229,聯華,112,Q2,967076.0
1229,聯華,112,Q3,2976683.0
1229,聯華,112,Q4,3539922.0
1231,聯華食,112,Q1,373869.0
1231,聯華食,112,Q3,944108.0
1231,聯華食,112,Q2,456694.0
1231,聯華食,112,Q4,1446177.0
1232,大統益,112,Q2,1056178.0
1232,大統益,112,Q4,1975625.0
1232,大統益,112,Q3,1633471.0
1232,大統益,112,Q1,1071702.0
1233,天仁,112,Q1,56404.0
1233,天仁,112,Q4,263568.0
1233,天仁,112,Q2,148968.0
1233,天仁,112,Q3,208911.0
1234,黑松,112,Q3,764960.0
1234,黑松,112,Q1,570149.0
1234,黑松,112,Q4,1287920.0
1234,黑松,112,Q2,604126.0
1235,興泰,112,Q2,27486.0
1235,興泰,112,Q4,74256.0
1235,興泰,112,Q1,137823.0
1235,興泰,112,Q3,35269.0
1236,宏亞,112,Q1,10533.0
1236,宏亞,112,Q3,207793.0
1236,宏亞,112,Q4,273219.0
1236,宏亞,112,Q2,128889.0
1240,茂生農經,112,Q4,237006.0
1240,茂生農經,112,Q1,55796.0
1240,茂生農經,112,Q3,228251.0
1240,茂生農經,112,Q2,109061.0
1256,鮮活果汁-KY,112,Q4,804521.0
1256,鮮活果汁-KY,112,Q1,28659.0
1256,鮮活果汁-KY,112,Q3,623055.0
1256,鮮活果汁-KY,112,Q2,332987.0
1259,安心,112,Q3,644474.0
1259,安心,112,Q4,826687.0
1259,安心,112,Q1,20705.0
1259,安心,112,Q2,292643.0
1264,德麥,112,Q4,686750.0
1264,德麥,112,Q2,359987.0
1264,德麥,112,Q3,453440.0
1264,德麥,112,Q1,266100.0
1268,漢來美食,112,Q3,566974.0
1268,漢來美食,112,Q4,882982.0
1268,漢來美食,112,Q1,111667.0
1268,漢來美食,112,Q2,355034.0
1294,漢田生技,112,Q2,84430.0
1294,漢田生技,112,Q4,191906.0
1295,生合,112,Q4,213932.0
1295,生合,112,Q2,69996.0
1301,台塑,112,Q3,8426169.0
1301,台塑,112,Q4,6157311.0
1301,台塑,112,Q1,2889592.0
1301,台塑,112,Q2,3976866.0
1303,南亞,112,Q2,16044665.0
1303,南亞,112,Q4,35677698.0
1303,南亞,112,Q3,25212933.0
1303,南亞,112,Q1,10936577.0
1304,台聚,112,Q4,4756467.0
1304,台聚,112,Q2,953792.0
1304,台聚,112,Q3,3550722.0
1304,台聚,112,Q1,1003889.0
1305,華夏,112,Q4,1020900.0
1305,華夏,112,Q3,1079378.0
1305,華夏,112,Q2,513884.0
1305,華夏,112,Q1,19354.0
1307,三芳,112,Q3,1392804.0
1307,三芳,112,Q2,877038.0
1307,三芳,112,Q4,2148363.0
1307,三芳,112,Q1,147937.0
1308,亞聚,112,Q4,822566.0
1308,亞聚,112,Q2,65764.0
1308,亞聚,112,Q1,9412.0
1308,亞聚,112,Q3,315540.0
1309,台達化,112,Q2,130050.0
1309,台達化,112,Q3,149902.0
1309,台達化,112,Q1,107740.0
1309,台達化,112,Q4,243159.0
1310,台苯,112,Q1,187042.0
1310,台苯,112,Q3,329069.0
1310,台苯,112,Q4,274134.0
1310,台苯,112,Q2,495853.0
1312,國喬,112,Q3,429040.0
1312,國喬,112,Q2,263367.0
1312,國喬,112,Q1,54947.0
1312,國喬,112,Q4,74823.0
1313,聯成,112,Q4,59627.0
1313,聯成,112,Q1,1362310.0
1313,聯成,112,Q2,125199.0
1313,聯成,112,Q3,609618.0
1314,中石化,112,Q4,4121861.0
1314,中石化,112,Q2,3148122.0
1314,中石化,112,Q1,2313613.0
1314,中石化,112,Q3,4381874.0
1315,達新,112,Q2,208740.0
1315,達新,112,Q1,169577.0
1315,達新,112,Q3,579608.0
1315,達新,112,Q4,540537.0
1316,上曜,112,Q2,416198.0
1316,上曜,112,Q4,786690.0
1316,上曜,112,Q1,223625.0
1316,上曜,112,Q3,608872.0
1319,東陽,112,Q3,4662226.0
1319,東陽,112,Q4,7086797.0
1319,東陽,112,Q2,2859068.0
1319,東陽,112,Q1,1079432.0
1321,大洋,112,Q2,176395.0
1321,大洋,112,Q1,436176.0
1321,大洋,112,Q3,47591.0
1321,大洋,112,Q4,12660.0
1323,永裕,112,Q2,217119.0
1323,永裕,112,Q1,138533.0
1323,永裕,112,Q3,333486.0
1323,永裕,112,Q4,499343.0
1324,地球,112,Q3,34123.0
1324,地球,112,Q2,14288.0
1324,地球,112,Q4,82436.0
1324,地球,112,Q1,53.0
1325,恆大,112,Q1,32412.0
1325,恆大,112,Q2,55327.0
1325,恆大,112,Q3,120466.0
1325,恆大,112,Q4,124653.0
1326,台化,112,Q4,18363447.0
1326,台化,112,Q2,1926760.0
1326,台化,112,Q1,5856246.0
1326,台化,112,Q3,13169985.0
1336,台翰,112,Q4,424261.0
1336,台翰,112,Q1,52337.0
1336,台翰,112,Q2,140240.0
1336,台翰,112,Q3,262401.0
1337,再生-KY,112,Q3,171718.0
1337,再生-KY,112,Q1,49591.0
1337,再生-KY,112,Q2,101692.0
1337,再生-KY,112,Q4,263791.0
1338,廣華-KY,112,Q3,670034.0
1338,廣華-KY,112,Q1,162648.0
1338,廣華-KY,112,Q4,950147.0
1338,廣華-KY,112,Q2,383666.0
1339,昭輝,112,Q1,182109.0
1339,昭輝,112,Q2,358839.0
1339,昭輝,112,Q3,512754.0
1339,昭輝,112,Q4,805619.0
1340,勝悅-KY,112,Q4,272617.0
1340,勝悅-KY,112,Q1,56565.0
1340,勝悅-KY,112,Q2,180602.0
1340,勝悅-KY,112,Q3,249598.0
1341,富林-KY,112,Q2,280463.0
1341,富林-KY,112,Q1,48649.0
1341,富林-KY,112,Q4,587601.0
1341,富林-KY,112,Q3,516702.0
1342,八貫,112,Q3,339699.0
1342,八貫,112,Q1,209653.0
1342,八貫,112,Q2,278591.0
1342,八貫,112,Q4,529902.0
1402,遠東新,112,Q2,19408568.0
1402,遠東新,112,Q4,46511609.0
1402,遠東新,112,Q3,34218587.0
1402,遠東新,112,Q1,6447328.0
1409,新纖,112,Q3,6207443.0
1409,新纖,112,Q1,3894771.0
1409,新纖,112,Q2,5447035.0
1409,新纖,112,Q4,5351369.0
1410,南染,112,Q3,16301.0
1410,南染,112,Q2,6126.0
1410,南染,112,Q4,32427.0
1410,南染,112,Q1,7040.0
1413,宏洲,112,Q4,42394.0
1413,宏洲,112,Q1,60976.0
1413,宏洲,112,Q3,25523.0
1413,宏洲,112,Q2,138584.0
1414,東和,112,Q3,27212.0
1414,東和,112,Q2,48798.0
1414,東和,112,Q4,58134.0
1414,東和,112,Q1,66122.0
1416,廣豐,112,Q3,180549.0
1416,廣豐,112,Q1,86899.0
1416,廣豐,112,Q4,255372.0
1416,廣豐,112,Q2,70680.0
1417,嘉裕,112,Q3,308219.0
1417,嘉裕,112,Q1,129088.0
1417,嘉裕,112,Q4,513314.0
1417,嘉裕,112,Q2,373236.0
1418,東華,112,Q1,26468.0
1418,東華,112,Q4,105834.0
1418,東華,112,Q3,79535.0
1418,東華,112,Q2,55263.0
1419,新紡,112,Q3,16777.0
1419,新紡,112,Q4,249973.0
1419,新紡,112,Q1,105169.0
1419,新紡,112,Q2,119585.0
1423,利華,112,Q4,149338.0
1423,利華,112,Q2,83528.0
1423,利華,112,Q1,63351.0
1423,利華,112,Q3,144318.0
1432,大魯閣,112,Q1,9112.0
1432,大魯閣,112,Q3,344548.0
1432,大魯閣,112,Q2,126641.0
1432,大魯閣,112,Q4,426327.0
1434,福懋,112,Q2,1812444.0
1434,福懋,112,Q1,564665.0
1434,福懋,112,Q3,3664106.0
1434,福懋,112,Q4,4092706.0
1435,中福,112,Q1,40852.0
1435,中福,112,Q3,9402.0
1435,中福,112,Q4,925.0
1435,中福,112,Q2,22438.0
1436,華友聯,112,Q2,1177043.0
1436,華友聯,112,Q1,590866.0
1436,華友聯,112,Q3,1544006.0
1436,華友聯,112,Q4,1067419.0
1437,勤益控,112,Q3,352790.0
1437,勤益控,112,Q1,38099.0
1437,勤益控,112,Q2,151669.0
1437,勤益控,112,Q4,351110.0
1438,三地開發,112,Q4,1112738.0
1438,三地開發,112,Q2,341702.0
1438,三地開發,112,Q3,621388.0
1438,三地開發,112,Q1,140480.0
1439,雋揚,112,Q2,79428.0
1439,雋揚,112,Q3,27681.0
1439,雋揚,112,Q4,55887.0
1439,雋揚,112,Q1,1456.0
1440,南紡,112,Q4,233815.0
1440,南紡,112,Q1,738286.0
1440,南紡,112,Q2,416532.0
1440,南紡,112,Q3,111099.0
1441,大東,112,Q1,576.0
1441,大東,112,Q3,65039.0
1441,大東,112,Q2,54649.0
