代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,110,Q1,114/10/28,,22037652.00,16512812.00,0.57
1101,台泥,110,Q4,114/10/28,,107041452.00,80391353.00,3.30
1101,台泥,110,Q2,114/10/28,,50023364.00,35889688.00,1.82
1101,台泥,110,Q3,114/10/28,,76904796.00,57595324.00,2.41
1102,亞泥,110,Q1,114/10/28,,17877389.00,13517201.00,1.02
1102,亞泥,110,Q3,114/10/28,,61810729.00,46772653.00,3.50
1102,亞泥,110,Q2,114/10/28,,39961674.00,29391173.00,2.46
1102,亞泥,110,Q4,114/10/28,,89654713.00,68473835.00,4.70
1103,嘉泥,110,Q1,114/10/28,,544526.00,554747.00,-0.20
1103,嘉泥,110,Q3,114/10/28,,1655232.00,1652177.00,0.93
1103,嘉泥,110,Q2,114/10/28,,1094914.00,1104949.00,-0.45
1103,嘉泥,110,Q4,114/10/28,,2220254.00,2189455.00,1.02
1104,環泥,110,Q3,114/10/28,,4358224.00,3579005.00,1.11
1104,環泥,110,Q1,114/10/28,,1440498.00,1189734.00,0.35
1104,環泥,110,Q2,114/10/28,,2905011.00,2382658.00,0.81
1104,環泥,110,Q4,114/10/28,,6079107.00,4947290.00,1.66
1108,幸福,110,Q2,114/10/28,,2074215.00,1788957.00,0.33
1108,幸福,110,Q3,114/10/28,,2905016.00,2518972.00,0.42
1108,幸福,110,Q4,114/10/28,,3769022.00,3208996.00,0.65
1108,幸福,110,Q1,114/10/28,,1045953.00,906447.00,0.13
1109,信大,110,Q3,114/10/28,,5158109.00,3670831.00,1.61
1109,信大,110,Q1,114/10/28,,1812350.00,1210449.00,0.83
1109,信大,110,Q4,114/10/28,,7378229.00,5175302.00,2.52
1109,信大,110,Q2,114/10/28,,3697732.00,2481991.00,1.30
1110,東泥,110,Q4,114/10/28,,1846785.00,1712217.00,0.25
1110,東泥,110,Q1,114/10/28,,387342.00,362013.00,0.03
1110,東泥,110,Q2,114/10/28,,935119.00,855505.00,0.08
1110,東泥,110,Q3,114/10/28,,1343659.00,1260173.00,0.21
1201,味全,110,Q1,114/10/28,,4372012.00,3095304.00,0.17
1201,味全,110,Q3,114/10/28,,14855873.00,10477836.00,0.76
1201,味全,110,Q4,114/10/28,,19817862.00,14035011.00,1.00
1201,味全,110,Q2,114/10/28,,9314004.00,6582018.00,0.36
1203,味王,110,Q2,114/10/28,,2962541.00,1968708.00,1.08
1203,味王,110,Q1,114/10/28,,1490550.00,976547.00,0.55
1203,味王,110,Q4,114/10/28,,5824838.00,3928723.00,1.88
1203,味王,110,Q3,114/10/28,,4459757.00,3001924.00,1.52
1210,大成,110,Q1,114/10/28,,22637984.00,19506989.00,1.01
1210,大成,110,Q4,114/10/28,,101437842.00,90701292.00,2.32
1210,大成,110,Q3,114/10/28,,75779978.00,67703479.00,1.84
1210,大成,110,Q2,114/10/28,,49754514.00,44153162.00,1.52
1213,大飲,110,Q1,114/10/28,,102264.00,99259.00,-0.24
1213,大飲,110,Q3,114/10/28,,333830.00,340515.00,-1.37
1213,大飲,110,Q4,114/10/28,,428407.00,438426.00,-1.67
1213,大飲,110,Q2,114/10/28,,205015.00,202189.00,-0.65
1215,卜蜂,110,Q4,114/10/28,,24841345.00,21441119.00,5.06
1215,卜蜂,110,Q2,114/10/28,,11828215.00,10037466.00,2.91
1215,卜蜂,110,Q3,114/10/28,,18061685.00,15465414.00,3.98
1215,卜蜂,110,Q1,114/10/28,,5718985.00,4814259.00,1.45
1216,統一,110,Q3,114/10/28,,357718436.00,237956351.00,2.90
1216,統一,110,Q4,114/10/28,,473501669.00,317395795.00,3.50
1216,統一,110,Q2,114/10/28,,232797860.00,153902120.00,1.90
1216,統一,110,Q1,114/10/28,,115462004.00,76322069.00,0.95
1217,愛之味,110,Q3,114/10/28,,3784597.00,2573117.00,0.55
