代號,名稱,年度,季別,營業活動之淨現金流入（流出）
1101,台泥,110,Q4,18972370.00
1101,台泥,110,Q3,12393450.00
1101,台泥,110,Q2,12363345.00
1101,台泥,110,Q1,7124458.00
1102,亞泥,110,Q4,8596708.00
1102,亞泥,110,Q1,1837738.00
1102,亞泥,110,Q2,6952403.00
1102,亞泥,110,Q3,9631090.00
1103,嘉泥,110,Q1,-135515.00
1103,嘉泥,110,Q2,-236614.00
1103,嘉泥,110,Q3,-224370.00
1103,嘉泥,110,Q4,-194716.00
1104,環泥,110,Q1,136285.00
1104,環泥,110,Q4,1382211.00
1104,環泥,110,Q2,375869.00
1104,環泥,110,Q3,1159443.00
1108,幸福,110,Q1,31799.00
1108,幸福,110,Q2,200224.00
1108,幸福,110,Q3,257749.00
1108,幸福,110,Q4,82123.00
1109,信大,110,Q3,574840.00
1109,信大,110,Q4,1154586.00
1109,信大,110,Q1,509407.00
1109,信大,110,Q2,650276.00
1110,東泥,110,Q4,266604.00
1110,東泥,110,Q1,21129.00
1110,東泥,110,Q2,171917.00
1110,東泥,110,Q3,268787.00
1201,味全,110,Q1,-283746.00
1201,味全,110,Q3,709928.00
1201,味全,110,Q2,37631.00
1201,味全,110,Q4,1140390.00
1203,味王,110,Q3,540960.00
1203,味王,110,Q2,217262.00
1203,味王,110,Q4,965070.00
1203,味王,110,Q1,486254.00
1210,大成,110,Q3,2216133.00
1210,大成,110,Q2,394969.00
1210,大成,110,Q4,4281668.00
1210,大成,110,Q1,131460.00
1213,大飲,110,Q3,-36780.00
1213,大飲,110,Q1,-12253.00
1213,大飲,110,Q2,-23387.00
1213,大飲,110,Q4,-27646.00
1215,卜蜂,110,Q4,699277.00
1215,卜蜂,110,Q1,-32194.00
1215,卜蜂,110,Q3,489718.00
1215,卜蜂,110,Q2,-74577.00
1216,統一,110,Q2,17221571.00
1216,統一,110,Q4,56352926.00
1216,統一,110,Q3,34258777.00
1216,統一,110,Q1,1291040.00
1217,愛之味,110,Q2,-38835.00
1217,愛之味,110,Q3,-4001.00
1217,愛之味,110,Q1,-162276.00
1217,愛之味,110,Q4,119342.00
1218,泰山,110,Q3,-136212.00
1218,泰山,110,Q2,-798596.00
1218,泰山,110,Q1,-70018.00
1218,泰山,110,Q4,-273551.00
1219,福壽,110,Q3,-150626.00
1219,福壽,110,Q2,-838166.00
1219,福壽,110,Q1,96608.00
1219,福壽,110,Q4,-105461.00
1220,台榮,110,Q2,52587.00
1220,台榮,110,Q3,281979.00
1220,台榮,110,Q4,265395.00
1220,台榮,110,Q1,62733.00
1225,福懋油,110,Q3,-195214.00
1225,福懋油,110,Q4,-599414.00
1225,福懋油,110,Q1,67701.00
1225,福懋油,110,Q2,-589441.00
1227,佳格,110,Q4,3809059.00
1227,佳格,110,Q1,-689194.00
1227,佳格,110,Q2,-531217.00
1227,佳格,110,Q3,2208262.00
1229,聯華,110,Q3,1794402.00
1229,聯華,110,Q4,1925028.00
1229,聯華,110,Q1,100771.00
1229,聯華,110,Q2,381328.00
1231,聯華食,110,Q2,301083.00
1231,聯華食,110,Q3,502011.00
1231,聯華食,110,Q1,-56569.00
1231,聯華食,110,Q4,1031835.00
1232,大統益,110,Q2,-1767537.00
1232,大統益,110,Q1,-786383.00
1232,大統益,110,Q3,-708801.00
1232,大統益,110,Q4,286183.00
1233,天仁,110,Q1,43425.00
1233,天仁,110,Q4,104428.00
1233,天仁,110,Q2,49487.00
1233,天仁,110,Q3,83777.00
1234,黑松,110,Q4,1104530.00
1234,黑松,110,Q3,369349.00
1234,黑松,110,Q1,-46830.00
1234,黑松,110,Q2,250086.00
1235,興泰,110,Q1,-2277.00
1235,興泰,110,Q3,63082.00
1235,興泰,110,Q2,-16346.00
1235,興泰,110,Q4,93594.00
1236,宏亞,110,Q4,165000.00
1236,宏亞,110,Q1,-7621.00
1236,宏亞,110,Q2,60491.00
1236,宏亞,110,Q3,107536.00
1240,茂生農經,110,Q1,-49207.00
1240,茂生農經,110,Q4,47778.00
1240,茂生農經,110,Q2,-100354.00
1240,茂生農經,110,Q3,-71239.00
1256,鮮活果汁-KY,110,Q4,673078.00
1256,鮮活果汁-KY,110,Q2,437363.00
1256,鮮活果汁-KY,110,Q3,680964.00
1256,鮮活果汁-KY,110,Q1,226793.00
1259,安心,110,Q3,482943.00
1259,安心,110,Q1,125650.00
1259,安心,110,Q2,256254.00
1259,安心,110,Q4,749596.00
1264,德麥,110,Q3,456581.00
1264,德麥,110,Q1,192792.00
1264,德麥,110,Q2,278915.00
1264,德麥,110,Q4,684061.00
1268,漢來美食,110,Q2,-44883.00
1268,漢來美食,110,Q1,83656.00
1268,漢來美食,110,Q4,423533.00
1268,漢來美食,110,Q3,10096.00
1294,漢田生技,110,Q2,28032.00
1294,漢田生技,110,Q4,44387.00
1301,台塑,110,Q1,11185520.00
1301,台塑,110,Q3,44640793.00
1301,台塑,110,Q2,20913544.00
1301,台塑,110,Q4,57859343.00
1303,南亞,110,Q1,14281833.00
1303,南亞,110,Q3,55463128.00
1303,南亞,110,Q2,25552590.00
1303,南亞,110,Q4,78876308.00
1304,台聚,110,Q1,1516915.00
1304,台聚,110,Q2,3869095.00
1304,台聚,110,Q3,5754997.00
1304,台聚,110,Q4,8933169.00
1305,華夏,110,Q4,2206421.00
1305,華夏,110,Q2,884424.00
1305,華夏,110,Q3,1117890.00
1305,華夏,110,Q1,214647.00
1307,三芳,110,Q3,-621257.00
1307,三芳,110,Q4,-485106.00
1307,三芳,110,Q1,-84499.00
1307,三芳,110,Q2,-193346.00
1308,亞聚,110,Q4,2746534.00
1308,亞聚,110,Q3,1504104.00
1308,亞聚,110,Q1,640294.00
1308,亞聚,110,Q2,1433813.00
1309,台達化,110,Q4,736221.00
1309,台達化,110,Q3,660998.00
1309,台達化,110,Q1,69911.00
1309,台達化,110,Q2,285305.00
1310,台苯,110,Q3,260743.00
1310,台苯,110,Q1,-40479.00
1310,台苯,110,Q4,-365095.00
1310,台苯,110,Q2,385344.00
1312,國喬,110,Q3,3759319.00
1312,國喬,110,Q4,4466052.00
1312,國喬,110,Q2,3093335.00
1312,國喬,110,Q1,1492898.00
1313,聯成,110,Q2,-1073324.00
1313,聯成,110,Q1,-2037283.00
1313,聯成,110,Q3,-864816.00
1313,聯成,110,Q4,-53139.00
1314,中石化,110,Q4,-29549070.00
1314,中石化,110,Q1,-1071176.00
1314,中石化,110,Q3,-8998621.00
1314,中石化,110,Q2,-4706922.00
1315,達新,110,Q1,96306.00
1315,達新,110,Q3,275561.00
1315,達新,110,Q4,214373.00
1315,達新,110,Q2,86396.00
1316,上曜,110,Q1,-85517.00
1316,上曜,110,Q4,-447086.00
1316,上曜,110,Q2,-214707.00
1316,上曜,110,Q3,-275544.00
1319,東陽,110,Q4,3886318.00
1319,東陽,110,Q1,488544.00
1319,東陽,110,Q2,1756783.00
1319,東陽,110,Q3,2649115.00
1321,大洋,110,Q1,49993.00
1321,大洋,110,Q2,108227.00
1321,大洋,110,Q3,416373.00
1321,大洋,110,Q4,370861.00
1323,永裕,110,Q2,160526.00
1323,永裕,110,Q3,266845.00
1323,永裕,110,Q1,166845.00
1323,永裕,110,Q4,371803.00
1324,地球,110,Q3,-18684.00
1324,地球,110,Q2,-20767.00
1324,地球,110,Q1,-47926.00
1324,地球,110,Q4,-30940.00
1325,恆大,110,Q4,-4927.00
1325,恆大,110,Q2,104599.00
1325,恆大,110,Q3,1367.00
1325,恆大,110,Q1,359895.00
1326,台化,110,Q2,16318610.00
1326,台化,110,Q1,1566095.00
1326,台化,110,Q4,38729208.00
1326,台化,110,Q3,27933240.00
1336,台翰,110,Q4,89254.00
1336,台翰,110,Q3,-20101.00
1336,台翰,110,Q2,-30128.00
1336,台翰,110,Q1,6394.00
1337,再生-KY,110,Q3,-266696.00
1337,再生-KY,110,Q4,-315388.00
1337,再生-KY,110,Q2,-237501.00
1337,再生-KY,110,Q1,-232974.00
1338,廣華-KY,110,Q3,224838.00
1338,廣華-KY,110,Q1,75670.00
1338,廣華-KY,110,Q2,45903.00
1338,廣華-KY,110,Q4,406320.00
1339,昭輝,110,Q1,65568.00
1339,昭輝,110,Q3,198240.00
1339,昭輝,110,Q2,142950.00
1339,昭輝,110,Q4,424930.00
1340,勝悅-KY,110,Q2,-163295.00
1340,勝悅-KY,110,Q1,1746.00
1340,勝悅-KY,110,Q4,-457815.00
1340,勝悅-KY,110,Q3,-232844.00
1341,富林-KY,110,Q1,-65337.00
1341,富林-KY,110,Q3,54514.00
1341,富林-KY,110,Q4,19122.00
1341,富林-KY,110,Q2,6243.00
1342,八貫,110,Q2,60834.00
1342,八貫,110,Q4,30626.00
1342,八貫,110,Q3,80565.00
1342,八貫,110,Q1,42494.00
1402,遠東新,110,Q4,36524107.00
1402,遠東新,110,Q3,28856985.00
1402,遠東新,110,Q1,3051639.00
1402,遠東新,110,Q2,8472265.00
1409,新纖,110,Q4,-2558379.00
1409,新纖,110,Q1,-4004338.00
1409,新纖,110,Q2,-2965399.00
1409,新纖,110,Q3,-3558761.00
1410,南染,110,Q1,31123.00
1410,南染,110,Q3,66184.00
1410,南染,110,Q4,92262.00
1410,南染,110,Q2,40348.00
1413,宏洲,110,Q1,129678.00
1413,宏洲,110,Q2,62971.00
1413,宏洲,110,Q4,330183.00
1413,宏洲,110,Q3,111106.00
1414,東和,110,Q2,134579.00
1414,東和,110,Q4,219701.00
1414,東和,110,Q3,227952.00
1414,東和,110,Q1,54357.00
1416,廣豐,110,Q3,166698.00
1416,廣豐,110,Q1,-25981.00
1416,廣豐,110,Q4,199312.00
1416,廣豐,110,Q2,150380.00
1417,嘉裕,110,Q2,-173347.00
1417,嘉裕,110,Q3,-435356.00
1417,嘉裕,110,Q1,-26922.00
1417,嘉裕,110,Q4,-477655.00
1418,東華,110,Q1,-42921.00
1418,東華,110,Q3,-109538.00
1418,東華,110,Q2,-86642.00
1418,東華,110,Q4,-140733.00
1419,新紡,110,Q3,-135915.00
1419,新紡,110,Q1,61044.00
1419,新紡,110,Q4,-62110.00
1419,新紡,110,Q2,91313.00
1423,利華,110,Q1,44533.00
1423,利華,110,Q4,394217.00
1423,利華,110,Q2,321774.00
1423,利華,110,Q3,340389.00
1432,大魯閣,110,Q3,64745.00
1432,大魯閣,110,Q2,-97130.00
1432,大魯閣,110,Q4,259895.00
1432,大魯閣,110,Q1,46059.00
1434,福懋,110,Q3,2076131.00
1434,福懋,110,Q2,790275.00
1434,福懋,110,Q1,-339145.00
1434,福懋,110,Q4,2433092.00
1435,中福,110,Q4,-33634.00
1435,中福,110,Q1,-14437.00
1435,中福,110,Q2,-20171.00
1435,中福,110,Q3,-25897.00
1436,華友聯,110,Q2,180698.00
1436,華友聯,110,Q1,176615.00
1436,華友聯,110,Q4,-1345849.00
1436,華友聯,110,Q3,-928815.00
1437,勤益控,110,Q3,228802.00
1437,勤益控,110,Q2,141275.00
1437,勤益控,110,Q1,178924.00
1437,勤益控,110,Q4,254007.00
1438,三地開發,110,Q1,-63922.00
1438,三地開發,110,Q3,-322931.00
1438,三地開發,110,Q4,-1027669.00
1438,三地開發,110,Q2,-105338.00
1439,雋揚,110,Q1,-276989.00
