代號,名稱,年度,季別,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1101,台泥,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,6116173402,1.0,0.0,0.0,611617340
1101B,台泥乙特,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.75,0.0,0.0,350000000,0.0,0.0,0.0,0
1101,台泥,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,6116173402,1.0,0.0,0.0,611617340
1101,台泥,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,6116173402,1.0,0.0,0.0,611617340
1101B,台泥乙特,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.75,0.0,0.0,350000000,0.0,0.0,0.0,0
1101B,台泥乙特,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.75,0.0,0.0,350000000,0.0,0.0,0.0,0
1101,台泥,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,6116173402,1.0,0.0,0.0,611617340
1101B,台泥乙特,110,Y1,111/05/26,110/01/01~110/12/31,股東會確認,1.75,0.0,0.0,350000000,0.0,0.0,0.0,0
1102,亞泥,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,3.4,0.0,0.0,12054945041,0.0,0.0,0.0,0
1102,亞泥,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,3.4,0.0,0.0,12054945041,0.0,0.0,0.0,0
1102,亞泥,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,3.4,0.0,0.0,12054945041,0.0,0.0,0.0,0
1102,亞泥,110,Y1,111/06/29,110/01/01~110/12/31,股東會確認,3.4,0.0,0.0,12054945041,0.0,0.0,0.0,0
1103,嘉泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.65,0.0,0.0,502674606,0.0,0.0,0.0,0
1103,嘉泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.65,0.0,0.0,502674606,0.0,0.0,0.0,0
1103,嘉泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.65,0.0,0.0,502674606,0.0,0.0,0.0,0
1103,嘉泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,0.65,0.0,0.0,502674606,0.0,0.0,0.0,0
1104,環泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,653609192,0.0,0.0,0.0,0
1104,環泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,653609192,0.0,0.0,0.0,0
1104,環泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,653609192,0.0,0.0,0.0,0
1104,環泥,110,Y1,111/06/14,110/01/01~110/12/31,股東會確認,1.0,0.0,0.0,653609192,0.0,0.0,0.0,0
1108,幸福,110,H2,111/06/30,110/07/01~110/12/31,股東會確認,0.6,0.0,0.0,242842829,0.0,0.0,0.0,0
1108,幸福,110,H1,不適用,110/01/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1108,幸福,110,H2,111/06/30,110/07/01~110/12/31,股東會確認,0.6,0.0,0.0,242842829,0.0,0.0,0.0,0
1108,幸福,110,H2,111/06/30,110/07/01~110/12/31,股東會確認,0.6,0.0,0.0,242842829,0.0,0.0,0.0,0
1108,幸福,110,H1,不適用,110/01/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1108,幸福,110,H1,不適用,110/01/01~110/06/30,董事會決議,0.0,0.0,0.0,0,0.0,0.0,0.0,0
