代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,108,Q3,114/10/29,,87561878.00,62031223.00,3.24
1101,台泥,108,Q2,114/10/29,,56723486.00,40912170.00,2.19
1101,台泥,108,Q1,114/10/29,,25356328.00,18868464.00,0.77
1101,台泥,108,Q4,114/10/29,,122783014.00,86872759.00,4.43
1102,亞泥,108,Q3,114/10/29,,66206883.00,47102035.00,4.29
1102,亞泥,108,Q2,114/10/29,,43805590.00,31070878.00,2.91
1102,亞泥,108,Q4,114/10/29,,89347637.00,63746928.00,5.56
1102,亞泥,108,Q1,114/10/29,,19385675.00,14727174.00,0.93
1103,嘉泥,108,Q1,114/10/29,,452376.00,387155.00,0.20
1103,嘉泥,108,Q2,114/10/29,,890409.00,771777.00,1.13
1103,嘉泥,108,Q3,114/10/29,,1362993.00,1202807.00,2.31
1103,嘉泥,108,Q4,114/10/29,,1884002.00,1685405.00,2.02
1104,環泥,108,Q4,114/10/29,,5005731.00,4418966.00,1.74
1104,環泥,108,Q3,114/10/29,,3551356.00,3185655.00,1.07
1104,環泥,108,Q2,114/10/29,,2381467.00,2150489.00,0.70
1104,環泥,108,Q1,114/10/29,,1187296.00,1080876.00,0.24
1108,幸福,108,Q2,114/10/29,,1735453.00,1638679.00,-0.04
1108,幸福,108,Q4,114/10/29,,3731696.00,3432815.00,0.11
1108,幸福,108,Q1,114/10/29,,834345.00,807682.00,-0.07
1108,幸福,108,Q3,114/10/29,,2660105.00,2473905.00,0.00
1109,信大,108,Q3,114/10/29,,5620429.00,3772459.00,1.87
1109,信大,108,Q2,114/10/29,,3572170.00,2418983.00,1.04
1109,信大,108,Q4,114/10/29,,7822895.00,5218440.00,2.82
1109,信大,108,Q1,114/10/29,,1360434.00,971109.00,0.37
1110,東泥,108,Q2,114/10/29,,781597.00,747413.00,0.04
1110,東泥,108,Q1,114/10/29,,417039.00,382106.00,0.05
1110,東泥,108,Q3,114/10/29,,1138816.00,1087470.00,0.07
1110,東泥,108,Q4,114/10/29,,1584940.00,1502651.00,0.06
1201,味全,108,Q4,114/10/29,,20228119.00,14105933.00,2.67
1201,味全,108,Q1,114/10/29,,4540795.00,3190931.00,2.21
1201,味全,108,Q3,114/10/29,,15431845.00,10628859.00,2.55
1201,味全,108,Q2,114/10/29,,9773386.00,6817356.00,2.31
1203,味王,108,Q3,114/10/29,,4703855.00,3236501.00,1.46
1203,味王,108,Q1,114/10/29,,1486287.00,1022486.00,0.50
1203,味王,108,Q4,114/10/29,,6323237.00,4343282.00,1.92
1203,味王,108,Q2,114/10/29,,3052938.00,2086767.00,1.02
1210,大成,108,Q2,114/10/29,,37169736.00,31691578.00,1.42
1210,大成,108,Q4,114/10/29,,77769986.00,66038732.00,2.93
1210,大成,108,Q1,114/10/29,,18186187.00,15531111.00,0.65
1210,大成,108,Q3,114/10/29,,56773250.00,48106408.00,2.32
1213,大飲,108,Q4,114/10/29,,435368.00,408362.00,-0.76
1213,大飲,108,Q3,114/10/29,,354947.00,333656.00,-0.63
1213,大飲,108,Q2,114/10/29,,226003.00,208371.00,-0.41
1213,大飲,108,Q1,114/10/29,,132403.00,117576.00,-0.16
1215,卜蜂,108,Q4,114/10/29,,21173634.00,18151257.00,5.46
1215,卜蜂,108,Q3,114/10/29,,15575358.00,13244203.00,3.51
1215,卜蜂,108,Q1,114/10/29,,5035297.00,4312694.00,0.90
1215,卜蜂,108,Q2,114/10/29,,10185768.00,8629252.00,2.36
1216,統一,108,Q2,114/10/29,,222271655.00,144681557.00,1.94
1216,統一,108,Q3,114/10/29,,343353755.00,223075955.00,2.85
1216,統一,108,Q1,114/10/29,,107791643.00,70689331.00,0.93
1216,統一,108,Q4,114/10/29,,447977703.00,294014598.00,3.35
1217,愛之味,108,Q2,114/10/29,,2052804.00,1387470.00,0.04
1217,愛之味,108,Q4,114/10/29,,4468238.00,3057727.00,0.10
1217,愛之味,108,Q1,114/10/29,,996828.00,688627.00,0.03
1217,愛之味,108,Q3,114/10/29,,3614468.00,2448000.00,0.20
1218,泰山,108,Q1,114/10/29,,1731205.00,1417423.00,0.22
1218,泰山,108,Q3,114/10/29,,6080600.00,4922457.00,1.04
1218,泰山,108,Q2,114/10/29,,3616876.00,2967991.00,0.50
1218,泰山,108,Q4,114/10/29,,8000584.00,6545893.00,1.20
1219,福壽,108,Q3,114/10/29,,9044423.00,8300942.00,0.23
1219,福壽,108,Q4,114/10/29,,12259254.00,11262328.00,0.63
1219,福壽,108,Q2,114/10/29,,5978789.00,5492213.00,0.14
1219,福壽,108,Q1,114/10/29,,2966586.00,2697140.00,0.10
1220,台榮,108,Q2,114/10/29,,1307138.00,1135898.00,0.19
1220,台榮,108,Q3,114/10/29,,2075906.00,1780953.00,0.46
1220,台榮,108,Q1,114/10/29,,612597.00,544462.00,0.05
1220,台榮,108,Q4,114/10/29,,2982351.00,2563623.00,0.71
1225,福懋油,108,Q2,114/10/29,,5111461.00,4645095.00,0.69
1225,福懋油,108,Q4,114/10/29,,10646506.00,9633963.00,1.55
1225,福懋油,108,Q3,114/10/29,,7838370.00,7116626.00,1.11
1225,福懋油,108,Q1,114/10/29,,2477770.00,2238002.00,0.36
1227,佳格,108,Q4,114/10/29,,31266232.00,21635219.00,3.76
1227,佳格,108,Q1,114/10/29,,7337166.00,5101301.00,0.87
1227,佳格,108,Q3,114/10/29,,21404896.00,14674715.00,2.69
1227,佳格,108,Q2,114/10/29,,13407620.00,9319511.00,1.54
1229,聯華,108,Q2,114/10/29,,3253332.00,2726267.00,1.25
1229,聯華,108,Q4,114/10/29,,8271293.00,6401664.00,2.51
1229,聯華,108,Q1,114/10/29,,1228699.00,1027385.00,1.00
1229,聯華,108,Q3,114/10/29,,5970777.00,4474654.00,2.10
1231,聯華食,108,Q1,114/10/29,,2118070.00,1674529.00,0.66
1231,聯華食,108,Q3,114/10/29,,6316123.00,5020616.00,1.76
1231,聯華食,108,Q4,114/10/29,,8588903.00,6729864.00,3.00
1231,聯華食,108,Q2,114/10/29,,4149226.00,3298972.00,1.22
1232,大統益,108,Q3,114/10/29,,12609329.00,11108998.00,4.63
1232,大統益,108,Q2,114/10/29,,8230892.00,7218718.00,3.18
1232,大統益,108,Q4,114/10/29,,17150108.00,15131192.00,6.09
1232,大統益,108,Q1,114/10/29,,4159273.00,3591668.00,1.86
1233,天仁,108,Q4,114/10/29,,2247585.00,946584.00,1.73
1233,天仁,108,Q2,114/10/29,,1099704.00,461333.00,0.95
1233,天仁,108,Q1,114/10/29,,562634.00,231594.00,0.49
1233,天仁,108,Q3,114/10/29,,1670542.00,702756.00,1.38
1234,黑松,108,Q2,114/10/29,,4151197.00,3164772.00,0.80
1234,黑松,108,Q3,114/10/29,,6751798.00,4946361.00,1.70
1234,黑松,108,Q1,114/10/29,,2145267.00,1698764.00,0.41
1234,黑松,108,Q4,114/10/29,,9145655.00,6695015.00,2.11
1235,興泰,108,Q1,114/10/29,,4696.00,4607.00,-0.42
1235,興泰,108,Q3,114/10/29,,47978.00,21555.00,0.54
1235,興泰,108,Q4,114/10/29,,61778.00,30508.00,0.49
1235,興泰,108,Q2,114/10/29,,13371.00,12260.00,-0.56
1236,宏亞,108,Q4,114/10/29,,1864663.00,1362092.00,0.15
1236,宏亞,108,Q2,114/10/29,,820821.00,634518.00,-0.40
1236,宏亞,108,Q1,114/10/29,,499948.00,376133.00,0.08
1236,宏亞,108,Q3,114/10/29,,1278667.00,953662.00,-0.30
1240,茂生農經,108,Q2,114/10/29,,857797.00,719895.00,2.19
1240,茂生農經,108,Q1,114/10/29,,430940.00,364117.00,1.01
1240,茂生農經,108,Q4,114/10/29,,1818705.00,1556240.00,4.01
1240,茂生農經,108,Q3,114/10/29,,1288668.00,1090016.00,3.05
1256,鮮活果汁-KY,108,Q4,114/10/29,,3520879.00,2164020.00,16.20
1256,鮮活果汁-KY,108,Q3,114/10/29,,2837745.00,1739960.00,13.66
1256,鮮活果汁-KY,108,Q2,114/10/29,,1729872.00,1070332.00,8.16
1256,鮮活果汁-KY,108,Q1,114/10/29,,686855.00,439830.00,2.96
1259,安心,108,Q2,114/10/29,,2679419.00,1991939.00,2.25
1259,安心,108,Q3,114/10/29,,4124939.00,3042432.00,4.36
1259,安心,108,Q4,114/10/29,,5484492.00,4061543.00,5.02
1259,安心,108,Q1,114/10/29,,1302091.00,981596.00,0.87
1264,德麥,108,Q3,114/10/29,,2975172.00,1871918.00,10.33
1264,德麥,108,Q4,114/10/29,,4076129.00,2560102.00,14.02
1264,德麥,108,Q2,114/10/29,,1953591.00,1228306.00,6.87
1264,德麥,108,Q1,114/10/29,,950178.00,603424.00,3.20
1268,漢來美食,108,Q2,114/10/29,,1897621.00,1046024.00,4.24
1268,漢來美食,108,Q1,114/10/29,,1030022.00,554127.00,2.65
1268,漢來美食,108,Q4,114/10/29,,3775225.00,2109772.00,7.20
1268,漢來美食,108,Q3,114/10/29,,2835602.00,1586280.00,5.78
1301,台塑,108,Q2,114/10/29,,109581363.00,90814049.00,2.91
1301,台塑,108,Q4,114/10/29,,207848572.00,175734622.00,5.86
1301,台塑,108,Q3,114/10/29,,159296860.00,132777444.00,5.37
1301,台塑,108,Q1,114/10/29,,53012075.00,44864451.00,1.28
1303,南亞,108,Q2,114/10/29,,142771871.00,129433934.00,1.38
1303,南亞,108,Q3,114/10/29,,214657229.00,194692802.00,2.39
1303,南亞,108,Q1,114/10/29,,70920119.00,64404802.00,0.64
1303,南亞,108,Q4,114/10/29,,286303059.00,258172796.00,2.91
1304,台聚,108,Q2,114/10/29,,27994606.00,24855023.00,0.65
1304,台聚,108,Q4,114/10/29,,55656741.00,48924372.00,1.19
1304,台聚,108,Q1,114/10/29,,13493376.00,11933016.00,0.24
1304,台聚,108,Q3,114/10/29,,41985100.00,37195424.00,0.93
1305,華夏,108,Q1,114/10/29,,3227707.00,2779190.00,0.36
1305,華夏,108,Q4,114/10/29,,15117855.00,13148375.00,1.22
1305,華夏,108,Q3,114/10/29,,11407164.00,10079231.00,0.77
1305,華夏,108,Q2,114/10/29,,7582278.00,6778136.00,0.44
1307,三芳,108,Q1,114/10/29,,2628241.00,2098200.00,0.25
1307,三芳,108,Q2,114/10/29,,4991350.00,3915290.00,0.50
1307,三芳,108,Q3,114/10/29,,7737016.00,6022826.00,0.86
1307,三芳,108,Q4,114/10/29,,10271411.00,7904038.00,1.08
1308,亞聚,108,Q3,114/10/29,,5040677.00,4371982.00,0.99
