代號,名稱,年度,季別,歸屬於母公司業主之權益合計,不動產及設備－淨額,無形資產－淨額,流動資產,資產總額,流動負債,非流動負債,非控制權益,每股參考淨值
1101,台泥,107,Q2,151269705.00,,,100887198.00,,65772816.00,77912234.00,14947437.00,35.67
1101,台泥,107,Q1,149537942.00,,,75261374.00,,53357480.00,63969234.00,16223928.00,35.26
1101,台泥,107,Q3,170123138.00,,,102799758.00,,62799418.00,59918818.00,15528187.00,33.34
1101,台泥,107,Q4,181541510.00,,,110380695.00,,64503844.00,82201818.00,15837946.00,34.20
1102,亞泥,107,Q3,138217901.00,,,77813852.00,,67123097.00,51921314.00,19847596.00,41.12
1102,亞泥,107,Q4,137892226.00,,,80358506.00,,62804294.00,57335358.00,21156120.00,41.02
1102,亞泥,107,Q2,135082936.00,,,59629423.00,,60768830.00,43439965.00,19352810.00,40.19
1102,亞泥,107,Q1,129536810.00,,,54268970.00,,50810456.00,50455950.00,19096653.00,38.54
1103,嘉泥,107,Q4,19019812.00,,,11150914.00,,3195396.00,7870414.00,1900007.00,29.68
1103,嘉泥,107,Q2,19480715.00,,,10750140.00,,3390580.00,6809571.00,1847763.00,30.27
1103,嘉泥,107,Q3,20725074.00,,,11158180.00,,2073517.00,7835606.00,1933259.00,32.20
1103,嘉泥,107,Q1,18214679.00,,,9415913.00,,2707627.00,6759092.00,1813445.00,28.30
1104,環泥,107,Q2,17513865.00,,,4323615.00,,3567238.00,1322154.00,110767.00,26.80
1104,環泥,107,Q4,17715321.00,,,4058612.00,,3435479.00,1311820.00,113952.00,27.10
1104,環泥,107,Q1,17573971.00,,,3880052.00,,2790203.00,1321784.00,115702.00,26.89
1104,環泥,107,Q3,17709111.00,,,4027473.00,,3174803.00,1323605.00,115736.00,27.09
1108,幸福,107,Q4,4226920.00,,,4938529.00,,1736069.00,1330430.00,78.00,10.44
1108,幸福,107,Q3,4353114.00,,,5164841.00,,1510758.00,1344702.00,23452.00,10.76
1108,幸福,107,Q2,4386332.00,,,5038976.00,,1786816.00,947876.00,21299.00,10.84
1108,幸福,107,Q1,4389330.00,,,5018173.00,,1868350.00,876877.00,21300.00,10.84
1109,信大,107,Q1,5820698.00,,,2912700.00,,1017643.00,710109.00,1197543.00,16.17
1109,信大,107,Q2,5885393.00,,,3272975.00,,1202528.00,718936.00,1209692.00,16.35
1109,信大,107,Q3,5882884.00,,,3337941.00,,1323676.00,497112.00,1289644.00,17.20
1109,信大,107,Q4,6242201.00,,,4533454.00,,1983843.00,498546.00,1447886.00,18.25
1110,東泥,107,Q1,8513016.00,,,2141571.00,,388288.00,330807.00,39782.00,14.94
1110,東泥,107,Q2,8508479.00,,,2236281.00,,475767.00,332460.00,28552.00,14.93
1110,東泥,107,Q3,8574976.00,,,2109873.00,,351210.00,333784.00,28659.00,15.05
1110,東泥,107,Q4,8483670.00,,,2029986.00,,412748.00,322865.00,28468.00,14.89
1201,味全,107,Q1,5318173.00,,,18931905.00,,18496057.00,5921820.00,2644985.00,10.51
1201,味全,107,Q3,6136654.00,,,9218954.00,,10076763.00,6160037.00,12146.00,12.13
1201,味全,107,Q4,6188035.00,,,8996892.00,,11746178.00,3296077.00,12407.00,12.23
1201,味全,107,Q2,5291980.00,,,20023018.00,,19894706.00,5897836.00,2520331.00,10.46
1203,味王,107,Q4,4731181.00,,,4038979.00,,1595049.00,1550308.00,1148467.00,19.90
1203,味王,107,Q2,4505560.00,,,4087432.00,,1946751.00,1526401.00,962251.00,18.95
1203,味王,107,Q3,4658712.00,,,4304159.00,,1959099.00,1520596.00,1062624.00,19.60
1203,味王,107,Q1,4665436.00,,,4497218.00,,1902849.00,1561227.00,1165559.00,19.63
1210,大成,107,Q2,15692274.00,,,21066415.00,,16876983.00,3400724.00,5779510.00,22.96
1210,大成,107,Q3,16049869.00,,,21342637.00,,16735808.00,3809599.00,5582897.00,21.95
1210,大成,107,Q1,16909934.00,,,20652758.00,,15200955.00,3304450.00,5782905.00,24.74
1210,大成,107,Q4,16472287.00,,,21032958.00,,16769933.00,3533715.00,5750346.00,22.52
1213,大飲,107,Q4,606465.00,,,328880.00,,366202.00,397205.00,--,10.71
1213,大飲,107,Q3,694597.00,,,473936.00,,338948.00,424374.00,--,12.27
1213,大飲,107,Q1,697658.00,,,404267.00,,113102.00,31950.00,--,12.32
1213,大飲,107,Q2,698029.00,,,439812.00,,145901.00,32135.00,--,12.33
1215,卜蜂,107,Q2,6306236.00,,,5787546.00,,6747369.00,1843093.00,300933.00,23.53
1215,卜蜂,107,Q3,6653784.00,,,5667103.00,,6415150.00,1996261.00,314292.00,24.83
1215,卜蜂,107,Q1,7069836.00,,,5174761.00,,5200401.00,1616345.00,336386.00,26.38
1215,卜蜂,107,Q4,6931976.00,,,5837148.00,,6384425.00,2149054.00,324709.00,25.87
1216,統一,107,Q2,100196753.00,,,180706871.00,,184311879.00,72607446.00,60650165.00,17.63
1216,統一,107,Q3,103530945.00,,,165863124.00,,154604704.00,79123184.00,62121764.00,18.22
1216,統一,107,Q1,124609269.00,,,173005734.00,,143869775.00,69759413.00,73800690.00,21.93
1216,統一,107,Q4,106354513.00,,,171566867.00,,146567709.00,90281543.00,63946321.00,18.72
1217,愛之味,107,Q2,5581649.00,,,2189529.00,,3342678.00,3196234.00,725731.00,11.29
1217,愛之味,107,Q1,5566619.00,,,2055687.00,,3086902.00,3352895.00,731806.00,11.26
1217,愛之味,107,Q4,5530367.00,,,2011644.00,,3379906.00,2932952.00,741593.00,11.18
