代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,113,Q3,114/10/29,,105588489.0,84276541.0,0.93
1101,台泥,113,Q2,114/10/29,,64513447.0,53170416.0,0.51
1101,台泥,113,Q1,114/10/29,,25544599.0,21657138.0,0.26
1101,台泥,113,Q4,114/10/29,,154606511.0,121878486.0,1.45
1102,亞泥,113,Q1,114/10/29,,16499750.0,14742676.0,0.89
1102,亞泥,113,Q4,114/10/29,,76297459.0,65190325.0,3.86
1102,亞泥,113,Q2,114/10/29,,35484522.0,30873861.0,2.16
1102,亞泥,113,Q3,114/10/29,,55437725.0,48018509.0,2.72
1103,嘉泥,113,Q4,114/10/29,,2985357.0,2550390.0,0.48
1103,嘉泥,113,Q1,114/10/29,,699142.0,594879.0,0.06
1103,嘉泥,113,Q3,114/10/29,,2213179.0,1862363.0,0.79
1103,嘉泥,113,Q2,114/10/29,,1437444.0,1213991.0,0.05
1104,環泥,113,Q3,114/10/29,,5873438.0,4710193.0,1.61
1104,環泥,113,Q4,114/10/29,,7953734.0,6355678.0,2.16
1104,環泥,113,Q1,114/10/29,,1908572.0,1525149.0,0.37
1104,環泥,113,Q2,114/10/29,,4000652.0,3183420.0,0.92
1108,幸福,113,Q4,114/10/29,,4867094.0,3939390.0,1.22
1108,幸福,113,Q1,114/10/29,,1192968.0,967758.0,0.3
1108,幸福,113,Q2,114/10/29,,2410081.0,1932515.0,0.63
1108,幸福,113,Q3,114/10/29,,3554781.0,2886591.0,0.9
1109,信大,113,Q2,114/10/29,,2473105.0,1924825.0,0.9
1109,信大,113,Q3,114/10/29,,3532176.0,2799499.0,1.08
1109,信大,113,Q4,114/10/29,,4656290.0,3664642.0,1.38
1109,信大,113,Q1,114/10/29,,1097070.0,887220.0,0.35
1110,東泥,113,Q3,114/10/29,,2072159.0,1686064.0,0.5
1110,東泥,113,Q2,114/10/29,,1181516.0,986410.0,0.15
1110,東泥,113,Q1,114/10/29,,576896.0,478917.0,0.05
1110,東泥,113,Q4,114/10/29,,2872958.0,2349919.0,0.61
1201,味全,113,Q2,114/10/29,,11240318.0,8121489.0,0.46
1201,味全,113,Q4,114/10/29,,23473804.0,17050563.0,0.87
1201,味全,113,Q1,114/10/29,,5334450.0,3850093.0,0.26
1201,味全,113,Q3,114/10/29,,17746414.0,12843818.0,0.74
1203,味王,113,Q3,114/10/29,,4524638.0,3029569.0,1.58
1203,味王,113,Q1,114/10/29,,1557822.0,1026121.0,0.64
1203,味王,113,Q4,114/10/29,,6287463.0,4163195.0,2.36
1203,味王,113,Q2,114/10/29,,3080915.0,2036098.0,1.14
1210,大成,113,Q4,114/10/29,,102749063.0,87948997.0,4.21
1210,大成,113,Q1,114/10/29,,25249608.0,21653587.0,1.0
1210,大成,113,Q3,114/10/29,,76102717.0,65230479.0,2.94
1210,大成,113,Q2,114/10/29,,50244551.0,43077715.0,1.94
1213,大飲,113,Q2,114/10/29,,75252.0,102272.0,0.43
1213,大飲,113,Q3,114/10/29,,138932.0,168383.0,0.75
1213,大飲,113,Q1,114/10/29,,33348.0,50113.0,0.43
1213,大飲,113,Q4,114/10/29,,190548.0,233019.0,8.71
1215,卜蜂,113,Q2,114/10/29,,13617092.0,11465742.0,2.53
1215,卜蜂,113,Q1,114/10/29,,6912107.0,5822404.0,1.25
1215,卜蜂,113,Q3,114/10/29,,20631062.0,17441655.0,4.27
1215,卜蜂,113,Q4,114/10/29,,27957258.0,23360580.0,6.55
1216,統一,113,Q3,114/10/29,,499797980.0,334562680.0,3.09
1216,統一,113,Q1,114/10/29,,158756079.0,107038579.0,0.97
1216,統一,113,Q4,114/10/29,,657636534.0,442507068.0,3.64
1216,統一,113,Q2,114/10/29,,320876218.0,214675967.0,2.01
1217,愛之味,113,Q4,114/10/29,,5115585.0,3663059.0,0.58
1217,愛之味,113,Q3,114/10/29,,4062434.0,2905871.0,0.62
1217,愛之味,113,Q2,114/10/29,,2361592.0,1686395.0,0.4
1217,愛之味,113,Q1,114/10/29,,1159178.0,827320.0,0.16
1218,泰山,113,Q1,114/10/29,,2755715.0,2360581.0,0.32
1218,泰山,113,Q4,114/10/29,,10682445.0,8792097.0,1.53
1218,泰山,113,Q3,114/10/29,,8280051.0,6791097.0,1.29
1218,泰山,113,Q2,114/10/29,,5311810.0,4424925.0,0.74
1219,福壽,113,Q3,114/10/29,,10559017.0,9602576.0,0.36
1219,福壽,113,Q4,114/10/29,,14329750.0,12996332.0,0.53
1219,福壽,113,Q1,114/10/29,,3564395.0,3233959.0,0.15
1219,福壽,113,Q2,114/10/29,,7034368.0,6385039.0,0.32
1220,台榮,113,Q1,114/10/29,,762305.0,620691.0,0.29
1220,台榮,113,Q3,114/10/29,,2408790.0,1949145.0,1.06
1220,台榮,113,Q4,114/10/29,,3480143.0,2922425.0,1.18
1220,台榮,113,Q2,114/10/29,,1575152.0,1263924.0,0.72
1225,福懋油,113,Q1,114/10/29,,3343898.0,3120130.0,0.31
1225,福懋油,113,Q4,114/10/29,,12859087.0,11792866.0,1.5
1225,福懋油,113,Q3,114/10/29,,9557276.0,8790819.0,1.2
1225,福懋油,113,Q2,114/10/29,,6384651.0,5864767.0,0.9
1227,佳格,113,Q4,114/10/29,,28973692.0,21815207.0,1.91
1227,佳格,113,Q3,114/10/29,,20787299.0,15632035.0,1.39
1227,佳格,113,Q2,114/10/29,,13153365.0,9961861.0,0.85
1227,佳格,113,Q1,114/10/29,,6795849.0,5141782.0,0.52
1229,聯華,113,Q4,114/10/29,,12946776.0,10254375.0,2.46
1229,聯華,113,Q2,114/10/29,,6989643.0,5258374.0,1.44
1229,聯華,113,Q3,114/10/29,,9774038.0,7613864.0,1.88
1229,聯華,113,Q1,114/10/29,,3050500.0,2500227.0,0.7
1231,聯華食,113,Q1,114/10/29,,2905460.0,2293645.0,1.18
1231,聯華食,113,Q3,114/10/29,,8740020.0,6953201.0,2.71
1231,聯華食,113,Q2,114/10/29,,5555800.0,4439598.0,2.05
1231,聯華食,113,Q4,114/10/29,,12201941.0,9668506.0,4.22
1232,大統益,113,Q1,114/10/29,,5626346.0,5036394.0,1.76
1232,大統益,113,Q3,114/10/29,,16376348.0,14371553.0,6.02
1232,大統益,113,Q2,114/10/29,,10964435.0,9570539.0,4.42
1232,大統益,113,Q4,114/10/29,,22066604.0,19315230.0,8.24
1233,天仁,113,Q2,114/10/29,,1096641.0,452442.0,0.6
1233,天仁,113,Q1,114/10/29,,572238.0,236057.0,0.37
1233,天仁,113,Q4,114/10/29,,2196394.0,907168.0,0.97
1233,天仁,113,Q3,114/10/29,,1634309.0,673201.0,0.72
1234,黑松,113,Q2,114/10/29,,4918619.0,3535783.0,1.06
1234,黑松,113,Q1,114/10/29,,2639399.0,2018342.0,0.44
1234,黑松,113,Q3,114/10/29,,7975741.0,5558144.0,1.97
1234,黑松,113,Q4,114/10/29,,10251436.0,7205148.0,2.36
1235,興泰,113,Q3,114/10/29,,73606.0,50120.0,1.66
1235,興泰,113,Q2,114/10/29,,40774.0,26021.0,1.01
1235,興泰,113,Q4,114/10/29,,112698.0,75765.0,0.08
1235,興泰,113,Q1,114/10/29,,17224.0,11005.0,0.41
1236,宏亞,113,Q2,114/10/29,,916665.0,690277.0,0.21
1236,宏亞,113,Q4,114/10/29,,1977776.0,1468607.0,0.28
1236,宏亞,113,Q3,114/10/29,,1420926.0,1067343.0,0.21
1236,宏亞,113,Q1,114/10/29,,573602.0,419200.0,0.09
1240,茂生農經,113,Q2,114/10/29,,1432034.0,1267539.0,2.02
1240,茂生農經,113,Q1,114/10/29,,714830.0,626151.0,0.98
1240,茂生農經,113,Q4,114/10/29,,2856900.0,2531754.0,4.34
1240,茂生農經,113,Q3,114/10/29,,2132889.0,1888849.0,3.07
1256,鮮活果汁-KY,113,Q4,114/10/29,,4002127.0,2985694.0,8.56
1256,鮮活果汁-KY,113,Q1,114/10/29,,869956.0,658144.0,1.34
1256,鮮活果汁-KY,113,Q2,114/10/29,,2066137.0,1551752.0,4.06
1256,鮮活果汁-KY,113,Q3,114/10/29,,3368602.0,2493472.0,8.21
1259,安心,113,Q3,114/10/29,,4571195.0,3528302.0,2.22
1259,安心,113,Q1,114/10/29,,1487296.0,1146648.0,1.01
1259,安心,113,Q4,114/10/29,,6045581.0,4683358.0,2.05
1259,安心,113,Q2,114/10/29,,3009628.0,2317946.0,2.08
1264,德麥,113,Q2,114/10/29,,3140695.0,2124849.0,10.02
1264,德麥,113,Q3,114/10/29,,4924106.0,3336429.0,15.67
1264,德麥,113,Q4,114/10/29,,6806342.0,4603477.0,20.55
1264,德麥,113,Q1,114/10/29,,1557820.0,1053060.0,5.08
1268,漢來美食,113,Q2,114/10/29,,2995315.0,1601201.0,6.27
1268,漢來美食,113,Q4,114/10/29,,5929814.0,3215909.0,10.06
1268,漢來美食,113,Q1,114/10/29,,1679417.0,875672.0,4.73
1268,漢來美食,113,Q3,114/10/29,,4426194.0,2408706.0,7.75
1294,漢田生技,113,Q2,114/10/29,,396944.0,234559.0,3.24
1294,漢田生技,113,Q1,114/10/29,,179882.0,108159.0,1.84
1294,漢田生技,113,Q4,114/10/29,,748423.0,442680.0,6.02
1294,漢田生技,113,Q3,114/10/29,,595387.0,350186.0,4.94
