代號,名稱,年度,季別,出表日期,淨利（損）歸屬於母公司業主,營業收入,營業成本,基本每股盈餘（元）
1101,台泥,111,Q3,114/10/29,,79274330.00,74872991.00,0.38
1101,台泥,111,Q4,114/10/29,,113929706.00,104345739.00,0.74
1101,台泥,111,Q1,114/10/29,,22973461.00,20977100.00,0.20
1101,台泥,111,Q2,114/10/29,,48151294.00,46044635.00,0.16
1102,亞泥,111,Q4,114/10/29,,90340503.00,78585021.00,3.63
1102,亞泥,111,Q1,114/10/29,,19681118.00,16705226.00,0.76
1102,亞泥,111,Q3,114/10/29,,66093948.00,56176859.00,3.44
1102,亞泥,111,Q2,114/10/29,,44168876.00,37041668.00,2.11
1103,嘉泥,111,Q1,114/10/29,,512577.00,497255.00,-0.12
1103,嘉泥,111,Q4,114/10/29,,2253659.00,2121073.00,-0.28
1103,嘉泥,111,Q3,114/10/29,,1593823.00,1539019.00,-0.33
1103,嘉泥,111,Q2,114/10/29,,1027363.00,1016217.00,-0.74
1104,環泥,111,Q4,114/10/29,,7055789.00,5689489.00,3.12
1104,環泥,111,Q2,114/10/29,,3280857.00,2675954.00,1.32
1104,環泥,111,Q1,114/10/29,,1532253.00,1240036.00,0.82
1104,環泥,111,Q3,114/10/29,,5063948.00,4127680.00,2.20
1108,幸福,111,Q2,114/10/29,,1882891.00,1518167.00,0.42
1108,幸福,111,Q3,114/10/29,,2946179.00,2361456.00,0.75
1108,幸福,111,Q4,114/10/29,,4149253.00,3158473.00,1.44
1108,幸福,111,Q1,114/10/29,,880911.00,739503.00,0.14
1109,信大,111,Q4,114/10/29,,6388338.00,5138589.00,1.17
1109,信大,111,Q2,114/10/29,,3004875.00,2420609.00,0.20
1109,信大,111,Q3,114/10/29,,4675441.00,3828411.00,0.83
1109,信大,111,Q1,114/10/29,,1239184.00,1027988.00,0.26
1110,東泥,111,Q3,114/10/29,,1231013.00,1132325.00,0.07
1110,東泥,111,Q1,114/10/29,,443221.00,392142.00,0.05
1110,東泥,111,Q2,114/10/29,,752511.00,706894.00,-0.05
1110,東泥,111,Q4,114/10/29,,1794015.00,1672736.00,0.26
1201,味全,111,Q2,114/10/29,,9463147.00,6786509.00,0.37
1201,味全,111,Q4,114/10/29,,19972832.00,14474786.00,0.47
1201,味全,111,Q1,114/10/29,,4550665.00,3250986.00,0.19
1201,味全,111,Q3,114/10/29,,15214414.00,10916254.00,0.65
1203,味王,111,Q3,114/10/29,,4705786.00,3326906.00,2.26
1203,味王,111,Q2,114/10/29,,3115648.00,2174929.00,0.76
1203,味王,111,Q4,114/10/29,,6385557.00,4560378.00,2.63
1203,味王,111,Q1,114/10/29,,1533519.00,1014123.00,0.59
1210,大成,111,Q2,114/10/29,,52655457.00,47282825.00,1.33
1210,大成,111,Q1,114/10/29,,25571801.00,22992408.00,0.69
1210,大成,111,Q4,114/10/29,,113297286.00,101938516.00,2.59
1210,大成,111,Q3,114/10/29,,82816416.00,74510080.00,1.88
1213,大飲,111,Q1,114/10/29,,100942.00,108625.00,-0.47
1213,大飲,111,Q3,114/10/29,,298234.00,309810.00,-1.08
1213,大飲,111,Q4,114/10/29,,393947.00,405814.00,-1.34
1213,大飲,111,Q2,114/10/29,,193745.00,205225.00,-0.78
1215,卜蜂,111,Q1,114/10/29,,7199414.00,6275380.00,1.22
1215,卜蜂,111,Q2,114/10/29,,14038618.00,12064557.00,3.04
1215,卜蜂,111,Q4,114/10/29,,28959220.00,25082443.00,5.28
1215,卜蜂,111,Q3,114/10/29,,21251007.00,18339545.00,4.05
1216,統一,111,Q1,114/10/29,,124204308.00,83672518.00,0.75
1216,統一,111,Q2,114/10/29,,254735335.00,172379091.00,1.60
1216,統一,111,Q4,114/10/29,,524831664.00,357181700.00,3.02
1216,統一,111,Q3,114/10/29,,396497245.00,268818875.00,2.57
1217,愛之味,111,Q3,114/10/29,,3843896.00,2671857.00,0.59
1217,愛之味,111,Q1,114/10/29,,1130291.00,790517.00,0.10
1217,愛之味,111,Q2,114/10/29,,2231268.00,1544827.00,0.07
1217,愛之味,111,Q4,114/10/29,,4800625.00,3363675.00,0.56
1218,泰山,111,Q2,114/10/29,,5314748.00,4522982.00,0.56
1218,泰山,111,Q3,114/10/29,,8450224.00,7203720.00,0.88
1218,泰山,111,Q4,114/10/29,,11069440.00,9623679.00,12.17
1218,泰山,111,Q1,114/10/29,,2573577.00,2177741.00,0.29
1219,福壽,111,Q4,114/10/29,,16999408.00,15539508.00,1.00
1219,福壽,111,Q1,114/10/29,,4222653.00,3688415.00,0.63
1219,福壽,111,Q2,114/10/29,,8488365.00,7534954.00,1.05
1219,福壽,111,Q3,114/10/29,,12650048.00,11478007.00,0.95
1220,台榮,111,Q1,114/10/29,,818803.00,719344.00,0.19
1220,台榮,111,Q4,114/10/29,,3537556.00,3228562.00,0.26
1220,台榮,111,Q3,114/10/29,,2555000.00,2322643.00,0.20
1220,台榮,111,Q2,114/10/29,,1652921.00,1469950.00,0.29
1225,福懋油,111,Q4,114/10/29,,15274361.00,14305096.00,1.69
1225,福懋油,111,Q3,114/10/29,,11244609.00,10435974.00,1.56
1225,福懋油,111,Q2,114/10/29,,7314296.00,6591986.00,1.61
1225,福懋油,111,Q1,114/10/29,,3505862.00,3112621.00,0.94
1227,佳格,111,Q1,114/10/29,,6730455.00,5259254.00,0.36
1227,佳格,111,Q3,114/10/29,,20399539.00,15730662.00,1.07
1227,佳格,111,Q4,114/10/29,,28922800.00,22564224.00,1.34
1227,佳格,111,Q2,114/10/29,,12722669.00,9852327.00,0.54
1229,聯華,111,Q4,114/10/29,,12326365.00,9634282.00,2.63
1229,聯華,111,Q2,114/10/29,,6600578.00,4472910.00,1.86
1229,聯華,111,Q3,114/10/29,,9246716.00,6869961.00,2.21
1229,聯華,111,Q1,114/10/29,,2598573.00,2129467.00,0.91
1231,聯華食,111,Q3,114/10/29,,7762956.00,5972531.00,2.71
1231,聯華食,111,Q2,114/10/29,,4973194.00,3809123.00,1.67
1231,聯華食,111,Q1,114/10/29,,2524332.00,1919109.00,1.09
1231,聯華食,111,Q4,114/10/29,,10772839.00,8270979.00,3.89
1232,大統益,111,Q1,114/10/29,,5698170.00,4861827.00,2.98
1232,大統益,111,Q4,114/10/29,,24676960.00,22273195.00,7.66
1232,大統益,111,Q2,114/10/29,,11633125.00,10117418.00,5.34
1232,大統益,111,Q3,114/10/29,,17687951.00,15890009.00,6.12
1233,天仁,111,Q2,114/10/29,,858519.00,383741.00,0.22
1233,天仁,111,Q1,114/10/29,,451608.00,191665.00,0.19
1233,天仁,111,Q3,114/10/29,,1312952.00,583739.00,0.31
1233,天仁,111,Q4,114/10/29,,1835662.00,807693.00,0.57
1234,黑松,111,Q3,114/10/29,,6964779.00,4973312.00,1.73
1234,黑松,111,Q1,114/10/29,,2044141.00,1601155.00,0.31
1234,黑松,111,Q2,114/10/29,,4047088.00,3021486.00,0.75
1234,黑松,111,Q4,114/10/29,,9558497.00,6879679.00,2.21
1235,興泰,111,Q2,114/10/29,,9330.00,11654.00,0.46
1235,興泰,111,Q3,114/10/29,,48843.00,22981.00,1.39
1235,興泰,111,Q4,114/10/29,,63027.00,38090.00,1.31
1235,興泰,111,Q1,114/10/29,,3436.00,4923.00,0.24
1236,宏亞,111,Q3,114/10/29,,1461131.00,1086173.00,3.69
1236,宏亞,111,Q2,114/10/29,,928559.00,697283.00,3.56
1236,宏亞,111,Q4,114/10/29,,2108653.00,1539923.00,3.91
1236,宏亞,111,Q1,114/10/29,,544699.00,395414.00,3.89
1240,茂生農經,111,Q2,114/10/29,,1636960.00,1489489.00,0.92
1240,茂生農經,111,Q4,114/10/29,,3370796.00,3118853.00,0.14
1240,茂生農經,111,Q1,114/10/29,,761457.00,689068.00,0.35
1240,茂生農經,111,Q3,114/10/29,,2462174.00,2276685.00,0.02
1256,鮮活果汁-KY,111,Q1,114/10/29,,889235.00,652873.00,1.31
1256,鮮活果汁-KY,111,Q4,114/10/29,,4101393.00,2931835.00,11.92
1256,鮮活果汁-KY,111,Q3,114/10/29,,3437315.00,2449329.00,9.94
