出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","1","2801","彰銀","4806993.00","2087960.00","575554.00","3940985.00","2378414.00","432509.00","1945905.00","--","--","1945905.00","417173.00","--","2363078.00","1945905.00","--","--","2363078.00","--","--","0.19"
"114/10/28","110","1","2812","台中銀","2247016.00","1041507.00","319727.00","1646104.00","1322692.00","192448.00","1130244.00","--","--","1130244.00","290829.00","--","1421073.00","1130244.00","--","--","1421073.00","--","--","0.27"
"114/10/28","110","1","2820","華票","319400.00","472258.00","-5654.00","129203.00","668109.00","137129.00","530980.00","--","--","530980.00","-301765.00","0.00","229215.00","--","--","--","--","--","--","0.40"
"114/10/28","110","1","2834","臺企銀","4321420.00","1241992.00","1099802.00","3165320.00","1298290.00","196637.00","1101653.00","0.00","--","1101653.00","376394.00","--","1478047.00","1101653.00","0.00","0.00","1478047.00","0.00","0.00","0.15"
"114/10/28","110","1","2836","高雄銀","664582.00","456220.00","245814.00","623166.00","251822.00","23420.00","228402.00","--","--","228402.00","-240598.00","--","-12196.00","--","--","--","--","--","--","0.20"
"114/10/28","110","1","2838","聯邦銀","2107017.00","1782749.00","269563.00","2540576.00","1079627.00","122557.00","957070.00","--","--","957070.00","-309939.00","--","647131.00","957029.00","--","41.00","647090.00","--","41.00","0.31"
"114/10/28","110","1","2845","遠東銀","1594070.00","1237178.00","134241.00","1775438.00","921569.00","122488.00","799081.00","--","--","799081.00","-95681.00","--","703400.00","799081.00","--","--","703400.00","--","--","0.23"
"114/10/28","110","1","2849","安泰銀","863835.00","514008.00","22204.00","709051.00","646588.00","83991.00","562597.00","0.00","--","562597.00","-140733.00","--","421864.00","--","--","--","--","--","--","0.29"
"114/10/28","110","1","2897","王道銀行","1133892.00","1171237.00","26561.00","1126767.00","1151801.00","309748.00","842053.00","-593.00","--","841460.00","-137710.00","--","703750.00","453803.00","--","387657.00","533609.00","--","170141.00","0.17"
"114/10/28","110","1","5876","上海商銀","6621647.00","3520907.00","331671.00","3758789.00","6052094.00","1146649.00","4905445.00","--","--","4905445.00","1724527.00","--","6629972.00","3721865.00","--","1183580.00","4505099.00","--","2124873.00","0.83"
