"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"1259 - 安心","董事會決議","114年 年度","114/01/01~114/12/31","1","115/03/03","不適用","        685,019,248","         79,381,472","        756,914,361","        718,046,961","1.20000000","0.0","0.0","         38,867,400","0.0","0.0","0.0","                  0","公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；
另視公司營運需要及法令規定提列特別盈餘公積，其餘除派付股息外，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案，股票股利案應提請股東會決議分派之；現金股利分派案授權董事會以三分之二以上董事之出席，及出席董事過半數之決議分派之，並報告股東會。
本公司屬餐飲服務業，企業生命週期正值成熟茁壯期，財務結構健全，故盈餘之分派，除依公司法及本公司章程規定外，將視公司資本規劃及經營成果，決定每年股利分派方式。惟原則採取股利穩定暨平衡政策，並於每年股東常會前由董事會依據經營結果、財務狀況及資本規劃情形，擬訂盈餘分派方式(現金股利或股票股利)及金額，其中現金股利比率不低於股利總額百分之三十。","無",
"1294 - 漢田生技","現金股利經董事會決議、增資配股經董事會擬議","114年 年度","114/01/01~114/12/31","1","115/03/03","115/05/20","         85,445,560","        139,052,466","        179,617,035","         28,259,220","3.00000000","0.0","0.0","         90,814,689","2.00000000","0.0","0.0","          6,054,312","第二十八條：本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；次按法令規定提列或迴轉特別盈餘公積，如尚有餘額，其餘額併同期初累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。 分派股息及紅利或法定盈餘公積及公司法第二百四十一條所定之資本公積之全部或一部如以現金之方式為之，授權董事會以三分之二以上董事之出席，及出席董事會過半數同意後為之，並報告股東會。 第二十九條：本公司所營事業目前正處於營運成長階段，未來將配合所處環境基於資本支出、業務擴充需要及健全財務規劃以求永續發展，本公司股利政策將依公司未來之資本支出預算及資金需求情形，就前條可分配盈餘提撥不低於10%分配股東紅利，其中現金股利之分派比率以不得低於股東紅利總額百分之十為原則。然因本公司有重大投資計畫且無法取得其他資金支應時，經董事會擬具及股東會決議得不發放現金股利。","無。",
"1584 - 精剛","董事會擬議","114年 年度","114/01/01~114/12/31","1","115/03/03","115/05/28","        337,685,194","        101,741,246","        415,201,911","        357,084,278","0.25000000","0.0","0.0","         58,117,633","0.0","0.0","0.0","                  0","本公司年終結算如有盈餘，除提付應納稅款外，應先彌補以往年度虧損，次就其餘額提出百分之十為法定盈餘公積，並得視業務需要或法令規定提列特別盈餘公積，如尚有盈餘，加計前期累積未分配盈餘後，由董事會擬定分配案，提請股東會通過後分配之。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之五十。","無。",
"1591 - 駿吉-KY","董事會決議","114年 上半年","114/01/01~114/06/30","1","114/08/27","不適用","         48,122,620","        -50,224,596","         -2,101,976","                  0","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","(一)依「公司章程」第100條第二項規定：董事會於上半會計年度終了後得為盈餘分派(“期中股利”)，但應符合下列條件: (I)公司之虧損(包括以前年度之虧損)應先撥補完畢；及(II)分派期中股利以發新股方式為之者，應依第44條(i)款經股東會以特別決議同意。","無",
"1593 - 祺驊","董事會決議","114年 第4季","114/10/01~114/12/31","1","115/03/05","不適用","        115,139,794","         86,910,692","        163,284,774","         83,715,230","2.00000000","0.0","0.0","         79,569,544","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","114年 第3季","114/07/01~114/09/30","1","114/11/06","不適用","        115,139,794","         50,978,479","        166,118,273","        166,118,273","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","114年 第2季","114/04/01~114/06/30","1","114/08/07","不適用","        115,139,794","         34,504,444","        149,644,238","        149,644,238","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1593 - 祺驊","董事會決議","114年 第1季","114/01/01~114/03/31","1","114/05/08","不適用","        115,139,794","         16,878,008","        132,017,802","        132,017,802","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之，盈餘分派以現金發放者，依公司法規定，由董事會決議辦理。
本公司每年決算如有盈餘，應先提繳稅款，彌補虧損及提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，依法令、本章程所訂程序及下列原則，分派股東股息紅利。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將應分派股息及紅利之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司授權董事會以三分之二以上董事出席，及出席董事過半數之決議，將法定盈餘公積及資本公積之全部或一部分，以發放現金之方式為之，並報告股東會。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。","無",
"1777 - 生泰","董事會決議","114年 年度","114/01/01~114/12/31","1","115/02/23","不適用","        620,848,138","        261,609,382","        860,603,366","        682,236,514","4.00000000","0.0","0.0","        178,366,852","0.0","0.0","0.0","                  0","本公司考量產業環境多變及企業之成長性，因應未來資金需求及長期規劃，
並滿足股東對現金流入之需求，本公司決算後如有盈餘，依下列順序分派之：
1.提繳稅捐。
2.彌補虧損。
3.提列百分之十為法定盈餘公積。但法定盈餘公積已達實收資本額時，
不在此限。
4.必要時提列或迴轉特別盈餘公積。
5.餘額併同上一年度累積未分配盈餘為累積可分配盈餘，由董事會擬具
盈餘分配議案，送交股東會決議分配股東紅利。
本公司授權董事會以董事三分之二以上之出席及出席董事過半數同意之
決議，將應分派股息及紅利、法定盈餘公積及資本公積之全部或一部，
以發放現金方式為之，並報告股東會；採發行新股方式為之時，應提請
股東會決議分派之。
董事會擬具之盈餘分配議案，應提撥至少百分之十之累積可分配盈餘為
股東紅利，其中現金股利不得低於股利總數百分之二十，但現金股利每
股若低於0.2元，得經股東會決議，改以股票股利發放。","無",
"1784 - 訊聯","董事會決議","114年 下半年","114/07/01~114/12/31","1","115/03/04","不適用","                  0","         51,426,446","         45,772,415","                  0","0.87236746","0.0","0.0","         45,772,415","0.0","0.0","0.0","                  0","股利分派條次：第二十條之一公司章程連結網址：https://www.bionetcorp.com/article?ac_id=32&amp;ac_sub_id=35&amp;a_id=39","無",
