"面額新台幣10元之公司"
"因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積發放之現金(元/股)","股東配發-資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積轉增資配股(元/股)","股東配發-資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","股利分派之公司章程","備註",
"1102 - 亞泥","董事會決議","114年 第3季","114/07/01~114/09/30","1","114/11/07","不適用","     24,014,648,749","                  0","     24,014,648,749","     24,014,648,749","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之。盈餘分派以現金發放者，依公司法第二百二十八條之一及第二百四十條第五項規定由董事會決議辦理，並報告股東會。
本公司分派前三季盈餘時，應先預估並保留應納稅捐、員工酬勞及董事酬勞，依法彌補虧損及提列法定盈餘公積。但法定盈餘公積已達實收資本額時，得不再提列。
本公司每年決算如有盈餘，於依法繳納營利事業所得稅後，該本期稅後淨利加計本期稅後淨利以外項目計入當年度未分配盈餘之數額後，應先彌補虧損，如尚有盈餘，再提列法定盈餘公積百分之十，但法定盈餘公積已達實收資本額時，得不再提列，並依法令規定提列特別盈餘公積後，連同期初未分配盈餘，作為可供分配之盈餘，惟得視業務狀況酌予保留一部份後，按全部股份平均分派股東紅利，但遇增加資本時，其當年度新增股份應分派之紅利，依照股東會之決議辦理。
本公司將公積全部或一部以現金分派者，得由董事會依公司法第二百四十一條規定決議辦理，並報告股東會。
本公司股利應參酌所營事業景氣變化之特性，考量各項產品或服務所處生命週期對未來資金之需求與稅制之影響，在維持股利穩定之目標下分派之。股利之發放，除有改善財務結構及支應轉投資、產能擴充或其他重大資本支出等資金需求外，不低於當年度稅後淨利扣除彌補虧損金額、法定盈餘公積及特別盈餘公積後餘額之百分之五十，其現金股利部分不低於當年度股東紅利之百分之十。","無",
"1102 - 亞泥","董事會決議","114年 第2季","114/04/01~114/06/30","1","114/08/08","不適用","     24,014,648,749","                  0","     24,014,648,749","     24,014,648,749","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之。盈餘分派以現金發放者，依公司法第二百二十八條之一及第二百四十條第五項規定由董事會決議辦理，並報告股東會。
本公司分派前三季盈餘時，應先預估並保留應納稅捐、員工酬勞及董事酬勞，依法彌補虧損及提列法定盈餘公積。但法定盈餘公積已達實收資本額時，得不再提列。
本公司每年決算如有盈餘，於依法繳納營利事業所得稅後，該本期稅後淨利加計本期稅後淨利以外項目計入當年度未分配盈餘之數額後，應先彌補虧損，如尚有盈餘，再提列法定盈餘公積百分之十，但法定盈餘公積已達實收資本額時，得不再提列，並依法令規定提列特別盈餘公積後，連同期初未分配盈餘，作為可供分配之盈餘，惟得視業務狀況酌予保留一部份後，按全部股份平均分派股東紅利，但遇增加資本時，其當年度新增股份應分派之紅利，依照股東會之決議辦理。
本公司將公積全部或一部以現金分派者，得由董事會依公司法第二百四十一條規定決議辦理，並報告股東會。
本公司股利應參酌所營事業景氣變化之特性，考量各項產品或服務所處生命週期對未來資金之需求與稅制之影響，在維持股利穩定之目標下分派之。股利之發放，除有改善財務結構及支應轉投資、產能擴充或其他重大資本支出等資金需求外，不低於當年度稅後淨利扣除彌補虧損金額、法定盈餘公積及特別盈餘公積後餘額之百分之五十，其現金股利部分不低於當年度股東紅利之百分之十。","無",
"1102 - 亞泥","董事會決議","114年 第1季","114/01/01~114/03/31","1","114/05/09","不適用","     26,642,179,311","                  0","     26,642,179,311","     26,642,179,311","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司盈餘分派或虧損撥補，得於每季終了後為之。盈餘分派以現金發放者，依公司法第二百二十八條之一及第二百四十條第五項規定由董事會決議辦理，並報告股東會。
本公司分派前三季盈餘時，應先預估並保留應納稅捐、員工酬勞及董事酬勞，依法彌補虧損及提列法定盈餘公積。但法定盈餘公積已達實收資本額時，得不再提列。
本公司每年決算如有盈餘，於依法繳納營利事業所得稅後，該本期稅後淨利加計本期稅後淨利以外項目計入當年度未分配盈餘之數額後，應先彌補虧損，如尚有盈餘，再提列法定盈餘公積百分之十，但法定盈餘公積已達實收資本額時，得不再提列，並依法令規定提列特別盈餘公積後，連同期初未分配盈餘，作為可供分配之盈餘，惟得視業務狀況酌予保留一部份後，按全部股份平均分派股東紅利，但遇增加資本時，其當年度新增股份應分派之紅利，依照股東會之決議辦理。
本公司將公積全部或一部以現金分派者，得由董事會依公司法第二百四十一條規定決議辦理，並報告股東會。
本公司股利應參酌所營事業景氣變化之特性，考量各項產品或服務所處生命週期對未來資金之需求與稅制之影響，在維持股利穩定之目標下分派之。股利之發放，除有改善財務結構及支應轉投資、產能擴充或其他重大資本支出等資金需求外，不低於當年度稅後淨利扣除彌補虧損金額、法定盈餘公積及特別盈餘公積後餘額之百分之五十，其現金股利部分不低於當年度股東紅利之百分之十。","無",
"1108 - 幸福","董事會決議","114年 上半年","114/01/01~114/06/30","1","114/11/13","不適用","        442,799,292","        694,821,279","      1,137,620,571","      1,137,620,571","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","為考量本公司未來資金需求及長期財務規劃，並 滿足股東對現金流入之需求，本公司每年度決算 後如有當期淨利，除彌補虧損外，應先提撥百分 之十為法定盈餘公積及就當年度發生之帳列其他 股東權益減項淨額提列特別盈餘公積，其餘額連 同上一年度累積未分配盈餘及當年度未分配盈餘 調整數額合計數提撥百分之四十至八十，如以上 限百分之八十計算後每股分配之股利金額仍未滿 新台幣一角者，得予保留不分配，餘由董事會擬 定分配議案，提請股東會承認之。 前項盈餘提撥分派之比率及股票現金之比率得由 董事會視當年度實際獲利及資金狀況，並考量投 資資金需求及對每股盈餘之稀釋程度，適度採現 金股利或股票股利方式發放。但配發股票股利以 不超過已發行股本百分之二十為限。 本公司於分派可分配盈餘時，除依第二項規定計 算外，如有當年度轉入之保留盈餘或當年度稅後 盈餘不足提列之其他股東權益減項金額，仍應依 法令之規定自轉入之保留盈餘或上一年度累積未 分配盈餘提列或補列特別盈餘公積後，始得分派 盈餘。","無",
"1215 - 卜蜂","董事會決議","114年 年度","114/01/01~114/12/31","1","115/02/25","不適用","      3,378,845,503","      3,063,774,931","      6,154,363,117","      4,090,832,431","7.00000000","0.0","0.0","      2,063,530,686","0.0","0.0","0.0","                  0","本公司所處產業正值穩定成長階段，考量本公司資金需求及滿足股東對現金流入之需求，本公司每年度決算如有盈餘時，應依法提繳稅捐、彌補虧損，次提百分之十為法定盈餘公積。但法定盈餘公積，已達實收資本額時，不在此限。另依法令或主管機關規定提列或迴轉特別盈餘公積後，其餘額加計以前年度累積未分配盈餘數，由董事會擬具分派議案。其中現金股利不得低於分派股利總數之百分之十，惟每股現金股利低於新台幣○•一元時，則將現金股利改以股票股利發放之。
本公司董事會以三分之二以上董事之出席及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會；以發行新股方式為之時，應提請股東會決議後分派之。","無",
"1218 - 泰山","董事會決議","114年 第1季","114/01/01~114/03/31","1","114/05/12","不適用","      5,251,776,202","        181,782,175","      5,375,307,526","      5,375,307,526","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","摘錄公司章程文字： 本公司目前產業發展成熟，獲利穩定，惟鑑於 未來數年仍有重大之擴充產能及垂直發展之計 劃，故盈餘之分派或虧損撥補得於每季終了後 為之，盈餘分派以現金發放者，依公司法第二 百二十八條之一及第二百四十條第五項規定由 董事會決議辦理，並報告股東會，無須提交股 東會請求承認。每季決算如有盈餘，應先預估 並保留應納稅捐後，彌補累積虧損，次提百分 之十為法定盈餘公積，但法定盈餘公積已達本 公司實收資本額時，得不再提列，並得依公司 營運需要及法令規定提列或迴轉特別盈餘公積 後，如尚有餘額，其餘額加計期初累積未分配 盈餘，由董事會擬具議案決議分派之。現金股 利分派之比例不得低於股利分配總額之百分之 三十。 若每股股利未達新台幣0.1元，則董事會得以 保留不予分派。","無",
"1229 - 聯華","董事會決議","114年 第3季","114/07/01~114/09/30","1","114/11/13","不適用","      9,835,504,071","      1,275,558,176","     11,267,408,812","     11,267,408,812","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司正值穩定成長階段，且大部分盈餘來自權益法認列之轉投資公司，為求公司永續經營及長遠發展，本公司年度總決算如有盈餘，應先提繳稅捐、彌補累積虧損、次提百分之十為法定盈餘公積，並依法令規定提撥或迴轉特別
盈餘公積，如尚有盈餘，得優先分派特別股之股息，其餘額加計累積未分配盈餘由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之；以發放現金方式為之時，則依公司法第二百四十條第五項規定，授權
董事會以三分之二以上董事之出席，及出席董事過半數同意之決議分派之，並報告股東會。
前述盈餘分配比率及股東現金股利之比率，得由董事會考量公司財務結構、未來資金需求及獲利情形，以現金股利不得低於股利總數百分之十擬定之。","無",
"1229 - 聯華","董事會決議","114年 第2季","114/04/01~114/06/30","1","114/08/11","不適用","      8,459,308,333","      1,376,195,738","      9,835,504,071","      9,835,504,071","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司正值穩定成長階段，且大部分盈餘來自權益法認列之轉投資公司，為求公司永續經營及長遠發展，本公司年度總決算如有盈餘，應先提繳稅捐、彌補累積虧損、次提百分之十為法定盈餘公積，並依法令規定提撥或迴轉特別
盈餘公積，如尚有盈餘，得優先分派特別股之股息，其餘額加計累積未分配盈餘由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之；以發放現金方式為之時，則依公司法第二百四十條第五項規定，授權
董事會以三分之二以上董事之出席，及出席董事過半數同意之決議分派之，並報告股東會。
前述盈餘分配比率及股東現金股利之比率，得由董事會考量公司財務結構、未來資金需求及獲利情形，以現金股利不得低於股利總數百分之十擬定之。","無",
"1229 - 聯華","董事會決議","114年 第1季","114/01/01~114/03/31","1","114/05/14","不適用","      7,525,208,008","        934,100,325","      8,459,308,333","      8,459,308,333","0.0","0.0","0.0","                  0","0.0","0.0","0.0","                  0","本公司正值穩定成長階段，且大部分盈餘來自
權益法認列之轉投資公司，為求公司永續經營
及長遠發展，本公司年度總決算如有盈餘，應
先提繳稅捐、彌補累積虧損、次提百分之十為
法定盈餘公積，並依法令規定提撥或迴轉特別
盈餘公積，如尚有盈餘，得優先分派特別股之
股息，其餘額加計累積未分配盈餘由董事會擬
具分派議案，以發行新股方式為之時，應提請
股東會決議後分派之；以發放現金方式為之時
，則依公司法第二百四十條第五項規定，授權
董事會以三分之二以上董事之出席，及出席董
事過半數同意之決議分派之，並報告股東會。
前述盈餘分配比率及股東現金股利之比率，得
由董事會考量公司財務結構、未來資金需求及
獲利情形，以現金股利不得低於股利總數百分
之十擬定之。","無",
"1232 - 大統益","董事會擬議","114年 年度","114/01/01~114/12/31","1","115/02/26","115/05/22","        977,608,930","      1,320,490,258","      2,183,487,815","      1,031,668,427","7.20000000","0.0","0.0","      1,151,819,388","0.0","0.0","0.0","                  0","股東紅利應為可供分配盈餘總額之50%至100%。
本公司股利政策係考慮公司未來之資本支出預算及資金需求，並衡量以盈餘支應資金需求之必要性，以分派現金股利為優先。","無",
