出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","107","4","2880","華南金","26560219.00","19442265.00","46002484.00","3533260.00","23475.00","25774540.00","16671209.00","2049774.00","14621435.00","--","14621435.00","-1398581.00","13222854.00","14621319.00","--","116.00","13222708.00","--","146.00","1.27"
"114/10/29","107","4","2881","富邦金","129948078.00","280985179.00","410933257.00","1462866.00","293422795.00","58432269.00","57615327.00","9894305.00","47721022.00","--","47721022.00","-100586326.00","-52865304.00","47728856.00","--","-7834.00","-53523483.00","--","658179.00","4.52"
"114/10/29","107","4","2882","國泰金","180628219.00","293297827.00","473926046.00","4599086.00","334121938.00","79606248.00","55598774.00","3776518.00","51822256.00","--","51822256.00","-175183163.00","-123360907.00","51467243.00","--","355013.00","-123867466.00","--","506559.00","3.95"
"114/10/29","107","4","2883","凱基金","56582328.00","195767549.00","252349877.00","45761.00","213695965.00","25166272.00","13441879.00","627239.00","12814640.00","--","12814640.00","-35062270.00","-22247630.00","7852688.00","--","4961952.00","-4995817.00","--","-17251813.00","0.54"
"114/10/29","107","4","2884","玉山金","20311315.00","29117919.00","49429234.00","3252472.00","--","25839405.00","20337357.00","3254589.00","17082768.00","--","17082768.00","-526762.00","16556006.00","17068493.00","--","14275.00","16541559.00","--","14447.00","1.58"
"114/10/29","107","4","2885","元大金","25936162.00","75343411.00","101279573.00","856563.00","36611780.00","39611658.00","24199572.00","3701334.00","20498238.00","0.00","20498238.00","-1970215.00","18528023.00","18679208.00","--","1819030.00","16973756.00","--","1554267.00","1.59"
"114/10/29","107","4","2886","兆豐金","38095691.00","23513716.00","61609407.00","1996406.00","-68884.00","28601925.00","31079960.00","2986515.00","28093445.00","--","28093445.00","-407496.00","27685949.00","28109164.00","0.00","-15719.00","27701668.00","0.00","-15719.00","2.07"
"114/10/29","107","4","2887","台新新光金","19591301.00","20157022.00","39748323.00","3340539.00","--","22171401.00","14236383.00","1306250.00","12930133.00","--","12930133.00","-320668.00","12609465.00","12930583.00","--","-450.00","12609882.00","--","-417.00","1.09"
"114/10/29","107","4","2889","國票金","1804946.00","3783687.00","5588633.00","1392.00","--","2944802.00","2642439.00","489024.00","2153415.00","--","2153415.00","-499341.00","1654074.00","2021559.00","--","131856.00","1514961.00","--","139113.00","0.72"
"114/10/29","107","4","2890","永豐金","15798960.00","16313996.00","32112956.00","1506551.00","--","19353480.00","11252925.00","1824600.00","9428325.00","--","9428325.00","-995612.00","8432713.00","9428419.00","--","-94.00","8432807.00","--","-94.00","0.84"
"114/10/29","107","4","2891","中信金","102274921.00","212099670.00","314374591.00","4903326.00","205361796.00","61719970.00","42389499.00","6354288.00","36035211.00","--","36035211.00","-28170860.00","7864351.00","36032425.00","--","2786.00","7864640.00","--","-289.00","1.85"
"114/10/29","107","4","2892","第一金","30267943.00","29980803.00","60248746.00","5486345.00","11153372.00","22906433.00","20702596.00","3370397.00","17332199.00","--","17332199.00","417026.00","17749225.00","17332199.00","--","0.00","17749225.00","--","0.00","1.40"
"114/10/29","107","4","5880","合庫金","35107758.00","11764921.00","46872679.00","4355258.00","-978277.00","25114427.00","18381271.00","2365017.00","16016254.00","--","16016254.00","-2396375.00","13619879.00","15618243.00","--","398011.00","13745028.00","--","-125149.00","1.24"
