出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","107","1","2880","華南金","6736025.00","4218570.00","10954595.00","980829.00","280458.00","6145013.00","3548295.00","249318.00","3298977.00","--","3298977.00","-481101.00","2817876.00","3298949.00","--","28.00","2817834.00","--","42.00","0.30"
"114/10/29","107","1","2881","富邦金","30182739.00","81935946.00","112118685.00","258876.00","82115748.00","13614704.00","16129357.00","-314912.00","16444269.00","--","16444269.00","-28513263.00","-12068994.00","16452884.00","--","-8615.00","-12054327.00","--","-14667.00","1.61"
"114/10/29","107","1","2882","國泰金","41104383.00","80039677.00","121144060.00","416507.00","79909378.00","19019619.00","21798556.00","-1458370.00","23256926.00","--","23256926.00","-58646537.00","-35389611.00","23067383.00","--","189543.00","-35601964.00","--","212353.00","1.84"
"114/10/29","107","1","2883","凱基金","12944878.00","45011255.00","57956133.00","260222.00","46603620.00","6675243.00","4417048.00","-860944.00","5277992.00","--","5277992.00","-14951436.00","-9673444.00","3276624.00","--","2001368.00","-3059196.00","--","-6614248.00","0.23"
"114/10/29","107","1","2884","玉山金","5198900.00","7293948.00","12492848.00","663849.00","--","6147400.00","5681599.00","904745.00","4776854.00","--","4776854.00","-49826.00","4727028.00","4775470.00","--","1384.00","4725681.00","--","1347.00","0.47"
"114/10/29","107","1","2885","元大金","6193026.00","17914754.00","24107780.00","298143.00","6435168.00","10327962.00","7046507.00","941310.00","6105197.00","0.00","6105197.00","-2580301.00","3524896.00","5615089.00","--","490108.00","3332690.00","--","192206.00","0.48"
"114/10/29","107","1","2886","兆豐金","9248965.00","5949375.00","15198340.00","207778.00","27867.00","6677611.00","8285084.00","621462.00","7663622.00","--","7663622.00","352647.00","8016269.00","7663105.00","--","517.00","8015752.00","--","517.00","0.56"
"114/10/29","107","1","2887","台新新光金","4802444.00","5259781.00","10062225.00","640983.00","--","5438217.00","3983025.00","175368.00","3807657.00","--","3807657.00","-39101.00","3768556.00","3807922.00","--","-265.00","3768821.00","--","-265.00","0.34"
"114/10/29","107","1","2889","國票金","469443.00","1031024.00","1500467.00","393.00","--","753476.00","746598.00","96150.00","650448.00","--","650448.00","-388803.00","261645.00","600594.00","--","49854.00","241968.00","--","19677.00","0.22"
"114/10/29","107","1","2890","永豐金","3844511.00","4287958.00","8132469.00","-45589.00","--","4869228.00","3308830.00","669506.00","2639324.00","--","2639324.00","-427562.00","2211762.00","2639269.00","--","55.00","2211707.00","--","55.00","0.24"
"114/10/29","107","1","2891","中信金","24007479.00","52124734.00","76132213.00","449707.00","47105264.00","15352888.00","13224354.00","995351.00","12229003.00","--","12229003.00","-12978075.00","-749072.00","12227803.00","--","1200.00","-746618.00","--","-2454.00","0.63"
"114/10/29","107","1","2892","第一金","7383702.00","7714435.00","15098137.00","1288970.00","3258637.00","5391088.00","5159442.00","567125.00","4592317.00","--","4592317.00","-1362157.00","3230160.00","4592317.00","--","0.00","3230160.00","0.00","--","0.38"
"114/10/29","107","1","5880","合庫金","8732078.00","3564402.00","12296480.00","1595444.00","76213.00","6074232.00","4550591.00","707932.00","3842659.00","--","3842659.00","-1567316.00","2275343.00","3713385.00","--","129274.00","2400254.00","--","-124911.00","0.30"
