出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","107","2","2880","華南金","13535119.00","9471715.00","23006834.00","1596259.00","426421.00","12723834.00","8260320.00","827851.00","7432469.00","--","7432469.00","-523265.00","6909204.00","7432421.00","--","48.00","6909127.00","--","77.00","0.64"
"114/10/29","107","2","2881","富邦金","62585711.00","145296375.00","207882086.00","775052.00","141700140.00","27691107.00","37715787.00","6508090.00","31207697.00","--","31207697.00","-38160512.00","-6952815.00","31223598.00","--","-15901.00","-6926323.00","--","-26492.00","2.91"
"114/10/29","107","2","2882","國泰金","85100091.00","170192609.00","255292700.00","1443618.00","178134614.00","38162181.00","37552287.00","1537888.00","36014399.00","--","36014399.00","-89019042.00","-53004643.00","35983223.00","--","31176.00","-53111128.00","--","106485.00","2.71"
"114/10/29","107","2","2883","凱基金","26880399.00","92758883.00","119639282.00","174536.00","97233107.00","12851085.00","9380554.00","173024.00","9207530.00","--","9207530.00","-23997934.00","-14790404.00","6050400.00","--","3157130.00","-2813787.00","--","-11976617.00","0.42"
"114/10/29","107","2","2884","玉山金","10154634.00","14795919.00","24950553.00","1419799.00","--","12520665.00","11010089.00","1757726.00","9252363.00","--","9252363.00","126335.00","9378698.00","9248706.00","--","3657.00","9375008.00","--","3690.00","0.85"
"114/10/29","107","2","2885","元大金","12819258.00","37187861.00","50007119.00","724181.00","13545542.00","20691455.00","15045941.00","2811462.00","12234479.00","0.00","12234479.00","-2576249.00","9658230.00","11174329.00","--","1060150.00","8901174.00","--","757056.00","0.95"
"114/10/29","107","2","2886","兆豐金","19020862.00","12101625.00","31122487.00","556191.00","19707.00","13659018.00","16887571.00","1371876.00","15515695.00","--","15515695.00","146015.00","15661710.00","15515371.00","0.00","324.00","15661386.00","0.00","324.00","1.14"
"114/10/29","107","2","2887","台新新光金","9677867.00","10840091.00","20517958.00","1242789.00","--","10854357.00","8420812.00","594961.00","7825851.00","--","7825851.00","81774.00","7907625.00","7825934.00","--","-83.00","7907708.00","--","-83.00","0.68"
"114/10/29","107","2","2889","國票金","911600.00","2179747.00","3091347.00","11339.00","--","1512129.00","1567879.00","218510.00","1349369.00","--","1349369.00","-540199.00","809170.00","1236889.00","--","112480.00","722119.00","--","87051.00","0.44"
"114/10/29","107","2","2890","永豐金","7779423.00","8419128.00","16198551.00","745904.00","--","9699048.00","5753599.00","994109.00","4759490.00","--","4759490.00","-37183.00","4722307.00","4759468.00","--","22.00","4722285.00","--","22.00","0.42"
"114/10/29","107","2","2891","中信金","49189904.00","95950094.00","145139998.00","2148522.00","85360448.00","31434265.00","26196763.00","4292728.00","21904035.00","--","21904035.00","-16432184.00","5471851.00","21902491.00","--","1544.00","5473568.00","--","-1717.00","1.12"
"114/10/29","107","2","2892","第一金","15009842.00","16469398.00","31479240.00","2644026.00","6821355.00","11129158.00","10884701.00","1304912.00","9579789.00","--","9579789.00","607151.00","10186940.00","9579789.00","--","0.00","10186940.00","0.00","--","0.78"
"114/10/29","107","2","5880","合庫金","17652246.00","5209517.00","22861763.00","1617113.00","-488438.00","12185415.00","9547673.00","1453729.00","8093944.00","--","8093944.00","-997441.00","7096503.00","7866570.00","--","227374.00","7235739.00","--","-139236.00","0.63"
