出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","108","3","1101","台泥","17688398.00","-10775360.00","-7691294.00","-597411.00","-1375667.00","48507889.00","47132222.00"
"114/10/29","108","3","1102","亞泥","28496226.00","-15573051.00","-8517326.00","-283929.00","4121920.00","14929411.00","19051331.00"
"114/10/29","108","3","1103","嘉泥","-20360.00","-2689.00","16204.00","17229.00","10384.00","1969663.00","1980047.00"
"114/10/29","108","3","1104","環泥","522422.00","-273704.00","-290564.00","--","-41846.00","269426.00","227580.00"
"114/10/29","108","3","1108","幸福","106067.00","143018.00","-229007.00","639.00","20717.00","198802.00","219519.00"
"114/10/29","108","3","1109","信大","1376868.00","-521701.00","-735185.00","-1738.00","118244.00","552304.00","670548.00"
"114/10/29","108","3","1110","東泥","34384.00","-239596.00","99136.00","--","-106076.00","214502.00","108426.00"
"114/10/29","108","3","1201","味全","569950.00","804086.00","-2153004.00","15324.00","-763644.00","2989575.00","2225931.00"
"114/10/29","108","3","1203","味王","266175.00","81578.00","-281290.00","119558.00","186021.00","1184559.00","1370580.00"
"114/10/29","108","3","1210","大成","3213065.00","-3647467.00","570885.00","-61587.00","74896.00","2979821.00","3054717.00"
"114/10/29","108","3","1213","大飲","-79191.00","53199.00","16670.00","51.00","-9271.00","38133.00","28862.00"
"114/10/29","108","3","1215","卜蜂","915910.00","-1179208.00","568249.00","-72779.00","232172.00","134880.00","367052.00"
"114/10/29","108","3","1216","統一","48668746.00","-22150802.00","-28654242.00","1041143.00","-1095155.00","80060950.00","78965795.00"
"114/10/29","108","3","1217","愛之味","-186056.00","-15184.00","76584.00","26763.00","-97893.00","385042.00","287149.00"
"114/10/29","108","3","1218","泰山","141799.00","119050.00","-199898.00","-5132.00","55819.00","1279547.00","1335366.00"
"114/10/29","108","3","1219","福壽","2299.00","-172259.00","331411.00","1034.00","162485.00","990238.00","1152723.00"
"114/10/29","108","3","1220","台榮","130109.00","-29814.00","-220492.00","0.00","-120197.00","371725.00","251528.00"
"114/10/29","108","3","1225","福懋油","32165.00","-653938.00","1266475.00","-23527.00","621175.00","482737.00","1103912.00"
"114/10/29","108","3","1227","佳格","4388705.00","-865084.00","-3172258.00","-43973.00","307390.00","2589952.00","2897342.00"
"114/10/29","108","3","1229","聯華","2407257.00","-528264.00","166814.00","5161.00","2050968.00","707098.00","2758066.00"
"114/10/29","108","3","1231","聯華食","351161.00","-239869.00","-38282.00","-4386.00","68624.00","563767.00","632391.00"
"114/10/29","108","3","1232","大統益","497423.00","-104112.00","-537765.00","--","-144454.00","1791441.00","1646987.00"
"114/10/29","108","3","1233","天仁","209059.00","-25279.00","-244903.00","379.00","-60744.00","218633.00","157889.00"
"114/10/29","108","3","1234","黑松","515729.00","170337.00","-708096.00","-5228.00","-27258.00","1275854.00","1248596.00"
"114/10/29","108","3","1235","興泰","53817.00","-32954.00","-6609.00","--","14254.00","2916.00","17170.00"
"114/10/29","108","3","1236","宏亞","138103.00","-49882.00","-75574.00","90.00","12737.00","40493.00","53230.00"
"114/10/29","108","3","1256","鮮活果汁-KY","597548.00","-727937.00","-2510.00","-7032.00","-139931.00","511020.00","371089.00"
"114/10/29","108","3","1301","台塑","38579336.00","-8874360.00","-32372652.00","-1173490.00","-3841166.00","23310772.00","19469606.00"
"114/10/29","108","3","1303","南亞","44325809.00","-31317814.00","-16647468.00","-912832.00","-4552305.00","52365882.00","47813577.00"
"114/10/29","108","3","1304","台聚","4036824.00","-5799223.00","2117558.00","-61505.00","293654.00","8123304.00","8416958.00"
"114/10/29","108","3","1305","華夏","1191953.00","-494435.00","-911744.00","1469.00","-212757.00","934680.00","721923.00"
"114/10/29","108","3","1307","三芳","626538.00","-647545.00","321130.00","15797.00","315920.00","3083864.00","3399784.00"
