出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/22","112","4","2880","華南金","27867948.00","31599499.00","59467447.00","2294134.00","187812.00","30790196.00","26195305.00","4576885.00","21618420.00","--","21618420.00","9413303.00","31031723.00","21618294.00","--","126.00","31031554.00","--","169.00","1.58"
"114/11/22","112","4","2881","富邦金","169017304.00","-1218611.00","167798693.00","9983327.00","920622.00","82450905.00","74443839.00","9401537.00","65042302.00","--","65042302.00","195969492.00","261011794.00","66016737.00","--","-974435.00","260129919.00","--","881875.00","4.80"
"114/11/22","112","4","2882","國泰金","245629684.00","58542955.00","304172639.00","4103185.00","139103681.00","102496484.00","58469289.00","6955472.00","51513817.00","--","51513817.00","154704106.00","206217923.00","50928865.00","--","584952.00","205111048.00","--","1106875.00","3.24"
"114/11/22","112","4","2883","凱基金","73291575.00","-33739528.00","39552047.00","361310.00","-12962007.00","31575862.00","20576882.00","1628763.00","18948119.00","--","18948119.00","34903011.00","53851130.00","18942700.00","--","5419.00","53847488.00","--","3642.00","1.13"
"114/11/22","112","4","2884","玉山金","29100179.00","37595392.00","66695571.00","2681784.00","--","37501776.00","26512011.00","4764244.00","21747767.00","--","21747767.00","3543746.00","25291513.00","21726249.00","--","21518.00","25269230.00","--","22283.00","1.41"
"114/11/22","112","4","2885","元大金","30332080.00","67757803.00","98089883.00","472519.00","14470939.00","49160774.00","33985651.00","5457422.00","28528229.00","--","28528229.00","13678215.00","42206444.00","26566198.00","--","1962031.00","40462499.00","--","1743945.00","2.09"
"114/11/22","112","4","2886","兆豐金","36061577.00","41260343.00","77321920.00","9114960.00","-2339213.00","33498208.00","37047965.00","3800988.00","33246977.00","--","33246977.00","18340489.00","51587466.00","33246977.00","0.00","0.00","51587466.00","0.00","0.00","2.37"
"114/11/22","112","4","2887","台新新光金","30327889.00","39590161.00","69918050.00","1768802.00","17526812.00","32899517.00","17722919.00","3119042.00","14603877.00","--","14603877.00","7018231.00","21622108.00","14601692.00","--","2185.00","21619933.00","--","2175.00","1.01"
"114/11/22","112","4","2889","國票金","1272956.00","5821354.00","7094310.00","57135.00","--","3885166.00","3152009.00","665018.00","2486991.00","--","2486991.00","3991686.00","6478677.00","2000270.00","--","486721.00","5287382.00","--","1191295.00","0.58"
"114/11/22","112","4","2890","永豐金","24443630.00","29457382.00","53901012.00","2304219.00","--","28525899.00","23070894.00","3306504.00","19764390.00","--","19764390.00","10432508.00","30196898.00","19764390.00","--","0.00","30196898.00","--","0.00","1.62"
"114/11/22","112","4","2891","中信金","132066423.00","4510004.00","136576427.00","9673667.00","-26689524.00","86657947.00","66934337.00","9360191.00","57574146.00","--","57574146.00","35264760.00","92838906.00","56081479.00","--","1492667.00","92495609.00","--","343297.00","2.82"
"114/11/22","112","4","2892","第一金","32524945.00","34730187.00","67255132.00","5817638.00","2793310.00","30381928.00","28262256.00","5801255.00","22461001.00","--","22461001.00","12439581.00","34900582.00","22461001.00","--","--","34900582.00","--","--","1.65"
"114/11/22","112","4","5880","合庫金","31963093.00","29413945.00","61377038.00","7502226.00","2232124.00","29568025.00","22074663.00","4196448.00","17878215.00","--","17878215.00","14315939.00","32194154.00","17263694.00","--","614521.00","31446812.00","--","747342.00","1.17"
