出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/29","112","2","2801","彰銀","11117505.00","8599377.00","1452973.00","9664192.00","8599717.00","1589469.00","7010248.00","--","--","7010248.00","5517506.00","--","12527754.00","7010248.00","--","--","12527754.00","--","--","0.65"
"114/10/29","112","2","2812","台中銀","5546991.00","2961457.00","983584.00","3843194.00","3681670.00","605161.00","3076509.00","--","--","3076509.00","944503.00","--","4021012.00","3076509.00","--","--","4021012.00","--","--","0.59"
"114/10/29","112","2","2820","華票","134561.00","1053601.00","-207.00","260495.00","927874.00","153021.00","774853.00","--","--","774853.00","630297.00","--","1405150.00","--","--","--","--","--","--","0.58"
"114/10/29","112","2","2834","臺企銀","9646077.00","6254826.00","829513.00","7636965.00","7434425.00","1232068.00","6202357.00","--","--","6202357.00","3220627.00","--","9422984.00","6202357.00","0.00","0.00","9422984.00","0.00","0.00","0.77"
"114/10/29","112","2","2836","高雄銀","1301285.00","645480.00","-84249.00","1397000.00","634014.00","163313.00","470701.00","--","--","470701.00","744262.00","--","1214963.00","--","--","--","--","--","--","0.38"
"114/10/29","112","2","2838","聯邦銀","4274449.00","4843529.00","377346.00","5793236.00","2947396.00","447109.00","2500287.00","--","--","2500287.00","1842534.00","--","4342821.00","2494816.00","--","5471.00","4337350.00","--","5471.00","0.53"
"114/10/29","112","2","2845","遠東銀","3381181.00","3032666.00","515527.00","3558267.00","2340053.00","299809.00","2040244.00","--","--","2040244.00","759891.00","--","2800135.00","2040244.00","--","--","2800135.00","--","--","0.50"
"114/10/29","112","2","2849","安泰銀","1733629.00","1236596.00","1395591.00","1555549.00","19085.00","-52907.00","71992.00","0.00","--","71992.00","160454.00","--","232446.00","--","--","--","--","--","--","0.04"
"114/10/29","112","2","2897","王道銀行","1032531.00","4053523.00","215643.00","2318324.00","2552087.00","481297.00","2070790.00","0.00","--","2070790.00","1073334.00","--","3144124.00","1497880.00","--","572910.00","2114111.00","--","1030013.00","0.50"
"114/10/29","112","2","5876","上海商銀","18671127.00","6269795.00","1375486.00","8987599.00","14577837.00","2472871.00","12104966.00","--","--","12104966.00","4252212.00","--","16357178.00","9769761.00","--","2335205.00","12954529.00","--","3402649.00","2.01"
