出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","2","5864","致和證","7023144.00","2043540.00","9066684.00","4096566.00","62581.00","4159147.00","2517398.00","--","119609.00","1668358.00","602172.00","--","--","--","--","--","4907537.00","0.00","0.00","0.00","19.49"
"114/10/28","110","2","6015","宏遠證","16300760.00","1074855.00","17375615.00","11408317.00","846128.00","12254445.00","3308168.00","--","353149.00","1371987.00","87866.00","0.00","5121170.00","--","--","--","5121170.00","0.00","0.00","0.00","15.48"
"114/10/28","110","2","6016","康和證","35373592.00","5611241.00","40984833.00","31443639.00","551961.00","31995600.00","5944550.00","--","175314.00","2369088.00","443692.00","0.00","8932644.00","--","--","56589.00","8989233.00","0.00","0.00","0.00","15.03"
"114/10/28","110","2","6020","大展證","6636557.00","827643.00","7464200.00","3059631.00","7281.00","3066912.00","2523532.00","--","461.00","1729080.00","143742.00","--","4396815.00","--","--","473.00","4397288.00","0.00","0.00","0.00","17.42"
"114/10/28","110","2","6021","美好證","17242213.00","1201925.00","18444138.00","11477185.00","1225347.00","12702532.00","3098559.00","--","30845.00","1757335.00","854867.00","--","5741606.00","--","--","--","5741606.00","0.00","0.00","0.00","18.53"
"114/10/28","110","2","6023","元大期貨","104859211.00","3384089.00","108243300.00","96362041.00","222545.00","96584586.00","2899763.00","--","3070484.00","4366034.00","1322433.00","--","11658714.00","--","--","--","11658714.00","0.00","0.00","0.00","40.21"
"114/10/28","110","2","6026","福邦證","8192659.00","997644.00","9190303.00","4261659.00","80248.00","4341907.00","2842475.00","--","147748.00","1367929.00","52920.00","--","4411072.00","--","--","437324.00","4848396.00","--","0.00","0.00","15.52"
