出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/10/28","110","4","2801","彰銀","41507576.00","249194363.00","56611729.00","174195003.00","405256329.00","147321.00","--","22928736.00","344089.00","--","--","1554775087.00","--","--","3857675.00","20979380.00","1941510.00","13852096.00","595639.00","3455911.00","1464053.00","2551106497.00","72221898.00","27667470.00","3150309.00","--","1372860.00","36770068.00","318060.00","--","2167441232.00","51278335.00","--","--","1001902.00","4694126.00","1770490.00","8818712.00","3148580.00","2379654042.00","104885708.00","--","--","61652938.00","4913809.00","0.00","171452455.00","--","--","--","171452455.00","--","0.00","0.00","16.35"
"114/10/28","110","4","2812","台中銀","17964974.00","38193986.00","33675502.00","48547804.00","109181808.00","--","11258439.00","14351605.00","0.00","--","--","479806373.00","165124.00","394621.00","437502.00","13755424.00","817320.00","0.00","220723.00","859352.00","3047836.00","772678393.00","3953700.00","10459156.00","512399.00","--","1205559.00","11092958.00","406178.00","--","659116235.00","16500000.00","--","--","2648169.00","1355169.00","853218.00","109486.00","1006181.00","709218408.00","45385205.00","--","1054006.00","15712729.00","1308045.00","0.00","63459985.00","--","--","0.00","63459985.00","0.00","0.00","0.00","13.98"
"114/10/28","110","4","2820","華票","254598.00","300000.00","114478739.00","106627030.00","--","--","5364108.00","730800.00","141516.00","--","--","--","--","--","44115.00","151544.00","3341.00","--","--","64719.00","573370.00","228733880.00","9096125.00","--","91626.00","--","187056650.00","435714.00","129536.00","--","--","--","--","--","4498670.00","1433924.00","3371.00","43028.00","388051.00","203176695.00","13429600.00","--","10231.00","11327515.00","789839.00","--","--","--","--","--","25557185.00","0.00","0.00","0.00","19.03"
"114/10/28","110","4","2834","臺企銀","39444032.00","158110418.00","40670401.00","157533062.00","279035906.00","--","7831274.00","7616634.00","349884.00","--","--","1302388363.00","--","--","28942.00","14533721.00","1149295.00","--","554337.00","1951636.00","10055167.00","2021253072.00","102540315.00","50261590.00","8436037.00","--","2060693.00","22761436.00","64584.00","--","1668656822.00","52250000.00","--","--","4365294.00","3420210.00","1149456.00","886290.00","2740373.00","1919593100.00","77431952.00","--","815900.00","21105900.00","2306220.00","0.00","101659972.00","0.00","--","--","101659972.00","0.00","0.00","0.00","13.13"
"114/10/28","110","4","2836","高雄銀","4831469.00","10694331.00","1077532.00","26371420.00","47930046.00","--","5129969.00","1318804.00","0.00","--","--","181848291.00","--","--","992774.00","3112418.00","299129.00","--","119873.00","140813.00","166089.00","284032958.00","11297869.00","3534120.00","54950.00","--","1606004.00","3956213.00","83982.00","--","241524162.00","3500000.00","--","--","0.00","367616.00","297666.00","--","135229.00","266357811.00","12034444.00","--","1610519.00","3660188.00","369996.00","--","--","--","--","--","17675147.00","0.00","0.00","0.00","14.69"
"114/10/28","110","4","2838","聯邦銀","13767806.00","29553111.00","46643053.00","61748943.00","77431542.00","--","57721456.00","27476621.00","5133.00","--","--","493232510.00","1993160.00","--","1681562.00","9967221.00","1908089.00","4911521.00","2178326.00","925832.00","10443260.00","841589146.00","10000142.00","7142055.00","495421.00","--","51279756.00","8519964.00","451475.00","--","671382858.00","7700000.00","1047276.00","371500.00","9784240.00","382688.00","1894074.00","1675426.00","3597202.00","775724077.00","34952187.00","--","8051984.00","16484719.00","5646421.00","--","65135311.00","--","--","729758.00","65865069.00","--","0.00","0.00","18.64"
"114/10/28","110","4","2845","遠東銀","5017087.00","45873426.00","37662767.00","113429715.00","71374127.00","--","5888595.00","24331835.00","--","--","--","407441765.00","1970175.00","--","3971314.00","2984077.00","1018720.00","--","1623153.00","209623.00","258134.00","723054513.00","1791820.00","77240.00","3002289.00","--","4959.00","5564647.00","175662.00","--","612106685.00","23901900.00","--","--","24029819.00","1056482.00","1026881.00","--","614178.00","673352562.00","35139632.00","--","456426.00","14087051.00","18842.00","--","49701951.00","--","--","--","49701951.00","--","0.00","0.00","14.14"
"114/10/28","110","4","2849","安泰銀","3705090.00","10586700.00","16934752.00","43469771.00","36599972.00","--","1178640.00","3814690.00","--","--","--","213247785.00","--","--","15833.00","676370.00","505007.00","--","211876.00","539898.00","1584593.00","333070977.00","9608910.00","32950.00","533386.00","--","0.00","2347004.00","243368.00","--","283894217.00","--","--","--","541288.00","423339.00","500481.00","18553.00","92239.00","298235735.00","19579101.00","--","404990.00","14808390.00","47936.00","-5175.00","--","--","--","--","34835242.00","300701.00","300701.00","0.00","17.80"
"114/10/28","110","4","2897","王道銀行","11779386.00","12981310.00","151899447.00","191156680.00","--","--","5364108.00","20076514.00","324529.00","--","--","172727589.00","880879.00","--","875733.00","2545050.00","332938.00","--","1946051.00","900743.00","1289712.00","575080669.00","27876301.00","--","441337.00","--","187952616.00","2467406.00","238572.00","--","259379425.00","15000000.00","--","--","20580832.00","2076334.00","350370.00","830510.00","2719579.00","519913282.00","30330063.00","--","6734.00","6567892.00","-485479.00","-38304.00","36380906.00","--","--","18786481.00","55167387.00","--","5737000.00","0.00","12.02"
"114/10/28","110","4","5876","上海商銀","70381813.00","211566159.00","10598012.00","518556855.00","159319588.00","--","278486.00","15216288.00","62485.00","0.00","--","1112234779.00","1922359.00","--","4817.00","20596416.00","1809919.00","5981151.00","1665724.00","1236260.00","8201600.00","2139632711.00","52655889.00","17787080.00","3670954.00","--","14505024.00","29428955.00","1184757.00","--","1707602522.00","82091512.00","--","--","4784006.00","2932800.00","1868929.00","8691595.00","3190488.00","1930394511.00","44816031.00","--","16666144.00","95479933.00","922852.00","-83144.00","157801816.00","--","--","51436384.00","209238200.00","--","11397439.00","0.00","35.30"
