出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","110","2","1409","新纖","126493385.00","60189890.00","186683275.00","125104521.00","18756612.00","143861133.00","16184093.00","--","1953468.00","11449089.00","2676110.00","-29834.00","32232926.00","--","10589216.00","42822142.00","--","0.00","4680487.00","19.97"
"114/10/28","110","2","1718","中纖","589753258.00","191379885.00","781133143.00","692716923.00","19651131.00","712368054.00","16213672.00","0.00","1663531.00","5955168.00","617259.00","-1136802.00","23312828.00","0.00","45452261.00","68765089.00","--","0.00","331289968.00","18.07"
"114/10/28","110","2","2207","和泰車","227970646.00","96452063.00","324422709.00","214504181.00","23531668.00","238035849.00","5461792.00","--","2808181.00","55134013.00","2848053.00","--","66252039.00","--","20134821.00","86386860.00","0.00","0.00","0.00","121.30"
"114/10/28","110","2","2905","三商","218815317.00","1180229500.00","1399044817.00","18909265.00","1331875628.00","1350784893.00","9093510.00","0.00","2101488.00","12789553.00","-3380904.00","-512488.00","20091159.00","0.00","28168765.00","48259924.00","0.00","0.00","50548000.00","23.39"
