出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/13","113","2","2880","華南金","12774355.00","20254146.00","33028501.00","1566383.00","577608.00","16436609.00","14447901.00","3233347.00","11214554.00","--","11214554.00","5326043.00","16540597.00","11214480.00","--","74.00","16540480.00","--","117.00","0.81"
"114/11/13","113","2","2881","富邦金","89049806.00","84964433.00","174014239.00","5307545.00","35653600.00","43491993.00","89561101.00","8301148.00","81259953.00","--","81259953.00","90013928.00","171273881.00","81314485.00","--","-54532.00","171321367.00","--","-47486.00","5.97"
"114/11/13","113","2","2882","國泰金","128177910.00","59905235.00","188083145.00","4203530.00","53127987.00","50042034.00","80709594.00","10055032.00","70654562.00","1009965.00","71664527.00","49233015.00","120897542.00","71760383.00","--","-95856.00","118749080.00","--","2148462.00","4.66"
"114/11/13","113","2","2883","凱基金","36956160.00","-9440542.00","27515618.00","810682.00","-11829426.00","17579208.00","20955154.00","4002551.00","16952603.00","--","16952603.00","27006729.00","43959332.00","16952656.00","--","-53.00","43956513.00","--","2819.00","0.98"
"114/11/13","113","2","2884","玉山金","16171439.00","19962034.00","36133473.00","1662315.00","--","18950567.00","15520591.00","2809764.00","12710827.00","--","12710827.00","5943747.00","18654574.00","12703323.00","--","7504.00","18646828.00","--","7746.00","0.79"
"114/11/13","113","2","2885","元大金","15798499.00","43200958.00","58999457.00","754500.00","6436064.00","28970553.00","22838340.00","4004731.00","18833609.00","--","18833609.00","5541529.00","24375138.00","17660983.00","--","1172626.00","23310042.00","--","1065096.00","1.36"
"114/11/13","113","2","2886","兆豐金","18639945.00","24940420.00","43580365.00","2309709.00","366457.00","17880618.00","23023581.00","2626907.00","20396674.00","--","20396674.00","5052605.00","25449279.00","20396674.00","--","0.00","25449279.00","--","0.00","1.38"
"114/11/13","113","2","2887","台新新光金","16892689.00","25791426.00","42684115.00","907205.00","11707982.00","17614258.00","12454670.00","1877963.00","10576707.00","--","10576707.00","2425356.00","13002063.00","10576003.00","--","704.00","13001359.00","--","704.00","0.74"
"114/11/13","113","2","2889","國票金","652169.00","3505277.00","4157446.00","59256.00","--","2290579.00","1807611.00","281497.00","1526114.00","--","1526114.00","32608.00","1558722.00","1212863.00","--","313251.00","939251.00","--","619471.00","0.34"
"114/11/13","113","2","2890","永豐金","11856381.00","21022318.00","32878699.00","1517100.00","--","16207784.00","15153815.00","2968446.00","12185369.00","--","12185369.00","2692935.00","14878304.00","12185369.00","--","--","14878304.00","--","--","0.98"
"114/11/13","113","2","2891","中信金","64654499.00","26431487.00","91085986.00","6231107.00","-6467704.00","45325175.00","45997408.00","8236723.00","37760685.00","--","37760685.00","11550518.00","49311203.00","37206857.00","--","553828.00","49117340.00","--","193863.00","1.85"
"114/11/13","113","2","2892","第一金","15825291.00","20229385.00","36054676.00","1625787.00","1639518.00","15957626.00","16831745.00","3102933.00","13728812.00","--","13728812.00","3740204.00","17469016.00","13728812.00","--","--","17469016.00","--","--","0.98"
"114/11/13","113","2","5880","合庫金","14313301.00","17746810.00","32060111.00","1482133.00","1234552.00","15408441.00","13934985.00","3544482.00","10390503.00","--","10390503.00","3908260.00","14298763.00","10096164.00","--","294339.00","14173660.00","--","125103.00","0.66"
