出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/13","113","1","2801","彰銀","5489278.00","4797972.00","723798.00","4761991.00","4801461.00","970234.00","3831227.00","--","--","3831227.00","2466550.00","--","6297777.00","3831227.00","--","--","6297777.00","--","--","0.35"
"114/11/13","113","1","2812","台中銀","2933423.00","1744017.00","260784.00","1927437.00","2489219.00","399410.00","2089809.00","--","--","2089809.00","318583.00","--","2408392.00","2089809.00","--","--","2408392.00","--","--","0.40"
"114/11/13","113","1","2820","華票","81532.00","594800.00","-164.00","140941.00","535555.00","101318.00","434237.00","--","--","434237.00","35312.00","--","469549.00","--","--","--","--","--","--","0.32"
"114/11/13","113","1","2834","臺企銀","4516527.00","4094035.00","1202952.00","3907937.00","3499673.00","655200.00","2844473.00","--","--","2844473.00","466825.00","--","3311298.00","2844473.00","0.00","0.00","3311298.00","0.00","0.00","0.35"
"114/11/13","113","1","2836","高雄銀","640253.00","337396.00","-25886.00","731367.00","272168.00","100678.00","171490.00","--","--","171490.00","230383.00","--","401873.00","--","--","--","--","--","--","0.12"
"114/11/13","113","1","2838","聯邦銀","1938092.00","3275033.00","299706.00","3434805.00","1478614.00","144031.00","1334583.00","--","--","1334583.00","2153857.00","--","3488440.00","1334424.00","--","159.00","3488279.00","--","161.00","0.35"
"114/11/13","113","1","2845","遠東銀","1481148.00","1836009.00","-84540.00","1975854.00","1425843.00","184515.00","1241328.00","--","--","1241328.00","409878.00","--","1651206.00","1241328.00","--","--","1651206.00","--","--","0.31"
"114/11/13","113","1","2849","安泰銀","787216.00","553717.00","169892.00","823098.00","347943.00","43227.00","304716.00","0.00","--","304716.00","-119920.00","--","184796.00","--","--","--","--","--","--","0.16"
"114/11/13","113","1","2897","王道銀行","452469.00","2527931.00","103330.00","1315572.00","1561498.00","290120.00","1271378.00","--","--","1271378.00","631536.00","--","1902914.00","953473.00","--","317905.00","1537138.00","--","365776.00","0.35"
"114/11/13","113","1","5876","上海商銀","9391881.00","2949580.00","698679.00","4934537.00","6708245.00","1438612.00","5269633.00","--","--","5269633.00","8279864.00","--","13549497.00","4334529.00","--","935104.00","9420220.00","--","4129277.00","0.89"
