出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/13","113","3","1101","台泥","105588489.00","84276541.00","--","--","21311948.00","--","--","21311948.00","9516819.00","--","11795129.00","3525863.00","15320992.00","4953068.00","10367924.00","--","--","10367924.00","19912432.00","--","30280356.00","7363974.00","--","3003950.00","24290054.00","--","5990302.00","0.93"
"114/11/13","113","3","1102","亞泥","55437725.00","48018509.00","--","--","7419216.00","--","--","7419216.00","2652121.00","--","4767095.00","6131943.00","10899038.00","2311904.00","8587134.00","--","--","8587134.00","8252115.00","--","16839249.00","9087900.00","--","-500766.00","16403359.00","--","435890.00","2.72"
"114/11/13","113","3","1103","嘉泥","2213179.00","1862363.00","--","--","350816.00","--","--","350816.00","431831.00","--","-81015.00","680460.00","599445.00","56744.00","542701.00","--","--","542701.00","-179263.00","--","363438.00","517895.00","--","24806.00","345013.00","--","18425.00","0.79"
"114/11/13","113","3","1104","環泥","5873438.00","4710193.00","--","--","1163245.00","--","--","1163245.00","380679.00","--","782566.00","576771.00","1359337.00","222787.00","1136550.00","--","--","1136550.00","1524632.00","--","2661182.00","1105588.00","--","30962.00","2630106.00","--","31076.00","1.61"
"114/11/13","113","3","1108","幸福","3554781.00","2886591.00","--","--","668190.00","--","--","668190.00","199329.00","1112.00","469973.00","-16691.00","453282.00","90624.00","362658.00","--","--","362658.00","11407.00","--","374065.00","362658.00","--","--","374065.00","--","--","0.90"
"114/11/13","113","3","1109","信大","3532176.00","2799499.00","--","--","732677.00","--","--","732677.00","263996.00","--","468681.00","48348.00","517029.00","125469.00","391560.00","--","--","391560.00","207340.00","--","598900.00","370699.00","--","20861.00","508622.00","--","90278.00","1.08"
"114/11/13","113","3","1110","東泥","2072159.00","1686064.00","--","--","386095.00","--","--","386095.00","108023.00","--","278072.00","108528.00","386600.00","59896.00","326704.00","--","--","326704.00","248436.00","--","575140.00","287746.00","--","38958.00","536059.00","--","39081.00","0.50"
"114/11/13","113","3","1201","味全","17746414.00","12843818.00","--","--","4902596.00","--","--","4902596.00","4391844.00","--","510752.00","20915.00","531667.00","155880.00","375787.00","--","--","375787.00","118734.00","--","494521.00","375110.00","--","677.00","493844.00","--","677.00","0.74"
"114/11/13","113","3","1203","味王","4524638.00","3029569.00","--","--","1495069.00","--","--","1495069.00","763684.00","--","731385.00","71080.00","802465.00","229000.00","573465.00","--","--","573465.00","172945.00","--","746410.00","374628.00","--","198837.00","473461.00","--","272949.00","1.58"
"114/11/13","113","3","1210","大成","76102717.00","65230479.00","--","--","10872238.00","--","--","10872238.00","7066324.00","--","3805914.00","206595.00","4012509.00","886562.00","3125947.00","--","--","3125947.00","736624.00","--","3862571.00","2473746.00","--","652201.00","2973210.00","--","889361.00","2.94"
"114/11/13","113","3","1213","大飲","138932.00","168383.00","--","--","-29451.00","--","--","-29451.00","29621.00","--","-59072.00","15205.00","-43867.00","-1309.00","-42558.00","0.00","--","-42558.00","-1.00","--","-42559.00","-42558.00","--","--","-42559.00","--","--","-0.75"
"114/11/13","113","3","1215","卜蜂","20631062.00","17441655.00","--","--","3189407.00","--","--","3189407.00","1748867.00","10931.00","1451471.00","75538.00","1527009.00","295898.00","1231111.00","--","--","1231111.00","828164.00","--","2059275.00","1259010.00","--","-27899.00","2087174.00","--","-27899.00","4.27"
"114/11/13","113","3","1216","統一","499797980.00","334562680.00","--","--","165235300.00","--","--","165235300.00","136444061.00","--","28791239.00","6688622.00","35479861.00","8512744.00","26967117.00","--","--","26967117.00","5802258.00","--","32769375.00","17534994.00","--","9432123.00","21994533.00","--","10774842.00","3.09"
"114/11/13","113","3","1217","愛之味","4062434.00","2905871.00","--","--","1156563.00","--","--","1156563.00","1008881.00","--","147682.00","247176.00","394858.00","72334.00","322524.00","--","--","322524.00","558538.00","--","881062.00","309022.00","--","13502.00","846253.00","--","34809.00","0.62"
"114/11/13","113","3","1218","泰山","8280051.00","6791097.00","--","--","1488954.00","973.00","278.00","1488259.00","967868.00","--","520391.00","219490.00","739881.00","113246.00","626635.00","--","--","626635.00","4647.00","--","631282.00","626422.00","--","213.00","631408.00","--","-126.00","1.29"
"114/11/13","113","3","1219","福壽","10559017.00","9602576.00","--","5653.00","962094.00","219.00","1100.00","962975.00","902049.00","--","60926.00","14938.00","75864.00","12798.00","63066.00","--","--","63066.00","5972.00","--","69038.00","121773.00","--","-58707.00","126750.00","--","-57712.00","0.36"
"114/11/13","113","3","1220","台榮","2408790.00","1949145.00","--","--","459645.00","--","--","459645.00","223099.00","--","236546.00","16142.00","252688.00","52897.00","199791.00","--","--","199791.00","0.00","--","199791.00","186581.00","--","13210.00","186581.00","--","13210.00","1.06"
"114/11/13","113","3","1225","福懋油","9557276.00","8790819.00","41314.00","--","807771.00","112.00","--","807659.00","464337.00","-411.00","342911.00","33499.00","376410.00","67107.00","309303.00","--","--","309303.00","5970.00","--","315273.00","275620.00","--","33683.00","281590.00","--","33683.00","1.20"
"114/11/13","113","3","1227","佳格","20787299.00","15632035.00","--","--","5155264.00","--","--","5155264.00","3757670.00","--","1397594.00","276592.00","1674186.00","353947.00","1320239.00","--","--","1320239.00","267347.00","--","1587586.00","1262668.00","--","57571.00","1528439.00","--","59147.00","1.39"
"114/11/13","113","3","1229","聯華","9774038.00","7613864.00","--","--","2160174.00","--","--","2160174.00","1025779.00","--","1134395.00","2851438.00","3985833.00","152165.00","3833668.00","--","--","3833668.00","1530230.00","--","5363898.00","3200998.00","--","632670.00","4311547.00","--","1052351.00","1.88"
"114/11/13","113","3","1231","聯華食","8740020.00","6953201.00","--","--","1786819.00","--","--","1786819.00","1098756.00","--","688063.00","203128.00","891191.00","155431.00","735760.00","--","--","735760.00","13212.00","--","748972.00","735859.00","--","-99.00","748255.00","--","717.00","2.71"
"114/11/13","113","3","1232","大統益","16376348.00","14371553.00","--","--","2004795.00","--","--","2004795.00","815424.00","--","1189371.00","65965.00","1255336.00","249574.00","1005762.00","--","--","1005762.00","4308.00","--","1010070.00","963471.00","--","42291.00","967779.00","--","42291.00","6.02"
"114/11/13","113","3","1233","天仁","1634309.00","673201.00","--","--","961108.00","0.00","0.00","961108.00","899235.00","--","61873.00","17602.00","79475.00","13960.00","65515.00","0.00","--","65515.00","-59028.00","--","6487.00","65469.00","--","46.00","5912.00","--","575.00","0.72"
"114/11/13","113","3","1234","黑松","7975741.00","5558144.00","--","--","2417597.00","--","--","2417597.00","1798069.00","--","619528.00","378038.00","997566.00","206754.00","790812.00","--","--","790812.00","9539.00","--","800351.00","790812.00","--","--","800351.00","--","--","1.97"
"114/11/13","113","3","1235","興泰","73606.00","50120.00","--","--","23486.00","--","--","23486.00","35161.00","--","-11675.00","195239.00","183564.00","2092.00","181472.00","--","--","181472.00","1214515.00","--","1395987.00","150516.00","--","30956.00","1298776.00","--","97211.00","1.66"
"114/11/13","113","3","1236","宏亞","1420926.00","1067343.00","--","--","353583.00","--","--","353583.00","385674.00","--","-32091.00","15209.00","-16882.00","1668.00","-18550.00","--","--","-18550.00","255074.00","--","236524.00","-18550.00","--","--","236524.00","--","--","-0.21"
"114/11/13","113","3","1256","鮮活果汁-KY","3368602.00","2493472.00","--","--","875130.00","--","--","875130.00","512550.00","--","362580.00","26269.00","388849.00","103586.00","285263.00","--","--","285263.00","166394.00","--","451657.00","277861.00","--","7402.00","434558.00","--","17099.00","8.21"
