出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/12/08","114","3","2880","華南金","21643522.00","30427041.00","52070563.00","138536.00","1015698.00","26292447.00","24623882.00","4714020.00","19909862.00","--","19909862.00","4836087.00","24745949.00","19909736.00","--","126.00","24745786.00","--","163.00","1.43"
"114/12/08","114","3","2881","富邦金","139785951.00","97651300.00","237437251.00","8254977.00","55366039.00","69066644.00","104749591.00","13726460.00","91023131.00","--","91023131.00","-36165012.00","54858119.00","90905174.00","--","117957.00","54674704.00","--","183415.00","6.23"
"114/12/08","114","3","2882","國泰金","198115165.00","51664252.00","249779417.00","4948860.00","80356908.00","82286084.00","82187565.00","7288136.00","74899429.00","0.00","74899429.00","-18110312.00","56789117.00","74622032.00","--","277397.00","58414267.00","--","-1625150.00","4.84"
"114/12/08","114","3","2883","凱基金","56902668.00","-20052900.00","36849768.00","446573.00","-10677788.00","27015008.00","20065975.00","1013738.00","19052237.00","--","19052237.00","-174179.00","18878058.00","19050456.00","--","1781.00","18881691.00","--","-3633.00","1.09"
"114/12/08","114","3","2884","玉山金","29593244.00","38152995.00","67746239.00","4233266.00","--","32281584.00","31231389.00","5008666.00","26222723.00","--","26222723.00","-627298.00","25595425.00","26203468.00","--","19255.00","25576417.00","--","19008.00","1.62"
"114/12/08","114","3","2885","元大金","28883797.00","60923685.00","89807482.00","1128870.00","7608359.00","46706769.00","34363484.00","5632976.00","28730508.00","--","28730508.00","7867977.00","36598485.00","26694596.00","--","2035912.00","34757329.00","--","1841156.00","2.00"
"114/12/08","114","3","2886","兆豐金","28280433.00","33912763.00","62193196.00","2126305.00","162274.00","27033236.00","32871381.00","4585982.00","28285399.00","--","28285399.00","14124966.00","42410365.00","28285399.00","--","--","42410365.00","--","--","1.91"
"114/12/08","114","3","2887","台新新光金","50871571.00","38776282.00","89647853.00","2455611.00","25987078.00","35436885.00","25768279.00","3135107.00","22633172.00","--","22633172.00","22689827.00","45322999.00","22610779.00","--","22393.00","45299839.00","--","23160.00","1.30"
"114/12/08","114","3","2889","國票金","1368911.00","4664877.00","6033788.00","224107.00","--","3221022.00","2588659.00","571908.00","2016751.00","--","2016751.00","2176776.00","4193527.00","1707261.00","--","309490.00","3769366.00","--","424161.00","0.47"
"114/12/08","114","3","2890","永豐金","26777151.00","28672202.00","55449353.00","2072822.00","--","28377019.00","24999512.00","4273988.00","20725524.00","--","20725524.00","2247470.00","22972994.00","20541404.00","--","184120.00","22939601.00","--","33393.00","1.57"
"114/12/08","114","3","2891","中信金","108680493.00","65278410.00","173958903.00","10241105.00","18928452.00","74825529.00","69963817.00","7987860.00","61975957.00","--","61975957.00","-5798968.00","56176989.00","60759332.00","--","1216625.00","53391032.00","--","2785957.00","3.06"
"114/12/08","114","3","2892","第一金","25248521.00","32685473.00","57933994.00","3678760.00","2629359.00","25081114.00","26544761.00","4845987.00","21698774.00","--","21698774.00","6049006.00","27747780.00","21698774.00","--","--","27747780.00","--","--","1.51"
"114/12/08","114","3","5880","合庫金","25419341.00","29783415.00","55202756.00","2533538.00","7801551.00","24615914.00","20251753.00","4011126.00","16240627.00","--","16240627.00","9002749.00","25243376.00","16193782.00","--","46845.00","24758014.00","--","485362.00","1.03"
