出表日期,年度,季別,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/09/03","114","4","2855","統一證","13541305.00","9961188.00","3580117.00","1739918.00","5320035.00","494257.00","4825778.00","--","--","4825778.00","818729.00","--","5644507.00","4804426.00","--","21352.00","5615187.00","--","29320.00","3.00"
"115/09/03","114","4","6005","群益證","19230991.00","14810845.00","4420146.00","2997221.00","7417367.00","1091244.00","6326123.00","--","--","6326123.00","755620.00","--","7081743.00","5735934.00","--","590189.00","6504208.00","--","577535.00","2.64"
"115/09/03","114","4","6024","群益期","2903056.00","3086943.00","-183887.00","1814312.00","1630425.00","299904.00","1330521.00","--","--","1330521.00","-27980.00","--","1302541.00","1330911.00","--","-390.00","1302912.00","--","-371.00","5.48"
