出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","110","1","1101","台泥","7124458.00","5292661.00","-1790927.00","-34616.00","10591576.00","51433522.00","62025098.00"
"114/10/28","110","1","1102","亞泥","1837738.00","-508107.00","-844147.00","-133040.00","352444.00","25911732.00","26264176.00"
"114/10/28","110","1","1103","嘉泥","-135515.00","-123668.00","-836660.00","-39801.00","-1135644.00","3375981.00","2240337.00"
"114/10/28","110","1","1104","環泥","136285.00","-67373.00","-71752.00","--","-2840.00","294665.00","291825.00"
"114/10/28","110","1","1108","幸福","31799.00","-84114.00","856.00","-1270.00","-52729.00","320535.00","267806.00"
"114/10/28","110","1","1109","信大","509407.00","-62014.00","-3848.00","-25504.00","418041.00","2276512.00","2694553.00"
"114/10/28","110","1","1110","東泥","21129.00","-32017.00","66700.00","--","55812.00","176743.00","232555.00"
"114/10/28","110","1","1201","味全","-283746.00","-190340.00","197958.00","3208.00","-272920.00","1905431.00","1632511.00"
"114/10/28","110","1","1203","味王","486254.00","-144530.00","6808.00","-66321.00","282211.00","1569035.00","1851246.00"
"114/10/28","110","1","1210","大成","131460.00","-970969.00","644680.00","-89509.00","-284338.00","4488486.00","4204148.00"
"114/10/28","110","1","1213","大飲","-12253.00","817.00","-8977.00","4.00","-20409.00","29094.00","8685.00"
"114/10/28","110","1","1215","卜蜂","-32194.00","-730967.00","783202.00","1038.00","21079.00","247679.00","268758.00"
"114/10/28","110","1","1216","統一","1291040.00","-8126145.00","3736966.00","63292.00","-3034847.00","81978785.00","78943938.00"
"114/10/28","110","1","1217","愛之味","-162276.00","-156581.00","137287.00","7473.00","-174097.00","669519.00","495422.00"
"114/10/28","110","1","1218","泰山","-70018.00","-5972.00","-55630.00","-503.00","-132123.00","772454.00","640331.00"
"114/10/28","110","1","1219","福壽","96608.00","-36807.00","-121975.00","-1192.00","-63366.00","943986.00","880620.00"
"114/10/28","110","1","1220","台榮","62733.00","-49023.00","50408.00","0.00","64118.00","465321.00","529439.00"
"114/10/28","110","1","1225","福懋油","67701.00","123273.00","-194533.00","-459.00","-4018.00","1225893.00","1221875.00"
"114/10/28","110","1","1227","佳格","-689194.00","-1409544.00","-494378.00","7603.00","-2585513.00","4332018.00","1746505.00"
"114/10/28","110","1","1229","聯華","100771.00","10064.00","583742.00","2990.00","697567.00","1805687.00","2503254.00"
"114/10/28","110","1","1231","聯華食","-56569.00","-202121.00","164008.00","-329.00","-95011.00","331974.00","236963.00"
"114/10/28","110","1","1232","大統益","-786383.00","-93800.00","9017.00","--","-871166.00","2848348.00","1977182.00"
"114/10/28","110","1","1233","天仁","43425.00","-4272.00","-73446.00","-465.00","-34758.00","323696.00","288938.00"
"114/10/28","110","1","1234","黑松","-46830.00","-12897.00","144743.00","-1378.00","83638.00","1273440.00","1357078.00"
"114/10/28","110","1","1235","興泰","-2277.00","134548.00","-130741.00","--","1530.00","40104.00","41634.00"
"114/10/28","110","1","1236","宏亞","-7621.00","-22162.00","-14434.00","7309.00","-36908.00","89421.00","52513.00"
"114/10/28","110","1","1256","鮮活果汁-KY","226793.00","-161773.00","-2097.00","-4712.00","58211.00","557080.00","615291.00"
"114/10/28","110","1","1301","台塑","11185520.00","-6849253.00","-1066093.00","-110134.00","3160040.00","14145110.00","17305150.00"
"114/10/28","110","1","1303","南亞","14281833.00","-8717556.00","-254647.00","-293453.00","5016177.00","55973617.00","60989794.00"
"114/10/28","110","1","1304","台聚","1516915.00","-671441.00","-614742.00","-44932.00","185800.00","9637007.00","9822807.00"
"114/10/28","110","1","1305","華夏","214647.00","-324110.00","-8253.00","-584.00","-118300.00","777101.00","658801.00"
"114/10/28","110","1","1307","三芳","-84499.00","-1353414.00","104430.00","6607.00","-1326876.00","5203876.00","3877000.00"
"114/10/28","110","1","1308","亞聚","640294.00","-114959.00","-450212.00","-442.00","74681.00","605644.00","680325.00"
"114/10/28","110","1","1309","台達化","69911.00","-19812.00","149804.00","-9624.00","190279.00","2458506.00","2648785.00"
"114/10/28","110","1","1310","台苯","-40479.00","-66948.00","-6808.00","-625.00","-114860.00","793022.00","678162.00"
"114/10/28","110","1","1312","國喬","1492898.00","713515.00","-857552.00","-53520.00","1295341.00","5235661.00","6531002.00"
"114/10/28","110","1","1313","聯成","-2037283.00","-545636.00","2597941.00","-113527.00","-98505.00","3623866.00","3525361.00"
"114/10/28","110","1","1314","中石化","-1071176.00","-1438448.00","1459184.00","93191.00","-957249.00","7479899.00","6522650.00"
"114/10/28","110","1","1315","達新","96306.00","-286144.00","-3098.00","-10866.00","-203802.00","3987427.00","3783625.00"
"114/10/28","110","1","1316","上曜","-85517.00","-177600.00","661432.00","-21.00","398294.00","253510.00","651804.00"
"114/10/28","110","1","1319","東陽","488544.00","-585232.00","-266147.00","-1190.00","-364025.00","1537440.00","1173415.00"
"114/10/28","110","1","1321","大洋","49993.00","-40827.00","-7396.00","2603.00","4373.00","413217.00","417590.00"
"114/10/28","110","1","1323","永裕","166845.00","-91653.00","-41873.00","-11577.00","21742.00","1405976.00","1427718.00"
"114/10/28","110","1","1324","地球","-47926.00","-2355.00","-468.00","903.00","-49846.00","291146.00","241300.00"
"114/10/28","110","1","1325","恆大","359895.00","-414154.00","84.00","-3750.00","-57925.00","501763.00","443838.00"
"114/10/28","110","1","1326","台化","1566095.00","-4868536.00","6764523.00","25419.00","3487501.00","17127127.00","20614628.00"
"114/10/28","110","1","1337","再生-KY","-232974.00","-15877.00","143226.00","-10742.00","-116367.00","1297562.00","1181195.00"
"114/10/28","110","1","1338","廣華-KY","75670.00","-51137.00","77705.00","5402.00","107640.00","2140907.00","2248547.00"
"114/10/28","110","1","1339","昭輝","65568.00","-75367.00","50389.00","2069.00","42659.00","742410.00","785069.00"
"114/10/28","110","1","1340","勝悅-KY","1746.00","-51556.00","-10777.00","41263.00","-19324.00","3265785.00","3246461.00"
"114/10/28","110","1","1341","富林-KY","-65337.00","-126170.00","137908.00","704.00","-52895.00","200984.00","148089.00"
"114/10/28","110","1","1342","八貫","42494.00","-47360.00","-7284.00","--","-12150.00","447593.00","435443.00"
"114/10/28","110","1","1402","遠東新","3051639.00","-5033896.00","6714707.00","-188913.00","4543537.00","35198619.00","39742156.00"
"114/10/28","110","1","1410","南染","31123.00","-103177.00","-225.00","--","-72279.00","401394.00","329115.00"
"114/10/28","110","1","1413","宏洲","129678.00","-11439.00","-97655.00","--","20584.00","69853.00","90437.00"
"114/10/28","110","1","1414","東和","54357.00","-20217.00","75846.00","--","109986.00","115958.00","225944.00"
"114/10/28","110","1","1416","廣豐","-25981.00","-24015.00","-60843.00","0.00","-110839.00","336878.00","226039.00"
"114/10/28","110","1","1417","嘉裕","-26922.00","65723.00","45251.00","1043.00","85095.00","479649.00","564744.00"
"114/10/28","110","1","1418","東華","-42921.00","-631.00","376455.00","0.00","332903.00","56186.00","389089.00"
"114/10/28","110","1","1419","新紡","61044.00","46913.00","-109948.00","-81.00","-2072.00","594798.00","592726.00"
"114/10/28","110","1","1423","利華","44533.00","-15587.00","694.00","--","29640.00","272651.00","302291.00"
"114/10/28","110","1","1432","大魯閣","46059.00","-38120.00","-26777.00","-173.00","-19011.00","264545.00","245534.00"
"114/10/28","110","1","1434","福懋","-339145.00","-19411.00","-205952.00","-7815.00","-572323.00","3083322.00","2510999.00"
"114/10/28","110","1","1435","中福","-14437.00","36376.00","116333.00","--","138272.00","29411.00","167683.00"
"114/10/28","110","1","1436","華友聯","176615.00","46072.00","21838.00","--","244525.00","385959.00","630484.00"
"114/10/28","110","1","1437","勤益控","178924.00","6946.00","-171950.00","608.00","14528.00","1060619.00","1075147.00"
"114/10/28","110","1","1438","三地開發","-63922.00","5796.00","99810.00","0.00","41684.00","122107.00","163791.00"
