出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"115/03/11","114","4","1215","卜蜂","3687864.00","-1837613.00","-1762958.00","-400.00","86893.00","215000.00","301893.00"
"115/03/11","114","4","1216","統一","75383767.00","-44997097.00","-26518852.00","-1130183.00","2737635.00","100442408.00","103180043.00"
"115/03/11","114","4","1219","福壽","889251.00","-485750.00","-433177.00","-144.00","-29820.00","838237.00","808417.00"
"115/03/11","114","4","1232","大統益","2064197.00","-420063.00","-1190080.00","--","454054.00","2235897.00","2689951.00"
"115/03/11","114","4","1236","宏亞","126670.00","312081.00","-476042.00","0.00","-37291.00","74287.00","36996.00"
"115/03/11","114","4","1301","台塑","6619088.00","-6096434.00","-8861318.00","770386.00","-7568278.00","18200100.00","10631822.00"
"115/03/11","114","4","1310","台苯","-102109.00","17314.00","156123.00","-561.00","70767.00","497755.00","568522.00"
"115/03/11","114","4","1323","永裕","199913.00","-22369.00","-150419.00","-37795.00","-10670.00","957530.00","946860.00"
"115/03/11","114","4","1326","台化","25105473.00","-5775920.00","-26388161.00","-129330.00","-7187938.00","24382093.00","17194155.00"
"115/03/11","114","4","1337","再生-KY","-340490.00","-3254.00","-30507.00","-5679.00","-379930.00","1879297.00","1499367.00"
"115/03/11","114","4","1342","八貫","427110.00","-96798.00","-613641.00","--","-283329.00","641080.00","357751.00"
"115/03/11","114","4","1413","宏洲","-21902.00","-46531.00","72210.00","--","3777.00","49831.00","53608.00"
"115/03/11","114","4","1423","利華","146342.00","-86317.00","-80798.00","--","-20773.00","121466.00","100693.00"
"115/03/11","114","4","1434","福懋","2557143.00","-817837.00","-1866241.00","-170687.00","-297622.00","3524678.00","3227056.00"
"115/03/11","114","4","1436","華友聯","-1448796.00","-22778.00","2117204.00","--","645630.00","1391826.00","2037456.00"
"115/03/11","114","4","1440","南紡","2518015.00","-247312.00","-1438780.00","-596683.00","235240.00","4756859.00","4992099.00"
"115/03/11","114","4","1451","年興","-34166.00","-481178.00","-284418.00","-5311.00","-805073.00","1855369.00","1050296.00"
"115/03/11","114","4","1452","宏益","-251032.00","-103748.00","-67415.00","--","-422195.00","837020.00","414825.00"
"115/03/11","114","4","1459","聯發","224829.00","750062.00","-538347.00","-4215.00","432329.00","368687.00","801016.00"
"115/03/11","114","4","1472","三洋實業","625173.00","-342690.00","383929.00","1656.00","668068.00","790965.00","1459033.00"
"115/03/11","114","4","1473","台南","421693.00","-197182.00","-352885.00","-54299.00","-182673.00","804611.00","621938.00"
"115/03/11","114","4","1476","儒鴻","7570085.00","-1866213.00","-5853822.00","-58755.00","-208705.00","3618179.00","3409474.00"
"115/03/11","114","4","1515","力山","119778.00","-718266.00","239224.00","6663.00","-352601.00","2372119.00","2019518.00"
