出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","113","3","2880","華南金","19452541.00","31662407.00","51114948.00","3044047.00","734308.00","24947395.00","22389198.00","4534247.00","17854951.00","--","17854951.00","9069139.00","26924090.00","17854805.00","--","146.00","26923897.00","--","193.00","1.30"
"114/10/28","113","3","2881","富邦金","134450107.00","109559134.00","244009241.00","8817188.00","31961348.00","66552072.00","136678633.00","15299823.00","121378810.00","--","121378810.00","54346968.00","175725778.00","121309195.00","--","69615.00","174710636.00","--","1015142.00","8.61"
"114/10/28","113","3","2882","國泰金","194824471.00","89053661.00","283878132.00","6364277.00","79890071.00","76570737.00","121053047.00","18708516.00","102344531.00","1009965.00","103354496.00","65781946.00","169136442.00","102817142.00","--","537354.00","166131842.00","--","3004600.00","6.78"
"114/10/28","113","3","2883","凱基金","55758377.00","-3843114.00","51915263.00","1128889.00","-12143247.00","27527142.00","35402479.00","6262185.00","29140294.00","--","29140294.00","22837216.00","51977510.00","29140005.00","--","289.00","51972724.00","--","4786.00","1.71"
"114/10/28","113","3","2884","玉山金","24891598.00","33706501.00","58598099.00","3326604.00","--","29886083.00","25385412.00","4474615.00","20910797.00","--","20910797.00","8547754.00","29458551.00","20897845.00","--","12952.00","29445464.00","--","13087.00","1.31"
"114/10/28","113","3","2885","元大金","24203346.00","65793215.00","89996561.00","1628782.00","8802817.00","44785899.00","34779063.00","5786079.00","28992984.00","--","28992984.00","12050825.00","41043809.00","27095015.00","--","1897969.00","38827295.00","--","2216514.00","2.09"
"114/10/28","113","3","2886","兆豐金","27654084.00","37830294.00","65484378.00","4513881.00","366712.00","26910730.00","33693055.00","4372287.00","29320768.00","--","29320768.00","7850482.00","37171250.00","29320768.00","--","0.00","37171250.00","--","0.00","1.98"
"114/10/28","113","3","2887","台新新光金","25911099.00","40258710.00","66169809.00","1482513.00","17845899.00","27087084.00","19754313.00","3094125.00","16660188.00","--","16660188.00","2092358.00","18752546.00","16659662.00","--","526.00","18752020.00","--","526.00","1.17"
"114/10/28","113","3","2889","國票金","1008927.00","5188750.00","6197677.00","103022.00","--","3447426.00","2647229.00","475022.00","2172207.00","--","2172207.00","1400535.00","3572742.00","1693060.00","--","479147.00","2687429.00","--","885313.00","0.48"
"114/10/28","113","3","2890","永豐金","18856215.00","31136151.00","49992366.00","2750113.00","--","24650469.00","22591784.00","4143107.00","18448677.00","--","18448677.00","6170739.00","24619416.00","18448677.00","--","--","24619416.00","--","--","1.45"
"114/10/28","113","3","2891","中信金","98602465.00","42680533.00","141282998.00","9820534.00","-9584073.00","69741155.00","71305382.00","11759464.00","59545918.00","--","59545918.00","21848454.00","81394372.00","58649348.00","--","896570.00","77966072.00","--","3428300.00","2.95"
"114/10/28","113","3","2892","第一金","23387803.00","31993071.00","55380874.00","4165338.00","1811843.00","24042436.00","25361257.00","4553096.00","20808161.00","--","20808161.00","7484536.00","28292697.00","20808161.00","--","--","28292697.00","--","--","1.48"
"114/10/28","113","3","5880","合庫金","21957176.00","28884796.00","50841972.00","3942598.00","2032746.00","23850065.00","21016563.00","4789326.00","16227237.00","--","16227237.00","7812418.00","24039655.00","15824141.00","--","403096.00","23573797.00","--","465858.00","1.04"
