出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","113","2","1240","茂生農經","1432034.00","1267539.00","7520.00","21975.00","193990.00","--","--","193990.00","120900.00","--","73090.00","16422.00","89512.00","21428.00","68084.00","--","--","68084.00","256763.00","--","324847.00","79352.00","--","-11268.00","336115.00","--","-11268.00","2.02"
"114/10/28","113","2","1259","安心","3009628.00","2317946.00","--","--","691682.00","--","--","691682.00","677163.00","--","14519.00","50863.00","65382.00","8950.00","56432.00","--","--","56432.00","121123.00","--","177555.00","67558.00","--","-11126.00","188390.00","--","-10835.00","2.08"
"114/10/28","113","2","1264","德麥","3140695.00","2124849.00","--","--","1015846.00","--","--","1015846.00","482259.00","--","533587.00","17531.00","551118.00","126067.00","425051.00","--","--","425051.00","57905.00","--","482956.00","371310.00","--","53741.00","408499.00","--","74457.00","10.02"
"114/10/28","113","2","1268","漢來美食","2995315.00","1601201.00","--","--","1394114.00","--","--","1394114.00","1064449.00","--","329665.00","52.00","329717.00","64793.00","264924.00","--","--","264924.00","37415.00","--","302339.00","264924.00","--","--","302339.00","--","--","6.27"
"114/10/28","113","2","1294","漢田生技","396944.00","234559.00","--","--","162385.00","--","--","162385.00","56106.00","--","106279.00","-1826.00","104453.00","22733.00","81720.00","--","--","81720.00","--","--","81720.00","81844.00","--","-124.00","81844.00","--","-124.00","3.24"
"114/10/28","113","2","1295","生合","469660.00","201837.00","--","--","267823.00","--","--","267823.00","143785.00","--","124038.00","17003.00","141041.00","49467.00","91574.00","--","--","91574.00","9540.00","--","101114.00","91574.00","--","--","101114.00","--","--","2.98"
"114/10/28","113","2","1336","台翰","1185433.00","964918.00","--","--","220515.00","--","--","220515.00","127777.00","--","92738.00","29673.00","122411.00","47116.00","75295.00","--","--","75295.00","68897.00","--","144192.00","75295.00","--","--","144192.00","--","--","0.97"
"114/10/28","113","2","1565","精華","2096089.00","1592790.00","--","--","503299.00","--","0.00","503299.00","198019.00","--","305280.00","108666.00","413946.00","89522.00","324424.00","--","--","324424.00","451.00","--","324875.00","324424.00","--","--","324875.00","--","--","6.43"
"114/10/28","113","2","1569","濱川","1390807.00","1321733.00","--","--","69074.00","--","--","69074.00","259459.00","--","-190385.00","138377.00","-52008.00","8070.00","-60078.00","--","--","-60078.00","139921.00","--","79843.00","-74861.00","--","14783.00","63035.00","--","16808.00","-0.62"
"114/10/28","113","2","1570","力肯","357452.00","264991.00","--","--","92461.00","--","--","92461.00","42845.00","--","49616.00","16084.00","65700.00","12579.00","53121.00","--","--","53121.00","49192.00","--","102313.00","53121.00","--","0.00","102313.00","--","0.00","1.03"
"114/10/28","113","2","1580","新麥","2173933.00","1208724.00","--","--","965209.00","--","--","965209.00","517809.00","--","447400.00","48051.00","495451.00","140710.00","354741.00","--","--","354741.00","55253.00","--","409994.00","332383.00","--","22358.00","384446.00","--","25548.00","6.62"
"114/10/28","113","2","1584","精剛","1417011.00","1167366.00","--","--","249645.00","--","--","249645.00","94550.00","--","155095.00","128206.00","283301.00","34453.00","248848.00","--","--","248848.00","-3073.00","--","245775.00","250865.00","--","-2017.00","247792.00","--","-2017.00","1.30"
"114/10/28","113","2","1586","和勤","1251818.00","1040598.00","--","--","211220.00","--","--","211220.00","171565.00","--","39655.00","3704.00","43359.00","9944.00","33415.00","--","--","33415.00","32499.00","--","65914.00","33415.00","--","--","65914.00","--","--","0.41"
"114/10/28","113","2","1591","駿吉-KY","107121.00","110318.00","--","--","-3197.00","--","--","-3197.00","30911.00","--","-34108.00","1683.00","-32425.00","-3823.00","-28602.00","--","--","-28602.00","13137.00","--","-15465.00","-28602.00","--","--","-15465.00","--","--","-0.82"
"114/10/28","113","2","1593","祺驊","505513.00","349611.00","--","--","155902.00","--","--","155902.00","132493.00","--","23409.00","21441.00","44850.00","15887.00","28963.00","--","--","28963.00","17906.00","--","46869.00","17055.00","--","11908.00","34961.00","--","11908.00","0.43"
"114/10/28","113","2","1595","川寶","415545.00","294818.00","--","--","120727.00","--","--","120727.00","149526.00","--","-28799.00","46483.00","17684.00","11521.00","6163.00","--","--","6163.00","7121.00","--","13284.00","8366.00","--","-2203.00","15487.00","--","-2203.00","0.17"
