出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","107","4","2880","華南金","-17158874.00","-2365956.00","-10511872.00","437849.00","-29598853.00","152814535.00","123215682.00"
"114/10/29","107","4","2881","富邦金","-3166904.00","-4220371.00","16907218.00","2821697.00","12341640.00","358310694.00","370652334.00"
"114/10/29","107","4","2882","國泰金","-86525669.00","-27580661.00","10118335.00","-431676.00","-104419671.00","415218017.00","310798346.00"
"114/10/29","107","4","2883","凱基金","118619654.00","-115365495.00","-21353460.00","338272.00","-17761029.00","132256162.00","114495133.00"
"114/10/29","107","4","2884","玉山金","9522169.00","-7549715.00","-1812594.00","1563195.00","1723055.00","58050616.00","59773671.00"
"114/10/29","107","4","2885","元大金","9808722.00","-8617963.00","-5755605.00","-192481.00","-4757327.00","125679223.00","120921896.00"
"114/10/29","107","4","2886","兆豐金","-38619574.00","-1235691.00","-11197985.00","1336024.00","-49717226.00","536876729.00","487159503.00"
"114/10/29","107","4","2887","台新新光金","-16409202.00","-1051910.00","827969.00","-327927.00","-16961070.00","43616998.00","26655928.00"
"114/10/29","107","4","2889","國票金","12919662.00","-363683.00","-10274649.00","-2279.00","2279051.00","2570325.00","4849376.00"
"114/10/29","107","4","2890","永豐金","16770765.00","-628237.00","-31962580.00","-60745.00","-15880797.00","118170657.00","102289860.00"
"114/10/29","107","4","2891","中信金","25466610.00","2703535.00","-48998553.00","1988479.00","-18839929.00","379305243.00","360465314.00"
"114/10/29","107","4","2892","第一金","15424411.00","-734963.00","6243496.00","904344.00","21837288.00","192515575.00","214352863.00"
"114/10/29","107","4","5880","合庫金","-13670331.00","-2679148.00","-17049106.00","881578.00","-32517007.00","106195547.00","73678540.00"
