出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","3","1101","台泥","76904796.00","57595324.00","--","--","19309472.00","--","--","19309472.00","4202060.00","--","15107412.00","4238149.00","19345561.00","4159059.00","15186502.00","1053559.00","--","16240061.00","-5051665.00","--","11188396.00","14836550.00","--","1403511.00","9804607.00","--","1383789.00","2.41"
"114/10/28","110","3","1102","亞泥","61810729.00","46772653.00","--","--","15038076.00","--","--","15038076.00","2505236.00","--","12532840.00","3848556.00","16381396.00","3383892.00","12997504.00","--","--","12997504.00","-1876516.00","--","11120988.00","11070037.00","--","1927467.00","9559726.00","--","1561262.00","3.50"
"114/10/28","110","3","1103","嘉泥","1655232.00","1652177.00","--","--","3055.00","--","--","3055.00","442426.00","--","-439371.00","1139735.00","700364.00","20269.00","680095.00","0.00","--","680095.00","2228899.00","--","2908994.00","597030.00","--","83065.00","2736851.00","--","172143.00","0.93"
"114/10/28","110","3","1104","環泥","4358224.00","3579005.00","--","--","779219.00","--","--","779219.00","324022.00","--","455197.00","378865.00","834062.00","85180.00","748882.00","--","--","748882.00","183820.00","--","932702.00","726040.00","--","22842.00","909860.00","--","22842.00","1.11"
"114/10/28","110","3","1108","幸福","2905016.00","2518972.00","--","--","386044.00","--","--","386044.00","170697.00","12077.00","227424.00","-7092.00","220332.00","51324.00","169008.00","0.00","--","169008.00","4593.00","--","173601.00","169008.00","--","0.00","173601.00","--","0.00","0.42"
"114/10/28","110","3","1109","信大","5158109.00","3670831.00","--","--","1487278.00","--","--","1487278.00","325567.00","--","1161711.00","75547.00","1237258.00","465951.00","771307.00","--","--","771307.00","-81529.00","--","689778.00","551020.00","--","220287.00","496713.00","--","193065.00","1.61"
"114/10/28","110","3","1110","東泥","1343659.00","1260173.00","--","--","83486.00","--","--","83486.00","84278.00","--","-792.00","129316.00","128524.00","12875.00","115649.00","--","--","115649.00","-14100.00","--","101549.00","120973.00","--","-5324.00","106907.00","--","-5358.00","0.21"
"114/10/28","110","3","1201","味全","14855873.00","10477836.00","--","--","4378037.00","--","--","4378037.00","3833467.00","--","544570.00","9063.00","553633.00","166899.00","386734.00","--","--","386734.00","-61814.00","--","324920.00","386089.00","--","645.00","324323.00","--","597.00","0.76"
"114/10/28","110","3","1203","味王","4459757.00","3001924.00","--","--","1457833.00","--","--","1457833.00","784077.00","--","673756.00","71455.00","745211.00","179650.00","565561.00","--","--","565561.00","-216329.00","--","349232.00","361253.00","--","204308.00","288847.00","--","60385.00","1.52"
"114/10/28","110","3","1210","大成","75779978.00","67703479.00","--","--","8076499.00","--","--","8076499.00","6444427.00","--","1632072.00","520731.00","2152803.00","475932.00","1676871.00","--","--","1676871.00","-37253.00","--","1639618.00","1483539.00","--","193332.00","1569595.00","--","70023.00","1.84"
"114/10/28","110","3","1213","大飲","333830.00","340515.00","--","--","-6685.00","--","--","-6685.00","43279.00","--","-49964.00","-27223.00","-77187.00","197.00","-77384.00","0.00","--","-77384.00","11.00","--","-77373.00","-77384.00","--","--","-77373.00","--","--","-1.37"
"114/10/28","110","3","1215","卜蜂","18061685.00","15465414.00","--","--","2596271.00","--","--","2596271.00","1319563.00","-24360.00","1252348.00","64483.00","1316831.00","270492.00","1046339.00","0.00","--","1046339.00","-344659.00","--","701680.00","1065542.00","--","-19203.00","720883.00","--","-19203.00","3.98"
"114/10/28","110","3","1216","統一","357718436.00","237956351.00","--","--","119762085.00","--","--","119762085.00","96610649.00","--","23151436.00","6151337.00","29302773.00","5766483.00","23536290.00","--","--","23536290.00","-2853644.00","--","20682646.00","16500709.00","--","7035581.00","14268269.00","--","6414377.00","2.90"
