出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","4","2801","彰銀","20465705.00","8220253.00","1793845.00","16771674.00","10120439.00","1316636.00","8803803.00","--","--","8803803.00","1333363.00","--","10137166.00","8803803.00","--","--","10137166.00","--","--","0.84"
"114/10/28","110","4","2812","台中銀","9277630.00","4444244.00","1368511.00","6784154.00","5569209.00","772935.00","4796274.00","--","--","4796274.00","87965.00","--","4884239.00","4796274.00","--","--","4884239.00","--","--","1.10"
"114/10/28","110","4","2820","華票","1258823.00","1588478.00","-6936.00","522220.00","2332017.00","474351.00","1857666.00","--","--","1857666.00","-582975.00","--","1274691.00","--","--","--","--","--","--","1.38"
"114/10/28","110","4","2834","臺企銀","17805776.00","6300248.00","5187503.00","13116475.00","5802046.00","701934.00","5100112.00","0.00","--","5100112.00","-1350031.00","--","3750081.00","5100112.00","0.00","0.00","3750081.00","--","--","0.66"
"114/10/28","110","4","2836","高雄銀","2790896.00","1222848.00","438494.00","2524788.00","1050462.00","140790.00","909672.00","--","--","909672.00","-110227.00","--","799445.00","--","--","--","--","--","--","0.78"
"114/10/28","110","4","2838","聯邦銀","8661671.00","8027102.00","805824.00","10672705.00","5210244.00","746848.00","4463396.00","--","--","4463396.00","882183.00","--","5345579.00","4463768.00","--","-372.00","5345944.00","--","-365.00","1.21"
"114/10/28","110","4","2845","遠東銀","6620414.00","4172475.00","813218.00","6676849.00","3302822.00","363700.00","2939122.00","--","--","2939122.00","-856794.00","--","2082328.00","2939122.00","--","--","2082328.00","--","--","0.84"
"114/10/28","110","4","2849","安泰銀","3675900.00","2261138.00","373844.00","2907983.00","2655211.00","331511.00","2323700.00","0.00","--","2323700.00","-575961.00","--","1747739.00","--","--","--","--","--","--","1.19"
"114/10/28","110","4","2897","王道銀行","4659927.00","4654885.00","553924.00","4521920.00","4238968.00","1034348.00","3204620.00","-4697.00","--","3199923.00","-777217.00","--","2422706.00","1840842.00","--","1359081.00","1497197.00","--","925509.00","0.63"
"114/10/28","110","4","5876","上海商銀","26470295.00","11702207.00","1241757.00","14791396.00","22139349.00","3468731.00","18670618.00","--","--","18670618.00","-6552340.00","--","12118278.00","14255581.00","--","4415037.00","10201802.00","--","1916476.00","3.19"
