出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","110","4","1240","茂生農經","2999605.00","2745174.00","990.00","66397.00","321818.00","--","--","321818.00","233843.00","--","87975.00","52763.00","140738.00","31502.00","109236.00","--","--","109236.00","79964.00","--","189200.00","131173.00","--","-21937.00","211137.00","--","-21937.00","3.57"
"114/10/28","110","4","1259","安心","5034182.00","3796202.00","--","--","1237980.00","--","--","1237980.00","1245633.00","--","-7653.00","116384.00","108731.00","19786.00","88945.00","--","--","88945.00","150376.00","--","239321.00","99340.00","--","-10395.00","249978.00","--","-10657.00","3.07"
"114/10/28","110","4","1264","德麥","4948371.00","3155094.00","--","--","1793277.00","--","--","1793277.00","844708.00","--","948569.00","1556.00","950125.00","228205.00","721920.00","--","--","721920.00","-22433.00","--","699487.00","599726.00","--","122194.00","583959.00","--","115528.00","16.19"
"114/10/28","110","4","1268","漢來美食","2929855.00","1762184.00","--","--","1167671.00","--","--","1167671.00","1233898.00","--","-66227.00","154934.00","88707.00","13364.00","75343.00","0.00","--","75343.00","-53646.00","--","21697.00","75343.00","--","--","21697.00","--","--","2.01"
"114/10/28","110","4","1294","漢田生技","240294.00","139266.00","--","--","101028.00","--","--","101028.00","61355.00","--","39673.00","-1255.00","38418.00","7333.00","31085.00","--","--","31085.00","--","--","31085.00","32558.00","--","-1473.00","32558.00","--","-1473.00","2.89"
"114/10/28","110","4","1336","台翰","2085430.00","1740378.00","--","--","345052.00","--","--","345052.00","204375.00","--","140677.00","-6709.00","133968.00","56910.00","77058.00","--","--","77058.00","-43256.00","--","33802.00","77058.00","--","--","33802.00","--","--","1.00"
"114/10/28","110","4","1565","精華","5401607.00","3790455.00","--","--","1611152.00","--","--","1611152.00","379865.00","--","1231287.00","-77628.00","1153659.00","205900.00","947759.00","--","--","947759.00","2467.00","--","950226.00","947759.00","--","--","950226.00","--","--","18.80"
"114/10/28","110","4","1569","濱川","4770880.00","3753635.00","--","--","1017245.00","--","--","1017245.00","608738.00","--","408507.00","-26480.00","382027.00","54219.00","327808.00","--","--","327808.00","-40081.00","--","287727.00","315430.00","--","12378.00","280829.00","--","6898.00","2.62"
"114/10/28","110","4","1570","力肯","691132.00","506362.00","--","--","184770.00","--","--","184770.00","78928.00","--","105842.00","65593.00","171435.00","36910.00","134525.00","--","--","134525.00","-472.00","--","134053.00","134525.00","--","--","134053.00","--","--","2.61"
"114/10/28","110","4","1580","新麥","4294503.00","2711232.00","--","--","1583271.00","--","--","1583271.00","890857.00","--","692414.00","9852.00","702266.00","182808.00","519458.00","--","--","519458.00","-37985.00","--","481473.00","510167.00","--","9291.00","472955.00","--","8518.00","10.16"
